Z,N,A,symbol,parity,is_magic_any,A13,I_asym,radius_rms_obs_fm,sigma_radius_rms_obs_fm,weight,radius_source_merge,n_iaea_measurements,J_from_obs_radius_MeV,J_stored_MeV,J_rel_diff,B_obs_MeV,C_required,radius_pred_a13_fm,radius_pred_a13_i_fm,resid_radius_a13_fm,resid_radius_a13_i_fm,A_band,neutron_skin_proxy_fm,B_pred_from_radius_a13_MeV,B_pred_from_radius_a13_i_MeV,resid_B_from_radius_a13_MeV,resid_B_from_radius_a13_i_MeV
3,8,11,Li,oe,True,2.2239800905693152,0.45454545454545453,2.482,0.043,540.8328826392645,main,1,2.4447597609870906,2.4447597609870906,0.0,45.709198699999995,9.348402945233472,2.11885018097868,1.438207877456789,0.36314981902132004,1.0437921225432112,A_2_16,0.7935471093721576,63.6819699515245,118.55943053885456,17.972771251524506,72.85023183885457
4,7,11,Be,eo,False,2.2239800905693152,0.2727272727272727,2.463,0.015,4444.444444444444,main,1,2.4875449850320575,2.4875449850320575,0.0,65.4779422,13.161157404989838,2.11885018097868,1.755626721205652,0.3441498190213199,0.7073732787943481,A_2_16,0.4761282656232945,89.65471806274556,124.91518459061896,24.176775862745558,59.43724239061896
5,6,11,B,oe,False,2.2239800905693152,0.09090909090909091,2.406,0.029400000000000003,1156.925355176084,main,1,2.620445954121708,2.620445954121708,0.0,76.2050553,14.540474528798585,2.11885018097868,2.073045564954515,0.28714981902132,0.33295443504548494,A_2_16,0.15870942187443152,99.05072208039417,103.28142005103685,22.84566678039417,27.07636475103685
4,8,12,Be,ee,True,2.2894284851066637,0.3333333333333333,2.503,0.015,4444.444444444444,preliminary,1,2.398326478004461,3.2338009856748777,-0.25835681025870477,68.64866760000001,10.614238152579663,2.18120476013983,1.7154976380155176,0.3217952398601702,0.7875023619844825,A_2_16,0.5819345468729156,68.3030639569893,104.50180929776253,-0.3456036430107048,35.853141697762524
6,6,12,C,ee,False,2.2894284851066637,0.0,2.4702,0.0022,206611.57024793388,main,1,2.471244227746359,2.471244227746359,0.0,92.1617352,18.646828622852567,2.18120476013983,2.297432184888433,0.2889952398601703,0.17276781511156702,A_2_16,0.0,119.99311770785697,107.91069490645737,27.831382507856972,15.74895970645737
6,7,13,C,eo,False,2.3513346877207573,0.07692307692307693,2.4614,0.0034,86505.19031141869,main,1,2.4911819524811993,2.4911819524811993,0.0,97.10804350000001,19.490355452214377,2.2401845905658284,2.2252622200018117,0.2212154094341714,0.23613777999818808,A_2_16,0.1342925877399036,118.84522044724358,120.47569096468665,21.73717694724357,23.36764746468664
6,8,14,C,ee,True,2.4101422641752297,0.14285714285714285,2.5024999999999995,0.0087,13211.784912141633,main,1,2.3994217163701026,2.3994217163701017,3.70163533004853e-16,105.2844772,21.93955245167921,2.2962122701938323,2.1691674517423936,0.20628772980616716,0.33333254825760594,A_2_16,0.24940052008839236,127.10746305117813,142.74230642246133,21.82298585117813,37.45782922246133
7,7,14,N,oo,False,2.4101422641752297,0.0,2.5582,0.007,20408.16326530612,main,1,2.280435837457713,2.280435837457713,0.0,104.6586072,22.94706246080487,2.2962122701938323,2.418567971830786,0.26198772980616747,0.13963202816921383,A_2_16,0.0,132.94450286959204,118.89080556594497,28.285895669592037,14.232198365944967
7,8,15,N,oe,True,2.46621207433047,0.06666666666666667,2.6058,0.008,15625.0,main,1,2.1834402626860063,2.1834402626860063,0.0,115.4919045,26.447232487580205,2.3496316006539617,2.358446889185109,0.2561683993460382,0.24735311081489098,A_2_16,0.11638690937458311,145.92820076469764,144.75826987795566,30.43629626469763,29.26636537795565
8,8,16,O,ee,True,2.5198420997897464,0.0,2.6991,0.0052,36982.24852071006,main,1,2.0051261641870983,2.0051261641870983,0.0,127.6193152,31.823263164025985,2.4007264776414576,2.5286513112568785,0.2983735223585424,0.17044868874312158,A_2_16,0.0,167.5873418945349,149.11130443115843,39.968026694534885,21.491989231158428
8,9,17,O,eo,True,2.571281590658235,0.058823529411764705,2.6932,0.0075,17777.777777777777,main,1,2.015957831371474,2.015957831371474,0.0,131.7623947,32.679848915877585,2.4497343689433295,2.4775762995893045,0.24346563105667052,0.21562370041069556,A_17_40,0.10269433180110274,164.56659283545213,160.4355154012521,32.80419813545214,28.673120701252117
10,7,17,Ne,eo,False,2.571281590658235,-0.17647058823529413,3.0413,0.0088,12913.223140495867,main,1,1.4670226157601831,1.4670226157601831,0.0,112.8884847,38.47537300626526,2.4497343689433295,2.8883536267937155,0.5915656310566706,0.15294637320628457,A_17_40,0.0,193.75123367347942,129.8084545343064,80.86274897347941,16.9199698343064
8,10,18,O,ee,True,2.6207413942088964,0.1111111111111111,2.7726,0.0056,31887.755102040817,main,1,1.8749690397887941,1.8749690397887941,0.0,139.8077658,37.28268649591906,2.4968561548571873,2.4359251610512365,0.2757438451428129,0.3366748389487637,A_17_40,0.19397818229097186,179.8381958669342,190.12757076257313,40.0304300669342,50.31980496257313
10,8,18,Ne,ee,True,2.6207413942088964,-0.1111111111111111,2.9714,0.0076,17313.019390581718,main,1,1.5637120195858647,1.5637120195858647,0.0,132.1426386,42.2528691168457,2.4968561548571873,2.8238815256331806,0.4745438451428128,0.14751847436681942,A_17_40,0.0,203.81255929630981,151.19721440803667,71.66992069630982,19.054575808036674
9,10,19,F,oe,False,2.668401648721945,0.05263157894736842,2.8976,0.0025,160000.0,main,1,1.6727203763338054,1.6727203763338054,0.0,147.8013648,44.1799379295972,2.5422634583347157,2.585845813006908,0.3553365416652845,0.3117541869930922,A_17_40,0.09188440213782877,204.45269776929766,196.4760254704975,56.65133296929767,48.6746606704975
