T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,residual_1e-8_per_K,z,Cv_basis_low_J_per_molK,contrib_basis_low_1e-8_per_K,Cv_basis_mid_J_per_molK,contrib_basis_mid_1e-8_per_K,Cv_basis_high_J_per_molK,contrib_basis_high_1e-8_per_K
35.0,-10.361017643945683,-13.058852461784216,0.03,-2.697834817838533,-89.92782726128445,0.5664989778585879,-18.331896587541323,0.17576421360087954,4.750457700110108,0.011404464235833097,0.5225864256470001
36.0,-11.53587213840112,-14.191958652171856,0.03,-2.6560865137707355,-88.5362171256912,0.6199941656435961,-20.06299988822666,0.1954348346838294,5.282104338951155,0.012852438277296603,0.5889368971036523
37.0,-12.754143016313503,-15.34811678769268,0.03,-2.5939737713791757,-86.46579237930585,0.6751543079469916,-21.847981086749368,0.2160779373740894,5.840034671412293,0.014399538566079388,0.6598296276443936
38.0,-14.009313478001562,-16.523065742503892,0.03,-2.5137522645023274,-83.79174215007758,0.7318157979542742,-23.68154586957727,0.23765387079027822,6.42317703545883,0.016046604732286113,0.7353030916145494
39.0,-15.29447420902185,-17.71264608386906,0.03,-2.418171874847212,-80.60572916157373,0.7898176725215938,-25.558485472312206,0.2601220638070472,7.030434897212413,0.017794666875369746,0.8154044912307306
40.0,-16.602307452314196,-18.912822461159042,0.03,-2.310515008844846,-77.01716696149487,0.8490029732509266,-27.47372072405788,0.2834416740526344,7.66070439169705,0.01964503535798253,0.9001938712017957
41.0,-17.92497397171395,-20.11970006084238,0.03,-2.1947260891284324,-73.15753630428108,0.9092198372201333,-29.42233734342467,0.3075721420841762,8.312889300782123,0.021599385110229664,0.9897479818001637
42.0,-19.25393178381967,-21.329536005756726,0.03,-2.0756042219370547,-69.18680739790182,0.9703223462838046,-31.39961342188944,0.33247365487122427,8.985913579957861,0.023659833261324856,1.0841638361748562
43.0,-20.57982681768017,-22.538746525045628,0.03,-1.9589197073654574,-65.29732357884858,1.032171163767792,-33.40104002721899,0.3581075242878646,9.678731588010479,0.025829009056738055,1.1835619141628806
44.0,-21.892734715054942,-23.743910653492467,0.03,-1.851175938437524,-61.70586461458414,1.0946339863557772,-35.42233582651119,0.3844364873420751,10.390336201454742,0.028110115165324343,1.2880889715639743
45.0,-23.183094549565123,-24.941771142719077,0.03,-1.758676593153955,-58.622553105131836,1.1575858373244208,-37.45945657527899,0.41142493546361647,11.119765011599954,0.030506979636221277,1.3979204209599676
46.0,-24.44350210782511,-26.129233187109257,0.03,-1.6857310792841462,-56.19103597613821,1.2209092252659886,-39.50860025371182,0.43903908042169615,11.866104808880564,0.033024097930328074,1.513262257722004
47.0,-25.671034412641923,-27.30336148816369,0.03,-1.6323270755217678,-54.410902517392266,1.284494190225431,-41.56620855967051,0.46724706443017755,12.628494558718712,0.035666664624438967,1.6343525127881018
48.0,-26.869114083595484,-28.461376104910137,0.03,-1.592262021314655,-53.0754007104885,1.3482382569046976,-43.62896539437984,0.4960190217879503,13.406127067505968,0.038440594564402235,1.7614622219637306
49.0,-28.047550735151784,-29.60064746673892,0.03,-1.5530967315871338,-51.76989105290446,1.412046312344984,-45.69379290422828,0.5253270990503602,14.198249527785565,0.04135253342275074,1.8948959097038007
50.0,-29.219839113498725,-30.71869085965825,0.5,-1.4988517461595234,-2.997703492319047,1.4758304233507367,-47.757845572612084,0.555145440279136,15.004163119595585,0.04440985779135367,2.0349915933582428
51.0,-30.398143944106238,-31.813160638043687,0.5,-1.415016693937449,-2.830033387874898,1.5395096069087784,-49.81850279070239,0.5854501434089696,15.823221831169105,0.04762066510606771,2.1821203214895983
52.0,-31.587983876191615,-32.88184436168021,0.5,-1.2938604854885976,-2.587720970977195,1.6030095650052203,-51.87336027612536,0.6162191932270499,16.654830647542173,0.0509937538538246,2.336685266902978
53.0,-32.785282943173925,-33.92265701219418,0.5,-1.137374069020251,-2.274748138040502,1.6662623935628114,-53.920220654180085,0.6474323759092037,17.49844324068405,0.054538594649490554,2.4991204013018558
54.0,-33.97744650673043,-34.933635403587445,0.5,-0.9561888968570165,-1.912377793714033,1.7292062737140652,-55.957083467442594,0.6790711795094247,18.35355927998336,0.058265292887429855,2.669888783871772
55.0,-35.147901529178526,-35.9129328681392,0.5,-0.7650313389606743,-1.5300626779213486,1.7917851522866164,-57.98213483627786,0.7111186842704711,19.219721467623735,0.06218454376918197,2.8494805005149235
56.0,-36.28160563772687,-36.85881427096765,0.5,-0.5772086332407784,-1.1544172664815568,1.853948417198363,-59.99373695463249,0.7435594461204753,20.09651238979482,0.06630758058310988,3.0384102938700237
57.0,-37.3687325204642,-37.769651383540214,0.5,-0.4009188630760197,-0.8018377261520394,1.9156505724301705,-61.9904175721574,0.7763793762499616,20.983551261966653,0.07064611716422428,3.23721492665054
58.0,-38.40518380186532,-38.643918627868224,0.5,-0.23873482600290813,-0.47746965200581626,1.9768509163509917,-63.97085958481451,0.8095656192285582,21.880490634695768,0.07521228549329254,3.446450322250516
59.0,-39.39057708632551,-39.48018918849118,0.5,-0.08961210216567522,-0.17922420433135045,2.037513226401204,-65.93389083123533,0.8431064317230955,22.787013115685195,0.0800185694050728,3.6666885270589558
60.0,-40.325512945819106,-40.2771314781613,0.5,0.04838146765780816,0.09676293531561632,2.097605452482468,-67.87847417082234,0.8769910635188004,23.702828154091264,0.08507773536778954,3.898514538569786
61.0,-41.20970843881951,-41.03350593487512,0.5,0.1762025039443913,0.3524050078887826,2.1570994208433882,-69.80369790149446,0.9112096422226396,24.627668924349535,0.09040276127186006,4.142523042269795
62.0,-42.04154377632751,-41.74816212215216,0.5,0.2933816541753497,0.5867633083506995,2.21597054977899,-71.70876655972717,0.945753062741058,25.561289339040368,0.09600676412764152,4.399315098534635
63.0,-42.81861843428044,-42.42003610079407,0.5,0.3985823334863689,0.7971646669727378,2.27419757806689,-73.59299213275207,0.9806128823717032,26.50346121348626,0.10190292752196498,4.669494818471747
64.0,-43.538579731641384,-43.048148038424536,0.5,0.4904316932168477,0.9808633864336954,2.331762306734847,-75.45578570215953,1.0157812221280573,27.453971598808664,0.1081044296238059,4.953666064926329
65.0,-44.19969727735163,-43.63160002256228,0.5,0.5680972547893535,1.136194509578707,2.388649354483729,-77.29664952939021,1.051250674724924,28.41262029501079,0.11462437246289278,5.252429211817137
66.0,-44.80103857773052,-44.16957404353935,0.5,0.6314645341911701,1.2629290683823402,2.444845926869107,-79.11516958645585,1.0870142194889183,29.379217551225516,0.12147571313352332,5.566377991690985
67.0,-45.34235992474759,-44.66133011498426,0.5,0.681029809763332,1.362059619526664,2.500341599166596,-80.91100852946556,1.1230651443191808,30.35358195651282,0.12867119750130038,5.896096457968484
68.0,-45.82389059404059,-45.10620450161986,0.5,0.717686092420737,1.435372184841474,2.555128112704026,-82.68389910793861,1.1593969747069166,31.335538521439243,0.13622329691468682,6.2421560848794995
69.0,-46.24613360616911,-45.50360802661016,0.5,0.7425255795589514,1.4850511591179028,2.6091991843327267,-84.43363799929864,1.1960034097258343,32.324916948062985,0.14414414834774092,6.605113024625497
70.0,-46.60972930414598,-45.85302443345027,0.5,0.756704870695709,1.513409741391418,2.6625503286250454,-86.16008005518867,1.2328782648268568,33.32155008382106,0.15244549832644463,6.985505537917348
71.0,-46.91537870663838,-46.15400878032016,0.5,0.7613699263182161,1.5227398526364322,2.715178692322196,-87.86313294420644,1.2700154212075774,34.32527255311503,0.16113865091976395,7.383851610771233
72.0,-47.163806689398015,-46.40618584779502,0.5,0.7576208416029895,1.515241683205979,2.7670829005114057,-89.54275217419969,1.3074087814777489,35.335919559062425,0.1702344200088629,7.800646767342256
73.0,-47.355746534351695,-46.609248543752116,0.5,0.7464979905995756,1.4929959811991511,2.818262913981601,-91.19893647629881,1.3450522313051012,36.353325846881184,0.1797430859843903,8.236362085665503
74.0,-47.49193419122941,-46.76295629215807,0.5,0.7289778990713396,1.4579557981426792,2.8687198971891563,-92.83172353229084,1.3829396066990438,37.3773248196517,0.18967435696298388,8.691442420481064
75.0,-47.57310637523066,-46.86713339512474,0.5,0.7059729801059209,1.4119459602118418,2.9184560962579695,-94.4411860267041,1.4210646665720945,38.407747796722305,0.2000373345603979,9.166304834857069
76.0,-47.60000000070899,-46.921667360141804,0.5,0.6783326405671878,1.3566652811343756,2.9674747264387493,-96.02742800499293,1.4594210702086878,39.44442340474877,0.21084048421015839,9.661337240102327
77.0,-47.57335202910934,-46.92650718670906,0.5,0.6468448424002788,1.2936896848005577,3.0157798684596044,-97.59058151944437,1.4980023592672091,40.487177091255234,0.22209160997344063,10.17689724148007
