T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv1_J_per_molK,Cv2_J_per_molK,alpha1_1e-8_per_K,alpha2_1e-8_per_K,residual_1e-8_per_K,z
54.0,-33.97744650673043,-22.395899383248356,0.5,1.2585780716347905,1.5660039582088154,201.04197378776203,-223.43787317101038,11.581547123482075,23.16309424696415
55.0,-35.147901529178526,-23.417333584053384,0.5,1.3277743931954757,1.6506314513133284,212.09521345476426,-235.51254703881764,11.730567945125143,23.461135890250286
56.0,-36.28160563772687,-24.44186705238724,0.5,1.3991661398770863,1.7377385495734328,223.4991445961863,-247.94101164857355,11.839738585339628,23.679477170679256
57.0,-37.3687325204642,-25.46652796673436,0.5,1.4727448386607593,1.827294938501294,235.25241375412634,-260.7189417208607,11.902204553729838,23.804409107459676
58.0,-38.40518380186532,-26.488296645804876,0.5,1.5484982780571956,1.9192657827789668,247.3530702971798,-273.8413669429847,11.916887156060442,23.833774312120884
59.0,-39.39057708632551,-27.504124205449873,0.5,1.6264105660733972,2.0136119219152278,259.7985756798948,-287.3026998853446,11.886452880875632,23.772905761751264
60.0,-40.325512945819106,-28.510950755694058,0.5,1.706462208340293,2.1102900852503184,272.5858159226745,-301.09676667836857,11.81456219012505,23.6291243802501
61.0,-41.20970843881951,-29.505722951000035,0.5,1.7886302047861835,2.20925312319063,285.71111705414154,-315.21684000514153,11.70398548781948,23.40797097563896
62.0,-42.04154377632751,-30.485410734908758,0.5,1.8728881631249936,2.3104502516220067,299.1702632394541,-329.6556739743628,11.556133041418748,23.112266082837497
63.0,-42.81861843428044,-31.447023147805545,0.5,1.9592064273532765,2.41382730655982,312.95851730608234,-344.40554045388785,11.371595286474893,22.743190572949786
64.0,-43.538579731641384,-32.38762309313529,0.5,2.047552219411878,2.5193270062376127,327.07064337247255,-359.45826646560784,11.150956638506095,22.30191327701219
65.0,-44.19969727735163,-33.30434098245,0.5,2.1378897921630813,2.626889218006059,341.50093128421645,-374.80527226666646,10.895356294901633,21.790712589803267
66.0,-44.80103857773052,-34.194387203032164,0.5,2.230180591856996,2.736451227603407,356.243222566008,-390.43760976904014,10.606651374698359,21.213302749396718
67.0,-45.34235992474759,-35.05506337308531,0.5,2.3243834283084652,2.8479480085606617,371.29093760525797,-406.3460009783433,10.287296551662278,20.574593103324556
68.0,-45.82389059404059,-35.88377236868289,0.5,2.4204546510727356,2.9613124897143193,386.6371037939354,-422.5208761626183,9.940118225357699,19.880236450715397
69.0,-46.24613360616911,-36.67802712361398,0.5,2.518348329991619,3.0764758190117045,402.2743843685398,-438.9524114921538,9.56810648255513,19.13621296511026
70.0,-46.60972930414598,-37.43545821803451,0.5,2.6180164385775524,3.1933676220046063,418.1951077033918,-455.6305659214263,9.17427108611147,18.34854217222294
71.0,-46.91537870663838,-38.15382028452439,0.5,2.71940903880772,3.311916253633115,434.3912968291637,-472.5451171136881,8.761558422113982,17.523116844227964
72.0,-47.163806689398015,-38.83099727071865,0.5,2.822474466011756,3.432049042100333,450.85469896635817,-489.68569623707685,8.33280941867937,16.66561883735874
73.0,-47.355746534351695,-39.46500660643471,0.5,2.9271595126510968,3.5536925238281953,467.5768148817418,-507.04182148817654,7.890739927916982,15.781479855833965
74.0,-47.49193419122941,-40.05400233008244,0.5,3.0334096099043015,3.6767726686629154,484.54892789431017,-524.6029302243926,7.437931861146971,14.875863722293943
75.0,-47.57310637523066,-40.59627723450288,0.5,3.1411690060884396,3.801215094665752,501.76213237585375,-542.3584096103566,6.976829140727781,13.953658281455562
76.0,-47.60000000070899,-41.09026409619152,0.5,3.2503809410599014,3.926945271978287,519.2073616092887,-560.2976257054802,6.5097359045174725,13.019471809034945
77.0,-47.57335202910934,-41.534536054376154,0.5,3.360987815848569,4.0538887153928185,536.8754148855753,-578.4099509399515,6.038815974733184,12.077631949466369
78.0,-47.49389943201553,-41.9278062078302,0.5,3.4729313568846547,4.181971165386359,554.756983736885,-596.6847899447152,5.566093224185327,11.132186448370653
79.0,-47.362379183002,-42.268926497634716,0.5,3.586152774278297,4.311118757491843,572.8426772197688,-615.1116037174036,5.093452685367284,10.186905370734568
80.0,-47.17952825599982,-42.556885943670096,0.5,3.7005929137064024,4.441258179982859,591.1230461771657,-633.6799321208358,4.622642312329725,9.24528462465945
81.0,-46.94608362499685,-42.790808301362404,0.5,3.8161924015498334,4.572316819938549,609.5886064222369,-652.3794147235993,4.155275323634446,8.310550647268892
82.0,-46.66278226398362,-42.969949203414785,0.5,3.932891783005867,4.704222897834435,628.22986080009,-671.1998100035048,3.6928330605688355,7.385666121137671
83.0,-46.33036114693441,-43.09369284898007,0.5,4.050631652976118,4.836905590873185,647.0373200954735,-690.1310129444537,3.236668297954336,6.473336595908672
84.0,-45.94955724778184,-43.16154829999599,0.5,4.169352779598889,4.970295145327192,666.0015227655125,-709.1630710655085,2.7880089477858467,5.5760178955716935
85.0,-45.521107540370274,-43.17314544147704,0.5,4.28899622035696,5.104322978213784,685.113053486462,-728.286198927939,2.3479620988932295,4.695924197786459
86.0,-45.04574899837457,-43.12823065930217,0.5,4.4095034307477565,5.238921768663683,704.362560512398,-747.4907911717002,1.9175183390724002,3.8350366781448004
87.0,-44.5242185951673,-43.026662285761596,0.5,4.530816365552377,5.374025539375834,723.7407718516656,-766.7674341374272,1.4975563094057018,2.9951126188114037
88.0,-43.95725330361309,-42.868405859629696,0.5,4.652877572783934,5.5095697285764365,743.2385102739429,-786.1069161335726,1.088847443983391,2.177694887966782
89.0,-43.34559009576302,-42.653529244128784,0.5,4.7756302804338,5.645491252918905,762.8467071668587,-805.5002364109874,0.6920608516342385,1.384121703268477
90.0,-42.689965942416706,-42.38219764271199,0.5,4.899018476167431,5.781728561774381,782.5564152663957,-824.9386129091076,0.3077682997047148,0.6155365994094296
91.0,-41.99111781251263,-42.05466854913582,0.5,5.022986980149835,5.918221683370012,802.3588202898405,-844.4134888389764,-0.06355073662318916,-0.12710147324637833
92.0,-41.24978267230061,-41.671286665066745,0.5,5.1474815112041625,6.0549122632358126,822.245251503785,-863.9165381688517,-0.4215039927661349,-0.8430079855322699
93.0,-40.46669748424253,-41.232478815236,0.5,5.272448746526572,6.191743595420255,842.2071912628206,-883.4396700780566,-0.7657813309934713,-1.5315626619869427
94.0,-39.642599205578875,-40.73874888705576,0.5,5.397836375196255,6.328660646930716,862.2362835570926,-902.9750324441484,-1.0961496814768894,-2.192299362953779
95.0,-38.77822478649051,-40.190672818711825,0.5,5.5235931457318515,6.465610075848314,882.324341608836,-922.5150144275478,-1.4124480322213102,-2.8248960644426204
96.0,-37.87431116777472,-39.58889365695945,0.5,5.649668907954283,6.6025402435570335,902.4633545594359,-942.0522482163954,-1.7145824891847299,-3.4291649783694598
97.0,-36.93159527794545,-38.93411670320515,0.5,5.776014649422906,6.739401221516203,922.6454932896432,-961.5796099928484,-2.0025214252596983,-4.005042850519397
98.0,-35.95081402965632,-38.22710476405045,0.5,5.902582526715032,6.876144792991993,942.8631154160838,-981.0902201801342,-2.276290734394131,-4.552581468788262
99.0,-34.93270431533442,-37.46867352008,0.5,6.029325891821183,7.012724450149513,963.1087695075668,-1000.5774430276467,-2.535969204745582,-5.071938409491164
100.0,-33.87800300190036,-36.65968702469168,0.5,6.156199313927287,7.149095386891759,983.3751985645164,-1020.0348855892081,-2.781684022791313,-5.563368045582626
101.0,-32.78744692443848,-35.80105334264656,0.5,6.283158596853561,7.285214487815289,1003.6553428046136,-1039.4563961472602,-3.0136064182080844,-6.027212836416169
102.0,-31.661772878667538,-34.893720336347,0.5,6.41016079241592,7.421040313636344,1023.9423417971124,-1058.8360621334593,-3.2319474576794613,-6.463894915358923
