T_K,k_RRR50_W_mK,k_RRR100_W_mK,k_RRR150_W_mK,k_RRR300_W_mK,k_RRR500_W_mK
23.556921799175093,1455.9208906873143,2425.4347046426933,3109.489766108313,4496.005806396819,5514.0019084795085
23.727329402415513,1458.349950927017,2422.0816332785457,3098.7269647430026,4464.660864794153,5462.267553154917
23.898969711333255,1460.633830101253,2418.41633958932,3087.5620108251687,4432.8177702624835,5410.248129626363
24.071851643155362,1462.769783912869,2414.4374466448303,3075.9968601027917,4400.488929161351,5357.961285026949
24.245984179614887,1464.755090645771,2410.1437398878097,3064.0337185728868,4367.687132174322,5305.424738183993
24.42137636741755,1466.5870546651663,2405.534172077221,3051.6750447389454,4334.425543312782,5252.656267836199
24.598037318711697,1468.2630100364354,2400.607868171497,3038.923551619542,4300.71768819307,5199.6737007786105
24.77597621156173,1469.7803242604316,2395.364130139232,3025.782208497629,4266.577441599027,5146.49489994709
24.95520229042496,1471.1364021233992,2389.8024416844564,3012.2542423980585,4232.019014347029,5093.137752448331
25.13572486663184,1472.3286896584523,2383.9224728744075,2998.3431392820453,4197.056939471181,5039.620157546476
25.31755331886974,1473.35467821546,2377.7240846547606,2984.0526449458853,4161.706057749435,4985.960014614283
25.50069709367021,1474.2119086358791,2371.2073332404184,2969.3867656141247,4125.981502593305,4932.175211058173
25.685165705899696,1474.8979755276075,2364.3724743657667,2954.3497682151215,4089.898684326602,4878.283610227001
25.870968739253946,1475.4105316351809,2357.2199673814102,2938.9461803278423,4053.4732738799134,4824.303039314321
26.058115846755847,1475.747292299961,2349.750479181224,2923.1807897903923,4016.7211859304584,4770.251277263462
26.246616751256973,1475.9060400034782,2341.9648879456686,2907.0586439587255,3979.6585615188933,4716.146042685547
26.436481245942698,1475.8846289876133,2333.8642866852715,2890.585048607663,3942.3017501762315,4662.004981801966
26.627719194840978,1475.6809899436457,2325.4499865692464,2873.7655664626923,3904.667291596282,4607.845656418523
26.82034053333483,1475.2931347623105,2316.7235200232776,2856.6060153560798,3866.771896890919,4553.6855319469305
27.014355268678454,1474.719161335423,2307.686643580858,2839.1124659979146,3828.632429466838,4499.541965479805
27.209773480517242,1473.9572583998822,2298.341340472645,2821.291239355057,3790.26588556431,4445.432193933392
27.406605321411327,1473.0057104133632,2288.689822937766,2803.148903631497,3751.689374499639,4391.37332226747
27.604861017363135,1471.8629024508027,2278.7345342418794,2784.6922708440807,3712.9200986550195,4337.3823117962675
27.80455086834861,1470.527325109857,2268.4781503864165,2765.9283929883654,3673.9753332594555,4283.475968600315
28.005685248852327,1468.997579412677,2257.9235814939852,2746.8645577913194,3634.8724060068066,4229.670932051344
28.208274608406505,1467.2723816912367,2247.073972854859,2727.5082840467526,3595.6286765566624,4175.983663464606
28.412329472133855,1465.3505684419342,2235.932705620787,2707.8673165315167,3556.261515965566,4122.430434889473
28.61786044129439,1463.2311011352288,2224.503397131213,2687.9496205025944,3516.78828609567,4069.0273180499466
28.82487819383626,1460.9130709652663,2212.7899008599725,2667.7633757735052,3477.2263190486797,4015.7901734517463
29.033393484950423,1458.3957035235517,2200.796305968222,2647.316970371761,3437.592896673286,3962.7346396647836
29.24341714762946,1455.678363380683,2188.5269364530764,2626.6189937813915,3397.905230194106,3909.8761227975438
29.454960093230365,1452.7605585592892,2175.986349879979,2605.6782297713444,3358.180440009645,3857.2297861746074
29.668033312041377,1449.6419448811214,2163.1793356888593,2584.5036488178444,3318.435535707134,3804.810540233016
29.88264787385307,1446.3223301702908,2150.1109130650793,2563.104400125091,3278.687396340493,3752.6330326478515
30.09881492853332,1442.8016782954521,2136.7863283669008,2541.489803252533,3238.9527510183552,3700.7116387050573
30.316545706606707,1439.0801130320644,2123.2110521024656,2519.6693393585388,3199.2481598466043,3649.0604519302424
30.535851519837887,1435.157921726748,2109.3907754512015,2497.6526420701257,3159.58999526981,3597.693274992006
30.756743761819312,1431.0355587451468,2095.3314063241555,2475.449487991045,3119.9944238544126,3546.6236108893513
30.979233908563153,1426.7136486848012,2081.0390649616565,2453.0697868619163,3080.477388554968,3495.8646544395374
31.203333519097473,1422.192989334628,2066.5200790662816,2430.523571386654,3041.054591503095,3445.42928407813
31.429054236066843,1417.4745543626866,2051.7809784706787,2407.8209867424484,3001.7414773571286,3395.3300539855013
31.656407786337102,1412.5594957143724,2036.8284893434013,2384.972279789052,2962.5532172487897,3345.579186552265
31.8854059816047,1407.449145703242,2021.6695279345279,2361.987787998726,2923.504693360572,3296.188565196698
32.1160607190103,1402.1450187774267,2006.3111938673967,2338.8779281253155,2884.6104841659812,3247.169727546684
32.348383981756875,1396.6488129452064,1990.760762982676,2315.6531846351622,2845.8848503619542,3198.5338589976664
32.5823878397323,1390.9624108436442,1975.0256797434977,2292.324097922352,2807.341721520992,3150.2917866594917
32.81808445013635,1385.0878804355686,1959.1135492125616,2268.9012523322667,2768.9946834874013,3102.4539737024124
33.055486058112365,1379.0274753206143,1943.0321286125413,2245.39526401894,2730.856966540019,3055.0305141126214
33.29460499738342,1372.783634647544,1926.7893184852423,2221.8167686626016,2692.941434340804,3008.031127869723
33.535453690893085,1366.3589826157208,1910.393153463834,2198.1764090739043,2655.260573686382,2961.465156552361
33.778044651450806,1359.7563275555074,1893.8517926773166,2174.484822713913,2617.826485076321,2915.3415593837613
34.022390482382065,1352.9786605783358,1877.1735098055408,2150.7526291583576,2580.65087410991,2869.668909723398
34.26850387818301,1346.0291537885064,1860.3666828069802,2126.990417535145,2543.7450437199186,2824.45539201379
34.51639762518017,1338.9111580513877,1843.439783341467,2103.2087339664463,2507.11988724922,2779.7087991868098
34.76608460219455,1331.6282003128665,1826.4013659123475,2079.418069045021,2470.7858823733254,2735.4365305380325
35.01757778121088,1324.1839804679694,1809.2600567546708,2055.6288453759007,2434.753085869583,2691.6455900707424
35.27089022805145,1316.5823677777994,1792.024542496066,2031.8514052151295,2399.031129230406,2648.3425853162894
35.526035103054966,1308.8273968362496,1774.7035586199356,2008.0959982358472,2363.6292151160155,2605.53372663111
35.78302566176026,1300.9232630891283,1757.3058777601666,1984.3727694535464,2328.5561146390387,2563.2248269743845
36.04187525559491,1292.8743179116366,1739.840297859419,1960.6917473413553,2293.820165471166,2521.421302165107
36.30259733256897,1284.685063251009,1722.3156302220316,1937.062832165468,2259.4292707596524,2480.128171620085
36.565205437973546,1276.3601458437306,1704.7406874953963,1913.4957845713368,2225.3908988388935,2439.3500595694472
36.829713215084595,1267.9043510192325,1687.124271613328,1890.0002144501857,2191.7120837205553,2399.0911967487837
37.09613440587168,1259.3225961028925,1669.4751617350294,1866.5855701139078,2158.399426343107,2359.3554225631874
37.364482851711934,1250.619923434732,1651.8021022151154,1843.2611278071847,2125.4590965603093,2320.1461877186466
37.63477249410916,1241.801493020677,1634.1137906384315,1820.0359815824631,2092.8968358456495,2281.4665573146194
37.907017375418086,1232.8725748364802,1616.4188659557783,1796.9190335647968,2060.717960688786,2243.319214390945
38.181231639573944,1223.838540805692,1598.725896753891,1773.9189846296501,2028.9273666577844,2205.706463920034
38.457429532827334,1214.7048564746333,1581.043369695135,1751.0443255177865,1997.5295331001282,2168.6302372362998
38.735625404484296,1205.4770724096577,1563.379678160006,1728.3033284079208,1966.5285284538377,2132.092096890877
39.015833707651815,1196.1608153432423,1545.7431111261997,1705.7040389669278,1935.9280161390882,2096.0932419205906
39.298068999988736,1186.7617790966876,1528.1418423163595,1683.2542688971348,1905.7312609996404,2060.6345135188717
39.58234594446198,1177.2857153092048,1510.5839196461804,1660.9615889953077,1875.9411362628036,2025.7164010947063
