id,label,experiment,unit,observed,observed_sigma,reference_prediction,pred_static,pred_vortex_fit,pred_lrot_prior,pred_lrot,residual_lrot_prior,residual_lrot,z_static,z_lrot_prior,z_lrot,is_prior_source,gate_role
gpb_frame_dragging,GP-B frame-dragging,GP-B,arcsec/yr,0.039,0.0072,0.0392,0.0,0.03882124651590472,0.038807999999999995,0.038807999999999995,0.00019200000000000467,0.00019200000000000467,5.416666666666667,0.026666666666667317,0.026666666666667317,False,holdout_prediction
lageos_frame_dragging,LAGEOS frame-dragging,LAGEOS,mu_ratio,0.99,0.05,1.0,0.0,0.9903379213240999,0.99,0.99,0.0,0.0,19.799999999999997,0.0,0.0,True,prior_source
