Z,N,A,symbol,parity,is_magic_any,B_obs_MeV,B_pred_before_MeV,resid_before_MeV,delta_n_3pt_MeV,delta_p_3pt_MeV,pairing_correction_MeV,B_pred_after_MeV,resid_after_MeV,abs_resid_before_MeV,abs_resid_after_MeV
27,33,60,Co,oo,False,524.8061520000001,93.11683455567575,-431.6893174443244,0.9135715499998582,0.7930557499999509,0.07280630615483896,93.0440282495209,-431.7621237504792,431.6893174443244,431.7621237504792
28,32,60,Ni,ee,True,526.846614,85.6573612304974,-441.1892527695027,1.7838165499999832,2.3662945500000205,1.6095921278543384,84.04776910264306,-442.79884489735696,441.1892527695027,442.79884489735696
29,31,60,Cu,oo,False,519.936282,93.11683455567575,-426.8194474443243,0.8259990499999788,0.40760730000005196,-0.4894042441437674,93.60623879981952,-426.3300432001805,426.8194474443243,426.3300432001805
30,30,60,Zn,ee,False,514.983144,93.11683455567575,-421.8663094443243,2.392179200000072,2.427909700000072,0.8210081080409064,92.29582644763485,-422.6873175523652,421.8663094443243,422.6873175523652
31,29,60,Ga,oo,False,499.62,93.11683455567575,-406.5031654443243,0.8401546499999881,0.9140158999999528,0.39836299957313326,92.71847155610261,-406.9015284438974,406.5031654443243,406.9015284438974
32,28,60,Ge,ee,True,486.78,93.11683455567575,-393.66316544432425,2.4644999999999584,2.070999999999998,0.07368854628706867,93.04314600938868,-393.7368539906113,393.66316544432425,393.7368539906113
33,27,60,As,oo,False,464.1,93.11683455567575,-370.9831654443243,nan,nan,0.0,93.11683455567575,-370.9831654443243,370.9831654443243,370.9831654443243
20,41,61,Ca,eo,True,457.683,92.9343100640098,-364.7486899359902,nan,nan,0.0,92.9343100640098,-364.7486899359902,364.7486899359902,364.7486899359902
21,40,61,Sc,oe,False,475.43399999999997,92.9343100640098,-382.4996899359902,0.9159999999999684,1.066000000000031,0.558982500594372,92.37532756341542,-383.0586724365845,382.4996899359902,383.0586724365845
22,39,61,Ti,eo,False,491.538,92.9343100640098,-398.60368993599025,0.7355739999999855,1.5275484999999946,1.6538405197879733,91.28046954422182,-400.2575304557782,398.60368993599025,400.2575304557782
23,38,61,V,oe,False,504.5335437,92.9343100640098,-411.59923363599023,1.026839200000012,1.2990304000000492,0.8133097221827486,92.12100034182704,-412.41254335817297,411.59923363599023,412.41254335817297
24,37,61,Cr,eo,False,516.0705774,92.9343100640098,-423.1362673359903,1.3840506999999889,1.6908182000000807,0.9883756991440125,91.94593436486578,-424.1246430351343,423.1362673359903,424.1246430351343
25,36,61,Mn,oe,False,524.5338577,92.9343100640098,-431.59954763599023,0.9961754999999926,1.1511463999999592,0.5932699932856023,92.34104007072419,-432.1928176292758,431.59954763599023,432.1928176292758
26,35,61,Fe,eo,False,530.9298846,92.9343100640098,-437.9955745359903,1.2251084999999193,1.7243329000000358,1.2834264052254147,91.65088365878438,-439.27900094121566,437.9955745359903,439.27900094121566
27,34,61,Co,oe,False,534.1252109999999,92.9343100640098,-441.19090093599016,1.36075929999987,1.1816265000000499,0.10911700601069585,92.8251930579991,-441.3000179420008,441.19090093599016,441.3000179420008
28,33,61,Ni,eo,True,534.6667141,86.26222851108095,-448.4044855889191,1.3878133999999704,2.0030371999999943,1.543053684981519,84.71917482609943,-449.9475392739006,448.4044855889191,449.9475392739006
29,32,61,Cu,oe,False,531.6464028,92.9343100640098,-438.71209273599027,1.417660900000044,0.8366023000000382,-0.5940862701891922,93.52839633419899,-438.11800646580105,438.71209273599027,438.11800646580105
30,31,61,Zn,eo,False,525.2288978,92.9343100640098,-432.29458773599026,1.3223723000000405,1.182764900000052,0.16789476283650395,92.76641530117328,-432.4624824988267,432.29458773599026,432.4624824988267
31,30,61,Ga,oe,False,515.2323093,92.9343100640098,-422.29799923599023,1.3443174000000226,1.016262700000027,-0.16330757435281584,93.0976176383626,-422.13469166163736,422.29799923599023,422.13469166163736
32,29,61,Ge,eo,False,501.115,92.9343100640098,-408.18068993599024,1.0319999999999823,1.7860000000000298,1.6794901276509442,91.25481993635884,-409.86018006364117,408.18068993599024,409.86018006364117
33,28,61,As,oe,True,483.72999999999996,92.9343100640098,-390.79568993599014,2.160999999999973,nan,-3.1939045178650147,96.1282145818748,-387.60178541812513,390.79568993599014,387.60178541812513
21,41,62,Sc,oo,False,476.656,92.74529913215314,-383.91070086784686,0.5554999999999666,0.7519999999999811,0.5283576266474088,92.21694150550573,-384.43905849449425,383.91070086784686,384.43905849449425
22,40,62,Ti,ee,False,495.38,92.74529913215314,-402.63470086784685,1.0444999999999993,1.5434016500000212,1.2257020940505872,91.51959703810255,-403.8604029618974,402.63470086784685,403.8604029618974
23,39,62,V,oo,False,507.64090300000004,92.74529913215314,-414.8956038678469,0.7454671999999505,1.0756006999999386,0.8282530513282691,91.91704608082486,-415.7238569191752,414.8956038678469,415.7238569191752
24,38,62,Cr,ee,False,522.4980002000001,92.74529913215314,-429.75270106784694,1.5152078000000984,2.3205153500000506,1.9244439853675779,90.82085514678556,-431.67714505321453,429.75270106784694,431.67714505321453
25,37,62,Mn,oo,False,529.3870124,92.74529913215314,-436.64171326784685,0.7906294500000399,0.5420981500000153,-0.19580131689209324,92.94110044904522,-436.4459119509548,436.64171326784685,436.4459119509548
26,36,62,Fe,ee,False,538.9587521999999,92.74529913215314,-446.2134530678468,1.5999880499999222,2.081211549999864,1.3697392018838643,91.37555993026928,-447.58319226973066,446.2134530678468,447.58319226973066
27,35,62,Co,oo,False,540.7227514,92.74529913215314,-447.97745226784684,0.9504659000000402,0.7922991500000762,0.016919742924007553,92.72837938922913,-447.99437201077086,447.97745226784684,447.99437201077086
28,34,62,Ni,ee,True,545.262441,86.31753097729687,-458.9449100227031,1.8789756999998986,2.50741290000002,1.7221690387178104,84.59536193857906,-460.6670790614209,458.9449100227031,460.6670790614209
29,33,62,Cu,oo,False,540.5212018,92.74529913215314,-447.7759026678468,0.9944222000000309,0.43018315000000484,-0.6978198643095146,93.44311899646264,-447.0780828035373,447.7759026678468,447.0780828035373
30,32,62,Zn,ee,False,538.1193962000001,92.74529913215314,-445.37409706784695,1.8869194000001244,1.9025037500001076,0.6249922750600616,92.12030685709307,-445.99908934290704,445.37409706784695,445.99908934290704
31,31,62,Ga,oo,False,528.1559838,92.74529913215314,-435.4106846678468,0.1461380999999733,0.3519588499999031,0.41555901372629594,92.32974011842684,-435.8262436815731,435.4106846678468,435.8262436815731
32,30,62,Ge,ee,False,517.514,92.74529913215314,-424.76870086784686,1.7669239499999776,1.8183453500000155,0.6513305292552576,92.09396860289787,-425.42003139710215,424.76870086784686,425.42003139710215
33,29,62,As,oo,False,499.03799999999995,92.74529913215314,-406.2927008678468,0.9065000000000225,0.905000000000058,0.2841282741645701,92.46117085798856,-406.5768291420114,406.2927008678468,406.5768291420114
21,42,63,Sc,oe,False,478.989,92.55017411934608,-386.4388258806539,nan,nan,0.0,92.55017411934608,-386.4388258806539,386.4388258806539,386.4388258806539
22,41,63,Ti,eo,False,497.133,92.55017411934608,-404.5828258806539,0.9890000000000043,1.3649999999999807,0.9876095768432425,91.56256454250284,-405.5704354574971,404.5828258806539,405.5704354574971
23,40,63,V,oe,False,512.2391967,92.55017411934608,-419.6890225806539,0.9787451999999632,1.1648064999999974,0.6435429395359455,91.90663117981013,-420.33256552018986,419.6890225806539,420.33256552018986
24,39,63,Cr,eo,False,525.8950073999999,92.55017411934608,-433.34483328065386,1.067995900000085,2.077195899999964,2.1488048360809975,90.40136928326508,-435.49363811673487,433.34483328065386,435.49363811673487
25,38,63,Mn,oe,False,535.8214260000001,92.55017411934608,-443.271251880654,1.1305598000001282,1.0240157000000067,0.16653268725894455,92.38364143208713,-443.43778456791296,443.271251880654,443.43778456791296
26,37,63,Fe,eo,False,543.7876437,92.55017411934608,-451.2374695806539,1.2881740000000264,1.4774238999999625,0.7471688749646044,91.80300524438148,-451.9846384556185,451.2374695806539,451.9846384556185
27,36,63,Co,oe,False,549.2212236000001,92.55017411934608,-456.67104948065406,1.243134300000122,1.1369908999998302,0.2028706693161504,92.34730345002993,-456.8739201499702,456.67104948065406,456.8739201499702
28,35,63,Ni,eo,True,552.1002165000001,92.55017411934608,-459.550042380654,1.4098423999998886,2.0884856000001264,1.6638221680238319,90.88635195132225,-461.21386454867786,459.550042380654,461.21386454867786
29,34,63,Cu,oe,False,551.3848452,84.40078076995395,-466.98406443004603,1.473889100000008,0.7953577000000109,-0.751198595220727,85.15197936517468,-466.2328658348253,466.98406443004603,466.2328658348253
30,33,63,Zn,eo,False,547.2360557999999,92.55017411934608,-454.68588168065384,1.3726247000001308,1.4032404999999244,0.48923970806414774,92.06093441128193,-455.17512138871797,454.68588168065384,455.17512138871797
31,32,63,Ga,oe,False,540.7873821,92.55017411934608,-448.23720798065386,1.1371757999999659,1.1946936000001074,0.4630152131736234,92.08715890617246,-448.70022319382747,448.23720798065386,448.70022319382747
32,31,63,Ge,eo,False,530.3791521,92.55017411934608,-437.828977980654,1.3002254999999536,1.1491602000000967,0.1403276229271957,92.40984649641888,-437.9693056035812,437.828977980654,437.9693056035812
33,30,63,As,oe,False,516.159,92.55017411934608,-423.6088258806539,1.488000000000028,0.9979999999999905,-0.408437103405465,92.95861122275154,-423.20038877724846,423.6088258806539,423.20038877724846
34,29,63,Se,eo,False,498.771,92.55017411934608,-406.22082588065393,nan,nan,0.0,92.55017411934608,-406.22082588065393,406.22082588065393,406.22082588065393
22,42,64,Ti,ee,False,500.864,92.34928700271647,-408.5147129972835,1.2024999999999864,1.9869999999999948,1.7881654917578715,90.5611215109586,-410.3028784890414,408.5147129972835,410.3028784890414
23,41,64,V,oo,False,514.88,92.34928700271647,-422.53071299728356,0.6220983499999875,0.7714999999999748,0.4649173007229386,91.88436970199352,-422.99563029800646,422.53071299728356,422.99563029800646
24,40,64,Cr,ee,False,531.4280064,92.34928700271647,-439.0787193972835,1.3955027000000086,2.2862365500000124,2.0398560076402674,90.3094309950762,-441.1185754049238,439.0787193972835,441.1185754049238
25,39,64,Mn,oo,False,539.9947199999999,92.34928700271647,-447.6454329972835,0.9381645000000844,0.7090612000000078,-0.11425950749134106,92.4635465102078,-447.5311734897921,447.6454329972835,447.5311734897921
26,38,64,Fe,ee,False,551.1928832000001,92.34928700271647,-458.84359619728366,1.5427838500001485,1.9334142000000725,1.1890811580670833,91.16020584464938,-460.0326773553507,458.84359619728366,460.0326773553507
27,37,64,Co,oo,False,555.2334272,92.34928700271647,-462.8841401972836,0.7259406000000013,0.588272649999908,-0.01733825236712816,92.36662525508359,-462.86680194491646,462.8841401972836,462.86680194491646
28,36,64,Ni,ee,True,561.7576768,87.75040538249354,-474.00727141750644,1.779690549999998,2.5414222499999255,1.9299356908259657,85.82046969166757,-475.9372071083325,474.00727141750644,475.9372071083325
29,35,64,Cu,oo,False,559.3007104,92.34928700271647,-466.9514233972835,0.9973549500000445,0.2880428500000676,-0.9572079411602751,93.30649494387674,-465.99421545612324,466.9514233972835,465.99421545612324
30,34,64,Zn,ee,False,559.0979648,82.23435432293286,-476.86361047706714,1.941291900000067,1.8853389500000048,0.5138309120058042,81.72052341092706,-477.37744138907294,476.86361047706714,477.37744138907294
31,33,64,Ga,oo,False,551.1444288,92.34928700271647,-458.7951417972836,0.769465499999967,0.51299709999995,-0.21673983056831803,92.56602683328478,-458.5784019667152,458.7951417972836,458.5784019667152
32,32,64,Ge,ee,False,545.8447552,92.34928700271647,-453.49546819728357,2.6157811499999752,2.5734234000000242,0.7516366622900579,91.59765034042641,-454.2471048595736,453.49546819728357,454.2471048595736
33,31,64,As,oo,False,530.304,92.34928700271647,-437.95471299728354,0.6531407500000341,0.4105760500000315,-0.22859689263185534,92.57788389534832,-437.7261161046516,437.95471299728354,437.7261161046516
34,30,64,Se,ee,False,516.8,92.34928700271647,-424.4507129972835,1.8894999999999698,1.8404999999999632,0.5099199958669693,91.8393670068495,-424.96063299315045,424.4507129972835,424.96063299315045
22,43,65,Ti,eo,False,502.19,92.14297067347891,-410.04702932652106,nan,nan,0.0,92.14297067347891,-410.04702932652106,410.04702932652106,410.04702932652106
23,42,65,V,oe,False,518.765,92.14297067347891,-426.6220293265211,0.8229999999999791,1.2109999999999843,0.956619129024258,91.18635154445465,-427.57864845554536,426.6220293265211,427.57864845554536
24,41,65,Cr,eo,False,534.17,92.14297067347891,-442.0270293265211,1.0880032000000028,1.7806461999999215,1.5871120386925281,90.55585863478639,-443.6141413652136,442.0270293265211,443.6141413652136
25,40,65,Mn,oe,False,546.0443429999999,92.14297067347891,-453.901372326521,1.0976291999999148,0.8865687000000548,-0.03142868771232732,92.17439936119123,-453.86994363880865,453.901372326521,453.86994363880865
26,39,65,Fe,eo,False,555.5125549999999,92.14297067347891,-463.369584326521,1.3007951000001299,1.5191122999999607,0.8033199838567358,91.33965068962218,-464.1729043103777,463.369584326521,464.1729043103777
27,38,65,Co,oe,False,562.697512,92.14297067347891,-470.5545413265211,1.084715699999947,1.3027134000000729,0.7343783847799379,91.40859228869897,-471.288919711301,470.5545413265211,471.288919711301
28,37,65,Ni,eo,True,567.8557559999999,92.14297067347891,-475.71278532652104,1.4268662000000631,2.100433399999929,1.660100292303461,90.48287038117546,-477.37288561882445,475.71278532652104,477.37288561882445
29,36,65,Cu,oe,False,569.2112855,85.55454475515893,-483.6567407448411,1.4223213000000783,0.7354583999999704,-0.7824646987966466,86.33700945395557,-482.87427604604443,483.6567407448411,482.87427604604443
30,35,65,Zn,eo,False,567.07729,92.14297067347891,-474.93431932652106,1.5395979000000466,1.3379524999999717,0.12530604592318406,92.01766462755573,-475.0596253724442,474.93431932652106,475.0596253724442
31,34,65,Ga,oe,False,563.0404065,92.14297067347891,-470.89743582652113,1.3792098000000124,1.1480397999999354,0.021580360253715902,92.12139031322519,-470.9190161867748,470.89743582652113,470.9190161867748
32,33,65,Ge,eo,False,556.078796,92.14297067347891,-463.9358253265211,1.483045499999946,1.0492694000000142,-0.3091177491362851,92.4520884226152,-463.6267075773848,463.9358253265211,463.6267075773848
33,32,65,As,oe,False,545.7552815,92.14297067347891,-453.61231082652114,1.145969300000047,1.0670961000000148,0.22106038528953986,91.92191028818938,-453.83337121181063,453.61231082652114,453.83337121181063
34,31,65,Se,eo,False,531.05,92.14297067347891,-438.90702932652107,1.2500000000000568,1.4359999999999786,0.7292589330689672,91.41371174040995,-439.63628825959,438.90702932652107,439.63628825959
35,30,65,Br,oe,False,513.76,92.14297067347891,-421.6170293265211,nan,nan,0.0,92.14297067347891,-421.6170293265211,421.6170293265211,421.6170293265211
23,43,66,V,oo,False,521.004,91.93154013612357,-429.0724598638765,0.6499999999999773,0.737499999999983,0.362670472401296,91.56886966372228,-429.4351303362777,429.0724598638765,429.4351303362777
24,42,66,Cr,ee,False,539.088,91.93154013612357,-447.1564598638764,1.3564999999999827,2.291999999999973,2.107842845627141,89.82369729049643,-449.26430270950357,447.1564598638764,449.26430270950357
25,41,66,Mn,oo,False,549.8987076000001,91.93154013612357,-457.96716746387654,0.5369638999998756,0.2591450499999155,-0.32861496387892275,92.26015510000249,-457.63855249999756,457.96716746387654,457.63855249999756
26,40,66,Fe,ee,False,562.433817,91.93154013612357,-470.50227686387643,1.6046868500000073,1.9232817999999838,1.0794086920541255,90.85213144406944,-471.58168555593056,470.50227686387643,471.58168555593056
27,39,66,Co,oo,False,567.9921654,91.93154013612357,-476.06062526387643,0.8449543000000403,1.0717538499999932,0.6743108735188794,91.2572292626047,-476.73493613739527,476.06062526387643,476.73493613739527
28,38,66,Ni,ee,True,576.8075676,91.93154013612357,-484.8760274638764,1.57204784999999,2.7539116500000205,2.618112943065928,89.31342719305765,-487.49414040694234,484.8760274638764,487.49414040694234
29,37,66,Cu,oo,False,576.277218,91.93154013612357,-484.3456778638764,1.033324700000037,0.24479889999997795,-1.0879663697739508,93.01950650589752,-483.2577114941024,484.3456778638764,483.2577114941024
30,36,66,Zn,ee,False,578.135811,83.24871155495931,-494.8870994450407,2.003027100000054,1.8278127499999641,0.3193640189389968,82.92934753602032,-495.2064634639797,494.8870994450407,495.2064634639797
31,35,66,Ga,oo,False,572.1779646,91.93154013612357,-480.24642446387645,1.044594150000023,0.5691417999999544,-0.5226283051799478,92.45416844130352,-479.7237961586965,480.24642446387645,479.7237961586965
32,34,66,Ge,ee,False,569.2789277999999,91.93154013612357,-477.34738766387636,2.031068399999924,1.984679799999924,0.55939858486623,91.37214155125734,-477.90678624874255,477.34738766387636,477.90678624874255
33,33,66,As,oo,False,558.9146244,91.93154013612357,-466.98308426387644,0.26293889999999465,0.4958239999999705,0.5010789012592741,91.4304612348643,-467.48416316513567,466.98308426387644,467.48416316513567
34,32,66,Se,ee,False,547.8000000000001,91.93154013612357,-455.8684598638765,1.8955976000000874,1.9643592500000864,0.7231583098335563,91.20838182629002,-456.59161817371006,455.8684598638765,456.59161817371006
35,31,66,Br,oo,False,528.924,91.93154013612357,-436.99245986387643,0.9139999999999873,0.6814999999999714,-0.12800020828908476,92.05954034441265,-436.8644596555873,436.99245986387643,436.8644596555873
23,44,67,V,oe,False,524.543,91.71529361902142,-432.8277063809786,nan,nan,0.0,91.71529361902142,-432.8277063809786,432.8277063809786,432.8277063809786
24,43,67,Cr,eo,False,541.293,91.71529361902142,-449.5777063809786,1.134999999999991,1.6850000000000023,1.3460264151430548,90.36926720387837,-450.9237327961216,449.5777063809786,450.9237327961216
25,42,67,Mn,oe,False,554.827,91.71529361902142,-463.1117063809786,0.7716461999999638,0.9289999999999736,0.526503944969376,91.18878967405205,-463.63821032594797,463.1117063809786,463.63821032594797
26,41,67,Fe,eo,False,566.1457053,91.71529361902142,-474.43041168097864,1.2832031999999458,1.5119280999999773,0.8164292003023146,90.89886441871911,-475.24684088128095,474.43041168097864,475.24684088128095
27,40,67,Co,oe,False,574.9767274000001,91.71529361902142,-483.2614337809787,1.2962213000000702,1.4440488999999275,0.6753877713392002,91.03990584768222,-483.93682155231784,483.2614337809787,483.93682155231784
28,39,67,Ni,eo,True,582.6152835,91.71529361902142,-490.89998988097864,0.9923680999999647,2.754896600000052,3.4766326406203767,88.23866097840104,-494.37662252159896,490.89998988097864,494.37662252159896
29,38,67,Cu,oe,False,585.4097998999999,91.71529361902142,-493.69450628097854,1.4068866999999727,0.6871719000000667,-0.8462970152646914,92.56159063428612,-492.8482092657138,493.69450628097854,492.8482092657138
30,37,67,Zn,eo,False,585.1882777999999,84.22897040630482,-500.9593073936951,1.572815700000092,1.2082057999999734,-0.15660377186605645,84.38557417817088,-500.80270362182904,500.9593073936951,500.80270362182904
31,36,67,Ga,oe,False,583.404711,91.71529361902142,-491.6894173809786,1.4742657000000463,1.0598559000000023,-0.2771452305627147,91.99243884958413,-491.4122721504159,491.6894173809786,491.4122721504159
32,35,67,Ge,eo,False,578.4169228,91.71529361902142,-486.70162918097856,1.6192025000000285,1.3645866999999612,0.05544426182279638,91.65984935719862,-486.75707344280136,486.70162918097856,486.75707344280136
33,34,67,As,oe,False,571.5480895,91.71529361902142,-479.83279588097855,1.1274234999999635,1.3110131999999908,0.6861502987431953,91.02914332027822,-480.51894617972175,479.83279588097855,480.51894617972175
34,33,67,Se,eo,False,560.7588048,91.71529361902142,-469.0435111809786,1.3608340000000112,1.1754925999999841,0.09800006096571989,91.6172935580557,-469.1415112419443,469.0435111809786,469.1415112419443
35,32,67,Br,oe,False,545.9159999999999,91.71529361902142,-454.20070638097854,1.3279999999999177,1.1400000000001,0.08284073037180373,91.63245288864962,-454.28354711135034,454.20070638097854,454.28354711135034
36,31,67,Kr,eo,False,528.161,91.71529361902142,-436.44570638097855,nan,nan,0.0,91.71529361902142,-436.44570638097855,436.44570638097855,436.44570638097855
24,44,68,Cr,ee,False,545.768,91.49451360404154,-454.27348639595846,1.225999999999999,2.1490000000000578,2.0441224434988454,89.4503911605427,-456.3176088394573,454.27348639595846,456.3176088394573
25,43,68,Mn,oo,False,558.212,91.49451360404154,-466.7174863959584,0.5489999999999782,0.33700000000004593,-0.20670274786093434,91.70121635190247,-466.5107836480975,466.7174863959584,466.5107836480975
26,42,68,Fe,ee,False,572.424,91.49451360404154,-480.9294863959584,1.4486473499999306,1.9189860999999837,1.3023230981337788,90.19219050590776,-482.2318094940922,480.9294863959584,482.2318094940922
27,41,68,Co,oo,False,579.3688468,91.49451360404154,-487.87433319595846,1.2110308000000032,1.2009489499999972,0.3650838185972989,91.12942978544424,-488.2394170145558,487.87433319595846,488.2394170145558
28,40,68,Ni,ee,True,590.4077356,91.49451360404154,-498.91322199595845,1.6031507499999975,2.9348201000000245,2.896761919120646,88.5977516849209,-501.8099839150791,498.91322199595845,501.8099839150791
29,39,68,Cu,oo,False,591.7286084,91.49451360404154,-500.2340947959584,0.9608433499999478,0.51325630000008,-0.4991264535056267,91.99364005754717,-499.7349683424528,500.2340947959584,499.7349683424528
30,38,68,Zn,ee,False,595.386376,84.51159805979897,-510.87477794020106,1.858014150000031,1.683472950000123,0.27468928897912015,84.23690877081985,-511.1494672291802,510.87477794020106,511.1494672291802
31,37,68,Ga,oo,False,591.682926,91.49451360404154,-500.1884123959584,1.0174326000000065,0.40447089999997843,-0.7779661830515343,92.27247978709308,-499.4104462129069,500.1884123959584,499.4104462129069
32,36,68,Ge,ee,False,590.7933228,91.49451360404154,-499.2988091959585,2.0916034000001105,1.9831290000000195,0.46714663034757997,91.02736697369396,-499.7659558263061,499.2988091959585,499.7659558263061
33,35,68,As,oo,False,581.9267076,91.49451360404154,-490.4321939959584,0.9551754500000129,0.659686699999952,-0.22799782803652913,91.72251143207808,-490.2041961679219,490.4321939959584,490.2041961679219
34,34,68,Se,ee,False,576.4392776,91.49451360404154,-484.9447639959584,2.681942300000003,2.7660931500000174,0.9995746402043499,90.4949389638372,-485.9443386361628,484.9447639959584,485.9443386361628
35,33,68,Br,oo,False,560.2520000000001,91.49451360404154,-468.7574863959585,0.6051396999998815,0.577902399999914,0.1425943311153678,91.35191927292618,-468.9000807270739,468.7574863959585,468.9000807270739
36,32,68,Kr,ee,False,546.312,91.49451360404154,-454.81748639595844,1.7810000000000628,nan,-2.6322739224053042,94.12678752644685,-452.1852124735532,454.81748639595844,452.1852124735532
24,45,69,Cr,eo,False,547.791,91.26946778202851,-456.5215322179715,1.0329999999999586,nan,-1.5267484344999858,92.7962162165285,-454.9947837834716,456.5215322179715,454.9947837834716
25,44,69,Mn,oe,False,562.6949999999999,91.26946778202851,-471.4255322179714,0.6489999999999441,0.9690000000000509,0.7795471463465636,90.48992063568195,-472.20507936431795,471.4255322179714,472.20507936431795
26,43,69,Fe,eo,False,575.8050000000001,91.26946778202851,-484.53553221797154,1.1869999999998981,1.5020700000000602,0.9409259830649375,90.32854179896357,-485.4764582010365,484.53553221797154,485.4764582010365
27,42,69,Co,oe,False,586.1830278,91.26946778202851,-494.91356001797146,1.3016743999999676,1.1791816999999583,0.1920561285717921,91.07741165345672,-495.1056161465433,494.91356001797146,495.1056161465433
28,41,69,Ni,eo,True,594.9938862,91.26946778202851,-503.7244184179715,1.3601910999999518,2.669170299999962,2.779173892067199,88.49029388996132,-506.5035923100387,503.7244184179715,506.5035923100387
29,40,69,Cu,oe,False,599.9691035999999,91.26946778202851,-508.6996358179714,1.4645068999998898,0.7780652000000714,-0.7683612317026183,92.03782901373113,-507.9312745862688,508.6996358179714,507.9312745862688
30,39,69,Zn,eo,False,601.8684459000001,91.26946778202851,-510.59897811797157,1.368043099999909,1.1793137000000797,0.09420169052241079,91.1752660915061,-510.693179808494,510.59897811797157,510.693179808494
31,38,69,Ga,oe,False,601.9960061999999,83.34097829834523,-518.6550279016546,1.329715199999896,0.9567798000001062,-0.24846074053036182,83.5894390388756,-518.4065671611243,518.6550279016546,518.4065671611243
32,37,69,Ge,eo,False,598.9865159999999,91.26946778202851,-507.7170482179714,1.6697434000000726,1.3906594999999697,0.027530542756878607,91.24193723927164,-507.7445787607283,507.7170482179714,507.7445787607283
33,36,69,As,oe,False,594.2156766,91.26946778202851,-502.9462088179715,1.4979293000000666,1.3421677999999702,0.19445505054961032,91.0750127314789,-503.14066386852113,502.9462088179715,503.14066386852113
34,35,69,Se,eo,False,586.7558657999999,91.26946778202851,-495.4863980179714,1.6249560000000542,1.2746379999999817,-0.11446131167578377,91.3839290937043,-495.3719367062956,495.4863980179714,495.3719367062956
35,34,69,Br,oe,False,575.7982794,91.26946778202851,-484.5288116179714,1.1544053999999733,1.3813594000000649,0.7724994502265532,90.49696833180197,-485.301311068198,484.5288116179714,485.301311068198
36,33,69,Kr,eo,False,560.901,91.26946778202851,-469.6315322179714,1.2150000000000887,nan,-1.7957399302204187,93.06520771224893,-467.835792287751,469.6315322179714,467.835792287751
24,46,70,Cr,ee,False,551.88,91.04040994032988,-460.8395900596701,nan,nan,0.0,91.04040994032988,-460.8395900596701,460.8395900596701,460.8395900596701
25,45,70,Mn,oo,False,565.88,91.04040994032988,-474.8395900596701,0.5324999999999704,0.3580000000000041,-0.14463420082695289,91.18504414115684,-474.6949558588432,474.8395900596701,474.6949558588432
26,44,70,Fe,ee,False,581.56,91.04040994032988,-490.51959005967007,1.3149999999999409,2.057428800000025,1.748269223601918,89.29214071672796,-492.267859283272,490.51959005967007,492.267859283272
27,43,70,Co,oo,False,590.39386,91.04040994032988,-499.35345005967014,0.8527250999999296,0.7906921999999668,0.15849474929971485,90.88191519103016,-499.5119448089699,499.35345005967014,499.5119448089699
28,42,70,Ni,ee,True,602.3004189999999,91.04040994032988,-511.26000905967004,1.521423699999957,2.6655779499999426,2.5344300627959466,88.50597987753393,-513.794439122466,511.26000905967004,513.794439122466
29,41,70,Cu,oo,False,605.2805850000001,91.04040994032988,-514.2401750596703,1.2472939499998574,0.6773384499999224,-0.6280678149789185,91.6684777553088,-513.6121072446913,514.2401750596703,513.6121072446913
30,40,70,Zn,ee,False,611.086602,85.5607961995709,-525.5258058004291,1.6913986999999224,1.627072700000042,0.41973938605156835,85.14105681351933,-525.9455451864807,525.5258058004291,525.9455451864807
31,39,70,Ga,oo,False,609.649656,91.04040994032988,-518.6092460596701,0.8233245999998644,0.25213585000000194,-0.7644261514795325,91.8048360918094,-517.8448199081906,518.6092460596701,517.8448199081906
32,38,70,Ge,ee,False,610.519196,81.22883233465849,-529.2903636653415,2.058369099999993,1.951500400000043,0.45951241303818335,80.76931992162031,-529.7498760783797,529.2903636653415,529.7498760783797
33,37,70,As,oo,False,603.508787,91.04040994032988,-512.46837705967,1.1687438000000157,0.7896223000000191,-0.31049287412804394,91.35090281445792,-512.1578841855421,512.46837705967,512.1578841855421
34,36,70,Se,ee,False,600.322366,91.04040994032988,-509.2819560596701,2.139281799999992,2.122594749999962,0.6469335241686576,90.39347641616122,-509.9288895838388,509.2819560596701,509.9288895838388
35,35,70,Br,oo,False,589.0357479999999,91.04040994032988,-497.99533805967,0.0446753499999204,0.04466459999997596,0.014116150964306878,91.02629378936557,-498.0094542106343,497.99533805967,498.0094542106343
36,34,70,Kr,ee,False,577.9200000000001,91.04040994032988,-486.8795900596702,1.8563495000001353,1.8318603000000735,0.5434127196714482,90.49699722065843,-487.42300277934163,486.8795900596702,487.42300277934163
25,46,71,Mn,oe,False,570.13,90.80758078797388,-479.32241921202615,0.8100000000000023,0.8299999999999841,0.29217447380239236,90.51540631417149,-479.6145936858285,479.32241921202615,479.6145936858285
26,45,71,Fe,eo,False,584.685,90.80758078797388,-493.8774192120261,1.115000000000009,1.5769999999999982,1.1817930067376774,89.6257877812362,-495.0592122187637,493.8774192120261,495.0592122187637
27,44,71,Co,oe,False,596.3101423999999,90.80758078797388,-505.50256161202606,0.9452123999999458,1.1974824000000126,0.7517365311873003,90.05584425678657,-506.2542981432133,505.50256161202606,506.2542981432133
