Z,N,A,symbol,parity,is_magic_any,B_obs_MeV,B_pred_before_MeV,resid_before_MeV,delta_n_3pt_MeV,delta_p_3pt_MeV,pairing_correction_MeV,B_pred_after_MeV,resid_after_MeV,abs_resid_before_MeV,abs_resid_after_MeV
3,9,12,Li,oo,False,45.4991988,71.1436216848473,25.6444228848473,0.1550000999999952,nan,-0.22908631173508556,71.37270799658239,25.87350919658239,25.6444228848473,25.87350919658239
4,8,12,Be,ee,True,68.64866760000001,71.1436216848473,2.4949540848472935,1.8403631500000017,3.5673421500000124,3.6811520374360986,67.46246964741121,-1.186197952588799,2.4949540848472935,1.186197952588799
5,7,12,B,oo,False,79.5746844,71.1436216848473,-8.431062715152692,0.7545693500000041,1.7183084500000092,1.9680614781200312,69.17556020672727,-10.399124193272726,8.431062715152692,10.399124193272726
6,6,12,C,ee,False,92.1617352,54.3673730104199,-37.7943621895801,6.887203799999995,7.006595449999992,2.3933697657606317,51.974003244659265,-40.18773195534073,37.7943621895801,40.18773195534073
7,5,12,N,oo,False,74.04131999999998,71.1436216848473,-2.897698315152681,2.482504750000018,0.45565305000000933,-2.8514663956545383,73.99508808050184,-0.04623191949814043,2.897698315152681,0.04623191949814043
8,4,12,O,ee,True,58.58370599999999,71.1436216848473,12.559915684847311,3.413837999999995,1.1819933499999955,-2.924624233503148,74.06824591835046,15.484539918350464,12.559915684847311,15.484539918350464
3,10,13,Li,oe,False,45.5991991,73.55198594588981,27.95278684588981,nan,nan,0.0,73.55198594588981,27.95278684588981,27.95278684588981,27.95278684588981
4,9,13,Be,eo,False,68.13866670000002,73.55198594588981,5.413319245889795,1.142948199999985,2.6775516000000152,3.115292749039906,70.4366931968499,2.298026496849886,5.413319245889795,2.298026496849886
5,8,13,B,oe,True,84.4534522,73.55198594588981,-10.90146625411019,1.9545943000000037,2.513120200000003,1.6206476776718057,71.931338268218,-12.522113931782002,10.90146625411019,12.522113931782002
6,7,13,C,eo,False,97.10804350000001,59.78836685954879,-37.31967664045122,1.6150626999999886,4.991397700000007,6.569435655511624,53.21893120403716,-43.889112295962846,37.31967664045122,43.889112295962846
7,6,13,N,oe,False,94.10522420000001,73.55198594588981,-20.553238254110198,4.755260600000014,1.3415914999999927,-4.620834096360942,78.17282004225075,-15.93240415774926,20.553238254110198,15.93240415774926
8,5,13,O,eo,True,75.5529268,73.55198594588981,-2.0009408541101834,3.104874300000006,1.5358031000000025,-1.833114806822706,75.38510075271252,-0.16782604728747685,2.0009408541101834,0.16782604728747685
9,4,13,F,oe,False,55.861,73.55198594588981,17.690985945889814,nan,nan,0.0,73.55198594588981,17.690985945889814,17.690985945889814,17.690985945889814
4,10,14,Be,ee,False,69.91456219999999,75.71712901821859,5.802566818218594,1.7879478499999806,3.0146341499999885,2.7668530203262374,72.95027599789235,3.035713797892356,5.802566818218594,3.035713797892356
5,9,14,B,oo,False,85.4230314,75.71712901821859,-9.705902381781414,0.9040232000000046,1.8975739500000088,2.0688426044219996,73.64828641379658,-11.774744986203416,9.705902381781414,11.774744986203416
6,8,14,C,ee,True,105.2844772,62.38496462562264,-42.899512574377354,3.4791834499999936,5.311798849999995,4.389232361787663,57.99573226383498,-47.28874493616502,42.899512574377354,47.28874493616502
7,7,14,N,oo,False,104.6586072,59.291331773900545,-45.36727542609946,0.13995715000000075,0.126899200000004,0.02085203384675774,59.27047974005379,-45.38812745994622,45.36727542609946,45.38812745994622
8,6,14,O,ee,True,98.73189620000001,75.71712901821859,-23.014767181781423,4.977746550000013,2.9483363500000053,-2.0665538832823547,77.78368290150094,-20.94821329849907,23.014767181781423,20.94821329849907
9,5,14,F,oo,False,73.9929274,75.71712901821859,1.7242016182185864,2.668520349999998,0.2989997500000001,-3.407488213657901,79.12461723187648,5.131689831876486,1.7242016182185864,5.131689831876486
4,11,15,Be,eo,False,68.114562,77.66908912452236,9.554527124522352,1.1249998999999917,nan,-1.66272200981384,79.33181113433619,11.217249134336186,9.554527124522352,11.217249134336186
5,10,15,B,oe,False,88.200657,77.66908912452236,-10.531567875477648,1.4303133000000088,2.1330608999999896,1.7135516590274484,75.95553746549491,-12.245119534505093,10.531567875477648,12.245119534505093
6,9,15,C,eo,False,106.502544,77.66908912452236,-28.833454875477642,1.516131399999999,4.800651500000001,6.3733827256703925,71.29570639885196,-35.20683760114804,28.833454875477642,35.20683760114804
7,8,15,N,oe,True,115.4919045,61.13632735520818,-54.35557714479182,4.172224100000001,0.9599916999999962,-4.443855180717379,65.58018253592556,-49.911721964074445,54.35557714479182,49.911721964074445
8,7,15,O,eo,True,111.9553725,77.66908912452236,-34.28628337547764,1.2202332000000098,3.9136768999999916,5.219144498888669,72.44994462563369,-39.505427874366305,34.28628337547764,39.505427874366305
9,6,15,F,oe,False,97.4618955,77.66908912452236,-19.79280637547764,4.753039799999996,0.569474200000009,-6.003022744815167,83.67211186933753,-13.78978363066247,19.79280637547764,13.78978363066247
10,5,15,Ne,eo,False,73.0309275,77.66908912452236,4.638161624522354,nan,nan,0.0,77.66908912452236,4.638161624522354,4.638161624522354,4.638161624522354
4,12,16,Be,ee,False,68.5645616,79.43287631305108,10.868314713051078,nan,nan,0.0,79.43287631305108,10.868314713051078,10.868314713051078,10.868314713051078
5,11,16,B,oo,False,88.117656,79.43287631305108,-8.684779686948914,0.7748479500000087,1.6828477000000106,1.8744601901640159,77.55841612288707,-10.55923987711293,8.684779686948914,10.55923987711293
6,10,16,C,ee,False,110.7528736,79.43287631305108,-31.31999728694892,1.7583788999999967,4.7195952000000005,5.869901207402695,73.56297510564839,-37.18989849435161,31.31999728694892,37.18989849435161
7,9,16,N,oo,False,117.9807536,79.43287631305108,-38.54787728694892,1.698148549999999,1.151715749999994,-0.4432071720450734,79.87608348509616,-38.10467011490384,38.54787728694892,38.10467011490384
8,8,16,O,ee,True,127.6193152,60.15378492561295,-67.46553027438705,5.760431600000011,5.763571549999995,1.828255422190372,58.32552950342258,-69.29378569657743,67.46553027438705,69.29378569657743
9,7,16,F,oo,False,111.424784,79.43287631305108,-31.99190768694892,1.415955150000002,0.9971445999999986,-0.30349150977778194,79.73636782282887,-31.688416177171135,31.99190768694892,31.688416177171135
10,6,16,Ne,ee,False,97.3308432,79.43287631305108,-17.89796688694892,4.3711370999999986,1.6563904000000065,-3.488240588698834,82.92111690174991,-14.409726298250092,17.89796688694892,14.409726298250092
5,12,17,B,oe,False,89.5843509,81.0295442962849,-8.554806603715107,0.7358475000000055,2.533118800000004,3.4578103499939936,77.5717339462909,-12.012616953709099,8.554806603715107,12.012616953709099
6,11,17,C,eo,False,111.48644540000001,81.0295442962849,-30.45690110371511,1.7251802999999981,4.080553100000003,4.772284302104051,76.25725999418084,-35.229185405819166,30.45690110371511,35.229185405819166
7,10,17,N,oe,False,123.8658998,81.0295442962849,-42.8363555037151,1.5284586999999874,1.4144199000000057,0.2789809914377459,80.75056330484715,-43.115336495152846,42.8363555037151,43.115336495152846
8,9,17,O,eo,True,131.7623947,64.51065060388717,-67.25174409611282,1.9511458000000133,4.087273199999991,4.450371290639077,60.060279313248095,-71.7021153867519,67.25174409611282,71.7021153867519
9,8,17,F,oe,True,128.2195828,81.0295442962849,-47.190038503715115,3.8224461000000147,1.6613940999999883,-2.6683103367952414,83.69785463308014,-44.52172816691987,47.190038503715115,44.52172816691987
10,7,17,Ne,eo,False,112.8884847,46.94472370432586,-65.94376099567415,1.8482561999999945,1.356134300000008,-0.29825824558139624,47.242981949907254,-65.64550275009276,65.94376099567415,65.64550275009276
11,6,17,Na,oe,False,93.8870101,81.0295442962849,-12.857465803715101,nan,nan,0.0,81.0295442962849,-12.857465803715101,12.857465803715101,12.857465803715101
5,13,18,B,oo,False,89.5793508,82.47698736831627,-7.102363431683727,0.04935335000000407,nan,-0.07294302986431665,82.54993039818059,-7.029420401819408,7.102363431683727,7.029420401819408
6,12,18,C,ee,False,115.67037780000001,82.47698736831627,-33.19339043168374,1.8035521000000045,4.867022950000006,6.067677569051975,76.40930979926429,-39.26106800073572,33.19339043168374,39.26106800073572
7,11,18,N,oo,False,126.69412860000001,82.47698736831627,-44.21714123168374,1.2500006999999869,0.9307984999999945,-0.17726497701335808,82.65425234532962,-44.03987625467039,44.21714123168374,44.03987625467039
8,10,18,O,ee,True,139.8077658,63.748947352819,-76.058818447181,2.044864050000001,3.9741335000000078,4.108842554260321,59.64010479855868,-80.16766100144132,76.058818447181,80.16766100144132
9,9,18,F,oo,False,137.3694894,82.47698736831627,-54.89250203168372,0.6409844000000078,0.40146740000000136,-0.22697447689895245,82.70396184521522,-54.665527554784774,54.89250203168372,54.665527554784774
10,8,18,Ne,ee,True,132.1426386,53.1662086659194,-78.9764299340806,3.808636799999995,2.122926399999997,-1.8197367455768196,54.98594541149622,-77.15669318850378,78.9764299340806,77.15669318850378
11,7,18,Na,oo,False,111.6399168,82.47698736831627,-29.16292943168372,1.213509049999999,0.8685679500000063,-0.23499640281552425,82.7119837711318,-28.927933028868196,29.16292943168372,28.927933028868196
5,14,19,B,oe,False,89.6730574,83.79054386668683,-5.882513533313173,0.8268530000000069,nan,-1.222068270388846,85.01261213707568,-4.660445262924327,5.882513533313173,4.660445262924327
6,13,19,C,eo,False,116.247206,83.79054386668683,-32.45666213331317,1.2023389000000009,4.365813600000003,6.056896353291434,77.7336475133954,-38.51355848660461,32.45666213331317,38.51355848660461
7,12,19,N,oe,False,132.0223588,83.79054386668683,-48.231814933313174,1.583577499999997,1.4985371000000072,0.3484548919162953,83.44208897477054,-48.580269825229465,48.231814933313174,48.580269825229465
8,11,19,O,eo,True,143.7634088,83.79054386668683,-59.972864933313176,1.8261810999999994,3.2149934999999985,3.0698657986950275,80.7206780679918,-63.04273073200821,59.972864933313176,63.04273073200821
9,10,19,F,oe,False,147.8013648,60.217933548016994,-87.583431251983,1.915269099999989,2.4249301000000116,1.520522901736999,58.69741064628,-89.10395415372,87.583431251983,89.10395415372
10,9,19,Ne,eo,False,143.7795189,54.43342298904822,-89.34609591095179,2.6142123999999995,2.1097462000000036,-0.07805731476480826,54.51148030381302,-89.26803859618698,89.34609591095179,89.26803859618698
11,8,19,Na,oe,True,131.8198416,83.79054386668683,-48.02929773331316,3.0148551999999924,1.5317297000000138,-1.707378027604642,85.49792189429148,-46.32191970570851,48.02929773331316,46.32191970570851
12,7,19,Mg,eo,False,112.1284848,83.79054386668683,-28.337940933313163,nan,nan,0.0,83.79054386668683,-28.337940933313163,28.337940933313163,28.337940933313163
5,15,20,B,oo,False,88.113058,84.98346054820462,-3.1295974517953766,0.32499895000000123,nan,-0.4803404047692748,85.4638009529739,-2.649257047026097,3.1295974517953766,2.649257047026097
6,14,20,C,ee,False,119.228712,84.98346054820462,-34.24525145179538,1.5281089999999935,4.997516349999998,6.708930248129004,78.27453030007561,-40.95418169992439,34.24525145179538,40.95418169992439
7,13,20,N,oo,False,134.183434,84.98346054820462,-49.19997345179539,1.222412349999999,1.5286033499999974,0.9361982876547612,84.04726226054986,-50.13617173945015,49.19997345179539,50.13617173945015
8,12,20,O,ee,True,151.37141400000002,84.98346054820462,-66.3879534517954,1.9012752500000119,4.108153900000019,4.561546615298257,80.42191393290636,-70.94950006709365,66.3879534517954,70.94950006709365
9,11,20,F,oo,False,154.402702,84.98346054820462,-69.41924145179539,0.7500610999999822,1.181995200000003,1.0123754190429124,83.97108512916171,-70.4316168708383,69.41924145179539,70.4316168708383
10,10,20,Ne,ee,False,160.644824,57.59933500714208,-103.04548899285791,5.052071749999996,5.205781550000012,1.874307182942574,55.72502782419951,-104.91979617580049,103.04548899285791,104.91979617580049
11,9,20,Na,oo,False,145.970056,59.399357118284165,-86.57069888171583,1.4782248499999895,0.5225362999999987,-1.2471516704154828,60.64650878869965,-85.32354721130035,86.57069888171583,85.32354721130035
12,8,20,Mg,ee,True,134.560504,84.98346054820462,-49.57704345179539,3.8934287500000124,2.5320832000000166,-1.2108748499054167,86.19433539811004,-48.36616860188997,49.57704345179539,48.36616860188997
5,16,21,B,oe,False,87.20305649999999,86.06725505872848,-1.1358014412715107,nan,nan,0.0,86.06725505872848,-1.1358014412715107,1.1358014412715107,1.1358014412715107
6,15,21,C,eo,False,119.15400000000001,86.06725505872848,-33.08674494127153,0.09221179999998697,4.933589300000008,8.716441427951152,77.35081363077732,-41.803186369222686,33.08674494127153,41.803186369222686
7,14,21,N,oe,False,138.7893339,86.06725505872848,-52.722078841271525,1.5337351999999953,1.8386162999999982,1.0323514941203098,85.03490356460817,-53.75443033539183,52.722078841271525,53.75443033539183
8,13,21,O,eo,True,155.1768687,86.06725505872848,-69.10961364127152,1.5224325000000078,4.2179022999999916,5.318397029271104,80.74885802945738,-74.42801067054262,69.10961364127152,74.42801067054262
9,12,21,F,oe,False,162.5041614,86.06725505872848,-76.43690634127151,1.4355609999999785,2.066667200000026,1.5866602387057913,84.48059482002269,-78.0235665799773,76.43690634127151,78.0235665799773
10,11,21,Ne,eo,False,167.4059856,62.657092919648505,-104.7488926803515,1.8015479999999968,3.1323481999999956,2.9579759342976586,59.69911698535085,-107.70686861464915,104.7488926803515,107.70686861464915
11,10,21,Na,oe,False,163.0767201,60.184087377721,-102.89263272227899,3.0194056999999788,1.536101400000021,-1.706259068062649,61.89034644578365,-101.18637365421634,102.89263272227899,101.18637365421634
12,9,21,Mg,eo,False,149.2056657,86.06725505872848,-63.13841064127152,2.364995800000017,1.6186376999999936,-0.5909560424501752,86.65821110117865,-62.547454598821346,63.13841064127152,62.547454598821346
13,8,21,Al,oe,True,132.237,86.06725505872848,-46.16974494127152,nan,1.5272520000000043,2.7404686538990797,83.32678640482939,-48.9102135951706,46.16974494127152,48.9102135951706
6,16,22,C,ee,False,119.2637116,87.05200247430237,-32.211709125697624,1.3012115999999878,3.940454199999998,5.147509047998499,81.90449342630387,-37.35921817369612,32.211709125697624,37.35921817369612
7,15,22,N,oo,False,140.3277634,87.05200247430237,-53.27576092569764,0.7886326999999937,1.6293209999999974,1.7580394936044397,85.29396298069793,-55.03380041930208,53.27576092569764,55.03380041930208
8,14,22,O,ee,True,162.0271884,87.05200247430237,-74.97518592569763,2.058669649999999,4.9755574,5.885372063196811,81.16663041110556,-80.86055798889444,74.97518592569763,80.86055798889444
9,13,22,F,oo,False,167.7344988,87.05200247430237,-80.68249632569764,1.174545949999981,1.3393806999999924,0.6674065252715329,86.38459594903084,-81.34990285096917,80.68249632569764,81.34990285096917
10,12,22,Ne,ee,False,177.7702432,66.81918323803212,-110.95105996196789,2.581805250000002,3.2359861000000194,1.9907406827641339,64.828442555268,-112.94180064473201,110.95105996196789,112.94180064473201
11,11,22,Na,oo,False,174.14457280000002,64.85350517471069,-109.29106762528933,0.6759636499999715,0.4213333499999976,-0.24302590262567025,65.09653107733637,-109.04804172266365,109.29106762528933,109.04804172266365
12,10,22,Mg,ee,False,168.58081900000002,87.05200247430237,-81.52881652569765,3.115072800000007,2.6815927000000244,0.20779266221928339,86.84420981208308,-81.73660918791694,81.52881652569765,81.73660918791694
13,9,22,Al,oo,False,149.204,87.05200247430237,-62.15199752569764,1.2753662499999905,0.7698328500000002,-0.5035879865502091,87.55559046085259,-61.64840953914742,62.15199752569764,61.64840953914742
14,8,22,Si,ee,True,132.968,87.05200247430237,-45.91599752569762,nan,nan,0.0,87.05200247430237,-45.91599752569762,45.91599752569762,45.91599752569762
6,17,23,C,eo,False,116.771,87.94656441408505,-28.824435585914955,nan,nan,0.0,87.94656441408505,-28.824435585914955,28.824435585914955,28.824435585914955
7,16,23,N,oe,False,143.4434583,87.94656441408505,-55.49689388591496,2.6355766000000074,0.6646234999999905,-2.702730650443141,90.64929506452819,-52.794163235471814,55.49689388591496,52.794163235471814
8,15,23,O,eo,True,164.7601688,87.94656441408505,-76.81360438591496,0.7296513999999945,5.0332899,7.953222120793867,79.99334229329118,-84.76682650670882,76.81360438591496,84.76682650670882
9,14,23,F,oe,False,175.3139281,87.94656441408505,-87.36736368591495,1.8836814999999945,1.6195684999999997,0.12208478881653884,87.82447962526851,-87.48944847473149,87.36736368591495,87.48944847473149
10,13,23,Ne,eo,False,182.9708903,72.74446909339129,-110.22642120660872,1.8341336999999953,2.341782500000008,1.4912407218907346,71.25322837150055,-111.71766192849945,110.22642120660872,111.71766192849945
11,12,23,Na,oe,False,186.5643528,67.42262933767674,-119.14172346232326,2.7302079999999904,1.449292400000033,-1.434600256440067,68.8572295941168,-117.70712320588319,119.14172346232326,117.70712320588319
12,11,23,Mg,eo,False,181.72582670000003,87.94656441408505,-93.77926228591498,1.693106400000005,2.858573100000015,2.6269936922116686,85.31957072187338,-96.40625597812665,93.77926228591498,96.40625597812665
13,10,23,Al,oe,False,168.7217325,87.94656441408505,-80.77516808591496,2.3247652999999957,1.5754718000000025,-0.608952336160101,88.55551675024515,-80.16621574975485,80.77516808591496,80.16621574975485
14,9,23,Si,eo,False,150.74200000000002,87.94656441408505,-62.79543558591497,1.7487947999999705,2.160000000000011,1.291182834746028,86.65538157933902,-64.086618420661,62.79543558591497,64.086618420661
7,17,24,N,oo,False,141.28799999999998,88.75877412805976,-52.52922587194023,0.5962291500000276,1.1950725000000304,1.2632008642363624,87.49557326382339,-53.792426736176594,52.52922587194023,53.792426736176594
8,16,24,O,ee,True,168.952452,88.75877412805976,-80.19367787194024,2.47479509999998,5.526891599999985,6.259651362358767,82.49912276570099,-86.453329234299,80.19367787194024,86.453329234299
9,15,24,F,oo,False,179.1259944,88.75877412805976,-90.36722027194024,0.23480090000001042,1.2515824999999978,1.898783220397692,86.85999090766207,-92.26600349233793,90.36722027194024,92.26600349233793
10,14,24,Ne,ee,False,191.8398048,76.72763717317483,-115.11216762682517,2.3568671499999994,2.915366999999989,1.7478815027094328,74.9797556704654,-116.8600491295346,115.11216762682517,116.8600491295346
11,13,24,Na,oo,False,193.5237168,71.79295304304081,-121.73076375695918,1.0259333500000167,0.7555133500000153,-0.1606269411409349,71.95357998418174,-121.57013681581824,121.73076375695918,121.57013681581824
12,12,24,Mg,ee,False,198.25704720000004,66.52249875339415,-131.7345484466059,4.600348850000032,4.71066330000005,1.6535127443656181,64.86898600902853,-133.3880611909715,131.7345484466059,133.3880611909715
13,11,24,Al,oo,False,183.5899344,88.75877412805976,-94.83116027194025,1.0351393499999944,0.7743652000000054,-0.14040582079396002,88.89917994885371,-94.69075445114629,94.83116027194025,94.69075445114629
14,10,24,Si,ee,False,172.0135896,88.75877412805976,-83.25481547194023,3.1412033499999836,2.727723349999991,0.2519482177029966,88.50682591035675,-83.50676368964324,83.25481547194023,83.50676368964324
15,9,24,P,oo,False,147.96,88.75877412805976,-59.20122587194025,nan,nan,0.0,88.75877412805976,-59.20122587194025,59.20122587194025,59.20122587194025
7,18,25,N,oe,False,140.32500000000002,89.49558742041171,-50.82941257958831,nan,nan,0.0,89.49558742041171,-50.82941257958831,50.82941257958831,50.82941257958831
8,17,25,O,eo,True,168.19514500000002,89.49558742041171,-78.69955757958832,0.7483079999999802,5.481898900000033,8.730622619395506,80.7649648010162,-87.43018019898382,78.69955757958832,87.43018019898382
9,16,25,F,oe,False,183.40766250000001,89.49558742041171,-93.9120750795883,1.775419200000016,1.8434064999999862,0.6837439569689243,88.81184346344278,-94.59581903655723,93.9120750795883,94.59581903655723
10,15,25,Ne,eo,False,195.99498499999999,77.83614881504084,-118.15883618495914,0.6997604000000166,2.3773708999999883,3.2316754564084356,74.6044733586324,-121.39051164136758,118.15883618495914,121.39051164136758
