T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,Cv_debye_J_per_molK,A_eff_alpha_over_Cv_mol_per_J,residual_1e-8_per_K,rel_residual
141.0,31.80838184660322,159.13150295613048,11.07281112568115,2.8726564090694276e-08,127.32312110952725,4.002816670258375
142.0,33.73938342660163,160.66657257171542,11.179625525107957,3.017935023926109e-08,126.9271891451138,3.7619889948859817
143.0,35.67592526226912,162.1904534728358,11.285661382764568,3.161172752954762e-08,126.51452821056671,3.5462157541956887
144.0,37.61734128830585,163.70309627119025,11.390915262076057,3.3023984836008595e-08,126.08575498288438,3.3517986828612156
145.0,39.562972080651484,165.20445836948812,11.495384199004853,3.441639826538066e-08,125.64148628883663,3.1757342707395426
146.0,41.512165366962165,166.69450369241545,11.599065683330604,3.578923208152934e-08,125.1823383254533,3.0155579025776573
147.0,43.464276568008046,168.1732024244683,11.701957640407883,3.7142739619841125e-08,124.70892585646024,2.8692281501874217
148.0,45.418669371375756,169.64053075466754,11.80405841340276,3.8477164192787915e-08,124.2218613832918,2.7350396456480124
149.0,47.37471633890064,171.0964706281388,11.90536674600702,3.979273998828285e-08,123.72175428923816,2.6115566245121125
150.0,49.33179954929422,172.54100950453605,12.005881765628622,4.1089692962432094e-08,123.20920995524185,2.497561635312462
151.0,51.289311277475726,173.9741401232684,12.105602967055523,4.2368241728277135e-08,122.68482884579267,2.3920155250684965
152.0,53.24665471215816,175.39586027547588,12.204530196589126,4.362859844210908e-08,122.14920556331772,2.2940259106160634
153.0,55.203244713283254,176.80617258269277,12.302663636643047,4.4870969688923586e-08,121.6029278694095,2.202822107667683
154.0,57.15850861094442,178.20508428212005,12.400003790801803,4.6095557368574375e-08,121.04657567117562,2.1177350251577107
155.0,59.11188704748257,179.59260701842945,12.496551469333925,4.730255958417084e-08,120.48071997094686,2.0381809140041294
156.0,61.06283486448858,180.96875664200223,12.592307775152891,4.849217153425809e-08,119.90592177751367,1.9636481346404961
157.0,63.01082203649547,182.33355301350537,12.68727409021896,4.9664586410309055e-08,119.32273097700987,1.893686308486801
158.0,64.95533465319981,183.68701981470596,12.781452062375143,5.081999630105356e-08,118.73168516150614,1.8278973666354161
159.0,66.89587595210833,185.02918436540216,12.874843592608732,5.1958593105171636e-08,118.13330841329383,1.765928119363697
160.0,68.83196740356846,186.36007744637033,12.967450822731475,5.30805694538733e-08,117.52811004280188,1.7074640530572553
161.0,70.76314985019738,187.67973312819512,13.059276123469106,5.418611964489165e-08,116.91658327799774,1.6522241240745397
162.0,72.68898470276429,188.98818860587522,13.150322082952746,5.527544058939342e-08,116.29920390311091,1.599956367236041
163.0,74.60905519456449,190.28548403906848,13.240591495602722,5.6348732773262126e-08,115.67642884450402,1.550434173745326
164.0,76.52296769619488,191.57166239785712,13.330087351396475,5.740620123406637e-08,115.04869470166224,1.503453122184427
165.0,78.4303530922744,192.8467693139011,13.418812825511411,5.84480565547238e-08,114.4164162216267,1.4588282687828038
166.0,80.33086822087914,194.11085293685747,13.506771268334145,5.9474515874278764e-08,113.77998471597833,1.4163918209265076
167.0,82.22419737500137,195.36396379592364,13.593966195826313,6.04858039151563e-08,113.13976642092224,1.3759911319647633
168.0,84.11005386284715,196.6061546663885,13.680401280238824,6.148215402448985e-08,112.49610080354134,1.3374869666232942
169.0,85.98818161983992,197.83748044105377,13.766080341164997,6.246380922440767e-08,111.84929882121385,1.3007519953812703
170.0,87.85835685941744,199.05799800639454,13.851007336923466,6.343102326226347e-08,111.19964114697709,1.2656694834949866
171.0,89.72038974190255,200.26776612333816,13.935186356262466,6.438406164664045e-08,110.54737638143561,1.232132146320873
172.0,91.57412603112664,201.4668453125237,14.01862161037583,6.532320264878853e-08,109.89271928139704,1.2000411474748205
173.0,93.41944869805428,202.65529774392402,14.101317425222623,6.624873824268192e-08,109.23584904586974,1.1693052203608743
174.0,95.25627942130959,203.83318713070145,14.18327823414131,6.716097495148422e-08,108.57690770939186,1.1398398968446624
175.0,97.08457992918034,205.0005786271681,14.26450857074955,6.80602345658508e-08,107.91599869798776,1.1115668294255232
176.0,98.90435312991718,206.1575387307413,14.345013062121984,6.894685470247092e-08,107.2531856008241,1.0844131952406604
177.0,100.71564399005533,207.30413518775947,14.424796422236653,6.982118918142677e-08,106.58849119770414,1.0583111716808236
178.0,102.51854014485055,208.44043690305116,14.503863445682548,7.068360821844876e-08,105.92189675820063,1.0331974744133248
179.0,104.31317225665215,209.5665138531336,14.582219001619723,7.153449844983507e-08,105.25334159648146,1.0090129493667024
180.0,106.09971416450212,210.68243700293186,14.6598680279844,7.237426282553642e-08,104.58272283842975,0.9857022110001129
181.0,107.87838287057245,211.78827822590398,14.73681552593104,7.320332040578824e-08,103.90989535533151,0.9632133203182871
182.0,109.64943835696987,212.8841102274606,14.81306655450367,7.402210605989126e-08,103.23467187049073,0.9414974980027211
183.0,111.41318308730922,213.97000647157677,14.888626225529334,7.48310699722386e-08,102.55682338426755,0.9205088710543224
184.0,113.16996079560849,215.0460411104861,14.963499698726016,7.563067669606979e-08,101.87608031487761,0.9002042556051754
185.0,114.92015379677153,216.11228891735777,15.037692177018116,7.642140326053643e-08,101.19213512058623,0.8805429837793084
186.0,116.66417760359774,217.16882522185477,15.111208902052415,7.720373555801503e-08,100.50464761825702,0.8614867878274712
187.0,118.40247119292495,218.21572584847533,15.184055149907701,7.797816197581756e-08,99.81325465555038,0.8429997587880974
188.0,120.1354809717221,219.25306705758433,15.256236226991579,7.874516308234431e-08,99.11758608586223,0.8250483977268369
189.0,121.86363653632174,220.28092548903896,15.327757466117772,7.950519624655013e-08,98.41728895271724,0.8076017731785292
190.0,123.58731688045648,221.2993781083215,15.398624222757906,8.025867447158334e-08,97.71206122786502,0.7906317872600142
191.0,125.30680692054233,222.30850215508644,15.468841871461267,8.100593952784728e-08,97.00169523454413,0.7741135347583583
192.0,127.02224607687698,223.30837509404407,15.538415802437143,8.1747230664888e-08,96.28612901716708,0.758025715896193
193.0,128.73357300378984,224.29907456808724,15.607351418293268,8.248265163870285e-08,95.56550156429738,0.7423510381513607
194.0,130.44047302300353,225.28067835358937,15.675654130925318,8.321214026129051e-08,94.8402053305858,0.7270765210569304
195.0,132.1423368325509,226.25326431779055,15.743329358551724,8.393544581519641e-08,94.11092748523966,0.7121936068415062
196.0,133.83824001134406,227.21691037819772,15.810382522888624,8.465212009740246e-08,93.37867036685367,0.6976979849625857
197.0,135.5269521622708,228.1716944639208,15.876819046459524,8.536152724653799e-08,92.64474230165001,0.6835890634559794
198.0,137.20698192505446,229.11769447887875,15.942644350035074,8.606287571406094e-08,91.9107125538243,0.6698690639812193
199.0,138.87665962715084,230.0549882668041,16.007863850197985,8.675527286261447e-08,91.17832863965326,0.6565417751582181
200.0,140.53425357267417,230.98365357797212,16.072482957027955,8.74377990932778e-08,90.44940000529796,0.6436110606907949
201.0,142.1781098594132,231.9037680376037,16.13650707190304,8.810959473811677e-08,89.72565817819049,0.6310792728002355
202.0,143.8068003740621,232.81540911586123,16.199941585411914,8.876994995065939e-08,89.00860874179912,0.6189457557658954
203.0,145.4192604402082,233.71865409939127,16.262791875373697,8.941838618768322e-08,88.29939365918307,0.6072056300650007
204.0,147.014897362076,234.61358006434313,16.325063304960533,9.005471808333145e-08,87.59868270226714,0.5958490212493535
205.0,148.59365413668067,235.500263850816,16.38676122091954,9.06790866928507e-08,86.90660971413533,0.5848608422685141
206.0,150.1560185292327,236.37878203867123,16.44789095188977,9.129195893165903e-08,86.22276350943852,0.5742211624547868
207.0,151.7029755123632,237.24921092466138,16.508457806810778,9.18940928872085e-08,85.54623541229819,0.5639061140585638
208.0,153.23590932033562,238.111626500818,16.568467073418788,9.248647363773072e-08,84.8757171804824,0.5538892127631256
209.0,154.7564685204667,238.96610443405964,16.62792401682776,9.307022834831961e-08,84.20963591359293,0.5441429151147638
210.0,156.26641225659642,239.81272004695606,16.686833878190907,9.364653198881007e-08,83.54630779035963,0.5346402120832778
211.0,157.76745740535785,240.65154829961492,16.745201873440326,9.421651563102016e-08,82.88409089425706,0.5253560668173783
212.0,159.2611447135789,241.48266377263994,16.803033192101186,9.478118795149723e-08,82.22151905906107,0.5162685425056518
213.0,160.74873761551171,242.306140651117,16.860332996177412,9.534137768925252e-08,81.55740303560529,0.5073595242202094
214.0,162.2311613993941,243.12205270958873,16.917106419106208,9.589770104902217e-08,80.89089131019462,0.49861500474036996
215.0,163.7089839478392,243.93047329797204,16.97335856477813,9.645055415700466e-08,80.22148935013286,0.49002496634939074
216.0,165.18243357833472,244.7314753283882,17.029094506620712,9.70001273491751e-08,79.54904175005349,0.4815829384928442
217.0,166.65144540931266,245.5251312628556,17.08431928674207,9.75464357767178e-08,78.87368585354295,0.47328533910894843
218.0,168.11572558622947,246.31151310182065,17.139037915132867,9.808935975209678e-08,78.19578751559119,0.46513071423222224
219.0,169.5748225874366,247.09069237348444,17.193255368923634,9.862868837156851e-08,77.51586978604783,0.45711897912249855
220.0,171.02819630382405,247.8627401238929,17.246976591695194,9.916416097310525e-08,76.83454382006886,0.4492507404075974
221.0,172.47527805825632,248.62772690775813,17.30020649284002,9.969550255347421e-08,76.15244884950181,0.44152674926420515
222.0,173.91551756778549,249.38572277998188,17.352949946972373,1.0022245099492673e-07,75.47020521219638,0.433947506626492
223.0,175.3484155119761,250.13679728784672,17.405211793384986,1.0074477552672982e-07,74.78838177587063,0.42651301728336793
224.0,176.77354248515132,250.88101946384666,17.45699683555016,1.0126228706484169e-07,74.10747697869533,0.41922267290038745
225.0,178.19054650594055,251.61845781913271,17.508309840663713,1.0177484184800422e-07,73.42791131319218,0.4120752349269226
226.0,179.59915193420113,252.34918033754343,17.5591555392296,1.0228234013472437e-07,72.75002840334228,0.4050688860156498
227.0,180.99915272464804,253.07325447019184,17.609538624683257,1.0278472172515746e-07,72.07410174554379,0.3982013211696593
228.0,182.3904026109114,253.79074713059174,17.659463753052467,1.032819598383246e-07,71.40034451968035,0.39146985530810413
229.0,183.77280425365674,254.50172469028902,17.7089355426534,1.0377405452237664e-07,70.7289204366323,0.38487153049592165
230.0,185.14629876309638,255.20625297498367,17.75795857382074,1.0426102639750721e-07,70.0599542118873,0.3784032123781874
231.0,186.51085643326024,255.9043972611156,17.806537388670137,1.0474291119166858e-07,69.39354082785538,0.37206167059066975
232.0,187.86646906602422,256.59622227289196,17.85467649089136,1.0521975526236227e-07,68.72975320686776,0.3658436417555344
233.0,189.21314393805832,257.2817921797415,17.90238034557115,1.0569161211283703e-07,68.0686482416832,0.3597458761319799
234.0,190.55089926504044,257.96117059416673,17.94965337904378,1.0615853980083459e-07,67.4102713291263,0.35376517029900884
235.0,191.87976092011905,258.63442056998196,17.996499978768455,1.066205990867619e-07,66.75465964986293,0.34789838870840256
236.0,193.19976013784583,259.3016046009186,18.042924493232245,1.0707785215767739e-07,66.10184446307275,0.34214247686389376
237.0,194.51093195280367,259.9627846195767,18.088931231877165,1.0753036177727701e-07,65.45185266677304,0.336494468509638
238.0,195.81331416185233,260.6180219967056,18.134524465050074,1.079781907373614e-07,64.80470783485323,0.33095148872914715
239.0,197.10694664501014,261.2673775408042,18.179708423974915,1.0842140151437784e-07,64.16043089579404,0.32551075437918
240.0,198.39187092339478,261.91091149801514,18.2244873007453,1.088600560605518e-07,63.51904057462035,0.32016957287099235
241.0,199.66812986896076,262.5486835523057,18.268865248337136,1.092942156804922e-07,62.88055368334495,0.31492533998596833
242.0,200.93576750878654,263.1807528259209,18.312846380640128,1.0972394096048918e-07,62.244985317134336,0.30977553717215867
243.0,202.19482888694844,263.8071778800855,18.356434772506642,1.1014929172945163e-07,61.61234899313706,0.30471772860020013
244.0,203.44535996095092,264.42801671595595,18.39963445981794,1.1057032703842312e-07,60.982656755005046,0.29974955814529264
245.0,204.68740751882626,265.0433267758,18.442449439566246,1.1098710515084399e-07,60.3559192569737,0.29486874639038274
246.0,205.9210191087768,265.6531649443908,18.484883669951785,1.1139968353899513e-07,59.73214583561404,0.29007308770194473
247.0,207.14624297672322,266.2575875506128,18.526941070494487,1.1180811888402819e-07,59.11134457388962,0.28536044740397193
248.0,208.36312800916946,266.85665036925724,18.56862552215895,1.1221246707814664e-07,58.4935223600878,0.2807287590610258
249.0,209.57172367995594,267.4504086230053,18.609940867492416,1.126127832281471e-07,57.878684943049336,0.27617602187324586
250.0,210.77208000010972,268.03891698458244,18.6508909107747,1.1300912165989121e-07,57.266836984472725,0.27170029818201213
251.0,211.9642474703438,268.6222295790793,18.691479418179643,1.1340153592346674e-07,56.65798210873551,0.26729971108293915
252.0,213.14827703593286,269.2003999864253,18.731710117947276,1.1379007879889762e-07,56.05212295049246,0.2629724421419701
253.0,214.32422004379038,269.7734812440052,18.771586700565862,1.1417480230231663e-07,55.44926120021483,0.258716729210005
254.0,215.49212820161281,270.34152584941876,18.81111281896393,1.1455575769253272e-07,54.84939764780595,0.2545308643315698
255.0,216.6520535389865,270.9045857633611,18.85029208871069,1.1493299547795226e-07,54.252532224374605,0.25041319174300775
256.0,217.80404837036156,271.4627124126291,18.88912808822524,1.1530656542380707e-07,53.65866404226757,0.24636210595601288
257.0,218.9481652598093,272.0159566932363,18.9276243589933,1.1567651655965897e-07,53.067791433427054,0.2423760499223892
258.0,220.08445698748176,272.5643689736367,18.96578440579152,1.160428971871447e-07,52.47991198615493,0.23845351327622352
259.0,221.2129765176993,273.10799909804354,19.00361169691845,1.1640575488793548e-07,51.89502258034427,0.23459303064977358
260.0,222.33377696859355,273.64689638984186,19.041109664431954,1.1676513653188202e-07,51.31311942124834,0.23079318005962152
261.0,223.446911583237,274.18110965508356,19.078281704392424,1.1712108828532103e-07,50.73419807184656,0.22705258135978929
262.0,224.55243370219443,274.71068718606796,19.11513117711192,1.1747365561951733e-07,50.158253483873494,0.2233698947587194
263.0,225.65039673743382,275.2356767649849,19.151661407407683,1.1782288331922699e-07,49.585280027551065,0.21974381939708426
