candidate_id,gain,sat_mev,blend,sign_blend,top_class_gain_boost,top_class_sign_blend_scale,top_priority_class_targeted,effective_top_class_gain,effective_top_class_sign_blend,sigma_low_mode_inconsistent_sat_scale,sigma_low_mode_inconsistent_targeted,effective_sigma_low_mode_sat_mev,sigma_low_mode_inconsistent_zref,sigma_low_mode_inconsistent_min_blend_scale,sigma_low_mode_inconsistent_sign_blend_scale,effective_sigma_low_mode_sign_blend,holdout_p95_abs_z_qbeta,holdout_p95_abs_z_logft,delta_holdout_p95_abs_z_logft_vs_pre,logft_constraint_pass,delta_n_qbeta_gt3_holdout_vs_pre,delta_top_priority_q_gt3_vs_pre,qfail_constraint_pass,top_priority_constraint_pass,all_constraints_pass,holdout_max_abs_z_qbeta,train_p95_abs_z_qbeta,overfit_gap_qbeta,overfit_guard_pass,hard_fail_count,watch_fail_count,n_qbeta_gt3_holdout,n_logft_gt3_holdout,top_priority_class_after,top_priority_q_gt3_after,n_target_rows,n_changed_rows,mapping_delta_abs_median_mev,mapping_delta_abs_p95_mev,is_pareto_front,norm_holdout_p95_abs_z_qbeta,norm_holdout_p95_abs_z_logft,norm_overfit_gap_qbeta,norm_n_qbeta_gt3_holdout,score_weighted,rank_weighted,rank_constrained
lcand_0000,1.0,8.0,0.8,0.01,1.2,1.0,beta_minus|sigma_low|mode_inconsistent,1.2,0.01,1.0,True,8.0,5.0,1.0,1.0,0.01,6912.325724506914,10.044649762433085,0.38096889214810226,False,0,0,True,True,False,296804.57603503496,3874.5297266585594,3037.795997848355,False,3,3,1244,44,beta_minus|sigma_low|mode_inconsistent,109,3256,3256,0.07771233916470699,0.9692566864744685,True,0.0,0.0,0.0,0.0,0.0,1,
