key,label,A,Z,N,in_domain,magic_Z,magic_N,doubly_magic,magic_any,A_bin,radii_used,r_charge_fm,sigma_r_charge_fm,R_sharp_fm,sigma_R_sharp_fm,rho_fm3,B_over_A_obs_MeV,sigma_B_over_A_obs_MeV,B_over_A_pred_mean_MeV,B_over_A_residual_mean_MeV,sigma_set_MeV,B_over_A_pred_eq19_MeV,residual_eq19_MeV,C3_frozen_eq19,C3_est_from_radii_eq19,sigma_total_eq19_MeV,sigma_final_eq19_MeV,z_final_eq19
Z39_N50,Y-89,89,39,50,1,0,1,0,1,40<=A<100,published,4.243,0.0021,5.47768944599,0.00271108834235,0.129273401889,8.714011,3.8e-06,17.7838580555,9.06984705555,0,17.7838580555,9.06984705555,2008.63140164,1877.33541809,3.30429328018,3.30429328018,2.74486744562
Z40_N49,Zr-89,89,40,49,1,0,0,0,0,40<=A<100,published,4.2706,0.001,5.51332089277,0.00129099444874,0.126783163978,8.6733865,3.12e-05,17.8168834477,9.14349694768,0,17.8168834477,9.14349694768,2008.63140164,1910.12789056,3.17821055223,3.17821055223,2.87693241131
Z36_N54,Kr-90,90,36,54,1,0,0,0,0,40<=A<100,published,4.2423,0.0069,5.47678574987,0.00890786169628,0.130790633923,8.5912599,2.07e-05,17.6717193578,9.08045945775,0,17.6717193578,9.08045945775,2008.63140164,1852.74545063,3.38240442504,3.38240442504,2.68461671541
Z37_N53,Rb-90,90,37,53,1,0,0,0,0,40<=A<100,published,4.2554,0.0102,5.49369777715,0.0131681433771,0.129586454588,8.6315262,7.17e-05,17.7560618179,9.12453561792,0,17.7560618179,9.12453561792,2008.63140164,1869.86813514,3.32047893414,3.32047893414,2.7479576889
Z38_N52,Sr-90,90,38,52,1,0,0,0,0,40<=A<100,published,4.2611,0.0037,5.50105644551,0.00477667946032,0.129067113224,8.6960043,1.61e-05,17.7890208973,9.09301659732,0,17.7890208973,9.09301659732,2008.63140164,1878.10707313,3.29376908978,3.29376908978,2.7606721508
Z39_N51,Y-90,90,39,51,1,0,0,0,0,40<=A<100,published,4.2573,0.0026,5.4961506666,0.00335658556671,0.129413031717,8.6933778,3.9e-06,17.7692839951,9.07590619513,0,17.7692839951,9.07590619513,2008.63140164,1874.95630971,3.31143887667,3.31143887667,2.74077418703
Z40_N50,Zr-90,90,40,50,1,0,1,0,1,40<=A<100,published,4.2694,0.001,5.51177169943,0.00129099444874,0.128315830285,8.7099699,1.3e-06,17.7742679565,9.06429805648,0,17.7742679565,9.06429805648,2008.63140164,1889.76204598,3.25551738798,3.25551738798,2.78428801823
Z41_N49,Nb-90,90,41,49,1,0,0,0,0,40<=A<100,published,4.2891,0.004,5.53720429007,0.00516397779494,0.126555860186,8.633377,3.69e-05,17.7688636806,9.13548668058,0,17.7688636806,9.13548668058,2008.63140164,1913.0513922,3.16683544223,3.16683544223,2.88473678132
Z42_N48,Mo-90,90,42,48,1,0,0,0,0,40<=A<100,published,4.3265,0.0016,5.58548748246,0.00206559111798,0.123302150617,8.5970285,3.85e-05,17.7529882227,9.1559597227,0,17.7529882227,9.1559597227,2008.63140164,1956.875202,3.00608158934,3.00608158934,3.04581211474
Z36_N55,Kr-91,91,36,55,1,0,0,0,0,40<=A<100,published,4.2543,0.0081,5.49227768326,0.0104570550348,0.131127965605,8.5417519,2.46e-05,17.6194439756,9.07769207561,0,17.6194439756,9.07769207561,2008.63140164,1847.48434064,3.39992127403,3.39992127403,2.66997125638
Z37_N54,Rb-91,91,37,54,1,0,0,0,0,40<=A<100,published,4.2723,0.0131,5.51551558333,0.0169120272784,0.129477538707,8.6075621,8.57e-05,17.7298320836,9.12226998359,0,17.7298320836,9.12226998359,2008.63140164,1870.26872073,3.31500551745,3.31500551745,2.7518114029
Z38_N53,Sr-91,91,38,53,1,0,0,0,0,40<=A<100,published,4.274,0.0046,5.5177102739,0.00593857446418,0.129323099579,8.6638759,5.99e-05,17.7583632031,9.09448730312,0,17.7583632031,9.09448730312,2008.63140164,1874.03197149,3.30685989473,3.30685989473,2.75018827305
Z40_N51,Zr-91,91,40,51,1,0,0,0,0,40<=A<100,published,4.2845,0.0013,5.53126571561,0.00167829278336,0.128374633608,8.6933149,1.1e-06,17.7683982641,9.07508336415,0,17.7683982641,9.07508336415,2008.63140164,1888.49680276,3.25850271563,3.25850271563,2.78504704649
Z41_N50,Nb-91,91,41,50,1,0,1,0,1,40<=A<100,published,4.2878,0.004,5.53552599729,0.00516397779494,0.128078460512,8.6708983,3.22e-05,17.7334002627,9.06250196275,0,17.7334002627,9.06250196275,2008.63140164,1892.86280576,3.24350011646,3.24350011646,2.79405014255
Z42_N49,Mo-91,91,42,49,1,0,0,0,0,40<=A<100,published,4.3182,0.0012,5.57477222853,0.00154919333848,0.125392453288,8.6136286,6.86e-05,17.7341573487,9.12052874871,0,17.7341573487,9.12052874871,2008.63140164,1928.29591047,3.10886802324,3.10886802324,2.93371371204
Z36_N56,Kr-92,92,36,56,1,0,0,0,0,40<=A<100,published,4.2724,0.0099,5.51564468278,0.0127808450425,0.130891177436,8.512675,2.94e-05,17.5888628268,9.07618782681,0,17.5888628268,9.07618782681,2008.63140164,1849.27084945,3.38771921329,3.38771921329,2.67914406578
Z37_N55,Rb-92,92,37,55,1,0,0,0,0,40<=A<100,published,4.2903,0.0163,5.53875348341,0.0210432095144,0.129259689848,8.5694225,6.66e-05,17.7049254575,9.13550295751,0,17.7049254575,9.13550295751,2008.63140164,1872.00260944,3.30399585572,3.30399585572,2.76498620351
Z38_N54,Sr-92,92,38,54,1,0,0,0,0,40<=A<100,published,4.2924,0.0064,5.54146457175,0.00826236447191,0.129070066861,8.648907,3.72e-05,17.7422941719,9.0933871719,0,17.7422941719,9.0933871719,2008.63140164,1876.36109125,3.29395935999,3.29395935999,2.76062518632
Z39_N53,Y-92,92,39,53,1,0,0,0,0,40<=A<100,published,4.2887,0.005,5.53668789229,0.00645497224368,0.129404413893,8.6615894,9.92e-05,17.7397124137,9.07812301375,0,17.7397124137,9.07812301375,2008.63140164,1873.6674184,3.31102545509,3.31102545509,2.74178593214
Z40_N52,Zr-92,92,40,52,1,0,0,0,0,40<=A<100,published,4.3057,0.0013,5.55863479792,0.00167829278336,0.127877692941,8.6926783,1.1e-06,17.7756624604,9.08298416042,0,17.7756624604,9.08298416042,2008.63140164,1894.32469978,3.23332388582,3.23332388582,2.80917856707
Z41_N51,Nb-92,92,41,51,1,0,0,0,0,40<=A<100,published,4.3026,0.0043,5.55463271513,0.00555127612956,0.128154297693,8.6623731,1.94e-05,17.7325825604,9.07020946036,0,17.7325825604,9.07020946036,2008.63140164,1891.47869162,3.24734536167,3.24734536167,2.79311512949
Z42_N50,Mo-92,92,42,50,1,0,1,0,1,40<=A<100,published,4.3151,0.0012,5.57077014574,0.00154919333848,0.127043807048,8.6577312,1.7e-06,17.7071428167,9.04941161671,0,17.7071428167,9.04941161671,2008.63140164,1906.2020177,3.19129203794,3.19129203794,2.83565762993
Z36_N57,Kr-93,93,36,57,1,0,0,0,0,40<=A<100,published,4.2794,0.0107,5.52468164392,0.0138136406015,0.131665674351,8.4581085,2.7e-05,17.5126879798,9.0545794798,0,17.5126879798,9.0545794798,2008.63140164,1838.60451202,3.42799884412,3.42799884412,2.64136013212
Z37_N56,Rb-93,93,37,56,1,0,0,0,0,40<=A<100,published,4.3048,0.0187,5.55747290292,0.0241415961914,0.129348762382,8.5409209,8.42e-05,17.6667367894,9.12581588935,0,17.6667367894,9.12581588935,2008.63140164,1869.81943561,3.30869439819,3.30869439819,2.75813199742
Z38_N55,Sr-93,93,38,55,1,0,0,0,0,40<=A<100,published,4.3026,0.0075,5.55463271513,0.00968245836552,0.12954727919,8.6127875,8.12e-05,17.6980122722,9.08522477222,0,17.6980122722,9.08522477222,2008.63140164,1869.40178101,3.31839255529,3.31839255529,2.73783906541
Z39_N54,Y-93,93,39,54,1,0,0,0,0,40<=A<100,published,4.3052,0.0065,5.5579893007,0.00839146391678,0.129312712002,8.6489054,0.0001128,17.7232949987,9.07438959872,0,17.7232949987,9.07438959872,2008.63140164,1874.04714521,3.30635959981,3.30635959981,2.7445259128
Z41_N52,Nb-93,93,41,52,1,0,0,0,0,40<=A<100,published,4.324,0.0017,5.58225999633,0.00219469056285,0.12763334725,8.6641849,1.6e-05,17.745484192,9.081299292,0,17.745484192,9.081299292,2008.63140164,1897.73783224,3.22098042523,3.22098042523,2.8194208263
Z36_N58,Kr-94,94,36,58,1,0,0,0,0,40<=A<100,published,4.3002,0.0129,5.55153432845,0.0166538283887,0.131159621681,8.4243318,0.0001288,17.4903294056,9.06599760563,0,17.4903294056,9.06599760563,2008.63140164,1843.60577291,3.40179947002,3.40179947002,2.66505938564
Z37_N57,Rb-94,94,37,57,1,0,0,0,0,40<=A<100,published,4.3184,0.0211,5.57503042742,0.0272399828683,0.129508274837,8.4927644,2.16e-05,17.6236834457,9.13091904566,0,17.6236834457,9.13091904566,2008.63140164,1866.7161057,3.31703894431,3.31703894431,2.75273193923
Z38_N56,Sr-94,94,38,56,1,0,0,0,0,40<=A<100,published,4.3191,0.0091,5.57593412353,0.0117480494835,0.129445316512,8.5938344,1.77e-05,17.6715898461,9.07775544606,0,17.6715898461,9.07775544606,2008.63140164,1869.72252476,3.31321182192,3.31321182192,2.73986570553
Z39_N55,Y-94,94,39,55,1,0,0,0,0,40<=A<100,published,4.3142,0.0074,5.56960825074,0.00955335892064,0.129886883476,8.6228068,6.79e-05,17.6801448881,9.05733808809,0,17.6801448881,9.05733808809,2008.63140164,1865.9837104,3.33581497551,3.33581497551,2.71517999487
Z40_N54,Zr-94,94,40,54,1,0,0,0,0,40<=A<100,published,4.332,0.0013,5.59258795192,0.00167829278336,0.128292354608,8.6668016,1.8e-06,17.7378837852,9.07108218521,0,17.7378837852,9.07108218521,2008.63140164,1887.6534342,3.25432710173,3.25432710173,2.78739103404
Z42_N52,Mo-94,94,42,52,1,0,0,0,0,40<=A<100,published,4.3529,0.0013,5.6195697359,0.00167829278336,0.126453265646,8.6623341,1.5e-06,17.731980382,9.06964628197,0,17.731980382,9.06964628197,2008.63140164,1913.27495543,3.1616926414,3.1616926414,2.86860467182
Z36_N59,Kr-95,95,36,59,1,0,0,0,0,40<=A<100,published,4.3067,0.0136,5.55992579237,0.0175575245028,0.131955656145,8.3659963,0.0001961,17.4081527809,9.04215648093,0,17.4081527809,9.04215648093,2008.63140164,1832.67521624,3.44331812873,3.44331812873,2.626000893
Z37_N58,Rb-95,95,37,58,1,0,0,0,0,40<=A<100,published,4.3391,0.0248,5.60175401251,0.0320166623286,0.129021739914,8.4601967,0.0002131,17.6019627493,9.1417660493,0,17.6019627493,9.1417660493,2008.63140164,1871.72673389,3.29236217171,3.29236217171,2.77665869443
Z38_N57,Sr-95,95,38,57,1,0,0,0,0,40<=A<100,published,4.3305,0.0102,5.59065146025,0.0131681433771,0.12979194564,8.5490875,6.12e-05,17.6263891532,9.07730165317,0,17.6263891532,9.07730165317,2008.63140164,1864.36044859,3.33102557755,3.33102557755,2.72507713971
Z39_N56,Y-95,95,39,56,1,0,0,0,0,40<=A<100,published,4.3284,0.0087,5.58794037191,0.011231651704,0.1299809499,8.6049644,7.14e-05,17.6513739194,9.04640951936,0,17.6513739194,9.04640951936,2008.63140164,1863.93413164,3.34068646817,3.34068646817,2.70794928095
Z42_N53,Mo-95,95,42,53,1,0,0,0,0,40<=A<100,published,4.3628,0.0018,5.63235058094,0.00232379000772,0.12693049046,8.6487212,1.3e-06,17.7194883325,9.07076713249,0,17.7194883325,9.07076713249,2008.63140164,1906.55766645,3.18560304953,3.18560304953,2.8474254298
Z36_N60,Kr-96,96,36,60,1,0,0,0,0,40<=A<100,published,4.3267,0.0158,5.58574568135,0.02039771229,0.131504056136,8.3308721,0.0002008,17.3806779835,9.04980588346,0,17.3806779835,9.04980588346,2008.63140164,1836.92688971,3.41992279852,3.41992279852,2.64620180531
Z37_N59,Rb-96,96,37,59,1,0,0,0,0,40<=A<100,published,4.3501,0.0267,5.61595495145,0.0344695517812,0.12939329653,8.4088963,3.49e-05,17.5473973852,9.13850108523,0,17.5473973852,9.13850108523,2008.63140164,1865.8779577,3.31158904931,3.31158904931,2.75955166815
Z38_N58,Sr-96,96,38,58,1,0,0,0,0,40<=A<100,published,4.3522,0.0125,5.61866603979,0.0161374306092,0.129206084431,8.5212041,8.82e-05,17.6131695521,9.09196545215,0,17.6131695521,9.09196545215,2008.63140164,1870.69476471,3.30108500655,3.30108500655,2.7542354814
Z39_N57,Y-96,96,39,57,1,0,0,0,0,40<=A<100,published,4.3402,0.0099,5.6031741064,0.0127808450425,0.13028075642,8.5694269,6.33e-05,17.6121046733,9.04267777326,0,17.6121046733,9.04267777326,2008.63140164,1859.27777659,3.35616374765,3.35616374765,2.69434939805
Z40_N56,Zr-96,96,40,56,1,0,0,0,0,40<=A<100,published,4.3512,0.0015,5.61737504534,0.0019364916731,0.129295187976,8.6353283,1.2e-06,17.6673157138,9.03198741375,0,17.6673157138,9.03198741375,2008.63140164,1873.34353256,3.30540398356,3.30540398356,2.73249123516
Z42_N54,Mo-96,96,42,54,1,0,0,0,0,40<=A<100,published,4.3847,0.0015,5.66062335937,0.0019364916731,0.126354247626,8.653988,1.3e-06,17.7299096335,9.0759216335,0,17.7299096335,9.0759216335,2008.63140164,1913.62706158,3.15674347031,3.15674347031,2.87509001566
Z44_N52,Ru-96,96,44,52,1,0,0,0,0,40<=A<100,published,4.3908,0.0047,5.66849842551,0.00606767390906,0.125828358987,8.609413,1.8e-06,17.6376576269,9.02824462686,0,17.6376576269,9.02824462686,2008.63140164,1921.33677214,3.13053237434,3.13053237434,2.88393268214
Z37_N60,Rb-97,97,37,60,1,0,0,0,0,40<=A<100,published,4.4231,0.0395,5.7101975462,0.0509942807251,0.124374035463,8.3761872,1.97e-05,17.6469263352,9.27073913515,0,17.6469263352,9.27073913515,2008.63140164,1930.06712513,3.05926637863,3.05926637863,3.03037983221
Z38_N59,Sr-97,97,38,59,1,0,0,0,0,40<=A<100,published,4.3625,0.0135,5.63196328261,0.0174284250579,0.129629450673,8.4718489,3.49e-05,17.5610577589,9.08920885886,0,17.5610577589,9.08920885886,2008.63140164,1864.28908037,3.32281873632,3.32281873632,2.73539111825
Z39_N58,Y-97,97,39,58,1,0,0,0,0,40<=A<100,published,4.358,0.0116,5.62615380759,0.0149755356053,0.130031425254,8.5414616,6.92e-05,17.5915997817,9.05013818175,0,17.5915997817,9.05013818175,2008.63140164,1861.44076294,3.3433876332,3.3433876332,2.70687672942
Z40_N57,Zr-97,97,40,57,1,0,0,0,0,40<=A<100,published,4.3792,0.0136,5.6535228899,0.0175575245028,0.128152080252,8.6037182,1.3e-06,17.6823994117,9.07868121173,0,17.6823994117,9.07868121173,2008.63140164,1887.0814117,3.24742558366,3.24742558366,2.79565488964
Z42_N55,Mo-97,97,42,55,1,0,0,0,0,40<=A<100,published,4.388,0.0015,5.66488364105,0.0019364916731,0.127382610215,8.6350926,1.7e-06,17.6960771529,9.06098455293,0,17.6960771529,9.06098455293,2008.63140164,1899.58803548,3.20833680139,3.20833680139,2.82419992471
Z47_N50,Ag-97,97,47,50,1,0,1,0,1,40<=A<100,preliminary,4.4202,0.0226,5.7064536623,0.0291764745414,0.12461899365,8.4232121,0.0001239,17.3946680476,8.97145594758,0,17.3946680476,8.97145594758,2008.63140164,1935.98066783,3.07082784368,3.07082784368,2.92151055164
Z37_N61,Rb-98,98,37,61,1,0,0,0,0,40<=A<100,published,4.4336,0.0414,5.72375298792,0.0534471701777,0.124765587699,8.3307294,0.0001641,17.5958780907,9.26514869072,0,17.5958780907,9.26514869072,2008.63140164,1923.52972186,3.07875627967,3.07875627967,3.00938036307
Z38_N60,Sr-98,98,38,60,1,0,0,0,0,40<=A<100,published,4.4377,0.0214,5.72904606515,0.0276272812029,0.124420093563,8.4457385,3.29e-05,17.6709651949,9.22522669494,0,17.6709651949,9.22522669494,2008.63140164,1930.96933375,3.06103638624,3.06103638624,3.01375924063
Z39_N59,Y-98,98,39,59,1,0,0,0,0,40<=A<100,published,4.3711,0.0129,5.64306583487,0.0166538283887,0.130194343309,8.4976162,8.08e-05,17.5530073589,9.05539115889,0,17.5530073589,9.05539115889,2008.63140164,1858.42240905,3.35183721548,3.35183721548,2.70162020908
Z40_N58,Zr-98,98,40,58,1,0,0,0,0,40<=A<100,published,4.4012,0.0164,5.68192476778,0.0211723089593,0.127541355729,8.5813984,8.62e-05,17.6758756426,9.09447724263,0,17.6758756426,9.09447724263,2008.63140164,1894.07585104,3.21660615994,3.21660615994,2.82735180822
Z42_N56,Mo-98,98,42,56,1,0,0,0,0,40<=A<100,published,4.4091,0.0018,5.69212362392,0.00232379000772,0.126857017113,8.6351691,1.8e-06,17.6999768204,9.06480772043,0,17.6999768204,9.06480772043,2008.63140164,1905.82957977,3.18191614479,3.18191614479,2.84885185779
Z44_N54,Ru-98,98,44,54,1,0,0,0,0,40<=A<100,published,4.4229,0.0055,5.70993934731,0.00710046946805,0.125673289009,8.620314,6.59e-05,17.6563931714,9.03607917143,0,17.6563931714,9.03607917143,2008.63140164,1922.82735248,3.12282485473,3.12282485473,2.8935593867
Z47_N51,Ag-98,98,47,51,1,0,0,0,0,40<=A<100,preliminary,4.4518,0.018,5.74724908688,0.0232379000772,0.123241622299,8.4416866,0.0003358,17.4486216982,9.00693509825,0,17.4486216982,9.00693509825,2008.63140164,1954.96768022,3.00319563107,3.00319563107,2.99911700892
Z38_N61,Sr-99,99,38,61,1,0,0,0,0,40<=A<100,published,4.4495,0.0226,5.74427979965,0.0291764745414,0.124692355069,8.4025235,4.79e-05,17.6266728442,9.22414934421,0,17.6266728442,9.22414934421,2008.63140164,1926.11494026,3.07449775586,3.07449775586,3.0002133931
Z39_N60,Y-99,99,39,60,1,0,0,0,0,40<=A<100,published,4.4658,0.0223,5.76532300916,0.0287891762068,0.123331965495,8.4766938,6.68e-05,17.7057145917,9.22902079173,0,17.7057145917,9.22902079173,2008.63140164,1947.12678577,3.00766571058,3.00766571058,3.06849952083
Z40_N59,Zr-99,99,40,59,1,0,0,0,0,40<=A<100,published,4.4156,0.0181,5.70051508784,0.0233669995221,0.127586371615,8.539225,0.0001061,17.6473844978,9.10815949778,0,17.6473844978,9.10815949778,2008.63140164,1892.56931373,3.21894257668,3.21894257668,2.82955016463
Z41_N58,Nb-99,99,41,58,1,0,0,0,0,40<=A<100,published,4.4062,0.0125,5.68837974002,0.0161374306092,0.128404676917,8.5789859,0.0001213,17.6414868362,9.06250093619,0,17.6414868362,9.06250093619,2008.63140164,1883.76333362,3.26021446836,3.26021446836,2.77972539051
Z44_N55,Ru-99,99,44,55,1,0,0,0,0,40<=A<100,published,4.4338,0.0042,5.7240111868,0.00542217668469,0.126021650636,8.6087132,3.5e-06,17.6510761546,9.04236295462,0,17.6510761546,9.04236295462,2008.63140164,1917.81292687,3.14015579261,3.14015579261,2.87959055276
Z47_N52,Ag-99,99,47,52,1,0,0,0,0,40<=A<100,preliminary,4.463,0.0179,5.76170822471,0.0231088006324,0.123564239438,8.4747744,6.33e-05,17.4721499394,8.99737553939,0,17.4721499394,8.99737553939,2008.63140164,1950.64602599,3.01894923244,3.01894923244,2.98030037826
Z38_N62,Sr-100,100,38,62,1,0,0,0,0,100<=A<200,published,4.464,0.024,5.76299921916,0.0309838667697,0.124728502581,8.3722012,6.92e-05,17.585416286,9.21321508597,0,17.585416286,9.21321508597,2008.63140164,1924.41671856,3.07632213037,3.07632213037,2.99487982582
Z39_N61,Y-100,100,39,61,1,0,0,0,0,100<=A<200,published,4.4705,0.0228,5.77139068307,0.0294346734312,0.124185236471,8.4394151,0.0001118,17.6569184935,9.21750339351,0,17.6569184935,9.21750339351,2008.63140164,1934.37675605,3.04949562795,3.04949562795,3.02263210645
Z40_N60,Zr-100,100,40,60,1,0,0,0,0,100<=A<200,published,4.4891,0.0289,5.79540317982,0.0373097395685,0.12264798753,8.5221066,8.14e-05,17.7226022049,9.20049560492,0,17.7226022049,9.20049560492,2008.63140164,1957.7402799,2.97441606873,2.97441606873,3.09321069828
Z42_N58,Mo-100,100,42,58,1,0,0,0,0,100<=A<200,published,4.4468,0.0025,5.74079411464,0.00322748612184,0.126181438832,8.6046626,3e-06,17.6882828532,9.0836202532,0,17.6882828532,9.0836202532,2008.63140164,1913.32463029,3.1481173455,3.1481173455,2.88541348886
Z44_N56,Ru-100,100,44,56,1,0,0,0,0,100<=A<200,published,4.4531,0.0031,5.74892737967,0.00400208279108,0.125646652535,8.6193593,3.4e-06,17.658634714,9.03927541401,0,17.658634714,9.03927541401,2008.63140164,1922.35300834,3.1214900454,3.1214900454,2.8958206762
Z47_N53,Ag-100,100,47,53,1,0,0,0,0,100<=A<200,preliminary,4.4719,0.028,5.7731980753,0.0361478445646,0.124068638443,8.4849947,5e-05,17.4883216682,9.00332696816,0,17.4883216682,9.00332696816,2008.63140164,1943.78378039,3.0438020257,3.0438020257,2.95792134052
Z39_N62,Y-101,101,39,62,1,0,0,0,0,100<=A<200,published,4.4863,0.0244,5.79178839536,0.0315002645492,0.124106550656,8.4133305,7.01e-05,17.6220972687,9.20876676867,0,17.6220972687,9.20876676867,2008.63140164,1934.30397677,3.04566048528,3.04566048528,3.02356970292
Z40_N61,Zr-101,101,40,61,1,0,0,0,0,100<=A<200,published,4.5119,0.0318,5.82483785325,0.0410536234698,0.122006015316,8.4858439,8.25e-05,17.7000392933,9.21419539326,0,17.7000392933,9.21419539326,2008.63140164,1965.64275232,2.94333873359,2.94333873359,3.13052496748
Z41_N60,Nb-101,101,41,60,1,0,0,0,0,100<=A<200,published,4.4861,0.0203,5.79153019647,0.0262071873093,0.124123150208,8.5348355,3.71e-05,17.7002534764,9.16541797639,0,17.7002534764,9.16541797639,2008.63140164,1938.4846675,3.04638734545,3.04638734545,3.0086187136
Z44_N57,Ru-101,101,44,57,1,0,0,0,0,100<=A<200,published,4.4606,0.002,5.75860983803,0.00258198889747,0.126264074544,8.601366,4.1e-06,17.6406821136,9.03931611359,0,17.6406821136,9.03931611359,2008.63140164,1913.66404756,3.15224053826,3.15224053826,2.86758450184
Z47_N54,Ag-101,101,47,54,1,0,0,0,0,100<=A<200,published,4.4799,0.0088,5.78352603089,0.0113607511489,0.124639207978,8.5125465,4.79e-05,17.4984896164,8.98594311644,0,17.4984896164,8.98594311644,2008.63140164,1936.00030802,3.07165772653,3.07165772653,2.92543763546
Z39_N63,Y-102,102,39,63,1,0,0,0,0,100<=A<200,published,4.4911,0.0249,5.79798516872,0.0321457617735,0.124933889885,8.3719172,4e-05,17.5675341405,9.19561694046,0,17.5675341405,9.19561694046,2008.63140164,1921.99998335,3.08649840338,3.08649840338,2.97930396802
Z40_N62,Zr-102,102,40,62,1,0,0,0,0,100<=A<200,published,4.5292,0.034,5.84717205721,0.043893811257,0.12180747542,8.466294,8.59e-05,17.6704422432,9.20414824319,0,17.6704422432,9.20414824319,2008.63140164,1967.34301854,2.93377293324,2.93377293324,3.13730764195
Z42_N60,Mo-102,102,42,60,1,0,0,0,0,100<=A<200,published,4.4914,0.0038,5.79837246705,0.0049057789052,0.124908856935,8.5683994,8.14e-05,17.6780752185,9.10967581852,0,17.6780752185,9.10967581852,2008.63140164,1928.69921343,3.08494034675,3.08494034675,2.95295039599
Z44_N58,Ru-102,102,44,58,1,0,0,0,0,100<=A<200,published,4.4809,0.0018,5.78481702534,0.00232379000772,0.125789005149,8.6074275,4.1e-06,17.6449810453,9.03755354526,0,17.6449810453,9.03755354526,2008.63140164,1919.40559446,3.12856375066,3.12856375066,2.88872283435
Z46_N56,Pd-102,102,46,56,1,0,0,0,0,100<=A<200,published,4.4827,0.0044,5.78714081535,0.00568037557444,0.125637536634,8.5802887,4.1e-06,17.5636029651,8.98331426506,0,17.5636029651,8.98331426506,2008.63140164,1922.48609815,3.12104221426,3.12104221426,2.87830591461
Z48_N54,Cd-102,102,48,54,1,0,0,0,0,100<=A<200,published,4.481,0.0122,5.78494612479,0.0157501322746,0.125780583846,8.4841322,1.63e-05,17.4053486493,8.9212164493,0,17.4053486493,8.9212164493,2008.63140164,1920.25292623,3.12822643464,3.12822643464,2.85184485066
Z41_N62,Nb-103,103,41,62,1,0,0,0,0,100<=A<200,published,4.5097,0.0227,5.82199766546,0.0293055739863,0.124604157914,8.488332,3.82e-05,17.6367830911,9.14845109109,0,17.6367830911,9.14845109109,2008.63140164,1930.05654129,3.07012281285,3.07012281285,2.97983228971
Z42_N61,Mo-103,103,42,61,1,0,0,0,0,100<=A<200,published,4.5145,0.0046,5.82819443882,0.00593857446418,0.124207127728,8.5382672,8.95e-05,17.6690498925,9.13078269253,0,17.6690498925,9.13078269253,2008.63140164,1937.31667888,3.05037674724,3.05037674724,2.99332949637
Z45_N58,Rh-103,103,45,58,1,0,0,0,0,100<=A<200,published,4.4945,0.0023,5.80237454984,0.00296928723209,0.125872638749,8.5841927,2.23e-05,17.6071921564,9.02299945642,0,17.6071921564,9.02299945642,2008.63140164,1918.53377608,3.13272653694,3.13272653694,2.88023846002
Z47_N56,Ag-103,103,47,56,1,0,0,0,0,100<=A<200,published,4.5036,0.0065,5.81412259933,0.00839146391678,0.125111162539,8.537652,3.98e-05,17.5184173206,8.98076532057,0,17.5184173206,8.98076532057,2008.63140164,1929.34914333,3.09495348269,3.09495348269,2.90174484715
Z48_N55,Cd-103,103,48,55,1,0,0,0,0,100<=A<200,published,4.4951,0.0105,5.80314914651,0.0135554417117,0.125822241537,8.4897547,1.76e-05,17.4250379,8.93528319999,0,17.4250379,8.93528319999,2008.63140164,1919.67131443,3.13027765409,3.13027765409,2.85446985455
Z42_N62,Mo-104,104,42,62,1,0,0,0,0,100<=A<200,published,4.5249,0.0051,5.84162078108,0.00658407168855,0.124550262811,8.5279063,8.57e-05,17.638474509,9.110568209,0,17.638474509,9.110568209,2008.63140164,1931.77599939,3.06725713347,3.06725713347,2.97026555406
Z44_N60,Ru-104,104,44,60,1,0,0,0,0,100<=A<200,published,4.5098,0.002,5.82212676491,0.00258198889747,0.125805537839,8.5873998,2.4e-05,17.6232735005,9.03587370049,0,17.6232735005,9.03587370049,2008.63140164,1917.93674294,3.12938667112,3.12938667112,2.88742640335
Z46_N58,Pd-104,104,46,58,1,0,0,0,0,100<=A<200,published,4.5078,0.0027,5.81954477601,0.00348568501159,0.125973062613,8.5848485,1.29e-05,17.5630042788,8.97815577881,0,17.5630042788,8.97815577881,2008.63140164,1917.31574696,3.13772849358,3.13772849358,2.86135521195
Z47_N57,Ag-104,104,47,57,1,0,0,0,0,100<=A<200,published,4.5119,0.0058,5.82483785325,0.00748776780267,0.125629956365,8.536185,4.06e-05,17.5169621697,8.98077716975,0,17.5169621697,8.98077716975,2008.63140164,1922.17059138,3.12067309273,3.12067309273,2.87783337213
Z48_N56,Cd-104,104,48,56,1,0,0,0,0,100<=A<200,published,4.5122,0.0083,5.82522515159,0.0107152539245,0.125604899975,8.5176232,1.61e-05,17.4468193663,8.92919616629,0,17.4468193663,8.92919616629,2008.63140164,1922.46469914,3.1194467526,3.1194467526,2.86242942241
Z49_N55,In-104,104,49,55,1,0,0,0,0,100<=A<200,published,4.5184,0.0117,5.83322931717,0.0151046350502,0.125088556384,8.435238,5.55e-05,17.3699462945,8.93470829447,0,17.3699462945,8.93470829447,2008.63140164,1928.98597406,3.0938770926,3.0938770926,2.88786788455
Z42_N63,Mo-105,105,42,63,1,0,0,0,0,100<=A<200,published,4.5389,0.0057,5.85969470337,0.00735866835779,0.124587858695,8.494863,8.62e-05,17.611538336,9.11667533598,0,17.611538336,9.11667533598,2008.63140164,1930.33882956,3.06911219342,3.06911219342,2.97046010749
