key,label,A,Z,N,in_domain,magic_Z,magic_N,doubly_magic,magic_any,A_bin,radii_used,r_charge_fm,sigma_r_charge_fm,R_sharp_fm,sigma_R_sharp_fm,rho_fm3,B_over_A_obs_MeV,sigma_B_over_A_obs_MeV,B_over_A_pred_mean_MeV,B_over_A_residual_mean_MeV,sigma_set_MeV,B_over_A_pred_eq19_MeV,residual_eq19_MeV,C3_frozen_eq19,C3_est_from_radii_eq19,sigma_total_eq19_MeV,sigma_final_eq19_MeV,z_final_eq19
Z72_N108,Hf-180,180,72,108,1,0,0,0,0,100<=A<200,published,5.347,0.0032,6.90294731739,0.00413118223595,0.130641217487,8.0349319,7.9e-06,16.3309037582,8.29597185817,0,16.3309037582,8.29597185817,2008.63140164,1841.44435114,3.37459631334,3.37459631334,2.45835978229
Z74_N106,W-180,180,74,106,1,0,0,0,0,100<=A<200,published,5.3491,0.0022,6.90565840573,0.00284018778722,0.13048741281,8.0254434,8e-06,16.3004148403,8.27497144026,0,16.3004148403,8.27497144026,2008.63140164,1844.66505757,3.36664665581,3.36664665581,2.45792691846
Z78_N102,Pt-180,180,78,102,1,0,0,0,0,100<=A<200,published,5.3891,0.0049,6.95729818368,0.00632587279881,0.127603340576,7.9235781,5.58e-05,16.2589165402,8.33533844024,0,16.2589165402,8.33533844024,2008.63140164,1882.11325074,3.21948289781,3.21948289781,2.58903019672
Z73_N108,Ta-181,181,73,108,1,0,0,0,0,100<=A<200,published,5.3507,0.0034,6.90772399685,0.0043893811257,0.131094670253,8.023405,8.7e-06,16.2886620772,8.26525707724,0,16.2886620772,8.26525707724,2008.63140164,1836.22377494,3.39806638231,3.39806638231,2.43234126333
Z78_N103,Pt-181,181,78,103,1,0,0,0,0,100<=A<200,published,5.3996,0.0041,6.97085362539,0.00529307723982,0.127565159128,7.9241271,7.56e-05,16.2656090023,8.34148190233,0,16.2656090023,8.34148190233,2008.63140164,1882.38618073,3.2175505276,3.2175505276,2.59249445526
Z80_N101,Hg-181,181,80,101,1,0,0,0,0,100<=A<200,published,5.4364,0.0032,7.01836222111,0.00413118223595,0.124992118711,7.8396792,8.5e-05,16.2299571477,8.3902779477,0,16.2299571477,8.3902779477,2008.63140164,1915.93184325,3.08905216668,3.08905216668,2.71613345938
Z72_N110,Hf-182,182,72,110,1,0,0,0,0,100<=A<200,published,5.3516,0.0036,6.90888589185,0.00464758001545,0.131752455821,8.0148381,3.39e-05,16.2614348677,8.24659676769,0,16.2614348677,8.24659676769,2008.63140164,1827.05000976,3.43225707968,3.43225707968,2.4026745597
Z74_N108,W-182,182,74,108,1,0,0,0,0,100<=A<200,published,5.3559,0.0017,6.91443716798,0.00219469056285,0.13143537699,8.0183096,4.1e-06,16.2484872304,8.23017763041,0,16.2484872304,8.23017763041,2008.63140164,1832.35288276,3.41573809808,3.41573809808,2.40948731843
Z77_N105,Ir-182,182,77,105,1,0,0,0,0,100<=A<200,published,5.3705,0.1061,6.93328568694,0.136974511011,0.130366345554,7.9548948,0.0001152,16.2075844889,8.25268968891,0,16.2075844889,8.25268968891,2008.63140164,1846.79995038,3.37617699723,3.37617699723,2.4443889333
Z78_N104,Pt-182,182,78,104,1,0,0,0,0,100<=A<200,published,5.3969,0.0041,6.96736794038,0.00529307723982,0.128462550768,7.9347541,7.19e-05,16.2397108154,8.30495671542,0,16.2397108154,8.30495671542,2008.63140164,1870.76000588,3.26298189443,3.26298189443,2.54520465762
Z80_N102,Hg-182,182,80,102,1,0,0,0,0,100<=A<200,published,5.3833,0.0052,6.94981041588,0.00671317113343,0.129438629458,7.8569726,5.38e-05,16.1017130814,8.2447404814,0,16.1017130814,8.2447404814,2008.63140164,1858.70028059,3.31277083506,3.31277083506,2.48877477251
Z82_N100,Pb-182,182,82,100,1,1,0,0,1,100<=A<200,published,5.3788,0.0035,6.94400094086,0.00451848057058,0.129763773325,7.7563296,6.64e-05,15.9628500386,8.2065204386,0,15.9628500386,8.2065204386,2008.63140164,1854.40024603,3.32941807645,3.32941807645,2.46485128937
Z74_N109,W-183,183,74,109,1,0,0,0,0,100<=A<200,published,5.3611,0.002,6.92115033912,0.00258198889747,0.13177336355,8.0083234,4.1e-06,16.2265214838,8.2181980838,0,16.2265214838,8.2181980838,2008.63140164,1827.87592452,3.43333009106,3.43333009106,2.39365218777
Z77_N106,Ir-183,183,77,106,1,0,0,0,0,100<=A<200,published,5.378,0.1061,6.9429681453,0.136974511011,0.130534996645,7.9618176,0.0001348,16.2013336055,8.23951600552,0,16.2013336055,8.23951600552,2008.63140164,1844.44624483,3.38533511829,3.38533511829,2.433884894
Z78_N105,Pt-183,183,78,105,1,0,0,0,0,100<=A<200,published,5.4038,0.0036,6.97627580208,0.00464758001545,0.128674223187,7.9333406,7.77e-05,16.2355835934,8.30224299342,0,16.2355835934,8.30224299342,2008.63140164,1867.84739487,3.27374054388,3.27374054388,2.53601129416
Z79_N104,Au-183,183,79,104,1,0,0,0,0,100<=A<200,published,5.4247,0.0043,7.00325758606,0.00555127612956,0.127192697898,7.8985644,5.15e-05,16.2399288945,8.34136449453,0,16.2399288945,8.34136449453,2008.63140164,1886.85941616,3.19878911525,3.19878911525,2.60766314815
Z80_N103,Hg-183,183,80,103,1,0,0,0,0,100<=A<200,published,5.4405,0.0031,7.02365529835,0.00400208279108,0.126087754983,7.8593885,3.87e-05,16.220571242,8.36118274199,0,16.220571242,8.36118274199,2008.63140164,1901.22667842,3.14344568541,3.14344568541,2.65987822879
Z81_N102,Tl-183,183,81,102,1,0,0,0,0,100<=A<200,preliminary,5.3786,0.0105,6.94374274197,0.0135554417117,0.130491316731,7.8156741,5.1e-05,16.0098418958,8.1941677958,0,16.0098418958,8.1941677958,2008.63140164,1845.50730044,3.36699828702,3.36699828702,2.43367150717
Z82_N101,Pb-183,183,82,101,1,1,0,0,1,100<=A<200,published,5.3869,0.003,6.95445799589,0.00387298334621,0.129889072394,7.762179,0.0001584,15.9714192926,8.20924029256,0,15.9714192926,8.20924029256,2008.63140164,1852.78171808,3.33584701324,3.33584701324,2.46091630101
Z74_N110,W-184,184,74,110,1,0,0,0,0,100<=A<200,published,5.3658,0.0023,6.92721801303,0.00296928723209,0.132145581347,8.0050777,4e-06,16.2016506179,8.19657291789,0,16.2016506179,8.19657291789,2008.63140164,1822.99823225,3.45275645076,3.45275645076,2.37392154204
Z76_N108,Os-184,184,76,108,1,0,0,0,0,100<=A<200,published,5.3823,0.0022,6.94851942143,0.00284018778722,0.130933985186,7.9886778,4.5e-06,16.2148066783,8.22612887828,0,16.2148066783,8.22612887828,2008.63140164,1838.83309136,3.389730131,3.389730131,2.42677987934
Z77_N107,Ir-184,184,77,107,1,0,0,0,0,100<=A<200,published,5.3805,0.1061,6.94619563142,0.136974511011,0.131065437668,7.9591992,0.0001519,16.1780851073,8.21888590727,0,16.1780851073,8.21888590727,2008.63140164,1837.67040909,3.4142632805,3.4142632805,2.40722089424
Z78_N106,Pt-184,184,78,106,1,0,0,0,0,100<=A<200,published,5.4015,0.0036,6.97330651485,0.00464758001545,0.12954270101,7.9425649,8.01e-05,16.2052504228,8.26268552276,0,16.2052504228,8.26268552276,2008.63140164,1856.72871001,3.31808367214,3.31808367214,2.49019805984
Z79_N105,Au-184,184,79,105,1,0,0,0,0,100<=A<200,published,5.4306,0.0041,7.0108744533,0.00529307723982,0.127471367073,7.9001947,0.0001211,16.2361544841,8.33595978411,0,16.2361544841,8.33595978411,2008.63140164,1883.06708289,3.21282057247,3.21282057247,2.59459238263
Z80_N104,Hg-184,184,80,104,1,0,0,0,0,100<=A<200,published,5.3949,0.0047,6.96478595148,0.00606767390906,0.130018721818,7.8743454,5.18e-05,16.0943027266,8.21995732658,0,16.0943027266,8.21995732658,2008.63140164,1851.17689915,3.34252708657,3.34252708657,2.45920440245
Z82_N102,Pb-184,184,82,102,1,1,0,0,1,100<=A<200,published,5.393,0.0029,6.96233306203,0.00374388390133,0.130156190359,7.7827264,6.96e-05,15.9729464192,8.19022001917,0,15.9729464192,8.19022001917,2008.63140164,1849.39916174,3.34958120189,3.34958120189,2.44514747532
Z75_N110,Re-185,185,75,110,1,0,0,0,0,100<=A<200,published,5.3596,0.0172,6.91921384744,0.0222051045183,0.133325388953,7.9910101,4.4e-06,16.1172896676,8.12627956759,0,16.1172896676,8.12627956759,2008.63140164,1809.23743773,3.51533713133,3.51533713133,2.3116643622
Z77_N108,Ir-185,185,77,108,1,0,0,0,0,100<=A<200,published,5.3854,0.1061,6.95252150422,0.136974511011,0.131418376167,7.9637226,0.0001511,16.1611424536,8.19741985365,0,16.1611424536,8.19741985365,2008.63140164,1833.076948,3.43361013892,3.43361013892,2.38740553586
Z78_N107,Pt-185,185,78,107,1,0,0,0,0,100<=A<200,published,5.4148,0.0028,6.99047674101,0.00361478445646,0.129289344612,7.9397779,0.0001396,16.2166839435,8.27690604354,0,16.2166839435,8.27690604354,2008.63140164,1859.60835854,3.30511095238,3.30511095238,2.50427479222
Z79_N106,Au-185,185,79,106,1,0,0,0,0,100<=A<200,published,5.4296,0.0041,7.00958345886,0.00529307723982,0.128234973422,7.909441,1.41e-05,16.2146888579,8.30524785791,0,16.2146888579,8.30524785791,2008.63140164,1873.11712973,3.25143034024,3.25143034024,2.5543367038
Z80_N105,Hg-185,185,80,105,1,0,0,0,0,100<=A<200,published,5.4397,0.0031,7.02262250279,0.00400208279108,0.127522009502,7.8745391,7.37e-05,16.1920130858,8.31747398579,0,16.1920130858,8.31747398579,2008.63140164,1882.3393899,3.2153682499,3.2153682499,2.58678737219
Z81_N104,Tl-185,185,81,104,1,0,0,0,0,100<=A<200,preliminary,5.3896,0.0098,6.95794368091,0.0126517455976,0.131111380937,7.8355756,0.0001118,16.0013745549,8.16579895495,0,16.0013745549,8.16579895495,2008.63140164,1837.65715332,3.39906523816,3.39906523816,2.40236605737
Z82_N103,Pb-185,185,82,103,1,1,0,0,1,100<=A<200,published,5.3984,0.0028,6.96930443206,0.00361478445646,0.130471246611,7.786933,8.74e-05,15.9710653197,8.18413231973,0,15.9710653197,8.18413231973,2008.63140164,1845.42272362,3.36581657335,3.36581657335,2.43154436416
Z74_N112,W-186,186,74,112,1,0,0,0,0,100<=A<200,published,5.3743,0.0026,6.93819146584,0.00335658556671,0.132949128134,7.9886026,6.5e-06,16.1449560913,8.15635349125,0,16.1449560913,8.15635349125,2008.63140164,1812.58508179,3.4948792369,3.4948792369,2.33380123843
Z76_N110,Os-186,186,76,110,1,0,0,0,0,100<=A<200,published,5.3909,0.0017,6.95962197369,0.00219469056285,0.131724749994,7.9828324,4.1e-06,16.1713397,8.18850730001,0,16.1713397,8.18850730001,2008.63140164,1828.54286077,3.43079523568,3.43079523568,2.38676654755
Z77_N109,Ir-186,186,77,109,1,0,0,0,0,100<=A<200,published,5.39,0.1061,6.95846007869,0.136974511011,0.131790745581,7.9580473,8.88e-05,16.1419415397,8.18389423969,0,16.1419415397,8.18389423969,2008.63140164,1828.25871897,3.45410856762,3.45410856762,2.36932165839
Z78_N108,Pt-186,186,78,108,1,0,0,0,0,100<=A<200,published,5.4037,0.0036,6.97614670263,0.00464758001545,0.130790897598,7.9468094,0.0001169,16.1554342264,8.20862482638,0,16.1554342264,8.20862482638,2008.63140164,1840.79312478,3.38233740695,3.38233740695,2.42690892089
Z79_N107,Au-186,186,79,107,1,0,0,0,0,100<=A<200,published,5.4354,0.0039,7.01707122666,0.00503487835007,0.128515846267,7.9095409,0.0001127,16.2078560005,8.29831510052,0,16.2078560005,8.29831510052,2008.63140164,1869.32022657,3.26568842376,3.26568842376,2.54106149263
Z80_N106,Hg-186,186,80,106,1,0,0,0,0,100<=A<200,published,5.4017,0.0043,6.97356471374,0.00555127612956,0.130936228879,7.8882605,6.26e-05,16.0668381279,8.17857762795,0,16.0668381279,8.17857762795,2008.63140164,1839.52647093,3.38986707493,3.38986707493,2.41265437469
Z82_N104,Pb-186,186,82,104,1,1,0,0,1,100<=A<200,published,5.4027,0.0027,6.97485570818,0.00348568501159,0.130863536339,7.805342,5.92e-05,15.9643531377,8.15901113772,0,15.9643531377,8.15901113772,2008.63140164,1840.50344552,3.38608693092,3.38608693092,2.40956930645
Z75_N112,Re-187,187,75,112,1,0,0,0,0,100<=A<200,published,5.3698,0.0173,6.93238199082,0.0223342039631,0.13400022918,7.9779519,3.9e-06,16.0670683361,8.08911643613,0,16.0670683361,8.08911643613,2008.63140164,1800.53147917,3.5510790986,3.5510790986,2.27793192197
Z76_N111,Os-187,187,76,111,1,0,0,0,0,100<=A<200,published,5.3933,0.0018,6.96272036037,0.00232379000772,0.132256229615,7.9737814,3.9e-06,16.1408098013,8.16702840128,0,16.1408098013,8.16702840128,2008.63140164,1821.79227899,3.45853711142,3.45853711142,2.36141123781
Z77_N110,Ir-187,187,77,110,1,0,0,0,0,100<=A<200,published,5.3812,0.1061,6.94709932754,0.136974511011,0.133150399016,7.9606692,0.0001494,16.0713232568,8.11065405679,0,16.0713232568,8.11065405679,2008.63140164,1811.70249772,3.52970786787,3.52970786787,2.29782587126
Z78_N109,Pt-187,187,78,109,1,0,0,0,0,100<=A<200,published,5.4063,0.0037,6.9795032882,0.00477667946032,0.131304451139,7.9411699,0.0001287,16.1321153729,8.19094547288,0,16.1321153729,8.19094547288,2008.63140164,1834.24626454,3.40895394272,3.40895394272,2.40277387448
Z79_N108,Au-187,187,79,108,1,0,0,0,0,100<=A<200,published,5.4018,0.0058,6.97369381318,0.00748776780267,0.131632876327,7.9174323,0.0001203,16.0810878092,8.16365550924,0,16.0810878092,8.16365550924,2008.63140164,1830.61621779,3.42606372523,3.42606372523,2.38280900882
Z80_N107,Hg-187,187,80,107,1,0,0,0,0,100<=A<200,published,5.4046,0.0042,6.97730859764,0.00542217668469,0.131428394328,7.8869905,6.88e-05,16.048944423,8.16195392298,0,16.048944423,8.16195392298,2008.63140164,1833.32841871,3.41539944395,3.41539944395,2.38975090818
Z82_N105,Pb-187,187,82,105,1,1,0,0,1,100<=A<200,published,5.4079,0.0026,6.98156887932,0.00335658556671,0.131187941049,7.808401,2.72e-05,15.959102876,8.15070187598,0,15.959102876,8.15070187598,2008.63140164,1836.41705779,3.40289532712,3.40289532712,2.39522556307
Z76_N112,Os-188,188,76,112,1,0,0,0,0,100<=A<200,published,5.3993,0.0011,6.97046632706,0.00142009389361,0.132520705514,7.9738656,3.9e-06,16.1220312495,8.14816564953,0,16.1220312495,8.14816564953,2008.63140164,1818.25583441,3.47237936572,3.47237936572,2.34656550778
Z77_N111,Ir-188,188,77,111,1,0,0,0,0,100<=A<200,published,5.3838,0.1061,6.9504559131,0.136974511011,0.133668588215,7.9548512,5.01e-05,16.0401307705,8.08527957048,0,16.0401307705,8.08527957048,2008.63140164,1805.2572778,3.55882980423,3.55882980423,2.27189273308
Z78_N110,Pt-188,188,78,110,1,0,0,0,0,100<=A<200,published,5.4053,0.0034,6.97821229375,0.0043893811257,0.132079892633,7.9479027,2.82e-05,16.0943429832,8.14644028317,0,16.0943429832,8.14644028317,2008.63140164,1824.58580875,3.44933584956,3.44933584956,2.36174169129
Z79_N109,Au-188,188,79,109,1,0,0,0,0,100<=A<200,published,5.4049,0.0055,6.97769589597,0.00710046946805,0.132109219282,7.9147537,1.44e-05,16.0594179914,8.14466429136,0,16.0594179914,8.14466429136,2008.63140164,1824.61351119,3.45090220637,3.45090220637,2.36015505636
Z80_N108,Hg-188,188,80,108,1,0,0,0,0,100<=A<200,published,5.4085,0.004,6.98234347599,0.00516397779494,0.131845591642,7.899034,3.61e-05,16.0327957755,8.1337617755,0,16.0327957755,8.1337617755,2008.63140164,1828.05896488,3.43711593347,3.43711593347,2.36644964352
Z81_N107,Tl-188,188,81,107,1,0,0,0,0,100<=A<200,published,5.4017,0.0072,6.97356471374,0.0092951600309,0.132344145318,7.8530537,0.0001591,15.963532113,8.11047841301,0,15.963532113,8.11047841301,2008.63140164,1822.25849869,3.46322889988,3.46322889988,2.341883441
Z82_N106,Pb-188,188,82,106,1,1,0,0,1,100<=A<200,published,5.4139,0.0025,6.98931484601,0.00322748612184,0.131451463772,7.8248211,5.39e-05,15.9552585923,8.13043749235,0,15.9552585923,8.13043749235,2008.63140164,1833.06836066,3.41657969042,3.41657969042,2.37970082043
Z76_N113,Os-189,189,76,113,1,0,0,0,0,100<=A<200,published,5.4016,0.0012,6.97343561429,0.00154919333848,0.133055493047,7.9630029,3.5e-06,16.0881812331,8.12517833306,0,16.0881812331,8.12517833306,2008.63140164,1811.5183169,3.50046216621,3.50046216621,2.32117301867
Z77_N112,Ir-189,189,77,112,1,0,0,0,0,100<=A<200,published,5.3898,0.1061,6.9582018798,0.136974511011,0.133931311081,7.9560214,6.65e-05,16.0213920356,8.06537063562,0,16.0213920356,8.06537063562,2008.63140164,1801.82801116,3.57365878026,3.57365878026,2.25689444112
Z78_N111,Pt-189,189,78,111,1,0,0,0,0,100<=A<200,published,5.406,0.0035,6.97911598987,0.00451848057058,0.132730871626,7.9414045,5.34e-05,16.0598860525,8.11848155246,0,16.0598860525,8.11848155246,2008.63140164,1816.49282988,3.48342428222,3.48342428222,2.33060370909
Z79_N110,Au-189,189,79,110,1,0,0,0,0,100<=A<200,published,5.4084,0.0052,6.98221437654,0.00671317113343,0.132554250396,7.9219876,0.0001063,16.0376021824,8.11561458235,0,16.0376021824,8.11561458235,2008.63140164,1819.0095872,3.47418828313,3.47418828313,2.3359743114
Z80_N109,Hg-189,189,80,109,1,0,0,0,0,100<=A<200,published,5.41,0.004,6.98427996766,0.00516397779494,0.132436676968,7.8969192,0.0001669,16.0064838036,8.10956460364,0,16.0064838036,8.10956460364,2008.63140164,1820.72750944,3.46800566597,3.46800566597,2.3383942775
Z82_N107,Pb-189,189,82,107,1,1,0,0,1,100<=A<200,published,5.4177,0.0024,6.99422062492,0.00309838667697,0.131872795389,7.8262999,7.44e-05,15.9426792767,8.11637937668,0,15.9426792767,8.11637937668,2008.63140164,1827.81623178,3.43851636154,3.43851636154,2.36043064022
Z76_N114,Os-190,190,76,114,1,0,0,0,0,100<=A<200,published,5.4062,0.0013,6.97937418876,0.00167829278336,0.133418343015,7.9621047,3.4e-06,16.0618189076,8.09971420757,0,16.0618189076,8.09971420757,2008.63140164,1806.84053507,3.51958082942,3.51958082942,2.30132922076
Z78_N112,Pt-190,190,78,112,1,0,0,0,0,100<=A<200,published,5.4108,0.003,6.98531276322,0.00387298334621,0.133078354788,7.9464941,3.5e-06,16.0390784851,8.0925843851,0,16.0390784851,8.0925843851,2008.63140164,1812.04187443,3.50168124192,3.50168124192,2.31105683985
Z79_N111,Au-190,190,79,111,1,0,0,0,0,100<=A<200,published,5.4109,0.0049,6.98544186266,0.00632587279881,0.133070976576,7.9188345,1.81e-05,16.0104604237,8.09162592368,0,16.0104604237,8.09162592368,2008.63140164,1812.57826297,3.50132463514,3.50132463514,2.3110184764
Z80_N110,Hg-190,190,80,110,1,0,0,0,0,100<=A<200,published,5.4158,0.0037,6.99176773546,0.00477667946032,0.13271011132,7.9070174,8.37e-05,15.9943059394,8.08728853938,0,15.9943059394,8.08728853938,2008.63140164,1817.20989229,3.48233730099,3.48233730099,2.32237369341
Z81_N109,Tl-190,190,81,109,1,0,0,0,0,100<=A<200,published,5.4121,0.0056,6.986991056,0.00722956891292,0.132982480557,7.8660345,3.82e-05,15.9398969684,8.07386246839,0,15.9398969684,8.07386246839,2008.63140164,1814.23132661,3.49668361628,3.49668361628,2.30900571925
Z82_N108,Pb-190,190,82,108,1,1,0,0,1,100<=A<200,published,5.4222,0.0023,7.00003009994,0.00296928723209,0.132240739517,7.8411294,6.59e-05,15.9310987898,8.08996938978,0,15.9310987898,8.08996938978,2008.63140164,1823.21734808,3.45773067684,3.45773067684,2.33967597418
Z77_N114,Ir-191,191,77,114,1,0,0,0,0,100<=A<200,published,5.3968,0.1061,6.96723884094,0.136974511011,0.134822588795,7.9481144,6.9e-06,15.9595655991,8.01145119907,0,15.9595655991,8.01145119907,2008.63140164,1790.7386438,3.62429853459,3.62429853459,2.21048324872
Z78_N113,Pt-191,191,78,113,1,0,0,0,0,100<=A<200,published,5.4102,0.0031,6.98453816655,0.00400208279108,0.133823280968,7.9387279,2.16e-05,15.9954210632,8.05669316322,0,15.9954210632,8.05669316322,2008.63140164,1802.93505687,3.54099662011,3.54099662011,2.27526146663
Z79_N112,Au-191,191,79,112,1,0,0,0,0,100<=A<200,published,5.4147,0.0046,6.99034764157,0.00593857446418,0.133489908245,7.9246819,2.58e-05,15.9867622647,8.0620803647,0,15.9867622647,8.0620803647,2008.63140164,1807.32930666,3.52340126035,3.52340126035,2.28815277312
Z80_N111,Hg-191,191,80,111,1,0,0,0,0,100<=A<200,published,5.4171,0.0037,6.99344602825,0.00477667946032,0.13331256214,7.9038002,0.0001167,15.9637307746,8.05993057465,0,15.9637307746,8.05993057465,2008.63140164,1809.80420799,3.51402807083,3.51402807083,2.29364433413
Z81_N110,Tl-191,191,81,110,1,0,0,0,0,100<=A<200,published,5.4169,0.0048,6.99318782936,0.00619677335393,0.133327328979,7.8771445,3.85e-05,15.9247761598,8.04763165984,0,15.9247761598,8.04763165984,2008.63140164,1809.92010832,3.51482693217,3.51482693217,2.28962387484
Z82_N109,Pb-191,191,82,109,1,1,0,0,1,100<=A<200,published,5.4229,0.0026,7.00093379605,0.00335658556671,0.132885270742,7.8416782,3.46e-05,15.9039979439,8.06231974388,0,15.9039979439,8.06231974388,2008.63140164,1815.3405544,3.49152210653,3.49152210653,2.30911318843
Z76_N116,Os-192,192,76,116,1,0,0,0,0,100<=A<200,published,5.4126,0.0015,6.98763655323,0.0019364916731,0.134345058063,7.948526,1.21e-05,15.9939929003,8.04546690026,0,15.9939929003,8.04546690026,2008.63140164,1795.18726874,3.56864607035,3.56864607035,2.25448720373
Z78_N114,Pt-192,192,78,114,1,0,0,0,0,100<=A<200,published,5.4169,0.0028,6.99318782936,0.00361478445646,0.134025377822,7.9424923,1.34e-05,15.9797702385,8.03727793848,0,15.9797702385,8.03727793848,2008.63140164,1800.22221631,3.55169602016,3.55169602016,2.26294082964
Z79_N113,Au-192,192,79,113,1,0,0,0,0,100<=A<200,published,5.4179,0.0044,6.99447882381,0.00568037557444,0.133951178976,7.9201033,8.24e-05,15.959249646,8.03914634601,0,15.959249646,8.03914634601,2008.63140164,1801.60349576,3.54779176823,3.54779176823,2.26595777633
Z80_N112,Hg-192,192,80,112,1,0,0,0,0,100<=A<200,published,5.4232,0.0035,7.00132109438,0.00451848057058,0.133558838111,7.9120666,8.09e-05,15.9504061462,8.03833954624,0,15.9504061462,8.03833954624,2008.63140164,1806.62142824,3.52702104687,3.52702104687,2.27907331411
Z81_N111,Tl-192,192,81,111,1,0,0,0,0,100<=A<200,published,5.4191,0.0051,6.99602801714,0.00658407168855,0.133862212641,7.8760167,0.000165,15.8979483301,8.02193163013,0,15.8979483301,8.02193163013,2008.63140164,1803.38888426,3.54309541473,3.54309541473,2.26410262529
Z82_N110,Pb-192,192,82,110,1,1,0,0,1,100<=A<200,published,5.43,0.0025,7.01009985664,0.00322748612184,0.133057698203,7.8546482,2.98e-05,15.8994139093,8.04476570933,0,15.8994139093,8.04476570933,2008.63140164,1813.08524205,3.50058817023,3.50058817023,2.29811829273
Z84_N108,Po-192,192,84,108,1,0,0,0,0,100<=A<200,published,5.522,0.0178,7.12887134592,0.0229797011875,0.126517408656,7.7710542,5.54e-05,16.0640479576,8.29299375758,0,16.0640479576,8.29299375758,2008.63140164,1894.17144222,3.16509821504,3.16509821504,2.62013788961
Z77_N116,Ir-193,193,77,116,1,0,0,0,0,100<=A<200,published,5.4032,0.1061,6.97550120541,0.136974511011,0.135750814933,7.9381346,6.9e-06,15.8894651867,7.95133058669,0,15.8894651867,7.95133058669,2008.63140164,1779.32061277,3.67757758305,3.67757758305,2.16211090239
Z78_N115,Pt-193,193,78,115,1,0,0,0,0,100<=A<200,published,5.4191,0.0027,6.99602801714,0.00348568501159,0.134559411665,7.9337875,7e-06,15.9442121971,8.01042469712,0,15.9442121971,8.01042469712,2008.63140164,1793.65161313,3.58005617257,3.58005617257,2.23751369001
Z79_N114,Au-193,193,79,114,1,0,0,0,0,100<=A<200,published,5.4221,0.0042,6.99990100049,0.00542217668469,0.134336183622,7.9241648,4.49e-05,15.9344991919,8.01033439189,0,15.9344991919,8.01033439189,2008.63140164,1796.78825919,3.56821311343,3.56821311343,2.24491478991
Z80_N113,Hg-193,193,80,113,1,0,0,0,0,100<=A<200,published,5.4238,0.0035,7.00209569105,0.00451848057058,0.134209906875,7.907973,8.03e-05,15.9135139698,8.00554096976,0,15.9135139698,8.00554096976,2008.63140164,1798.71022068,3.56149392062,3.56149392062,2.24780419346
Z81_N112,Tl-193,193,81,112,1,0,0,0,0,100<=A<200,published,5.4243,0.0042,7.00274118828,0.00542217668469,0.134172796777,7.8853445,3.48e-05,15.8818721494,7.99652764942,0,15.8818721494,7.99652764942,2008.63140164,1799.50166065,3.55953753053,3.55953753053,2.24650746925
Z82_N111,Pb-193,193,82,111,1,1,0,0,1,100<=A<200,published,5.431,0.0023,7.01139085108,0.00296928723209,0.133676838838,7.8540994,5.33e-05,15.8699257223,8.01582632232,0,15.8699257223,8.01582632232,2008.63140164,1805.56573382,3.53324050255,3.53324050255,2.26868969619
Z84_N109,Po-193,193,84,109,1,0,0,0,0,100<=A<200,preliminary,5.5185,0.0189,7.12435286535,0.0243997950811,0.127418484292,7.773951,7.53e-05,16.0447735522,8.27082255219,0,16.0447735522,8.27082255219,2008.63140164,1882.42702205,3.21041829233,3.21041829233,2.57624452613
Z78_N116,Pt-194,194,78,116,1,0,0,0,0,100<=A<200,published,5.4236,0.0025,7.00183749216,0.00322748612184,0.134920219796,7.935942,2.6e-06,15.9171586184,7.98121661841,0,15.9171586184,7.98121661841,2008.63140164,1789.11299425,3.59927902065,3.59927902065,2.2174487092
Z79_N115,Au-194,194,79,115,1,0,0,0,0,100<=A<200,published,5.4252,0.004,7.00390308328,0.00516397779494,0.134800882983,7.9187744,1.09e-05,15.9037578335,7.9849834335,0,15.9037578335,7.9849834335,2008.63140164,1791.06631694,3.59294035156,3.59294035156,2.22240912796
Z80_N114,Hg-194,194,80,114,1,0,0,0,0,100<=A<200,published,5.4309,0.0033,7.01126175164,0.00426028168083,0.13437688758,7.9145974,1.49e-05,15.9022605017,7.98766310168,0,15.9022605017,7.98766310168,2008.63140164,1796.46256499,3.57035883754,3.57035883754,2.23721577162
Z81_N113,Tl-194,194,81,113,1,0,0,0,0,100<=A<200,published,5.4259,0.0046,7.0048067794,0.00593857446418,0.134748717382,7.8835211,7.2e-05,15.8492676361,7.96574653611,0,15.8492676361,7.96574653611,2008.63140164,1792.54529432,3.5901730219,3.5901730219,2.21876396695
Z82_N112,Pb-194,194,82,112,1,1,0,0,1,100<=A<200,published,5.4372,0.0023,7.01939501667,0.00296928723209,0.133910327297,7.8654181,8.99e-05,15.8596927352,7.99427463523,0,15.8596927352,7.99427463523,2008.63140164,1802.59309755,3.54559437497,3.54559437497,2.25470648635
Z84_N110,Po-194,194,84,110,1,0,0,0,0,100<=A<200,published,5.5167,0.0178,7.12202907534,0.0229797011875,0.128204093916,7.7892947,6.66e-05,16.0257180426,8.23642334256,0,16.0257180426,8.23642334256,2008.63140164,1872.27218599,3.25013865396,3.25013865396,2.53417599047
Z78_N117,Pt-195,195,78,117,1,0,0,0,0,100<=A<200,published,5.427,0.0026,7.00622687329,0.00335658556671,0.135360955983,7.926553,2.6e-06,15.8840409524,7.95748795238,0,15.8840409524,7.95748795238,2008.63140164,1783.67053579,3.62283484425,3.62283484425,2.19648101403
