Z,N_parent,A_parent,symbol,N_chain_min,N_chain_max,n_chain_isotopes,distance_proton_edge,distance_neutron_edge,edge_class,S_n_obs_MeV,S_n_pred_before_MeV,S_n_pred_after_MeV,resid_before_MeV,resid_after_MeV,abs_resid_before_MeV,abs_resid_after_MeV
64,79,143,Gd,69,108,40,10,29,interior,9.34310860000005,-0.2536733562389202,0.3008963311259265,-9.59678195623897,-9.042212268874124,9.59678195623897,9.042212268874124
64,80,144,Gd,69,108,40,11,28,interior,11.599512400000094,-0.2527982100259578,-0.2584315026580697,-11.852310610026052,-11.857943902658164,11.852310610026052,11.857943902658164
64,81,145,Gd,69,108,40,12,27,interior,9.238431699999865,0.660649953578698,0.7536473282897163,-8.577781746421167,-8.484784371710148,8.577781746421167,8.484784371710148
64,82,146,Gd,69,108,40,13,26,interior,11.230518700000175,0.40097718796666015,0.9345100216262523,-10.829541512033515,-10.296008678373923,10.829541512033515,10.296008678373923
64,83,147,Gd,69,108,40,14,25,interior,7.342429000000038,-1.8147156820863444,-3.135763071703167,-9.157144682086383,-10.478192071703205,9.157144682086383,10.478192071703205
64,84,148,Gd,69,108,40,15,24,interior,8.98381019999988,0.9665765846210519,0.8716628940020712,-8.017233615378828,-8.112147305997809,8.017233615378828,8.112147305997809
64,85,149,Gd,69,108,40,16,23,interior,6.929064000000153,-1.4641652051859637,-1.0806216468289875,-8.393229205186117,-8.00968564682914,8.393229205186117,8.00968564682914
64,86,150,Gd,69,108,40,17,22,interior,8.70819060000008,0.7227549501412085,0.49342757072695065,-7.985435649858871,-8.21476302927313,7.985435649858871,8.21476302927313
64,87,151,Gd,69,108,40,18,21,interior,6.496189599999752,-1.2167283244294538,-0.7704008801092499,-7.712917924429206,-7.266590480109002,7.712917924429206,7.266590480109002
64,88,152,Gd,69,108,40,19,20,interior,8.58970380000028,-0.609455594044519,-0.9454104885487027,-9.199159394044798,-9.535114288548982,9.199159394044798,9.535114288548982
64,89,153,Gd,69,108,40,20,19,interior,6.246959299999617,0.11912504078158292,0.9969931349559005,-6.127834259218034,-5.249966165043716,6.127834259218034,5.249966165043716
64,90,154,Gd,69,108,40,21,18,interior,8.894740700000284,-2.0143197123975796,-2.2199852523811643,-10.909060412397864,-11.114725952381448,10.909060412397864,11.114725952381448
64,91,155,Gd,69,108,40,22,17,interior,6.43524709999997,-0.15095806966469638,0.018104886129037823,-6.586205169664666,-6.417142213870932,6.586205169664666,6.417142213870932
64,92,156,Gd,69,108,40,23,16,interior,8.536361299999953,-0.18393867665074026,-0.28729774822986087,-8.720299976650693,-8.823659048229814,8.720299976650693,8.823659048229814
64,93,157,Gd,69,108,40,24,15,interior,6.359883600000103,0.25314528109684886,0.16436421692566228,-6.106738318903254,-6.195519383074441,6.106738318903254,6.195519383074441
64,94,158,Gd,69,108,40,25,14,interior,7.937387799999897,-0.3055509779944572,-0.26153287619895593,-8.242938777994354,-8.198920676198853,8.242938777994354,8.198920676198853
64,95,159,Gd,69,108,40,26,13,interior,5.943196100000023,0.9526946803719056,0.9269289029081307,-4.990501419628117,-5.016267197091892,4.990501419628117,5.016267197091892
64,96,160,Gd,69,108,40,27,12,interior,7.4515217000000575,-1.1132264227078537,-1.2107294418109262,-8.564748122707911,-8.662251141810984,8.564748122707911,8.662251141810984
64,97,161,Gd,69,108,40,28,11,interior,5.635401399999864,0.6376539904311045,0.8537453923388654,-4.99774740956876,-4.781656007660999,4.99774740956876,4.781656007660999
64,98,162,Gd,69,108,40,29,10,interior,6.845905200000061,-0.23639271332537248,-0.37909262757577267,-7.082297913325434,-7.224997827575834,7.082297913325434,7.224997827575834
64,99,163,Gd,69,108,40,30,9,interior,5.179185399999824,-0.23546281667877622,-0.38069636207744395,-5.4146482166786,-5.559881762077268,5.4146482166786,5.559881762077268
64,100,164,Gd,69,108,40,31,8,interior,6.3764112000001205,-0.23453248725522258,-0.2778669474769657,-6.610943687255343,-6.654278147477086,6.610943687255343,6.654278147477086
64,101,165,Gd,69,108,40,32,7,interior,4.903422800000044,-0.2336019066331545,-0.38146504958329785,-5.137024706633198,-5.284887849583342,5.137024706633198,5.284887849583342
64,102,166,Gd,69,108,40,33,6,interior,5.916453999999931,-0.23267124917050808,-0.02367468758032487,-6.149125249170439,-5.9401286875802555,6.149125249170439,5.9401286875802555
64,103,167,Gd,69,108,40,34,5,interior,4.476131600000144,-0.2317406822744772,-0.47214889647437985,-4.7078722822746215,-4.948280496474524,4.7078722822746215,4.948280496474524
64,104,168,Gd,69,108,40,35,4,interior,5.4643524000000525,-0.2308103666619843,0.12834513731985453,-5.695162766662037,-5.336007262680198,5.695162766662037,5.336007262680198
64,105,169,Gd,69,108,40,36,3,interior,3.834999999999809,-0.2298804566087682,-0.2963305075542024,-4.064880456608577,-4.131330507554011,4.064880456608577,4.131330507554011
64,106,170,Gd,69,108,40,37,2,neutron_rich_edge,4.974999999999909,-0.22895110018897924,-0.21881620971787186,-5.203951100188888,-5.193816209717781,5.203951100188888,5.193816209717781
64,107,171,Gd,69,108,40,38,1,neutron_rich_edge,3.400000000000091,-0.22802243950481227,0.010883637691875947,-3.628022439504903,-3.389116362308215,3.628022439504903,3.389116362308215
64,108,172,Gd,69,108,40,39,0,neutron_rich_edge,4.8940000000000055,-0.22709461090816774,0.31789201941688816,-5.121094610908173,-4.576107980583117,5.121094610908173,4.576107980583117
65,71,136,Tb,70,109,40,1,38,proton_rich_edge,10.93100000000004,-0.25960316834846253,1.392773162504355,-11.190603168348503,-9.538226837495685,11.190603168348503,9.538226837495685
65,72,137,Tb,70,109,40,2,37,proton_rich_edge,13.166999999999916,-0.25878034561728214,-1.9960340763585265,-13.425780345617198,-15.163034076358443,13.425780345617198,15.163034076358443
65,73,138,Tb,70,109,40,3,36,interior,10.759000000000015,-0.2579485985271788,-0.31992521677960895,-11.016948598527193,-11.078925216779623,11.016948598527193,11.078925216779623
65,74,139,Tb,70,109,40,4,35,interior,12.605999999999767,-0.2571084429922479,-0.37192672267420335,-12.863108442992015,-12.97792672267397,12.863108442992015,12.97792672267397
65,75,140,Tb,70,109,40,5,34,interior,10.38624800000025,-0.2562603744722338,-0.5834364907726695,-10.642508374472484,-10.96968449077292,10.642508374472484,10.96968449077292
65,76,141,Tb,70,109,40,6,33,interior,12.129882099999804,-0.25540486881699564,-0.7343498739657832,-12.3852869688168,-12.864231973965587,12.3852869688168,12.864231973965587
65,77,142,Tb,70,109,40,7,32,interior,10.090005900000278,-0.254542383070401,0.1333805629458169,-10.34454828307068,-9.956625337054462,10.34454828307068,9.956625337054462
65,78,143,Tb,70,109,40,8,31,interior,11.930980800000043,-0.2536733562389202,-0.576389835807916,-12.184654156238963,-12.507370635807959,12.184654156238963,12.507370635807959
65,79,144,Tb,70,109,40,9,30,interior,10.020311999999649,-0.2527982100259578,0.7298316855141707,-10.273110210025607,-9.290480314485478,10.273110210025607,9.290480314485478
65,80,145,Tb,70,109,40,10,29,interior,12.102827700000034,-0.2519173495322349,0.3800436032946948,-12.35474504953227,-11.72278409670534,12.35474504953227,11.72278409670534
65,81,146,Tb,70,109,40,11,28,interior,9.435263900000109,-0.25103116392605784,-1.1008679736450944,-9.686295063926167,-10.536131873645203,9.686295063926167,10.536131873645203
65,82,147,Tb,70,109,40,12,27,interior,11.050354599999991,6.171783913015702,6.556154474269775,-4.87857068698429,-4.494200125730217,4.87857068698429,4.494200125730217
65,83,148,Tb,70,109,40,13,26,interior,7.865588600000137,-0.10718745271211105,-1.1721760906639673,-7.972776052712248,-9.037764690664105,7.972776052712248,9.037764690664105
65,84,149,Tb,70,109,40,14,25,interior,9.02301609999995,-0.4326261061559791,-0.862222834479681,-9.455642206155929,-9.88523893447963,9.455642206155929,9.88523893447963
65,85,150,Tb,70,109,40,15,24,interior,7.688460299999861,0.012205093479451534,0.5292976635838755,-7.676255206520409,-7.159162636415985,7.676255206520409,7.159162636415985
65,86,151,Tb,70,109,40,16,23,interior,8.589079300000094,-0.40241895340693645,-0.8831517329804512,-8.99149825340703,-9.472231032980545,8.99149825340703,9.472231032980545
65,87,152,Tb,70,109,40,17,22,interior,7.165075099999967,0.09574533654377149,0.8153671034588115,-7.069329763456196,-6.349707996541156,7.069329763456196,6.349707996541156
65,88,153,Tb,70,109,40,18,21,interior,8.667616799999905,-1.3020286416521003,-1.6341216535210066,-9.969645441652006,-10.301738453520912,9.969645441652006,10.301738453520912
65,89,154,Tb,70,109,40,19,20,interior,6.914422600000307,-2.098634787203167,-1.059360536796504,-9.013057387203474,-7.973783136796811,9.013057387203474,7.973783136796811
65,90,155,Tb,70,109,40,20,19,interior,9.165047699999604,0.08877785542388494,0.08219613345342225,-9.07626984457572,-9.082851566546182,9.07626984457572,9.082851566546182
65,91,156,Tb,70,109,40,21,18,interior,6.911892500000022,-4.486265551950368,-4.4187368863273235,-11.39815805195039,-11.330629386327345,11.39815805195039,11.330629386327345
65,92,157,Tb,70,109,40,22,17,interior,8.744157200000473,4.775138646033142,4.782444037166613,-3.969018553967331,-3.9617131628338598,3.969018553967331,3.9617131628338598
65,93,158,Tb,70,109,40,23,16,interior,6.778353599999491,-5.2562715253582155,-5.3800270806590476,-12.034625125357707,-12.158380680658539,12.034625125357707,12.158380680658539
65,94,159,Tb,70,109,40,24,15,interior,8.133012700000108,5.447053668270442,5.522560696460886,-2.6859590317296664,-2.6104520035392227,2.6859590317296664,2.6104520035392227
65,95,160,Tb,70,109,40,25,14,interior,6.375218500000074,-5.924481988928619,-5.93039709913846,-12.299700488928693,-12.305615599138534,12.299700488928693,12.305615599138534
65,96,161,Tb,70,109,40,26,13,interior,7.696608899999774,-0.23732198811315186,-0.5505276118735907,-7.933930888112926,-8.247136511873364,7.933930888112926,8.247136511873364
65,97,162,Tb,70,109,40,27,12,interior,6.4890977000002295,-0.23639271332537248,0.05340760655280974,-6.725490413325602,-6.43569009344742,6.725490413325602,6.43569009344742
65,98,163,Tb,70,109,40,28,11,interior,6.787525999999843,-0.23546281667877622,-0.397515853103684,-7.02298881667862,-7.185041853103527,7.02298881667862,7.185041853103527
65,99,164,Tb,70,109,40,29,10,interior,5.580537000000277,-0.23453248725522258,-0.16763367044909216,-5.815069487255499,-5.748170670449369,5.815069487255499,5.748170670449369
65,100,165,Tb,70,109,40,30,9,interior,6.555187899999737,-0.2336019066331545,-0.2975250991196532,-6.7887898066328916,-6.85271299911939,6.7887898066328916,6.85271299911939
65,101,166,Tb,70,109,40,31,8,interior,5.291244500000175,-0.23267124917050808,-0.28342579813711666,-5.523915749170683,-5.574670298137292,5.523915749170683,5.574670298137292
65,102,167,Tb,70,109,40,32,7,interior,6.145628999999872,-0.2317406822744772,-0.30206192114710007,-6.377369682274349,-6.447690921146972,6.377369682274349,6.447690921146972
65,103,168,Tb,70,109,40,33,6,interior,4.969417000000249,-0.2308103666619843,-0.20509442078247275,-5.200227366662233,-5.174511420782721,5.200227366662233,5.174511420782721
65,104,169,Tb,70,109,40,34,5,interior,5.750935999999911,-0.2298804566087682,0.03826882373090257,-5.980816456608679,-5.712667176269008,5.980816456608679,5.712667176269008
65,105,170,Tb,70,109,40,35,4,interior,4.328999999999951,-0.22895110018897924,-0.23093334779862573,-4.55795110018893,-4.559933347798577,4.55795110018893,4.559933347798577
65,106,171,Tb,70,109,40,36,3,interior,5.139999999999873,-0.22802243950481227,-0.37991040807922616,-5.368022439504685,-5.519910408079099,5.368022439504685,5.519910408079099
65,107,172,Tb,70,109,40,37,2,neutron_rich_edge,3.902000000000271,-0.22709461090816774,-0.11070227777342723,-4.129094610908439,-4.012702277773698,4.129094610908439,4.012702277773698
65,108,173,Tb,70,109,40,38,1,neutron_rich_edge,4.891999999999825,-0.22616774521183913,-0.5029966438295759,-5.1181677452116645,-5.394996643829401,5.1181677452116645,5.394996643829401
65,109,174,Tb,70,109,40,39,0,neutron_rich_edge,3.6380000000001473,-0.22524196789423456,-0.030445682870848145,-3.863241967894382,-3.6684456828709955,3.863241967894382,3.6684456828709955
66,73,139,Dy,72,110,39,1,37,proton_rich_edge,10.868999999999915,-0.2571084429922479,-0.792179670489233,-11.126108442992162,-11.661179670489147,11.126108442992162,11.661179670489147
66,74,140,Dy,72,110,39,2,36,proton_rich_edge,13.15099999999984,-0.2562603744722338,-0.6358541608486945,-13.407260374472074,-13.786854160848534,13.407260374472074,13.786854160848534
66,75,141,Dy,72,110,39,3,35,interior,10.686999999999898,-0.25540486881699564,-0.40304473931266216,-10.942404868816894,-11.09004473931256,10.942404868816894,11.09004473931256
66,76,142,Dy,72,110,39,4,34,interior,12.855000000000246,-0.254542383070401,-0.4746725967321339,-13.109542383070647,-13.32967259673238,13.109542383070647,13.32967259673238
66,77,143,Dy,72,110,39,5,33,interior,10.070536100000027,-0.2536733562389202,-0.03932589880385251,-10.324209456238947,-10.10986199880388,10.324209456238947,10.10986199880388
66,78,144,Dy,72,110,39,6,32,interior,12.472452699999849,-0.2527982100259578,-0.3989601141654191,-12.725250910025807,-12.871412814165268,12.725250910025807,12.871412814165268
66,79,145,Dy,72,110,39,7,31,interior,9.743829200000164,-0.2519173495322349,0.3303099314589275,-9.995746549532399,-9.413519268541236,9.995746549532399,9.413519268541236
66,80,146,Dy,72,110,39,8,30,interior,12.383650799999714,-2.779757748495939,-2.823206772774327,-15.163408548495653,-15.206857572774041,15.163408548495653,15.206857572774041
66,81,147,Dy,72,110,39,9,29,interior,9.712427200000093,2.2785865574871877,2.082332663639562,-7.433840642512905,-7.630094536360531,7.433840642512905,7.630094536360531
66,82,148,Dy,72,110,39,10,28,interior,11.734668000000283,-1.4433610286278054,-0.7301097899866704,-13.178029028628089,-12.464777789986954,13.178029028628089,12.464777789986954
66,83,149,Dy,72,110,39,11,27,interior,7.905918799999654,-0.23807934432619504,-1.3699272540657148,-8.143998144325849,-9.275846054065369,8.143998144325849,9.275846054065369
66,84,150,Dy,72,110,39,12,26,interior,9.68694220000043,-0.4095700830207818,-0.6607321871277207,-10.096512283021212,-10.347674387128151,10.096512283021212,10.347674387128151
66,85,151,Dy,72,110,39,13,25,interior,7.514088899999706,-0.13595281730326292,0.3193888786521626,-7.650041717302969,-7.194700021347543,7.650041717302969,7.194700021347543
66,86,152,Dy,72,110,39,14,24,interior,9.436885300000085,-0.47446403706726414,-0.8889938667438173,-9.91134933706735,-10.325879166743903,9.91134933706735,10.325879166743903
66,87,153,Dy,72,110,39,15,23,interior,7.096565000000055,-0.07880562830170845,0.43801168187548,-7.1753706283017635,-6.658553318124575,7.1753706283017635,6.658553318124575
66,88,154,Dy,72,110,39,16,22,interior,9.322132799999736,-0.8262223595379936,-1.0846190665377833,-10.14835515953773,-10.406751866537519,10.14835515953773,10.406751866537519
66,89,155,Dy,72,110,39,17,21,interior,6.833238000000165,-0.8794088409755432,-0.05500085014060119,-7.712646840975708,-6.888238850140766,7.712646840975708,6.888238850140766
66,90,156,Dy,72,110,39,18,20,interior,9.444774600000073,-0.5659637223510714,-0.9863477209721765,-10.010738322351145,-10.43112232097225,10.010738322351145,10.43112232097225
66,91,157,Dy,72,110,39,19,19,interior,6.966596299999992,-0.09915675821481784,-0.025125913385394938,-7.06575305821481,-6.991722213385387,7.06575305821481,6.991722213385387
66,92,158,Dy,72,110,39,20,18,interior,9.053802499999847,-0.21501075460680852,-0.24957637020958146,-9.268813254606656,-9.303378870209428,9.268813254606656,9.303378870209428
66,93,159,Dy,72,110,39,21,17,interior,6.83137940000006,0.3557167381155324,0.21808167251818134,-6.475662661884527,-6.6132977274818785,6.475662661884527,6.6132977274818785
66,94,160,Dy,72,110,39,22,16,interior,8.576528199999984,-0.3400613932199832,-0.18245072408146257,-8.916589593219967,-8.758978924081447,8.916589593219967,8.758978924081447
66,95,161,Dy,72,110,39,23,15,interior,6.454381300000023,0.3445851086513727,0.4068757842386077,-6.10979619134865,-6.047505515761415,6.10979619134865,6.047505515761415
66,96,162,Dy,72,110,39,24,14,interior,8.196993699999894,-0.2617194474910889,-0.38513137355292315,-8.458713147490982,-8.582125073552817,8.458713147490982,8.582125073552817
66,97,163,Dy,72,110,39,25,13,interior,6.271001000000069,0.2559898689450506,0.41484747583513126,-6.015011131055019,-5.856153524164938,6.015011131055019,5.856153524164938
66,98,164,Dy,72,110,39,26,12,interior,7.658123600000181,-0.3084629674122823,-0.38268914299989376,-7.966586567412463,-8.040812743000075,7.966586567412463,8.040812743000075
66,99,165,Dy,72,110,39,27,11,interior,5.715953899999931,0.9735650872205639,0.8712980942739819,-4.742388812779367,-4.8446558057259494,4.742388812779367,4.8446558057259494
66,100,166,Dy,72,110,39,28,10,interior,7.043494299999793,-0.23267124917050808,-0.2234469058861066,-7.276165549170301,-7.2669412058858995,7.276165549170301,7.2669412058858995
66,101,167,Dy,72,110,39,29,9,interior,5.3982956000002105,-0.2317406822744772,-0.16187602893363362,-5.630036282274688,-5.560171628933844,5.630036282274688,5.560171628933844
66,102,168,Dy,72,110,39,30,8,interior,6.718262999999979,-0.2308103666619843,-0.4501543968110582,-6.949073366661963,-7.168417396811037,6.949073366661963,7.168417396811037
66,103,169,Dy,72,110,39,31,7,interior,5.108942999999954,-0.2298804566087682,-0.3268228567889935,-5.338823456608722,-5.435765856788947,5.338823456608722,5.435765856788947
66,104,170,Dy,72,110,39,32,6,interior,6.266134599999987,-0.22895110018897924,-0.03293951957367369,-6.495085700188966,-6.29907411957366,6.495085700188966,6.29907411957366
66,105,171,Dy,72,110,39,33,5,interior,4.321999999999889,-0.22802243950481227,0.11157758833476805,-4.550022439504701,-4.210422411665121,4.550022439504701,4.210422411665121
66,106,172,Dy,72,110,39,34,4,interior,5.826000000000022,-0.22709461090816774,-0.5092026033774388,-6.05309461090819,-6.335202603377461,6.05309461090819,6.335202603377461
66,107,173,Dy,72,110,39,35,3,interior,4.070000000000164,-0.22616774521183913,-0.22769702859750396,-4.296167745212003,-4.297697028597668,4.296167745212003,4.297697028597668
66,108,174,Dy,72,110,39,36,2,neutron_rich_edge,5.415999999999713,-0.22524196789423456,-0.380928917229042,-5.641241967893947,-5.796928917228755,5.641241967893947,5.796928917228755
66,109,175,Dy,72,110,39,37,1,neutron_rich_edge,3.6360000000001946,-0.22431739929484706,-0.0759120079049751,-3.8603173992950417,-3.7119120079051697,3.8603173992950417,3.7119120079051697
66,110,176,Dy,72,110,39,38,0,neutron_rich_edge,4.994000000000142,-0.2233941548025129,0.6266539790027252,-5.217394154802655,-4.367346020997417,5.217394154802655,4.367346020997417
67,74,141,Ho,73,111,39,1,37,proton_rich_edge,13.123000000000047,-0.25540486881699564,-0.5304251386243095,-13.378404868817043,-13.653425138624357,13.378404868817043,13.653425138624357
67,75,142,Ho,73,111,39,2,36,proton_rich_edge,11.067000000000007,-0.254542383070401,-0.36382561173834915,-11.321542383070408,-11.430825611738356,11.321542383070408,11.430825611738356
67,76,143,Ho,73,111,39,3,35,interior,12.826999999999998,-0.2536733562389202,-0.5708489454530081,-13.080673356238918,-13.397848945453006,13.080673356238918,13.397848945453006
67,77,144,Ho,73,111,39,4,34,interior,10.605068800000026,-0.2527982100259578,-0.049376115814212085,-10.857867010025984,-10.654444915814238,10.857867010025984,10.654444915814238
67,78,145,Ho,73,111,39,5,33,interior,12.58191520000014,-0.2519173495322349,-0.36508171446078563,-12.833832549532374,-12.946996914460925,12.833832549532374,12.946996914460925
67,79,146,Ho,73,111,39,6,32,interior,10.189435599999797,-0.25103116392605784,0.004427884029482243,-10.440466763925855,-10.185007715970315,10.440466763925855,10.185007715970315
67,80,147,Ho,73,111,39,7,31,interior,12.590181100000109,-0.25014002708269345,-0.46663537446772807,-12.840321127082802,-13.056816474467837,12.840321127082802,13.056816474467837
67,81,148,Ho,73,111,39,8,30,interior,10.305394899999783,-0.24924429819694183,-0.38146900182559307,-10.554639198196725,-10.686863901825376,10.554639198196725,10.686863901825376
67,82,149,Ho,73,111,39,9,29,interior,11.725999400000092,-0.24834432236797,0.7828214409341996,-11.974343722368062,-10.943177959065892,11.974343722368062,10.943177959065892
67,83,150,Ho,73,111,39,10,28,interior,8.37135000000012,-0.24744043115840952,-1.4125039137424409,-8.61879043115853,-9.783853913742561,8.61879043115853,9.783853913742561
67,84,151,Ho,73,111,39,11,27,interior,9.748186699999906,1.0819050604396239,0.8721649740238036,-8.666281639560282,-8.876021725976102,8.666281639560282,8.876021725976102
67,85,152,Ho,73,111,39,12,26,interior,8.053201899999976,-0.9220584588268537,-0.6236438603172587,-8.97526035882683,-8.676845760317235,8.97526035882683,8.676845760317235
67,86,153,Ho,73,111,39,13,25,interior,9.478758000000198,-0.4698482524457859,-0.8259444714301765,-9.948606252445984,-10.304702471430375,9.948606252445984,10.304702471430375
67,87,154,Ho,73,111,39,14,24,interior,7.698613399999886,-0.15348246709659463,0.4021990317979913,-7.85209586709648,-7.296414368201894,7.85209586709648,7.296414368201894
67,88,155,Ho,73,111,39,15,23,interior,9.471747499999992,-0.9358915668174461,-1.2467332961202828,-10.407639066817438,-10.718480796120275,10.407639066817438,10.718480796120275
67,89,156,Ho,73,111,39,16,22,interior,7.569915499999979,-0.056985912483042966,0.7917938216171763,-7.626901412483022,-6.778121678382803,7.626901412483022,6.778121678382803
67,90,157,Ho,73,111,39,17,21,interior,9.365788100000145,-1.901018905336315,-2.3998687067675917,-11.26680700533646,-11.765656806767737,11.26680700533646,11.765656806767737
67,91,158,Ho,73,111,39,18,20,interior,7.425846099999944,0.20670739897639123,0.5934569575702966,-7.219138701023553,-6.832389142429648,7.219138701023553,6.832389142429648
67,92,159,Ho,73,111,39,19,19,interior,9.213547199999994,-0.2096843590963715,-0.1671174252487333,-9.423231559096365,-9.380664625248727,9.423231559096365,9.380664625248727
67,93,160,Ho,73,111,39,20,18,interior,7.124114599999984,0.5005150710073565,0.444849818953287,-6.623599528992628,-6.679264781046697,6.623599528992628,6.679264781046697
67,94,161,Ho,73,111,39,21,17,interior,8.885193399999935,-0.33171670850259716,-0.1869156520868529,-9.216910108502532,-9.072109052086788,9.216910108502532,9.072109052086788
67,95,162,Ho,73,111,39,22,16,interior,6.915583799999922,0.22100460800321287,0.2926414247129401,-6.694579191996709,-6.622942375286982,6.694579191996709,6.622942375286982
67,96,163,Ho,73,111,39,23,15,interior,8.408779800000048,-0.13543140060508563,-0.1594413669016035,-8.544211200605133,-8.568221166901651,8.544211200605133,8.568221166901651
67,97,164,Ho,73,111,39,24,14,interior,6.673816600000009,-0.26176552838410316,-0.18944357009755208,-6.935582128384112,-6.863260170097561,6.935582128384112,6.863260170097561
67,98,165,Ho,73,111,39,25,13,interior,7.988813899999968,0.38000084110292676,0.5591886107884676,-7.6088130588970415,-7.429625289211501,7.6088130588970415,7.429625289211501
67,99,166,Ho,73,111,39,26,12,interior,6.243636300000162,-0.8462739969065893,-1.069294767780903,-7.089910296906751,-7.312931067781065,7.089910296906751,7.312931067781065
67,100,167,Ho,73,111,39,27,11,interior,7.280436599999803,-0.2317406822744772,-0.1694689372199889,-7.51217728227428,-7.4499055372197915,7.51217728227428,7.4499055372197915
67,101,168,Ho,73,111,39,28,10,interior,5.851100400000178,-0.2308103666619843,-0.3101249572441418,-6.081910766662162,-6.161225357244319,6.081910766662162,6.161225357244319
67,102,169,Ho,73,111,39,29,9,interior,6.808086999999887,-0.2298804566087682,-0.3026733257068486,-7.037967456608655,-7.110760325706735,7.037967456608655,7.110760325706735
67,103,170,Ho,73,111,39,30,8,interior,5.512822200000301,-0.22895110018897924,-0.3553541252627923,-5.74177330018928,-5.868176325263093,5.74177330018928,5.868176325263093
67,104,171,Ho,73,111,39,31,7,interior,6.351625099999865,-0.22802243950481227,-0.24841873058662145,-6.579647539504677,-6.600043830586486,6.579647539504677,6.600043830586486
67,105,172,Ho,73,111,39,32,6,interior,5.056040899999971,-0.22709461090816774,-0.01184397116125524,-5.283135510908139,-5.067884871161226,5.283135510908139,5.067884871161226
67,106,173,Ho,73,111,39,33,5,interior,5.990000000000009,-0.22616774521183913,-0.03143957960107002,-6.216167745211848,-6.021439579601079,6.216167745211848,6.021439579601079
67,107,174,Ho,73,111,39,34,4,interior,4.574000000000069,-0.22524196789423456,-0.35044656701620625,-4.799241967894304,-4.924446567016275,4.799241967894304,4.924446567016275
67,108,175,Ho,73,111,39,35,3,interior,5.408999999999878,-0.22431739929484706,-0.5430825988776391,-5.633317399294725,-5.952082598877517,5.633317399294725,5.952082598877517
67,109,176,Ho,73,111,39,36,2,neutron_rich_edge,4.1469999999999345,-0.2233941548025129,-0.228566354999451,-4.370394154802447,-4.3755663549993855,4.370394154802447,4.3755663549993855
67,110,177,Ho,73,111,39,37,1,neutron_rich_edge,4.988000000000056,-0.22247234503694102,-0.5131816689138731,-5.210472345036997,-5.5011816689139295,5.210472345036997,5.5011816689139295
67,111,178,Ho,73,111,39,38,0,neutron_rich_edge,3.8859999999999673,-0.2215520760220855,0.26141945324211946,-4.107552076022053,-3.624580546757848,4.107552076022053,3.624580546757848
68,75,143,Er,74,112,39,1,37,proton_rich_edge,11.325000000000045,-0.2536733562389202,-1.1628290994240587,-11.578673356238966,-12.487829099424104,11.578673356238966,12.487829099424104
68,76,144,Er,74,112,39,2,36,proton_rich_edge,13.532999999999902,-0.2527982100259578,-0.4575968377990023,-13.78579821002586,-13.990596837798904,13.78579821002586,13.990596837798904
68,77,145,Er,74,112,39,3,35,interior,10.711000000000013,-0.2519173495322349,0.12016500527948892,-10.962917349532248,-10.590834994720524,10.962917349532248,10.590834994720524
68,78,146,Er,74,112,39,4,34,interior,13.159854199999927,-0.25103116392605784,-0.6225524535080211,-13.410885363925985,-13.782406653507948,13.410885363925985,13.782406653507948
68,79,147,Er,74,112,39,5,33,interior,10.357117799999969,-0.25014002708269345,-0.1082757248768047,-10.607257827082663,-10.465393524876774,10.607257827082663,10.465393524876774
68,80,148,Er,74,112,39,6,32,interior,12.94250319999992,-0.24924429819694183,-0.2653007835853032,-13.191747498196861,-13.207803983585222,13.191747498196861,13.207803983585222
68,81,149,Er,74,112,39,7,31,interior,10.3339390000001,-0.24834432236797,-0.6540269052474059,-10.58228332236807,-10.987965905247506,10.58228332236807,10.987965905247506
68,82,150,Er,74,112,39,8,30,interior,12.161015800000087,-0.5974970211564283,0.5850403490590139,-12.758512821156515,-11.575975450941073,12.758512821156515,11.575975450941073
68,83,151,Er,74,112,39,9,29,interior,8.50628729999994,0.10352364686818305,-0.9280412002168816,-8.402763653131757,-9.434328500216822,8.402763653131757,9.434328500216822
68,84,152,Er,74,112,39,10,28,interior,10.305254699999978,-1.0429749714457728,-1.1800449230142078,-11.34822967144575,-11.485299623014185,11.34822967144575,11.485299623014185
68,85,153,Er,74,112,39,11,27,interior,8.03778420000026,0.5526444181828367,0.9336739153753371,-7.4851397818174235,-7.104110284624923,7.4851397818174235,7.104110284624923
68,86,154,Er,74,112,39,12,26,interior,10.209596399999782,-1.4356529020265612,-1.7693737570592134,-11.645249302026343,-11.978970157058995,11.645249302026343,11.978970157058995
68,87,155,Er,74,112,39,13,25,interior,7.675529400000187,0.9489880356040032,1.4115302956473812,-6.7265413643961836,-6.263999104352806,6.7265413643961836,6.263999104352806
68,88,156,Er,74,112,39,14,24,interior,10.073828399999911,-1.9174206510688947,-2.2748688774840247,-11.991249051068806,-12.348697277483936,11.991249051068806,12.348697277483936
68,89,157,Er,74,112,39,15,23,interior,7.2732745000000705,1.4344399904488512,2.328094609956409,-5.838834509551219,-4.945179890043661,5.838834509551219,4.945179890043661
68,90,158,Er,74,112,39,16,22,interior,9.961481099999673,-2.591881362053229,-3.187836132164577,-12.553362462052903,-13.14931723216425,12.553362462052903,13.14931723216425
68,91,159,Er,74,112,39,17,21,interior,7.328631800000267,2.1125994138571116,2.338412320556074,-5.216032386143155,-4.9902194794441925,5.216032386143155,4.9902194794441925
