Z,N_parent,A_parent,symbol,N_chain_min,N_chain_max,n_chain_isotopes,distance_proton_edge,distance_neutron_edge,edge_class,S_n_obs_MeV,S_n_pred_before_MeV,S_n_pred_after_MeV,resid_before_MeV,resid_after_MeV,abs_resid_before_MeV,abs_resid_after_MeV
20,39,59,Ca,13,41,29,26,2,neutron_rich_edge,0.7479999999999905,-0.16834587538633627,0.16614853563014265,-0.9163458753863267,-0.5818514643698478,0.9163458753863267,0.5818514643698478
20,40,60,Ca,13,41,29,27,1,neutron_rich_edge,2.848000000000013,-0.17564390754048986,-0.9255025636370391,-3.023643907540503,-3.7735025636370523,3.023643907540503,3.7735025636370523
20,41,61,Ca,13,41,29,28,0,neutron_rich_edge,0.06299999999998818,-0.18252449166595852,4.235308161461305,-0.2455244916659467,4.1723081614613164,0.2455244916659467,4.1723081614613164
21,15,36,Sc,14,42,29,1,27,proton_rich_edge,18.99599999999998,0.2073486460973868,-0.4863654795290415,-18.788651353902594,-19.482365479529022,18.788651353902594,19.482365479529022
21,16,37,Sc,14,42,29,2,26,proton_rich_edge,20.449000000000012,0.17716609832538666,1.7032520883858524,-20.271833901674626,-18.74574791161416,20.271833901674626,18.74574791161416
21,17,38,Sc,14,42,29,3,25,interior,16.113,0.1489637333297651,-1.2059948024508031,-15.964036266670234,-17.318994802450803,15.964036266670234,17.318994802450803
21,18,39,Sc,14,42,29,4,24,interior,17.986842500000023,0.12258770818998244,0.8513529981101584,-17.86425479181004,-17.135489501889865,17.86425479181004,17.135489501889865
21,19,40,Sc,14,42,29,5,23,interior,14.421945499999936,0.09789889201870494,-0.5362217281285098,-14.32404660798123,-14.958167228128445,14.32404660798123,14.958167228128445
21,20,41,Sc,14,42,29,6,22,interior,16.190325900000005,0.07477117369060693,1.5399476582784786,-16.115554726309398,-14.650378241721526,16.115554726309398,14.650378241721526
21,21,42,Sc,14,42,29,7,21,interior,11.54995869999999,-20.42774140548957,-21.21982623766145,-31.97770010548956,-32.76978493766144,31.97770010548956,32.76978493766144
21,22,43,Sc,14,42,29,8,20,interior,12.138466900000026,2.696989752260805,0.9172583285378408,-9.44147714773922,-11.221208571462185,9.44147714773922,11.221208571462185
21,23,44,Sc,14,42,29,9,19,interior,9.699202499999956,2.8662837018641767,4.000894443154024,-6.832918798135779,-5.6983080568459314,6.832918798135779,5.6983080568459314
21,24,45,Sc,14,42,29,10,18,interior,11.327603000000124,1.6543474935492526,0.8538491544836972,-9.673255506450872,-10.473753845516427,9.673255506450872,10.473753845516427
21,25,46,Sc,14,42,29,11,17,interior,8.760643999999957,3.5098027574762654,4.106268439049003,-5.250841242523691,-4.654375560950953,5.250841242523691,4.654375560950953
21,26,47,Sc,14,42,29,12,16,interior,10.646513599999935,9.737457609215326,9.46623010476739,-0.9090559907846085,-1.180283495232544,0.9090559907846085,1.180283495232544
21,27,48,Sc,14,42,29,13,15,interior,8.238563000000056,-0.05186764838957458,0.5157601218640622,-8.29043064838963,-7.722802878135994,8.29043064838963,7.722802878135994
21,28,49,Sc,14,42,29,14,14,interior,10.129678899999988,-0.06589036502987256,0.9879656945377207,-10.19556926502986,-9.141713205462267,10.19556926502986,9.141713205462267
21,29,50,Sc,14,42,29,15,13,interior,6.045990500000016,-0.07909053687767198,-2.036908778772343,-6.125081036877688,-8.08289927877236,6.125081036877688,8.08289927877236
21,30,51,Sc,14,42,29,16,12,interior,6.784551299999919,-0.0915204962469005,-0.11818607086030397,-6.876071796246819,-6.902737370860223,6.876071796246819,6.902737370860223
21,31,52,Sc,14,42,29,17,11,interior,5.3445277000000715,-0.10322858171589644,-0.08999053367627141,-5.447756281715968,-5.434518233676343,5.447756281715968,5.434518233676343
21,32,53,Sc,14,42,29,18,10,interior,6.317308500000024,-0.11425950125510553,0.7986220150480392,-6.43156800125513,-5.518686484951985,6.43156800125513,5.518686484951985
21,33,54,Sc,14,42,29,19,9,interior,3.7396984999999177,-0.12465465682848276,-1.372087370382701,-3.8643531568284004,-5.111785870382619,3.8643531568284004,5.111785870382619
21,34,55,Sc,14,42,29,20,8,interior,4.475495999999964,-0.1344524351451497,0.1025902777321619,-4.609948435145114,-4.372905722267802,4.609948435145114,4.372905722267802
21,35,56,Sc,14,42,29,21,7,interior,2.7450566000001118,-0.1436884685942914,0.2454605043931508,-2.888745068594403,-2.499596095606961,2.888745068594403,2.499596095606961
21,36,57,Sc,14,42,29,22,6,interior,3.935122599999943,-0.1523958698598591,0.5872630275993913,-4.087518469859802,-3.3478595724005515,4.087518469859802,3.3478595724005515
21,37,58,Sc,14,42,29,23,5,interior,2.171232599999996,-0.16060544325098647,-0.36427540628048405,-2.3318380432509827,-2.5355080062804802,2.3318380432509827,2.5355080062804802
21,38,59,Sc,14,42,29,24,4,interior,3.421301900000003,-0.16834587538633627,-0.3241725736481129,-3.5896477753863394,-3.745474473648116,3.5896477753863394,3.745474473648116
21,39,60,Sc,14,42,29,25,3,interior,1.7719693000000234,-0.17564390754048986,-0.065692268937525,-1.9476132075405133,-1.8376615689375484,1.9476132075405133,1.8376615689375484
21,40,61,Sc,14,42,29,26,2,neutron_rich_edge,3.0539999999999736,-0.18252449166595852,-0.29826822346628035,-3.236524491665932,-3.352268223466254,3.236524491665932,3.352268223466254
21,41,62,Sc,14,42,29,27,1,neutron_rich_edge,1.2220000000000368,-0.1890109318566573,-0.15838605790969496,-1.4110109318566941,-1.3803860579097318,1.4110109318566941,1.3803860579097318
21,42,63,Sc,14,42,29,28,0,neutron_rich_edge,2.33299999999997,-0.19512501280705408,0.33323261384035163,-2.528125012807024,-1.9997673861596184,2.528125012807024,1.9997673861596184
22,16,38,Ti,15,43,29,1,27,proton_rich_edge,21.860000000000014,0.1489637333297651,0.5370612151667018,-21.71103626667025,-21.322938784833312,21.71103626667025,21.322938784833312
22,17,39,Ti,15,43,29,2,26,proton_rich_edge,16.951999999999998,0.12258770818998244,-1.2178178796251018,-16.829412291810016,-18.1698178796251,16.829412291810016,18.1698178796251
22,18,40,Ti,15,43,29,3,25,interior,19.560527999999977,0.09789889201870494,0.8906301417306537,-19.46262910798127,-18.669897858269323,19.46262910798127,18.669897858269323
22,19,41,Ti,15,43,29,4,24,interior,14.775416899999982,0.07477117369060693,-0.6977914354217205,-14.700645726309375,-15.473208335421702,14.700645726309375,15.473208335421702
22,20,42,Ti,15,43,29,5,23,interior,17.47813510000003,0.053089997371486675,1.5499672882905031,-17.425045102628545,-15.928167811709528,17.425045102628545,15.928167811709528
22,21,43,Ti,15,43,29,6,22,interior,12.282552199999998,0.03275109079355332,0.015752496716132214,-12.249801109206444,-12.266799703283866,12.249801109206444,12.266799703283866
22,22,44,Ti,15,43,29,7,21,interior,16.304313800000045,-19.77398719583894,-21.618392198085516,-36.07830099583899,-37.92270599808556,36.07830099583899,37.92270599808556
22,23,45,Ti,15,43,29,8,20,interior,9.532998499999906,2.985803399478172,4.177498597331379,-6.5471951005217335,-5.355499902668527,6.5471951005217335,5.355499902668527
22,24,46,Ti,15,43,29,9,19,interior,13.189321300000017,0.8235710466925497,-0.5322973250450644,-12.365750253307468,-13.721618625045082,12.365750253307468,13.721618625045082
22,25,47,Ti,15,43,29,10,18,interior,8.880661700000076,2.548336016306223,2.776634531574558,-6.332325683693853,-6.104027168425517,6.332325683693853,6.104027168425517
22,26,48,Ti,15,43,29,11,17,interior,11.62665809999993,2.0793446904149704,1.681682376101051,-9.547313409584959,-9.944975723898878,9.547313409584959,9.944975723898878
22,27,49,Ti,15,43,29,12,16,interior,8.142376900000045,3.2490385353814446,3.8949671168781066,-4.8933383646186,-4.247409783121938,4.8933383646186,4.247409783121938
22,28,50,Ti,15,43,29,13,15,interior,10.939172499999984,2.0395961344784155,2.7218027096206185,-8.899576365521568,-8.217369790379365,8.899576365521568,8.217369790379365
22,29,51,Ti,15,43,29,14,14,interior,6.372416199999975,5.7112271472543625,3.9527196446957475,-0.6611890527456126,-2.4196965553042276,0.6611890527456126,2.4196965553042276
22,30,52,Ti,15,43,29,15,13,interior,7.816052399999933,-0.10322858171589644,0.23011461144764667,-7.919280981715829,-7.585937788552286,7.919280981715829,7.585937788552286
22,31,53,Ti,15,43,29,16,12,interior,5.475053200000048,-0.11425950125510553,-0.30665221322529135,-5.589312701255153,-5.781705413225339,5.589312701255153,5.781705413225339
22,32,54,Ti,15,43,29,17,11,interior,6.933695,-0.12465465682848276,0.6211745220705609,-7.058349656828483,-6.312520477929439,7.058349656828483,6.312520477929439
22,33,55,Ti,15,43,29,18,10,interior,4.159976200000074,-0.1344524351451497,-0.5814822427034585,-4.294428635145223,-4.741458442703532,4.294428635145223,4.741458442703532
22,34,56,Ti,15,43,29,19,9,interior,5.6618440000000305,-0.1436884685942914,0.20522574792882153,-5.805532468594322,-5.456618252071209,5.805532468594322,5.456618252071209
22,35,57,Ti,15,43,29,20,8,interior,3.050173599999937,-0.1523958698598591,-0.3082003972057663,-3.202569469859796,-3.358373997205703,3.202569469859796,3.358373997205703
22,36,58,Ti,15,43,29,21,7,interior,4.58713640000002,-0.16060544325098647,-0.1270034700899032,-4.747741843251006,-4.714139870089923,4.747741843251006,4.714139870089923
22,37,59,Ti,15,43,29,22,6,interior,3.019518000000005,-0.16834587538633627,-0.6635614748358307,-3.1878638753863413,-3.6830794748358358,3.1878638753863413,3.6830794748358358
22,38,60,Ti,15,43,29,23,5,interior,4.305147999999974,-0.17564390754048986,0.2786300534760642,-4.480791907540464,-4.02651794652391,4.480791907540464,4.02651794652391
22,39,61,Ti,15,43,29,24,4,interior,2.3708520000000135,-0.18252449166595852,-0.40130979826012947,-2.553376491665972,-2.772161798260143,2.553376491665972,2.772161798260143
22,40,62,Ti,15,43,29,25,3,interior,3.8419999999999845,-0.1890109318566573,0.23912749388072996,-4.031010931856642,-3.6028725061192546,4.031010931856642,3.6028725061192546
22,41,63,Ti,15,43,29,26,2,neutron_rich_edge,1.752999999999986,-0.19512501280705408,0.04296750440029484,-1.94812501280704,-1.710032495599691,1.94812501280704,1.710032495599691
22,42,64,Ti,15,43,29,27,1,neutron_rich_edge,3.7309999999999945,-0.200887116629616,-1.001443031544241,-3.9318871166296105,-4.732443031544236,3.9318871166296105,4.732443031544236
22,43,65,Ti,15,43,29,28,0,neutron_rich_edge,1.3260000000000218,-0.20631632923755205,1.5818491625203137,-1.5323163292375739,0.2558491625202919,1.5323163292375739,0.2558491625202919
23,17,40,V,16,44,29,1,27,proton_rich_edge,18.190999999999974,0.09789889201870494,-0.22029478797271906,-18.09310110798127,-18.411294787972693,18.09310110798127,18.411294787972693
23,18,41,V,16,44,29,2,26,proton_rich_edge,20.225000000000023,0.07477117369060693,1.2520042915189578,-20.150228826309416,-18.972995708481065,20.150228826309416,18.972995708481065
23,19,42,V,16,44,29,3,25,interior,15.983000000000004,0.053089997371486675,-1.217526290243157,-15.929910002628517,-17.20052629024316,15.929910002628517,17.20052629024316
23,20,43,V,16,44,29,4,24,interior,18.381054699999993,0.03275109079355332,1.292573535903017,-18.34830360920644,-17.088481164096976,18.34830360920644,17.088481164096976
23,21,44,V,16,44,29,5,23,interior,13.9630401,0.013659357269105499,-0.30808168380274026,-13.949380742730895,-14.27112178380274,13.949380742730895,14.27112178380274
23,22,45,V,16,44,29,6,22,interior,16.149678199999983,-0.004272092660585258,-1.3093291882010192,-16.153950292660568,-17.459007388201,16.153950292660568,17.459007388201
23,23,46,V,16,44,29,7,21,interior,13.260772799999984,-0.021122790066883113,0.4293344455462744,-13.281895590066867,-12.83143835445371,13.281895590066867,12.83143835445371
23,24,47,V,16,44,29,8,20,interior,13.002489800000035,-0.036965653830421275,-0.5244426688650634,-13.039455453830456,-13.526932468865098,13.039455453830456,13.526932468865098
23,25,48,V,16,44,29,9,19,interior,10.542257199999995,-0.05186764838957458,0.3335941201255679,-10.59412484838957,-10.208663079874427,10.59412484838957,10.208663079874427
23,26,49,V,16,44,29,10,18,interior,11.555468700000006,-0.06589036502987256,-0.5320068185767184,-11.621359065029878,-12.087475518576724,11.621359065029878,12.087475518576724
23,27,50,V,16,44,29,11,17,interior,9.33239850000001,-0.07909053687767198,0.6802814521026903,-9.411489036877683,-8.65211704789732,9.411489036877683,8.65211704789732
23,28,51,V,16,44,29,12,16,interior,11.051185199999964,-6.422106758671916,-5.715255664761784,-17.47329195867188,-16.766440864761748,17.47329195867188,16.766440864761748
23,29,52,V,16,44,29,13,15,interior,7.311242800000002,6.227357680709119,4.605962742693933,-1.0838851192908834,-2.7052800573060694,1.0838851192908834,2.7052800573060694
23,30,53,V,16,44,29,14,14,interior,8.479964499999994,-0.11425950125510553,0.25152944623653184,-8.5942240012551,-8.228435053763462,8.5942240012551,8.228435053763462
23,31,54,V,16,44,29,15,13,interior,6.1179103000000055,-0.12465465682848276,-0.5363644693546092,-6.242564956828488,-6.654274769354615,6.242564956828488,6.654274769354615
23,32,55,V,16,44,29,16,12,interior,7.2981876999999145,-0.1344524351451497,0.07245384117379672,-7.432640135145064,-7.225733858826118,7.432640135145064,7.225733858826118
23,33,56,V,16,44,29,17,11,interior,5.129583100000104,-0.1436884685942914,-0.15736030248045552,-5.273271568594396,-5.28694340248056,5.273271568594396,5.28694340248056
23,34,57,V,16,44,29,18,10,interior,6.322978300000045,-0.1523958698598591,0.13589708268655443,-6.475374169859904,-6.187081217313491,6.475374169859904,6.187081217313491
23,35,58,V,16,44,29,19,9,interior,4.066836099999989,-0.16060544325098647,-0.15577209329428854,-4.2274415432509755,-4.222608193294278,4.2274415432509755,4.222608193294278
23,36,59,V,16,44,29,20,8,interior,5.251352600000018,-0.16834587538633627,-0.63583001144859,-5.419698475386355,-5.887182611448608,5.419698475386355,5.887182611448608
23,37,60,V,16,44,29,21,7,interior,3.5481053999998835,-0.17564390754048986,0.13207570074858666,-3.7237493075403734,-3.416029699251297,3.7237493075403734,3.416029699251297
23,38,61,V,16,44,29,22,6,interior,5.161037700000065,-0.18252449166595852,-0.22511070511852438,-5.343562191666024,-5.38614840511859,5.343562191666024,5.38614840511859
23,39,62,V,16,44,29,23,5,interior,3.1073593000000415,-0.1890109318566573,-0.20395426100218117,-3.2963702318566988,-3.3113135610022226,3.2963702318566988,3.3113135610022226
23,40,63,V,16,44,29,24,4,interior,4.598293699999942,-0.19512501280705408,-0.010414901014726752,-4.7934187128069965,-4.608708601014669,4.7934187128069965,4.608708601014669
23,41,64,V,16,44,29,25,3,interior,2.640803300000016,-0.200887116629616,-0.02226147781661325,-2.841690416629632,-2.663064777816629,2.841690416629632,2.663064777816629
23,42,65,V,16,44,29,26,2,neutron_rich_edge,3.884999999999991,-0.20631632923755205,-0.6980181575388684,-4.091316329237543,-4.583018157538859,4.091316329237543,4.583018157538859
23,43,66,V,16,44,29,27,1,neutron_rich_edge,2.2390000000000327,-0.21143053735534068,0.3825181192676297,-2.4504305373553734,-1.856481880732403,2.4504305373553734,1.856481880732403
23,44,67,V,16,44,29,28,0,neutron_rich_edge,3.5389999999999873,-0.21624651710214948,0.14642395529914154,-3.7552465171021367,-3.3925760447008457,3.7552465171021367,3.3925760447008457
24,18,42,Cr,17,46,30,1,28,proton_rich_edge,21.396000000000072,0.053089997371486675,0.07854195110769524,-21.342910002628585,-21.317458048892377,21.342910002628585,21.317458048892377
24,19,43,Cr,17,46,30,2,27,proton_rich_edge,17.087999999999965,0.03275109079355332,-1.5550889294787709,-17.055248909206412,-18.643088929478736,17.055248909206412,18.643088929478736
24,20,44,Cr,17,46,30,3,26,interior,19.543566,0.013659357269105499,1.9956858121402092,-19.529906642730893,-17.54788018785979,19.529906642730893,17.54788018785979
24,21,45,Cr,17,46,30,4,25,interior,14.164220999999998,-0.004272092660585258,-0.08408127170939395,-14.168493092660583,-14.248302271709392,14.168493092660583,14.248302271709392
24,22,46,Cr,17,46,30,5,24,interior,18.028084799999988,-0.021122790066883113,-0.7942667850957577,-18.04920759006687,-18.822351585095745,18.04920759006687,18.822351585095745
24,23,47,Cr,17,46,30,6,23,interior,13.162843100000089,-0.036965653830421275,0.26595403225555003,-13.19980875383051,-12.896889067744539,13.19980875383051,12.896889067744539
24,24,48,Cr,17,46,30,7,22,interior,16.329539499999896,-0.05186764838957458,-1.0715396809381588,-16.38140714838947,-17.401079180938055,16.38140714838947,17.401079180938055
24,25,49,Cr,17,46,30,8,21,interior,10.582352900000103,-0.06589036502987256,-0.32278705859843626,-10.648243265029976,-10.90513995859854,10.648243265029976,10.90513995859854
24,26,50,Cr,17,46,30,9,20,interior,13.000332699999888,-12.759058584063979,-12.46200749520844,-25.759391284063867,-25.462340195208327,25.759391284063867,25.462340195208327
24,27,51,Cr,17,46,30,10,19,interior,9.260667300000023,12.588447550939406,13.090551925964462,3.3277802509393837,3.8298846259644392,3.3277802509393837,3.8298846259644392
24,28,52,Cr,17,46,30,11,18,interior,12.040111900000056,-8.185476779093534,-8.087230871621443,-20.22558867909359,-20.1273427716215,20.22558867909359,20.1273427716215
24,29,53,Cr,17,46,30,12,17,interior,7.939426700000013,1.2180872650937857,-0.16372239856112003,-6.721339434906227,-8.103149098561133,6.721339434906227,8.103149098561133
24,30,54,Cr,17,46,30,13,16,interior,9.719082899999876,-1.3104636829505125,-0.7165080621576436,-11.029546582950388,-10.43559096215752,11.029546582950388,10.43559096215752
24,31,55,Cr,17,46,30,14,15,interior,6.2462622000000465,7.8012580220056265,7.516487389121153,1.55499582200558,1.2702251891211063,1.55499582200558,1.2702251891211063
24,32,56,Cr,17,46,30,15,14,interior,8.246119399999998,-0.1436884685942914,0.055556255090294826,-8.38980786859429,-8.190563144909703,8.38980786859429,8.190563144909703
24,33,57,Cr,17,46,30,16,13,interior,5.311178199999972,-0.1523958698598591,0.14967929333795382,-5.463574069859831,-5.161498906662018,5.463574069859831,5.161498906662018
24,34,58,Cr,17,46,30,17,12,interior,7.538136000000122,-0.16060544325098647,-0.219118116214986,-7.698741443251109,-7.757254116215108,7.698741443251109,7.757254116215108
24,35,59,Cr,17,46,30,18,11,interior,4.195445899999868,-0.16834587538633627,0.40093433341282037,-4.363791775386204,-3.7945115665870475,4.363791775386204,3.7945115665870475
24,36,60,Cr,17,46,30,19,10,interior,6.863885500000038,-0.17564390754048986,-1.2426921458970241,-7.0395294075405275,-8.106577645897062,7.0395294075405275,8.106577645897062
24,37,61,Cr,17,46,30,20,9,interior,3.659321400000067,-0.18252449166595852,0.4662477549967008,-3.8418458916660256,-3.1930736450033663,3.8418458916660256,3.1930736450033663
24,38,62,Cr,17,46,30,21,8,interior,6.427422800000045,-0.1890109318566573,-1.1250792180802165,-6.616433731856702,-7.552502018080261,6.616433731856702,7.552502018080261
24,39,63,Cr,17,46,30,22,7,interior,3.397007199999848,-0.19512501280705408,-0.4194858635204781,-3.592132212806902,-3.8164930635203262,3.592132212806902,3.8164930635203262
24,40,64,Cr,17,46,30,23,6,interior,5.532999000000018,-0.200887116629616,-0.09193828818888505,-5.733886116629634,-5.624937288188903,5.733886116629634,5.624937288188903
24,41,65,Cr,17,46,30,24,5,interior,2.7419936000000007,-0.20631632923755205,0.24642763971019122,-2.9483099292375528,-2.4955659602898095,2.9483099292375528,2.4955659602898095
24,42,66,Cr,17,46,30,25,4,interior,4.918000000000006,-0.21143053735534068,-0.7321613442899633,-5.129430537355347,-5.65016134428997,5.129430537355347,5.65016134428997
24,43,67,Cr,17,46,30,26,3,interior,2.205000000000041,-0.21624651710214948,0.5455699133819394,-2.4212465171021904,-1.6594300866181015,2.4212465171021904,1.6594300866181015
24,44,68,Cr,17,46,30,27,2,neutron_rich_edge,4.475000000000023,-0.22078001497987998,-0.918876043335672,-4.695780014979903,-5.393876043335695,4.695780014979903,5.393876043335695
24,45,69,Cr,17,46,30,28,1,neutron_rich_edge,2.0230000000000246,-0.2250458220130298,3.345825055985813,-2.2480458220130544,1.3228250559857884,2.2480458220130544,1.3228250559857884
24,46,70,Cr,17,46,30,29,0,neutron_rich_edge,4.088999999999942,-0.22905784169863352,-1.7558062761986264,-4.318057841698575,-5.844806276198568,4.318057841698575,5.844806276198568
25,19,44,Mn,18,48,31,1,29,proton_rich_edge,17.949000000000012,0.013659357269105499,-0.32014285380284946,-17.935340642730907,-18.26914285380286,17.935340642730907,18.26914285380286
25,20,45,Mn,18,48,31,2,28,proton_rich_edge,20.507000000000005,-0.004272092660585258,1.9554171917594374,-20.51127209266059,-18.551582808240568,20.51127209266059,18.551582808240568
25,21,46,Mn,18,48,31,3,27,interior,15.524702999999988,-0.021122790066883113,-1.2687463689123177,-15.545825790066871,-16.793449368912306,15.545825790066871,16.793449368912306
25,22,47,Mn,18,48,31,4,26,interior,18.219946900000025,-0.036965653830421275,0.004843238693439389,-18.256912553830446,-18.215103661306586,18.256912553830446,18.215103661306586
25,23,48,Mn,18,48,31,5,25,interior,14.8015853,-0.05186764838957458,0.058819439803798446,-14.853452948389574,-14.7427658601962,14.853452948389574,14.7427658601962
25,24,49,Mn,18,48,31,6,24,interior,16.394599800000037,-0.06589036502987256,0.007721467954354466,-16.46049016502991,-16.386878332045683,16.46049016502991,16.386878332045683
25,25,50,Mn,18,48,31,7,23,interior,13.078280000000007,-16.638062668920412,-17.032344682473322,-29.71634266892042,-30.11062468247333,29.71634266892042,30.11062468247333
25,26,51,Mn,18,48,31,8,22,interior,13.687655199999995,2.2758032681554994,2.501787437646456,-11.411851931844495,-11.185867762353539,11.411851931844495,11.185867762353539
25,27,52,Mn,18,48,31,9,21,interior,10.539482199999895,4.029707102586514,3.834953110675656,-6.509775097413382,-6.7045290893242395,6.509775097413382,6.7045290893242395
25,28,53,Mn,18,48,31,10,20,interior,12.050277000000051,1.9973655709479061,1.9974403088598223,-10.052911429052145,-10.052836691140229,10.052911429052145,10.052836691140229
25,29,54,Mn,18,48,31,11,19,interior,8.939217799999994,0.28869666910219394,-0.48471633746214593,-8.6505211308978,-9.42393413746214,8.6505211308978,9.42393413746214
25,30,55,Mn,18,48,31,12,18,interior,10.225611299999969,-0.14441666130565523,0.671665678042487,-10.370027961305624,-9.553945621957482,10.370027961305624,9.553945621957482
25,31,56,Mn,18,48,31,13,17,interior,7.270446300000117,0.8874679955416696,0.30189070439553234,-6.382978304458447,-6.968555595604585,6.382978304458447,6.968555595604585
25,32,57,Mn,18,48,31,14,16,interior,8.645927399999891,6.360148177368927,6.097934383898902,-2.285779222630964,-2.547993016100989,2.285779222630964,2.547993016100989
25,33,58,Mn,18,48,31,15,15,interior,6.412608200000022,-0.16060544325098647,0.0285242931162486,-6.573213643251009,-6.384083906883774,6.573213643251009,6.384083906883774
25,34,59,Mn,18,48,31,16,14,interior,7.76908119999996,-0.16834587538633627,-0.23948638914886544,-7.937427075386296,-8.008567589148825,7.937427075386296,8.008567589148825
25,35,60,Mn,18,48,31,17,13,interior,5.513930400000049,-0.17564390754048986,0.2667092842909824,-5.689574307540539,-5.247221115709067,5.689574307540539,5.247221115709067
25,36,61,Mn,18,48,31,18,12,interior,6.84550569999999,-0.18252449166595852,-0.772409357698578,-7.028030191665948,-7.617915057698568,7.028030191665948,7.617915057698568
25,37,62,Mn,18,48,31,19,11,interior,4.853154700000005,-0.1890109318566573,0.6000603783210323,-5.042165631856662,-4.253094321678972,5.042165631856662,4.253094321678972
25,38,63,Mn,18,48,31,20,10,interior,6.434413600000084,-0.19512501280705408,-0.5574590169580915,-6.6295386128071385,-6.991872616958176,6.6295386128071385,6.991872616958176
25,39,64,Mn,18,48,31,21,9,interior,4.173293999999828,-0.200887116629616,0.07990507812067449,-4.374181116629444,-4.0933889218791535,4.374181116629444,4.0933889218791535
25,40,65,Mn,18,48,31,22,8,interior,6.049622999999997,-0.20631632923755205,-0.28914714901657135,-6.255939329237549,-6.338770149016568,6.255939329237549,6.338770149016568
25,41,66,Mn,18,48,31,23,7,interior,3.8543646000001672,-0.21143053735534068,0.0857557388112582,-4.065795137355508,-3.768608861188909,4.065795137355508,3.768608861188909
25,42,67,Mn,18,48,31,24,6,interior,4.928292399999918,-0.21624651710214948,-1.0713654259504466,-5.144538917102068,-5.999657825950365,5.144538917102068,5.999657825950365
25,43,68,Mn,18,48,31,25,5,interior,3.384999999999991,-0.22078001497987998,0.5124266778504278,-3.605780014979871,-2.872573322149563,3.605780014979871,2.872573322149563
25,44,69,Mn,18,48,31,26,4,interior,4.482999999999947,-0.2250458220130298,-1.2112957162205191,-4.708045822012977,-5.694295716220466,4.708045822012977,5.694295716220466
25,45,70,Mn,18,48,31,27,3,interior,3.185000000000059,-0.22905784169863352,0.6951235054748821,-3.4140578416986926,-2.489876494525177,3.4140578416986926,2.489876494525177
25,46,71,Mn,18,48,31,28,2,neutron_rich_edge,4.25,-0.232829152356004,-0.6696378269853511,-4.482829152356004,-4.919637826985351,4.482829152356004,4.919637826985351
25,47,72,Mn,18,48,31,29,1,neutron_rich_edge,2.6299999999999955,-0.2363720644039944,0.7541457155951292,-2.86637206440399,-1.8758542844048662,2.86637206440399,1.8758542844048662
25,48,73,Mn,18,48,31,30,0,neutron_rich_edge,3.574999999999932,-0.23969817303481022,-0.9380414792315435,-3.814698173034742,-4.513041479231475,3.814698173034742,4.513041479231475
26,20,46,Fe,19,50,32,1,30,proton_rich_edge,21.28299999999996,-0.021122790066883113,0.678297280598045,-21.30412279006684,-20.604702719401914,21.30412279006684,20.604702719401914
26,21,47,Fe,19,50,32,2,29,proton_rich_edge,16.391999999999996,-0.036965653830421275,-2.032320902465969,-16.428965653830417,-18.424320902465965,16.428965653830417,18.424320902465965
26,22,48,Fe,19,50,32,3,28,interior,18.96081920000006,-0.05186764838957458,1.0234072167061044,-19.012686848389635,-17.937411983293956,19.012686848389635,17.937411983293956
26,23,49,Fe,19,50,32,4,27,interior,14.813473699999918,-0.06589036502987256,0.013070580931966447,-14.87936406502979,-14.800403119067951,14.87936406502979,14.800403119067951
26,24,50,Fe,19,50,32,5,26,interior,17.797047099999986,-0.07909053687767198,-0.5523745536020499,-17.876137636877658,-18.349421653602036,17.876137636877658,18.349421653602036
26,25,51,Fe,19,50,32,6,25,interior,13.784042699999986,-0.0915204962469005,-0.737832384624042,-13.875563196246887,-14.521875084624028,13.875563196246887,14.521875084624028
26,26,52,Fe,19,50,32,7,24,interior,16.21422810000007,-0.10322858171589644,0.07359862662573846,-16.317456681715967,-16.140629473374332,16.317456681715967,16.140629473374332
26,27,53,Fe,19,50,32,8,23,interior,10.686709700000051,-0.11425950125510553,0.11212661752377073,-10.800969201255157,-10.57458308247628,10.800969201255157,10.57458308247628
26,28,54,Fe,19,50,32,9,22,interior,13.378447899999912,-8.436987528999367,-7.962946876242782,-21.81543542899928,-21.341394776242694,21.81543542899928,21.341394776242694
26,29,55,Fe,19,50,32,10,21,interior,9.298127099999988,8.177880437025735,6.946988711098811,-1.1202466629742531,-2.3511383889011768,1.1202466629742531,2.3511383889011768
26,30,56,Fe,19,50,32,11,20,interior,11.197057299999983,-8.47757860390864,-7.967422036323299,-19.674635903908623,-19.164479336323282,19.674635903908623,19.164479336323282
26,31,57,Fe,19,50,32,12,19,interior,7.646172500000034,0.3308674738367898,-0.02640426290766129,-7.315305026163244,-7.6725767629076955,7.315305026163244,7.6725767629076955
26,32,58,Fe,19,50,32,13,18,interior,10.044571899999994,-0.14997008952734348,-0.2504586920017289,-10.194541989527337,-10.295030592001723,10.194541989527337,10.295030592001723
26,33,59,Fe,19,50,32,14,17,interior,6.581004200000109,7.67164556250772,7.432533904715541,1.0906413625076112,0.851529704715432,1.0906413625076112,0.851529704715432
26,34,60,Fe,19,50,32,15,16,interior,8.819532599999889,-0.17564390754048986,0.07079892141811683,-8.995176507540378,-8.748733678581772,8.995176507540378,8.748733678581772
26,35,61,Fe,19,50,32,16,15,interior,5.57865060000006,-0.18252449166595852,0.08925472164014536,-5.7611750916660185,-5.489395878359915,5.7611750916660185,5.489395878359915
