T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cp_proxy_J_per_molK,Cp_proxy_kind,A_eff_model_mol_per_J,residual_1e-8_per_K,z
72.0,-47.163806689398015,-19.887196853559832,0.5,3.3322092695349883,debye_scaled,-5.968171637772048e-08,27.276609835838187,54.55321967167637
73.0,-47.355746534351695,-20.266178924133914,0.5,3.4558002840840856,debye_scaled,-5.864395294332004e-08,27.08956761021778,54.17913522043556
74.0,-47.49193419122941,-20.627902249091616,0.5,3.581238995122773,debye_scaled,-5.7599904047689625e-08,26.864031942137803,53.728063884275606
75.0,-47.57310637523066,-20.97120711520763,0.5,3.7084595822948745,debye_scaled,-5.6549644535239066e-08,26.601899260023025,53.20379852004605
76.0,-47.60000000070899,-21.294952857032087,0.5,3.8373950346569936,debye_scaled,-5.549325171036382e-08,26.3050471436769,52.6100942873538
77.0,-47.57335202910934,-21.598020274414484,0.5,3.9679773509483747,debye_scaled,-5.4430805330207854e-08,25.975331754694853,51.950663509389706
78.0,-47.49389943201553,-21.879313892894576,0.5,4.100137733476867,debye_scaled,-5.3362387595553245e-08,25.614585539120956,51.22917107824191
79.0,-47.362379183002,-22.137764064825404,0.5,4.233806774983587,debye_scaled,-5.228808313981506e-08,25.22461511817659,50.44923023635318
80.0,-47.17952825599982,-22.37232891039004,0.5,4.368914637960309,debye_scaled,-5.120797901612215e-08,24.807199345609785,49.61439869121957
81.0,-46.94608362499685,-22.58199609884245,0.5,4.505391225998208,debye_scaled,-5.0122164682467095e-08,24.3640875261544,48.7281750523088
82.0,-46.66278226398362,-22.765784471342716,0.5,4.643166346843243,debye_scaled,-4.903073198491053e-08,23.896997792640903,47.793995585281806
83.0,-46.33036114693441,-22.922745507672758,0.5,4.782169866922238,debye_scaled,-4.7933775138827584e-08,23.40761563926165,46.8152312785233
84.0,-45.94955724778184,-23.05196463991851,0.5,4.922331857185,debye_scaled,-4.683139070818672e-08,22.89759260786333,45.79518521572666
85.0,-45.521107540370274,-23.152562416890262,0.5,5.063582730181009,debye_scaled,-4.5723677582853713e-08,22.36854512348001,44.73709024696002
86.0,-45.04574899837457,-23.22369552363546,0.5,5.205853368355258,debye_scaled,-4.461073695391612e-08,21.82205347473911,43.64410694947822
87.0,-44.5242185951673,-23.26455766088144,0.5,5.349075243606323,debye_scaled,-4.349267228702616e-08,21.259660934285858,42.519321868571716
88.0,-43.95725330361309,-23.274380289639893,0.5,5.493180528201634,debye_scaled,-4.2369589293762924e-08,20.682873013973197,41.36574602794639
89.0,-43.34559009576302,-23.252433246514496,0.5,5.638102197189976,debye_scaled,-4.1241595901016984e-08,20.093156849248523,40.186313698497045
90.0,-42.689965942416706,-23.1980252354885,0.5,5.783774122490252,debye_scaled,-4.010880221840406e-08,19.491940706928208,38.983881413856416
91.0,-41.99111781251263,-23.11050420213647,0.5,5.930131158869135,debye_scaled,-3.8971320503716486e-08,18.880613610376155,37.76122722075231
92.0,-41.24978267230061,-22.989257596308533,0.5,6.0771092220478,debye_scaled,-3.782926512642447e-08,18.260525075992074,36.52105015198415
93.0,-40.46669748424253,-22.833712529387192,0.5,6.224645359201204,debye_scaled,-3.668275252924192e-08,17.63298495485534,35.26596990971068
94.0,-39.642599205578875,-22.64333583221961,0.5,6.372677812131954,debye_scaled,-3.553190118777458e-08,16.999263373359266,33.99852674671853
95.0,-38.77822478649051,-22.417634019789016,0.5,6.521146073415333,debye_scaled,-3.437683156827092e-08,16.360590766701495,32.72118153340299
96.0,-37.87431116777472,-22.156153168611866,0.5,6.669990935822504,debye_scaled,-3.321766608349926e-08,15.718157999162853,31.436315998325707
97.0,-36.93159527794545,-21.8584787127425,0.5,6.819154535336982,debye_scaled,-3.2054529046777676e-08,15.073116565202948,30.146233130405896
98.0,-35.95081402965632,-21.52423516413059,0.5,6.968580388083185,debye_scaled,-3.0887546624185765e-08,14.42657886552573,28.85315773105146
99.0,-34.93270431533442,-21.15308576292411,0.5,7.118213421488638,debye_scaled,-2.9716846784990538e-08,13.779618552410307,27.559237104820614
100.0,-33.87800300190036,-20.74473206313365,0.5,7.268,janaf_interp,-2.8542559250321478e-08,13.133270938766714,26.266541877533427
101.0,-32.78744692443848,-20.11773663749139,0.5,7.35168,janaf_interp,-2.7364815440132584e-08,12.669710286947087,25.339420573894174
102.0,-31.661772878667538,-19.46855956409194,0.5,7.43536,janaf_interp,-2.6183748418492096e-08,12.1932133145756,24.3864266291512
103.0,-30.501717612048825,-18.79721866229457,0.5,7.5190399999999995,janaf_interp,-2.499949283724328e-08,11.704498949754257,23.408997899508513
104.0,-29.308017813354557,-18.10373742162951,0.5,7.60272,janaf_interp,-2.3812184878082463e-08,11.20428039172505,22.4085607834501
105.0,-28.081410100504645,-17.38814502010672,0.5,7.6864,janaf_interp,-2.2621962193103038e-08,10.693265080397927,21.386530160795854
106.0,-26.82263100646448,-16.650476338387552,0.5,7.77008,janaf_interp,-2.142896384385689e-08,10.172154668076926,20.344309336153852
107.0,-25.53241696298056,-15.890771969774693,0.5,7.853759999999999,janaf_interp,-2.023333023898705e-08,9.641644993205867,19.283289986411734
108.0,-24.21150428191423,-15.109078225981472,0.5,7.93744,janaf_interp,-1.9035203070488057e-08,9.102426055932757,18.204852111865513
109.0,-22.86062913391679,-14.305447138647212,0.5,8.02112,janaf_interp,-1.7834725248652572e-08,8.555181995269582,17.110363990539163
110.0,-21.48052752417128,-13.47993645657118,0.5,8.1048,janaf_interp,-1.663204083576545e-08,8.0005910676001,16.0011821352002
111.0,-20.07193526490828,-12.632609638643439,0.5,8.18848,janaf_interp,-1.5427294978608287e-08,7.439325626264839,14.878651252529679
112.0,-18.635587944384035,-11.763535842456943,0.5,8.27216,janaf_interp,-1.4220633839839829e-08,6.8720521019270935,13.744104203854187
113.0,-17.172220891989664,-10.872789908591265,0.5,8.35584,janaf_interp,-1.3012204528319433e-08,6.299430983398399,12.598861966796798
114.0,-15.682569139140362,-9.960452340564338,0.5,8.43952,janaf_interp,-1.1802155028442776e-08,5.722116798576025,11.44423359715205
115.0,-14.167367375572635,-9.026609280454828,0.5,8.5232,janaf_interp,-1.0590634128560668e-08,5.140758095117808,10.281516190235616
116.0,-12.62734990065664,-8.071352480203844,0.5,8.60688,janaf_interp,-9.377791348553534e-09,4.555997420452796,9.111994840905592
117.0,-11.063250569308558,-7.09477926861084,0.5,8.69056,janaf_interp,-8.163776866635569e-09,3.9684713006977175,7.936942601395435
118.0,-9.475802732065834,-6.096992514044872,0.5,8.774239999999999,janaf_interp,-6.9487414454640775e-09,3.378810218020962,6.757620436041924
119.0,-7.865739168864852,-5.078100582898348,0.5,8.85792,janaf_interp,-5.732836357630627e-09,2.7876385859665036,5.575277171933007
120.0,-6.233792016037186,-4.038217293816697,0.5,8.9416,janaf_interp,-4.516213310611856e-09,2.195574722220489,4.391149444440978
121.0,-4.580692686016328,-2.977461867743408,0.5,9.025279999999999,janaf_interp,-3.2990243712587405e-09,1.6032308182729202,3.2064616365458405
122.0,-2.907171779221993,-1.8959588738259292,0.5,9.10896,janaf_interp,-2.081421889903929e-09,1.0112129053960641,2.0224258107921282
123.0,-1.2139589875638004,-0.7938381712339102,0.5,9.192639999999999,janaf_interp,-8.635584241674974e-10,0.4201208163298902,0.8402416326597804
124.0,0.4982170110198722,0.3287651530528461,0.5,9.276319999999998,janaf_interp,3.5441333745800724e-10,-0.16945185796702614,-0.3389037159340523
125.0,2.2286286675985836,1.4717108504235787,0.5,9.36,janaf_interp,1.5723406521619432e-09,-0.7569178171750051,-1.5138356343500101
126.0,3.976549687500006,2.63485358071407,0.5,9.44368,janaf_interp,2.7900707994278395e-09,-1.341696106785936,-2.683392213571872
127.0,5.74125516643895,3.8180429861080567,0.5,9.52736,janaf_interp,4.007451157621898e-09,-1.923212180330894,-3.846424360661788
128.0,7.522021738219501,5.021123768782741,0.5,9.61104,janaf_interp,5.224329280476141e-09,-2.5008979694367612,-5.0017959388735225
129.0,9.318127734732666,6.24393577221329,0.5,9.69472,janaf_interp,6.440552973384781e-09,-3.0741919625193757,-6.148383925038751
130.0,11.128853359002111,7.4863140660461305,0.5,9.7784,janaf_interp,7.655970369432761e-09,-3.6425392929559806,-7.285078585911961
131.0,12.953480872060279,8.748089034445874,0.5,9.862079999999999,janaf_interp,8.870430005075882e-09,-4.205391837614404,-8.410783675228808
132.0,14.791294794467797,10.029086467815956,0.5,9.94576,janaf_interp,1.0083780895392567e-08,-4.762208326651841,-9.524416653303682
133.0,16.64158212332076,11.329127657788499,0.5,10.02944,janaf_interp,1.129587260882811e-08,-5.312454465532262,-10.624908931064525
134.0,18.503632565621775,12.648029495374544,0.5,10.113119999999999,janaf_interp,1.250655534135316e-08,-5.855603070247231,-11.711206140494461
135.0,20.376738788923472,13.98560457216167,0.5,10.1968,janaf_interp,1.3715679989959274e-08,-6.3911342167618015,-12.782268433523603
136.0,22.26019669018624,15.341661284441987,0.5,10.280479999999999,janaf_interp,1.4923098225415534e-08,-6.918535405744255,-13.83707081148851
137.0,24.153305683825135,16.71600394014993,0.5,10.364159999999998,janaf_interp,1.61286625642116e-08,-7.437301743675208,-14.874603487350416
138.0,26.055369009955758,18.10843286848572,0.5,10.44784,janaf_interp,1.733222643961405e-08,-7.946936141470037,-15.893872282940073
139.0,27.965694063883113,19.518744532097106,0.5,10.53152,janaf_interp,1.853364427176429e-08,-8.44694953178601,-16.89389906357202
140.0,29.883592747913255,20.946731641689066,0.5,10.6152,janaf_interp,1.9732771536748313e-08,-8.936861106224185,-17.87372221244837
141.0,31.80838184660322,22.39218327292855,0.5,10.698879999999999,janaf_interp,2.0929464834570115e-08,-9.41619857367467,-18.83239714734934
142.0,33.73938342660163,23.854884985508512,0.5,10.78256,janaf_interp,2.2123581955962697e-08,-9.884498441093113,-19.768996882186226
143.0,35.67592526226912,25.334618944233778,0.5,10.86624,janaf_interp,2.33149819479726e-08,-10.341306318035342,-20.682612636070683
144.0,37.61734128830585,26.83116404198888,0.5,10.949919999999999,janaf_interp,2.450352517825599e-08,-10.786177246316973,-21.572354492633945
145.0,39.562972080651484,28.34429602444672,0.5,11.0336,janaf_interp,2.5689073398026684e-08,-11.218676056204766,-22.43735211240953
146.0,41.512165366962165,29.873787616375154,0.5,11.11728,janaf_interp,2.6871489803598683e-08,-11.638377750587013,-23.276755501174026
147.0,43.464276568008046,31.419408649397752,0.5,11.200959999999998,janaf_interp,2.80506390964683e-08,-12.044867918610295,-24.08973583722059
148.0,45.418669371375756,32.98092619106406,0.5,11.28464,janaf_interp,2.9226387541883535e-08,-12.4377431803117,-24.8754863606234
149.0,47.37471633890064,34.55810467508383,0.5,11.368319999999999,janaf_interp,3.039860302585064e-08,-12.816611663816808,-25.633223327633615
150.0,49.33179954929422,36.15070603257989,0.5,11.451999999999998,janaf_interp,3.1567155110530825e-08,-13.181093516714327,-26.362187033428654
151.0,51.289311277475726,37.75848982421362,0.5,11.53568,janaf_interp,3.273191508798235e-08,-13.530821453262108,-27.061642906524217
152.0,53.24665471215816,39.381213373037745,0.5,11.61936,janaf_interp,3.3892756032206376e-08,-13.865441339120412,-27.730882678240825
153.0,55.203244713283254,41.018631897931364,0.5,11.70304,janaf_interp,3.5049552849457376e-08,-14.184612815351894,-28.369225630703788
154.0,57.15850861094442,42.67049864747277,0.5,11.786719999999999,janaf_interp,3.620218232678198e-08,-14.488009963471656,-28.976019926943312
155.0,59.11188704748257,44.33656503410682,0.5,11.8704,janaf_interp,3.735052317875288e-08,-14.775322013375748,-29.550644026751495
156.0,61.06283486448858,46.01658076846453,0.5,11.95408,janaf_interp,3.8494456092367236e-08,-15.046254096024052,-30.092508192048104
157.0,63.01082203649547,47.71029399369437,0.5,12.037759999999999,janaf_interp,3.9633863770082124e-08,-15.300528042801098,-30.601056085602195
158.0,64.95533465319981,49.417451419665916,0.5,12.12144,janaf_interp,4.076863097096213e-08,-15.537883233533897,-31.075766467067794
159.0,66.89587595210833,51.13779845690902,0.5,12.205119999999999,janaf_interp,4.1898644549917595e-08,-15.758077495199315,-31.51615499039863
160.0,68.83196740356846,52.87107935015314,0.5,12.288799999999998,janaf_interp,4.302379349501428e-08,-15.96088805341532,-31.92177610683064
161.0,70.76314985019738,54.617037311334364,0.5,12.37248,janaf_interp,4.4143968962838793e-08,-16.14611253886301,-32.29222507772602
162.0,72.68898470276429,56.375414651939714,0.5,12.456159999999999,janaf_interp,4.525906431190649e-08,-16.31357005082458,-32.62714010164916
163.0,74.60905519456449,58.14595291456128,0.5,12.539839999999998,janaf_interp,4.636897513410162e-08,-16.46310228000321,-32.92620456000642
164.0,76.52296769619488,59.92839300353582,0.5,12.62352,janaf_interp,4.7473599284142476e-08,-16.594574692659062,-33.189149385318125
165.0,78.4303530922744,61.722475314547765,0.5,12.7072,janaf_interp,4.8572836907066674e-08,-16.707877777726637,-33.41575555545327
166.0,80.33086822087914,63.52793986307784,0.5,12.790879999999998,janaf_interp,4.9666590463734987e-08,-16.8029283578013,-33.6058567156026
167.0,82.22419737500137,65.34452641158212,0.5,12.874559999999999,janaf_interp,5.0754764754354425e-08,-16.87967096341925,-33.7593419268385
168.0,84.11005386284715,67.17197459529001,0.5,12.95824,janaf_interp,5.183726694002427e-08,-16.938079267557146,-33.87615853511429
169.0,85.98818161983992,69.01002404651352,0.5,13.041919999999998,janaf_interp,5.291400656231102e-08,-16.978157573326406,-33.95631514665281
170.0,87.85835685941744,70.85841451736403,0.5,13.125599999999999,janaf_interp,5.398489556086124e-08,-16.999942342053416,-33.99988468410683
171.0,89.72038974190255,72.7168860007758,0.5,13.20928,janaf_interp,5.504984828906329e-08,-17.003503741126753,-34.007007482253506
172.0,91.57412603112664,74.58517884974086,0.5,13.292959999999997,janaf_interp,5.6108781527771747e-08,-16.988947181385782,-33.977894362771565
173.0,93.41944869805428,76.4630338946627,0.5,13.376639999999998,janaf_interp,5.7161614497110424e-08,-16.956414803391574,-33.91282960678315
174.0,95.25627942130959,78.35019255874094,0.5,13.46032,janaf_interp,5.8208268866372384e-08,-16.906086862568632,-33.812173725137264
175.0,97.08457992918034,80.24639697130345,0.5,13.543999999999999,janaf_interp,5.924866876203741e-08,-16.83818295787688,-33.67636591575376
176.0,98.90435312991718,82.15139007900636,0.5,13.627679999999998,janaf_interp,6.028274077392951e-08,-16.752963050910818,-33.505926101821636
177.0,100.71564399005533,84.06491575482677,0.5,13.711359999999999,janaf_interp,6.131041395953923e-08,-16.650728235228563,-33.301456470457126
178.0,102.51854014485055,85.98671890477755,0.5,13.79504,janaf_interp,6.233161984653727e-08,-16.531821240072993,-33.06364248014599
179.0,104.31317225665215,87.91654557227785,0.5,13.878719999999998,janaf_interp,6.334629243350818e-08,-16.396626684374304,-32.79325336874861
180.0,106.09971416450212,89.85414304011734,0.5,13.962399999999999,janaf_interp,6.43543681889341e-08,-16.245571124384796,-32.49114224876959
181.0,107.87838287057245,91.7992599299563,0.5,14.04608,janaf_interp,6.535578604846071e-08,-16.079122940616145,-32.15824588123229
182.0,109.64943835696987,93.75164629930903,0.5,14.129759999999997,janaf_interp,6.635048741047905e-08,-15.89779205766085,-31.7955841153217
183.0,111.41318308730922,95.71105373596126,0.5,14.213439999999999,janaf_interp,6.733841613005808e-08,-15.702129351347962,-31.404258702695923
184.0,113.16996079560849,97.67723544977716,0.5,14.29712,janaf_interp,6.831951851126462e-08,-15.492725345831328,-30.985450691662656
185.0,114.92015379677153,99.64994636185625,0.5,14.380799999999997,janaf_interp,6.929374329790851e-08,-15.270207434915285,-30.54041486983057
186.0,116.66417760359774,101.62894319100424,0.5,14.464479999999998,janaf_interp,7.026104166275197e-08,-15.035234412593494,-30.07046882518699
187.0,118.40247119292495,103.61398453748613,0.5,14.54816,janaf_interp,7.122136719522341e-08,-14.788486655438819,-29.576973310877637
188.0,120.1354809717221,105.60483096403428,0.5,14.631839999999999,janaf_interp,7.217467588767667e-08,-14.530650007687816,-29.061300015375632
189.0,121.86363653632174,107.60124507408887,0.5,14.715519999999998,janaf_interp,7.312092612023828e-08,-14.262391462232872,-28.524782924465743
190.0,123.58731688045648,109.60299158725046,0.5,14.799199999999999,janaf_interp,7.406007864428515e-08,-13.984325293206012,-27.968650586412025
191.0,125.30680692054233,111.60983741193098,0.5,14.882879999999998,janaf_interp,7.499209656459704e-08,-13.696969508611339,-27.393939017222678
192.0,127.02224607687698,113.62155171519068,0.5,14.966559999999998,janaf_interp,7.591694532022769e-08,-13.400694361686318,-26.801388723372636
193.0,128.73357300378984,115.63790598975466,0.5,15.050239999999999,janaf_interp,7.683459266414002e-08,-13.095667014035191,-26.191334028070383
194.0,130.44047302300353,117.65867411820483,0.5,15.133919999999998,janaf_interp,7.774500864165057e-08,-12.781798904798716,-25.563597809597432
195.0,132.1423368325509,119.68363243434742,0.5,15.217599999999997,janaf_interp,7.86481655677291e-08,-12.45870439820349,-24.91740879640698
196.0,133.83824001134406,121.71255978176006,0.5,15.301279999999998,janaf_interp,7.954403800319978e-08,-12.125680229584002,-24.251360459168005
197.0,135.5269521622708,123.74523756952492,0.5,15.38496,janaf_interp,8.043260272989005e-08,-11.781714592745873,-23.563429185491746
198.0,137.20698192505446,125.78144982515848,0.5,15.468639999999997,janaf_interp,8.13138387247738e-08,-11.425532099895978,-22.851064199791956
199.0,138.87665962715084,127.82098324475199,0.5,15.552319999999998,janaf_interp,8.21877271331557e-08,-11.055676382398858,-22.111352764797715
200.0,140.53425357267417,129.8636272403384,0.5,15.636,janaf_interp,8.305425124094295e-08,-10.670626332335772,-21.341252664671543
201.0,142.1781098594132,131.64081894267196,0.5,15.6877,janaf_interp,8.391339644605135e-08,-10.537290916741242,-21.074581833482483
202.0,143.8068003740621,133.41526055141952,0.5,15.7394,janaf_interp,8.476515022899191e-08,-10.391539822642601,-20.783079645285202
203.0,145.4192604402082,135.18682089695145,0.5,15.7911,janaf_interp,8.560950212268395e-08,-10.232439543256758,-20.464879086513516
204.0,147.014897362076,136.95537179579196,0.5,15.842799999999999,janaf_interp,8.644644368154113e-08,-10.059525566284032,-20.119051132568064
205.0,148.59365413668067,138.72078805265457,0.5,15.894499999999999,janaf_interp,8.727596844987549e-08,-9.872866084026091,-19.745732168052182
206.0,150.1560185292327,140.4829474604816,0.5,15.9462,janaf_interp,8.809807192966451e-08,-9.67307106875111,-19.34614213750222
207.0,151.7029755123632,142.24173079853747,0.5,15.9979,janaf_interp,8.891275154772656e-08,-9.461244713825723,-18.922489427651445
208.0,153.23590932033562,143.9970218286037,0.5,16.049599999999998,janaf_interp,8.972000662234803e-08,-9.238887491731935,-18.47777498346387
209.0,154.7564685204667,145.7487072893269,0.5,16.1013,janaf_interp,9.051983832940626e-08,-9.007761231139842,-18.015522462279684
210.0,156.26641225659642,147.49667688877034,0.5,16.153,janaf_interp,9.131224966803092e-08,-8.769735367826085,-17.53947073565217
211.0,157.76745740535785,149.24082329522128,0.5,16.2047,janaf_interp,9.209724542584638e-08,-8.526634110136573,-17.053268220273146
212.0,159.2611447135789,150.98104212630597,0.5,16.2564,janaf_interp,9.287483214383627e-08,-8.280102587272905,-16.56020517454581
213.0,160.74873761551171,152.71723193646588,0.5,16.3081,janaf_interp,9.364501808087141e-08,-8.031505679045821,-16.063011358091643
214.0,162.2311613993941,154.4492942028475,0.5,16.3598,janaf_interp,9.440781317794075e-08,-7.781867196546592,-15.563734393093185
215.0,163.7089839478392,156.17713330966038,0.5,16.4115,janaf_interp,9.516322902212496e-08,-7.531850638178819,-15.063701276357637
216.0,165.18243357833472,157.90065653105637,0.5,16.4632,janaf_interp,9.591127881035058e-08,-7.281777047278355,-14.56355409455671
217.0,166.65144540931266,159.619774012584,0.5,16.5149,janaf_interp,9.665197731296223e-08,-7.031671396728658,-14.063342793457316
218.0,168.11572558622947,161.33439875127272,0.5,16.5666,janaf_interp,9.738534083714987e-08,-6.781326834956761,-13.562653669913521
219.0,169.5748225874366,163.04444657439993,0.5,16.618299999999998,janaf_interp,9.811138719026612e-08,-6.530376013036675,-13.06075202607335
220.0,171.02819630382405,164.74983611699534,0.5,16.669999999999998,janaf_interp,9.883013564306861e-08,-6.278360186828688,-12.556720373657376
221.0,172.47527805825632,166.45048879813567,0.5,16.7217,janaf_interp,9.954160689292099e-08,-6.024789260120657,-12.049578520241313
222.0,173.91551756778549,168.14632879608337,0.5,16.7734,janaf_interp,1.0024582302698522e-07,-5.769188771702122,-11.538377543404245
223.0,175.3484155119761,169.83728302232245,0.5,16.8251,janaf_interp,1.0094280748543692e-07,-5.511132489653642,-11.022264979307284
224.0,176.77354248515132,171.5232810945436,0.5,16.8768,janaf_interp,1.0163258502473431e-07,-5.250261390607726,-10.500522781215452
225.0,178.19054650594055,173.20425530863085,0.5,16.9285,janaf_interp,1.0231518168097048e-07,-4.986291197309683,-9.972582394619366
226.0,179.59915193420113,174.8801406097019,0.5,16.9802,janaf_interp,1.0299062473333759e-07,-4.719011324499239,-9.438022648998478
227.0,180.99915272464804,176.55087456225195,0.5,17.0319,janaf_interp,1.0365894266773051e-07,-4.448278162396117,-8.896556324792234
228.0,182.3904026109114,178.21639731945277,0.5,17.0836,janaf_interp,1.0432016514051649e-07,-4.174005291458634,-8.348010582917269
229.0,183.77280425365674,179.87665159165584,0.5,17.1353,janaf_interp,1.049743229424964e-07,-3.8961526620009006,-7.792305324001801
230.0,185.14629876309638,181.5315826141487,0.5,17.187,janaf_interp,1.056214479630818e-07,-3.6147161489476662,-7.2294322978953325
231.0,186.51085643326024,183.18113811421293,0.5,17.2387,janaf_interp,1.0626157315471173e-07,-3.329718319047316,-6.659436638094632
232.0,187.86646906602422,184.82526827753068,0.5,17.290399999999998,janaf_interp,1.0689473249753083e-07,-3.0412007884935335,-6.082401576987067
233.0,189.21314393805832,186.46392571398746,0.5,17.3421,janaf_interp,1.075209609643512e-07,-2.7492182240708516,-5.498436448141703
234.0,190.55089926504044,188.09706542291468,0.5,17.3938,janaf_interp,1.0814029448591723e-07,-2.453833842125753,-4.907667684251506
235.0,191.87976092011905,189.7246447578194,0.5,17.4455,janaf_interp,1.0875276991649387e-07,-2.1551161622996657,-4.3102323245993315
236.0,193.19976013784583,191.34662339064272,0.5,17.4972,janaf_interp,1.093584249997958e-07,-1.8531367472031426,-3.706273494406285
