T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,residual_1e-8_per_K,z,Cv_TA_J_per_molK,Cv_LA_J_per_molK,Cv_opt_J_per_molK,contrib_TA_1e-8_per_K,contrib_LA_1e-8_per_K,contrib_opt_1e-8_per_K
56.0,-36.28160563772687,-33.44916222783923,0.5,2.832443409887635,5.66488681977527,2.551566130422148,0.08715476716091358,0.01288143336148704,-35.310241642629514,1.368697301815797,0.4923821129744838
57.0,-37.3687325204642,-34.432085473257864,0.5,2.936647047206333,5.873294094412666,2.6391872590813596,0.09611213694490216,0.015208934287154134,-36.52280015289819,1.5093657730203158,0.5813489066200114
58.0,-38.40518380186532,-35.384303577107076,0.5,3.0208802247582436,6.041760449516487,2.72606372431398,0.10560910728880923,0.017848436693923053,-37.725053523424705,1.6585082480513282,0.6822416982663041
59.0,-39.39057708632551,-36.30390710728682,0.5,3.086669979038688,6.173339958077376,2.812131325955701,0.11564785149619466,0.02082575822967512,-38.91611331032819,1.8161588569376934,0.7960473461036813
60.0,-40.325512945819106,-37.18908997502165,0.5,3.1364229707974567,6.272845941594913,2.8973325795795044,0.12622894953490166,0.02416709890586619,-40.09518400649459,1.9823267076197797,0.9237673238531626
61.0,-41.20970843881951,-38.038148160354375,0.5,3.1715602784651407,6.343120556930281,2.981616314400785,0.13735144413849404,0.027898905817295677,-41.261557477124704,2.1569967669785624,1.06641254979177
62.0,-42.04154377632751,-38.84947843583466,0.5,3.1920653404928463,6.384130680985693,3.0649372785155866,0.14901290452645188,0.032047737433840456,-42.41460749676255,2.340130861511348,1.2249981994165442
63.0,-42.81861843428044,-39.62157708760853,0.5,3.1970413466719125,6.394082693343825,3.147255754050964,0.16120949640292667,0.03664012896925136,-43.55378442349427,2.5316687766073573,1.400538559278385
64.0,-43.538579731641384,-40.35303862883058,0.5,3.185541102810799,6.371082205621598,3.228537184237315,0.17393605697180906,0.04170246020609326,-44.67861003813108,2.731529434600561,1.5940419746999432
65.0,-44.19969727735163,-41.04255449746401,0.5,3.157142779887621,6.314285559775242,3.30875181392576,0.18718617379273708,0.04726082701872562,-45.78867256945354,2.939612133141479,1.8065059388480467
66.0,-44.80103857773052,-41.68891172885559,0.5,3.112126848874931,6.224253697749862,3.3878743446597315,0.20095226639528976,0.05334091769221772,-46.88362192086646,3.155797826884118,2.0389123651267522
67.0,-45.34235992474759,-42.29099159275388,0.5,3.051368331993704,6.102736663987408,3.4658836050606507,0.21522566966434256,0.059967894988109983,-47.96316510898033,3.379950436987615,2.292223079238825
68.0,-45.82389059404059,-42.8477681844703,0.5,2.9761224095702934,5.952244819140587,3.5427622369942915,0.22999671810610062,0.06716628476127158,-49.02706192057599,3.61191817444824,2.567375561657448
69.0,-46.24613360616911,-43.358306960502475,0.5,2.8878266456666366,5.775653291333273,3.6184963977411657,0.24525483019989594,0.07495987178855724,-50.075120791043695,3.8515348647782486,2.8652789657629714
70.0,-46.60972930414598,-43.82176320997667,0.5,2.787966094169305,5.57593218833861,3.6930754781931645,0.2609885921339,0.08337160333177818,-51.1071949046037,4.098621263009615,3.186810431617413
71.0,-46.91537870663838,-44.23738045460691,0.5,2.677998252031468,5.355996504062936,3.7664918369352316,0.2771858403123564,0.09242350082650701,-52.12317851435458,4.352986349405443,3.532811710342229
72.0,-47.163806689398015,-44.604488771392624,0.5,2.5593179180053895,5.118635836010779,3.838740549939135,0.29383374210688223,0.1021365799657594,-53.12300347837177,4.614428597595864,3.904086109383282
73.0,-47.355746534351695,-44.9225030338958,0.5,2.433243500455894,4.866487000911788,3.909819175491926,0.31091887440422583,0.11253077933463265,-54.10663600663385,4.882737208108994,4.301395764629058
74.0,-47.49193419122941,-45.19092106958555,0.5,2.3010131216438667,4.6020262432877335,3.979727533901003,0.3284272995771492,0.1236248976491462,-55.07407361243702,5.1576933014341,4.725459241417367
75.0,-47.57310637523066,-45.40932173234374,0.5,2.163784642886919,4.327569285773838,4.048467501456304,0.3463446385736509,0.13543653956015472,-56.025342261109124,5.439071065830547,5.176949462934839
76.0,-47.60000000070899,-45.577362890757385,0.5,2.022637109951603,4.045274219903206,4.116042818085965,0.3646561408824038,0.1479820699013641,-56.96049370822282,5.726638856080164,5.6564919613852656
77.0,-47.57335202910934,-45.69477933424106,0.5,1.8785726948682755,3.757145389736551,4.182458908111408,0.3833467511891393,0.16127657618905356,-57.87960301908712,6.020160240273502,6.164663444572555
78.0,-47.49389943201553,-45.76138060031589,0.5,1.7325188316996387,3.4650376633992774,4.247722713489139,0.402401172589826,0.1753338391197631,-58.78276626103844,6.319394992523256,6.701990668199292
79.0,-47.362379183002,-45.777048727505324,0.5,1.585330455496677,3.170660910993354,4.311842538917634,0.42180392627213964,0.19016631076056253,-59.67009835992814,6.6241000302149775,7.268949602207846
80.0,-47.17952825599982,-45.74173593928841,0.5,1.437792316711413,2.875584633422826,4.3748279081867425,0.4415394076170662,0.2057851000839688,-60.541731112191755,6.934030295038759,7.8659648778645845
81.0,-46.94608362499685,-45.65546226536586,0.5,1.2906213596309872,2.5812427192619745,4.436689431152288,0.4615919387078819,0.22219996546559917,-61.397811343956356,7.248939577601623,8.493409500988873
82.0,-46.66278226398362,-45.51831310715912,0.5,1.1444691568244993,2.2889383136489987,4.497438680729229,0.481945817264499,0.23941931373650416,-62.238499208791474,7.568581285903059,9.151604815729295
83.0,-46.33036114693441,-45.33043675497539,0.5,0.9999243919590177,1.9998487839180354,4.557088079311465,0.5025853620475668,0.25745020536319324,-63.06396661591206,7.892709158370832,9.840820702565836
84.0,-45.94955724778184,-45.09204186463583,0.5,0.8575153831460122,1.7150307662920243,4.6156507940438765,0.5234949547991761,0.2762983653159367,-63.874395780884434,8.221077922506886,10.561275993741718
85.0,-45.521107540370274,-44.80339490160628,0.5,0.7177126387639909,1.4354252775279819,4.6731406403926,0.5446590788057862,0.29596819917928197,-64.66997789116868,8.553443900487874,11.31313908907453
86.0,-45.04574899837457,-44.46481756078245,0.5,0.580931437592124,1.161862875184248,4.729571993481264,0.5660623541844815,0.3164628140572711,-65.45091187913144,8.889565563308155,12.09652875504084
87.0,-44.5242185951673,-44.07668417008704,0.5,0.4475344250802587,0.8950688501605174,4.784959706683707,0.5876895700061473,0.3377840438288311,-66.21740329547869,9.229204035249104,12.911515090142546
88.0,-43.95725330361309,-43.639419085949676,0.5,0.31783421766341363,0.6356684353268273,4.839319036987743,0.6095257133789816,0.35993247831573777,-66.96966327639066,9.572123550612858,13.758120639828135
89.0,-43.34559009576302,-43.1534940885633,0.5,0.1920960071997213,0.3841920143994426,4.892665576668234,0.6315559956231543,0.3829074959357348,-67.7079075979692,9.918091864774821,14.636321644631083
90.0,-42.689965942416706,-42.619425784563454,0.5,0.07054015785325068,0.14108031570650137,4.945015190831833,0.6537658756727437,0.4067072994263925,-68.43235581194094,10.266880621692737,15.546049405684743
91.0,-41.99111781251263,-42.037773024471676,0.5,-0.04665521195905069,-0.09331042391810138,4.996383960419682,0.6761410808445458,0.4313289542405204,-69.14323045689142,10.61826568006456,16.487191752355173
92.0,-41.24978267230061,-41.4091343418826,0.5,-0.15935166958198832,-0.31870333916397664,5.046788130277515,0.698667625115156,0.45676842923104527,-69.84075633962516,10.9720274003557,17.459594597386864
93.0,-40.46669748424253,-40.734145420978955,0.5,-0.2674479367364229,-0.5348958734728458,5.09624406192553,0.7213318250481661,0.4830206392617299,-70.52515988156426,11.327950894923147,18.463063565662168
94.0,-39.642599205578875,-40.01347659853005,0.5,-0.3708773929511742,-0.7417547859023484,5.1447681906826075,0.7441203135125611,0.5100794893996762,-71.19666852540529,11.685826243452171,19.497365683423062
95.0,-38.77822478649051,-39.24783040607465,0.5,-0.46960561958413455,-0.9392112391682691,5.192376986820359,0.7670200513315814,0.5379379203657594,-71.85551019754355,12.045448675892544,20.562231115576363
96.0,-37.87431116777472,-38.43793915752885,0.5,-0.5636279897541354,-1.1272559795082708,5.239086920443513,0.7900183369987044,0.5665879549398711,-72.50191282206494,12.406618725040437,21.65735493949565
97.0,-36.93159527794545,-37.58456258698244,0.5,-0.652967309036997,-1.305934618073994,5.284914429812237,0.8131028145940208,0.59602074503864,-73.13610388236945,12.76914235085888,22.782398944528122
98.0,-35.95081402965632,-36.688485540972785,0.5,-0.7376715113164607,-1.4753430226329214,5.329875892840963,0.8362614800303597,0.6262266192041702,-73.75831002675335,13.132831038568291,23.936993447212274
99.0,-34.93270431533442,-35.75051572905511,0.5,-0.8178114137206896,-1.635622827441379,5.373987601525915,0.8594826857541429,0.6571951302628325,-74.36875671452044,13.497501872469678,25.12073911299566
100.0,-33.87800300190036,-34.77148153601946,0.5,-0.8934785341190967,-1.7869570682381934,5.417265739070224,0.8827551440211943,0.6889151029334012,-74.96766789942463,13.862977587388679,26.33320877601649
101.0,-32.78744692443848,-33.752229898658626,0.5,-0.9647829742201499,-1.9295659484402998,5.459726359491756,0.9060679288627241,0.7213746811834104,-75.55526574746952,14.229086599549797,27.573949249261087
102.0,-31.661772878667538,-32.693624249546254,0.5,-1.031851370878712,-2.063702741757424,5.501385369513355,0.9294104768515363,0.7545613751516792,-76.13177038629382,14.595663018609075,28.8424831181385
103.0,-30.501717612048825,-31.59654252986972,0.5,-1.0948249178208933,-2.1896498356417866,5.54225851254974,0.9527725867731947,0.7884621074732231,-76.69739968357163,14.962546642490043,30.138310511211873
104.0,-29.308017813354557,-30.461875272956277,0.5,-1.1538574596017193,-2.3077149192034385,5.582361354618225,0.9761444183015352,0.8230632588602876,-77.25236905203559,15.32958293658365,31.460910842495668
105.0,-28.081410100504645,-29.2905237597536,0.5,-1.2091136592489582,-2.4182273184979164,5.621709272013169,0.9995164897725427,0.8583507128099236,-77.796891278908,15.696622998788765,32.80974452036564
106.0,-26.82263100646448,-28.083398247165235,0.5,-1.2607672407007566,-2.5215344814015133,5.66031744059561,1.0228796751453064,0.8943098993243138,-78.33117637768372,16.063523511786347,34.18425461873213
107.0,-25.53241696298056,-26.84141626980514,0.5,-1.3089993068245809,-2.6179986136491618,5.698200826560457,1.0462252002335377,0.930925837544972,-78.8554314603605,16.4301466838584,35.58386850669697
108.0,-24.21150428191423,-25.565501015425514,0.5,-1.353996733511285,-2.70799346702257,5.735374178554014,1.0695446382859437,0.9681831772159321,-79.3698606283562,16.79636017948119,37.0079994334495
109.0,-22.86062913391679,-24.25657977397794,0.5,-1.3959506400611468,-2.7919012801222935,5.771852021023947,1.0928299049888481,1.006066238904144,-79.87466488048113,17.162037040845345,38.45604806565786
110.0,-21.48052752417128,-22.9155824600027,0.5,-1.435054935831418,-2.870109871662836,5.807648648692704,1.1160732529594888,1.0445590529174855,-80.37004203645786,17.52705560137738,39.92740397507779
111.0,-20.07193526490828,-21.543440207801634,0.5,-1.4715049428933542,-2.9430098857867084,5.842778122054116,1.1392672657938243,1.083645396872107,-80.85618667459998,17.891299392265196,41.421447074533155
112.0,-18.635587944384035,-20.141084038618867,0.5,-1.5054960942348306,-3.010992188469661,5.8772542637999035,1.1624048517281338,1.1233088318712825,-81.33329008235995,18.254657042918446,42.93754900082264
113.0,-17.172220891989664,-18.709443598863345,0.5,-1.537222706873682,-3.074445413747364,5.911090656090743,1.1854792369693852,1.1635327372675497,-81.80154021856421,18.617022176227213,44.475074443473645
114.0,-15.682569139140362,-17.249445968222346,0.5,-1.5668768290819854,-3.133753658163971,5.9443006385927815,1.208483958745229,1.2043003439887163,-82.26112168624127,18.978293299417604,46.03338241860131
115.0,-14.167367375572635,-15.762014536355231,0.5,-1.5946471607825963,-3.1892943215651925,5.976897307206718,1.2314128581205386,1.2455947664163527,-82.71221571503384,19.33837369124116,47.611827487437445
116.0,-12.62734990065664,-14.248067946723397,0.5,-1.6207180460667576,-3.2414360921335152,6.008893513422729,1.2542600726236883,1.2873990328126566,-83.15500015227192,19.697171286176296,49.209760919372236
117.0,-11.063250569308558,-12.708519105980072,0.5,-1.6452685366715136,-3.2905370733430273,6.040301864239213,1.277020028722235,1.3296961142981698,-83.58964946184834,20.05459855626483,50.826531799603444
118.0,-9.475802732065834,-11.144274257246769,0.5,-1.6684715251809348,-3.3369430503618696,6.071134722588837,1.2996874341843103,1.372468952388748,-84.01633473011455,20.410572391153583,52.4614880817142
119.0,-7.865739168864852,-9.556232115514753,0.5,-1.6904929466499,-3.3809858932998,6.101404208219874,1.3222572703588933,1.4157004851054098,-84.43522367807735,20.765013976862164,54.11397758570044
120.0,-6.233792016037186,-7.945283063325542,0.5,-1.711491047288356,-3.422982094576712,6.1311221989846105,1.3447247844051857,1.4593736716754822,-84.8464806792285,21.117848673751354,55.78334894215161
121.0,-4.580692686016328,-6.312308404842155,0.5,-1.7316157188258268,-3.4632314376516535,6.160300332491334,1.3670854814984916,1.5034715158474472,-85.2502667824062,21.469005894122585,57.468952483441456
122.0,-2.907171779221993,-4.65817967635671,0.5,-1.751007897134717,-3.502015794269434,6.188950008079203,1.3893351170374355,1.5479770878456731,-85.64673973912444,21.81841897983839,59.170141082929334
123.0,-1.2139589875638004,-2.9837580112623265,0.5,-1.7697990236985262,-3.5395980473970523,6.217082389079373,1.4114696888749105,1.5928735449941707,-86.03605403486411,22.16602508031555,60.886270943286235
124.0,0.4982170110198722,-1.2898935574807004,0.5,-1.7881105685005725,-3.576221137001145,6.244708405328399,1.4334854295928705,1.638144151041349,-86.41836092385506,22.511765031206746,62.6167023351676
125.0,2.2286286675985836,0.4225750546677943,0.5,-1.8060536129307894,-3.6121072258615787,6.271838755903044,1.4553787988389337,1.6837722942198874,-86.79380846692204,22.85558323405294,64.3608002875369
126.0,3.976549687500006,2.152821196176163,0.5,-1.823728491323843,-3.647456982647686,6.298483912048189,1.4771464757408934,1.72974150407783,-87.16254157200329,23.197427537159196,66.11793523102025
127.0,5.74125516643895,3.900030676659268,0.5,-1.8412244897796828,-3.6824489795593656,6.324654120272008,1.4987853514132892,1.7760354671184222,-87.52470203698331,23.537249117916257,67.88748359572632
128.0,7.522021738219501,5.663402137267859,0.5,-1.858619600951643,-3.717239201903286,6.350359405584847,1.5202925215685723,1.8226380412875876,-87.88042859451483,23.875002366764715,69.66882836501796
129.0,9.318127734732666,7.442147401193474,0.5,-1.8759803335391911,-3.7519606670783823,6.375609574860283,1.5416652792438352,1.8695332693486684,-88.22985695853117,24.210644772973954,71.4613595867507
130.0,11.128853359002111,9.235491783730042,0.5,-1.893361575272068,-3.786723150544136,6.400414220298791,1.562901107652612,1.9167053911848733,-88.57311987217886,24.544136812385325,73.26447484352357
131.0,12.953480872060279,11.042674363824807,0.5,-1.9108065082354722,-3.8216130164709443,6.42478272297626,1.5839976731699315,1.9641388550702101,-88.91034715692423,24.875441837247866,75.07757968350117
132.0,14.791294794467797,12.862948219020298,0.5,-1.9283465754475004,-3.856693150895001,6.448724256461111,1.6049528184576123,2.0118183279498836,-89.2416657626095,25.20452596825647,76.90008801337332
133.0,16.64158212332076,14.69558062564745,0.5,-1.9460014976733109,-3.8920029953466218,6.47224779048542,1.6257645557356242,2.05972870477116,-89.56719981825614,25.531357988883897,78.7314224550197
134.0,18.503632565621775,16.539853226092248,0.5,-1.963779339529529,-3.927558679059058,6.495362094656619,1.646431060204361,2.107855116905518,-89.88707068342993,25.8559092420827,80.57101466743948
135.0,20.376738788923472,18.395062164910282,0.5,-1.9816766240131904,-3.963353248026381,6.518075742197919,1.6669506636217266,2.1561829397026036,-90.20139700000324,26.17815352941841,82.41830563549512
136.0,22.26019669018624,20.26051819551794,0.5,-1.999678494668304,-3.999356989336608,6.540397113706438,1.6873218480380292,2.204697799216009,-90.51029474416256,26.49806701268097,84.27274592699953
137.0,24.153305683825135,22.135546759140617,0.5,-2.0177589246845202,-4.0355178493690405,6.562334400919307,1.707543239691004,2.2533855781403487,-90.81387727852628,26.815628118010835,86.13379591965607
138.0,26.055369009955758,24.019488037644994,0.5,-2.035880972310766,-4.071761944621532,6.583895610478945,1.7276136030624893,2.3022324209983953,-91.11225540425106,27.13081744256375,88.0009259993323
139.0,27.965694063883113,25.911696981833835,0.5,-2.0539970820492806,-4.107994164098561,6.605088567689578,1.7475318350976763,2.3512247386163123,-91.405537413017,27.443617663728563,89.87361673112228
140.0,29.883592747913255,27.811543316725512,0.5,-2.072049431187741,-4.144098862375482,6.625920920257959,1.7672969595873214,2.400349211924103,-91.69382913879419,27.754013450904306,91.7513590046154
141.0,31.80838184660322,29.71841152528969,0.5,-2.0899703213135314,-4.179940642627063,6.646400142011846,1.7869081217127167,2.4495927951175203,-91.97723400930133,28.06199137983323,93.63365415475779
142.0,33.73938342660163,31.631700812054337,0.5,-2.1076826145472882,-4.2153652290945764,6.66653353659086,1.8063645827528043,2.498942718216767,-92.25585309708245,28.367539849480163,95.52001405965662
143.0,35.67592526226912,33.55082504794706,0.5,-2.1251002143220608,-4.2502004286441215,6.686328241104399,1.8256657149524296,2.5483864890561234,-92.52978517012728,28.670649001442474,97.40996121663187
144.0,37.61734128830585,35.47521269767915,0.5,-2.1421285906267062,-4.2842571812534125,6.70579122975258,1.84481099655026,2.5979118947378903,-92.79912674198037,28.971310641867415,99.30302879779211
145.0,39.562972080651484,37.404306730927836,0.5,-2.1586653497236457,-4.317330699447291,6.724929317405938,1.8638000069647147,2.6475070025826177,-93.06397212127929,29.269518165850936,101.19876068635618
146.0,41.512165366962165,39.33756451851927,0.5,-2.174600848442896,-4.349201696885792,6.743749163140809,1.8826324221358255,2.697160160606817,-93.32441346067947,29.565266484285246,103.09671149491348
147.0,43.464276568008046,41.27445771475897,0.5,-2.1898188532490805,-4.379637706498161,6.762257273727399,1.901308010020819,2.7468599975579977,-93.58054080512454,29.858551953120486,104.99644656676301
148.0,45.418669371375756,43.2144721270151,0.5,-2.204197244360662,-4.408394488721324,6.780460007067752,1.9198266262408985,2.796595422535948,-93.83244213942305,30.149372305000817,106.89754196143733
149.0,47.37471633890064,45.157107573595106,0.5,-2.2176087653055307,-4.4352175306110615,6.798363575581848,1.938188209876573,2.8463556242279537,-94.08020343510756,30.437726583233385,108.79958442546928
150.0,49.33179954929422,47.10187773092013,0.5,-2.229921818374093,-4.459843636748186,6.815974049539636,1.956392779408704,2.896130069784585,-94.3239086965455,30.723615078045633,110.70217134941998
151.0,51.289311277475726,49.048309970945276,0.5,-2.241001306530454,-4.482002613060908,6.833297360337723,1.9744404288023307,2.9459085033616086,-94.56364000628413,31.007039265084853,112.60491071214454
152.0,53.24665471215816,50.99594518972859,0.5,-2.2507095224295703,-4.501419044859141,6.850339303719369,1.9923313237301434,2.9956809443524297,-94.79947756961091,31.288001746110776,114.50742101322871
153.0,55.203244713283254,52.94433762800858,0.5,-2.2589070852746773,-4.517814170549355,6.867105542936739,2.0100656979325078,3.0454376853344707,-95.03149975831488,31.566506191832637,116.40933119449082
154.0,57.15850861094442,54.8930546846018,0.5,-2.2654539263426248,-4.5309078526852495,6.883601611854784,2.0276438497107696,3.095169289751812,-95.25978315364013,31.842557286839238,118.31028055140268
155.0,59.11188704748257,56.841676723390364,0.5,-2.270210324092202,-4.540420648184404,6.899832917996079,2.0450661385505597,3.144866589355356,-95.48440258842224,32.11616067657063,120.20991863524198
156.0,61.06283486448858,58.789796874628934,0.5,-2.2730379898596493,-4.546075979719299,6.915804745526279,2.062332981871763,3.1945206814208387,-95.7054311884031,32.38732291627891,122.10790514675313
157.0,63.01082203649547,60.737020831257816,0.5,-2.2738012052376537,-4.547602410475307,6.9315222581799665,2.079444851901833,3.2441229257639423,-95.92294041272055,32.65605142192608,124.00390982205228
158.0,64.95533465319981,62.682966640871804,0.5,-2.2723680123280077,-4.544736024656015,6.946990502126906,2.0964022726690494,3.293664941570897,-96.13700009357358,32.92235442296552,125.89761231147986
159.0,66.89587595210833,64.62726449395669,0.5,-2.268611458151643,-4.537222916303286,6.9622144087786735,2.11320581711237,3.343138604061954,-96.34767847506228,33.18624091695444,127.78870205206454
160.0,68.83196740356846,66.5695565089663,0.5,-2.262410894602156,-4.524821789204312,6.97719879753596,2.129856104304542,3.3925360410041927,-96.55504225120686,33.447720625945095,129.67687813422808
161.0,70.76314985019738,68.50949651478503,0.5,-2.253653335412347,-4.507306670824694,6.9919483784768115,2.146353796785108,3.441849629089389,-96.75915660314911,33.70680395460166,131.56184916333248
162.0,72.68898470276429,70.44674983107686,0.5,-2.2422348716874323,-4.484469743374865,7.006467754986225,2.162699598000012,3.491071990191576,-96.96008523554278,33.96350194999129,133.44333311662837
163.0,74.60905519456449,72.38099304700336,0.5,-2.2280621475611317,-4.4561242951222635,7.0207614263275975,2.1788942498445425,3.5401959875184135,-97.15789041213864,34.21782626299795,135.32105719614404
164.0,76.52296769619488,74.31191379874873,0.5,-2.2110538974461402,-4.4221077948922805,7.034833790156594,2.194938530306343,3.5892147216693995,-97.35263299057327,34.46978911130777,137.19475767801424
165.0,78.4303530922744,76.23921054627127,0.5,-2.1911425460031424,-4.382285092006285,7.048689144978078,2.210833251205336,3.6381215266134084,-97.54437245636953,34.71940324391626,139.06417975872452
166.0,80.33086822087914,78.16259234966729,0.5,-2.1682758712118457,-4.3365517424236915,7.0623316925467945,2.226579256027403,3.686909965597212,-97.73316695615887,34.96668190710805,140.9290773987181
167.0,82.22419737500137,80.08177864550805,0.5,-2.142418729493315,-4.28483745898663,7.07576554021252,2.2421774178487417,3.735573826995927,-97.91907333013498,35.21163881186043,142.7892131637826
168.0,84.11005386284715,81.99649902348482,0.5,-2.11355483936234,-4.22710967872468,7.088994703210584,2.2576286373478434,3.784107120115759,-98.10214714375158,35.45428810262314,144.64435806461327
169.0,85.98818161983992,83.90649300367336,0.5,-2.0816886161665584,-4.163377232333117,7.102023106898413,2.2729338409021778,3.832504070958598,-98.2824427186732,35.69464432742817,146.49429139491838
170.0,87.85835685941744,85.81150981470563,0.5,-2.0468470447118126,-4.093694089423625,7.1148545889391075,2.2880939787666237,3.8807591179575898,-98.46001316299282,35.93272240928355,148.3388005684149
171.0,89.72038974190255,87.71130817311285,0.5,-2.0090815687896906,-4.018163137579381,7.127492901432903,2.3031100233308277,3.9288669076920635,-98.6349104007286,36.16853761880647,150.177680955035
172.0,91.57412603112664,89.60565606408832,0.5,-1.9684699670383141,-3.9369399340766282,7.139941712997359,2.317982967452738,3.976822290589729,-98.80718520061073,36.40210554805274,152.01073571664634
173.0,93.41944869805428,91.49433052389243,0.5,-1.9251181741618544,-3.8502363483237088,7.152204610797264,2.3327138228655433,4.024620316623488,-98.97688720417271,36.63344208549905,153.8377756425661
174.0,95.25627942130959,93.37711742410569,0.5,-1.8791619972038938,-3.7583239944077875,7.164285102525244,2.3473036186554563,4.072256231009631,-99.14406495316022,36.86256339213772,155.6586189851282
175.0,97.08457992918034,95.25381125792191,0.5,-1.8307686712584288,-3.6615373425168576,7.176186618333883,2.3617533998077214,4.119725469913827,-99.30876591626914,37.08948587864289,157.47309129554816
176.0,98.90435312991718,97.1242149286513,0.5,-1.7801382012658904,-3.560276402531781,7.187912512720437,2.376064225818334,4.167023656170758,-99.47103651522738,37.31422618356869,159.28102526030997
177.0,100.71564399005533,98.98813954058694,0.5,-1.727504449468389,-3.455008898936778,7.199466066365084,2.390237169369081,4.214146595022764,-99.63092215023387,37.536801152541756,161.08226053827906
178.0,102.51854014485055,100.8454041923823,0.5,-1.6731359524682408,-3.3462719049364815,7.210850487923652,2.404273315063527,4.261090269882641,-99.7884672247674,37.757227818410904,162.8766435987388
179.0,104.31317225665215,102.69583577305963,0.5,-1.6173364835925266,-3.234672967185053,7.22206891577575,2.418173758221618,4.307850838125052,-99.9437151697785,37.9755233823173,164.66402756052082
180.0,106.09971416450212,104.53926876076697,0.5,-1.5604454037351576,-3.120890807470315,7.233124419729387,2.4319396037307186,4.354424626910901,-100.09670846727904,38.19170519565096,166.44427203239505
181.0,107.87838287057245,106.37554502438479,0.5,-1.5028378461876573,-3.0056756923753145,7.244020002682833,2.445571964950907,4.400808129048484,-100.24748867334013,38.405790742859196,168.2172429548657
182.0,109.64943835696987,108.20451362806891,0.5,-1.4449247289009595,-2.889849457801919,7.254758602245004,2.4590719626724247,4.446997998895024,-100.396096440516,38.61779762507421,169.9828124435107
183.0,111.41318308730922,110.02603063881097,0.5,-1.3871524484982505,-2.774304896996501,7.265343092314854,2.4724407241232575,4.492991048301696,-100.54257153970092,38.82774354452794,171.74085863398395
184.0,113.16996079560849,111.83995893708195,0.5,-1.3300018585265467,-2.6600037170530935,7.275776284621155,2.48567938202492,4.53878424260518,-100.6869528814373,39.03564628972389,173.49126552879537
185.0,114.92015379677153,113.64616803061823,0.5,-1.2739857661533107,-2.5479715323066214,7.286060930223282,2.4987890736944722,4.584374696668308,-100.82927853668492,39.241523721335,175.23392284596815
186.0,116.66417760359774,115.44453387139838,0.5,-1.21964373219936,-2.43928746439872,7.296199720974135,2.5117709401910084,4.629759670972201,-100.96958575706547,39.44539375879992,176.96872586966393
187.0,118.40247119292495,117.23493867585218,0.5,-1.167532517072774,-2.335065034145548,7.306195290945846,2.52462612550481,4.674936567761974,-101.10791099459261,39.647274367589304,178.69557530285547
188.0,120.1354809717221,119.0172707483325,0.5,-1.1182102233895945,-2.236420446779189,7.316050217819434,2.537355775787397,4.719902927247946,-101.24428992090299,39.847183547114355,180.41437712212112
189.0,121.86363653632174,120.79142430787775,0.5,-1.0722122284439963,-2.1444244568879927,7.325767024239096,2.549961038620954,4.764656423863943,-101.37875744599752,40.045139319253764,182.1250424346215
190.0,123.58731688045648,122.55729931827976,0.5,-1.0300175621767107,-2.0600351243534214,7.335348179132042,2.562443062325359,4.809194862584173,-101.51134773650645,40.241159717471085,183.82748733731512
191.0,125.30680692054233,124.31480132147209,0.5,-0.9920055990702348,-1.9840111981404696,7.344796098994762,2.5748029953014107,4.853516175299923,-101.64209423348932,40.435262776500686,185.52163277846074
192.0,127.02224607687698,126.06384127424428,0.5,-0.9584048026327084,-1.9168096052654169,7.354113149146474,2.5870419854087103,4.897618417257166,-101.77102966978114,40.627466522577855,187.20740442144756
193.0,128.73357300378984,127.80433538827717,0.5,-0.929237615512682,-1.858475231025364,7.363301644950664,2.5991611793767366,4.941499763555852,-101.89818608689684,40.81778896419019,188.8847325109838
194.0,130.44047302300353,129.536204973504,0.5,-0.9042680494995322,-1.8085360989990644,7.3723638530054485,2.6111617222477723,4.985158505711829,-102.02359485150421,41.006248083329204,190.553551741679
195.0,132.1423368325509,131.25937628477774,0.5,-0.8829605477731615,-1.765921095546323,7.38130199230355,2.623044756850321,5.0285930482817465,-102.14728667147644,41.192861827220725,192.21380112903347
196.0,133.83824001134406,132.9737803718375,0.5,-0.8644596395065695,-1.728919279013139,7.390118235362741,2.634811423301756,5.0718019055515535,-102.26929161153602,41.37764810051443,193.8654238828591
197.0,135.5269521622708,134.679352932553,0.5,-0.8475992297177857,-1.6951984594355713,7.398814709327307,2.6464628585389054,5.114783698288791,-102.38963910849736,41.56062475791201,195.50836728313837
198.0,137.20698192505446,136.37603416942758,0.5,-0.8309477556268726,-1.6618955112537452,7.407393497041551,2.658000195875458,5.15753715055899,-102.50835798612279,41.74180959721659,197.14258255833377
199.0,138.87665962715084,138.06376864933193,0.5,-0.8128909778188989,-1.6257819556377977,7.415856638095781,2.6694245645849572,5.200061086606113,-102.62547646959753,41.92122035278398,198.7680247661455
200.0,140.53425357267417,139.74250516644338,0.5,-0.7917484062308021,-1.5834968124616042,7.424206129845686,2.6807370895083635,5.242354427797136,-102.74102219963649,42.09887468935978,200.38465267672007
201.0,142.1781098594132,141.4121966083578,0.5,-0.7659132510554328,-1.5318265021108657,7.432443928405696,2.691938890685042,5.284416189630579,-102.85502224623104,42.274790196284265,201.99242865830456
