T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,residual_1e-8_per_K,z,Cv_TA_J_per_molK,Cv_LA_J_per_molK,Cv_opt_J_per_molK,contrib_TA_1e-8_per_K,contrib_LA_1e-8_per_K,contrib_opt_1e-8_per_K
37.0,-12.754143016313503,-12.53179078574966,0.03,0.2223522305638439,7.411741018794797,0.9006486440379861,0.004878652377816182,9.589513540295559e-05,-12.618087843002625,0.08263793940762036,0.003659117845343431
38.0,-14.009313478001562,-13.61042696689458,0.03,0.3988865111069826,13.296217036899419,0.9792530180265852,0.006112218328116565,0.00014087050271974907,-13.719335152259156,0.10353292030844395,0.00537526505612971
39.0,-15.29447420902185,-14.713923445404582,0.03,0.5805507636172675,19.351692120575585,1.059949461640477,0.007570141059179748,0.00020286194639069827,-14.849892357755875,0.12822820928997244,0.007740703061319502
40.0,-16.602307452314196,-15.838530125963622,0.03,0.7637773263505732,25.459244211685775,1.1425126356302857,0.00927633555170106,0.00028679652252053674,-16.006602456523954,0.15712889459637372,0.010943435963958094
41.0,-17.92497397171395,-16.9805200939935,0.03,0.9444538777204485,31.48179592401495,1.2267217644207005,0.0112549210182194,0.00039857873404215726,-17.18637238266994,0.19064352388999245,0.015208764786447136
42.0,-19.25393178381967,-18.136211591480198,0.03,1.1177201923394724,37.25733974464908,1.3123621698534358,0.013529986484380406,0.000545181801324009,-18.3861944951152,0.22918013350699898,0.020802770128000407
43.0,-20.57982681768017,-19.301986006664357,0.03,1.2778408110158124,42.59469370052708,1.3992265029077142,0.016125361908094816,0.0007347300484465684,-19.603163834000355,0.2731423715176817,0.028035455818314858
44.0,-21.892734715054942,-20.474302349340405,0.03,1.4184323657145388,47.2810788571513,1.4871157054104234,0.0190643988436629,0.0009765700169199413,-20.834491594244955,0.3229257824658812,0.0372634624386688
45.0,-23.183094549565123,-21.649708673148893,0.03,1.5333858764162298,51.11286254720766,1.5758397331503138,0.022369764035060736,0.001281328247140254,-22.077515256377644,0.37891431111137996,0.048892272117371835
46.0,-24.44350210782511,-22.824850883353545,0.03,1.618651224471564,53.9550408157188,1.665218070460973,0.026063248682857063,0.0016609540562954755,-23.329705795843832,0.44147707166293104,0.06337784082735665
47.0,-25.671034412641923,-23.996479337170687,0.03,1.6745550754712384,55.81850251570794,1.7550800644916638,0.03016559549753882,0.0021287460677245486,-24.588672366140266,0.5109654182896004,0.08122761067998323
48.0,-26.869114083595484,-25.161453606999594,0.03,1.7076604765958878,56.92201588652959,1.8452651052409679,0.03469634504823131,0.002699361689819708,-25.85216482108643,0.5877103424706559,0.10300087161617652
49.0,-28.047550735151784,-26.316745737444155,0.03,1.7308049977076332,57.69349992358777,1.9356226751340557,0.03967370235488783,0.0033888091833358157,-27.11807440940214,0.6720202132431408,0.1293084587148474
50.0,-29.219839113498725,-27.45944228680598,0.5,1.7603968266927443,3.5207936533854887,2.0260122895902057,0.04511442416448312,0.004214422378029795,-28.384432942058453,0.7641788678092019,0.16081178744326824
51.0,-30.398143944106238,-28.586745404269255,0.5,1.811398539836981,3.622797079673962,2.1163033477316637,0.05103372690405976,0.005194818489603574,-29.64941070070872,0.8644440523820484,0.19822124405741845
52.0,-31.587983876191615,-29.695973156378052,0.5,1.8920107198135596,3.7840214396271192,2.206374910182437,0.057445214918762505,0.006349839835913249,-30.911313324649626,0.9730462066328616,0.24229396163871156
53.0,-32.785282943173925,-30.784559281391548,0.5,2.0007236617823776,4.001447323564755,2.2961154188321133,0.06436082828157023,0.0077004805504482235,-32.168577884712185,1.0901875796564606,0.29383102366417496
54.0,-33.97744650673043,-31.850052518170948,0.5,2.1273939885594837,4.254787977118967,2.3854223715166554,0.07179080920145016,0.009268799637213998,-33.419768325539515,1.216041660969722,0.35367414639885003
55.0,-35.147901529178526,-32.890115627671904,0.5,2.2577859015066224,4.515571803013245,2.4742019628063425,0.07974368585463383,0.011077821902989895,-34.66357043302584,1.3507529066347095,0.4227018987192266
56.0,-36.28160563772687,-33.902524199975666,0.5,2.3790814377512013,4.758162875502403,2.5623687004936033,0.08822627231503063,0.013151428441271021,-35.89878646131079,1.4944367380799723,0.5018255232551531
57.0,-37.3687325204642,-34.885165318057446,0.5,2.483567202406751,4.967134404813502,2.649845005938354,0.09724368315911733,0.015514238429585612,-37.124329533617505,1.647179789488119,0.5919844260719392
58.0,-38.40518380186532,-35.83603613101068,0.5,2.5691476708546364,5.138295341709273,2.736560805148566,0.10679936126225217,0.01819148404217053,-38.339217913291215,1.8090403786287328,0.694141403651794
59.0,-39.39057708632551,-36.753242374029384,0.5,2.637334712296124,5.274669424592248,2.822453116341504,0.11689511728147363,0.021208880277995043,-39.54256922553201,1.9800491756449272,0.8092776758577069
60.0,-40.325512945819106,-37.63499685982773,0.5,2.6905160859913764,5.381032171982753,2.90746563873489,0.12753117932874172,0.024592491465225227,-40.73359469635894,2.160210044452569,0.9383877920786394
61.0,-41.20970843881951,-38.47961795608025,0.5,2.730090482739267,5.460180965478534,2.991548346447082,0.13870625137288858,0.028368596133086534,-41.9115934631513,2.3495010319923244,1.082474475078725
62.0,-42.04154377632751,-39.285528055597574,0.5,2.7560157207299354,5.512031441459871,3.0746570906292403,0.15041757896319818,0.032563551846399,-43.075947000520166,2.5478754815004505,1.2425434634221517
63.0,-42.81861843428044,-40.05125204003049,0.5,2.767366394249947,5.534732788499894,3.156753212299753,0.16266102093799714,0.037203661482352324,-44.22611369611858,2.755263247157788,1.4195984089303002
64.0,-43.538579731641384,-40.77541573362881,0.5,2.7631639980125704,5.526327996025141,3.237803167790545,0.17543112586380719,0.042315042298560084,-45.36162360314413,2.9715719888682237,1.6146358806470922
65.0,-44.19969727735163,-41.456744340718636,0.5,2.742952936632996,5.485905873265992,3.317778168236831,0.18872121204089295,0.047923499000856504,-46.48207338959032,3.1966885274471992,1.8286405214244834
66.0,-44.80103857773052,-42.09406085884929,0.5,2.7069777188812303,5.413955437762461,3.3966538341363663,0.20252345000639488,0.05405440187296247,-47.58712149862149,3.430480242116008,2.0625803976561907
67.0,-45.34235992474759,-42.68628445878353,0.5,2.6560754659640544,5.312150931928109,3.4744098656628712,0.21682894656398824,0.060732570881790855,-48.6764835296638,3.6727964938534385,2.3174025770268267
68.0,-45.82389059404059,-43.23242882246195,0.5,2.591461771578648,5.182923543157296,3.5510297291329755,0.2316278294670418,0.06798216652499692,-49.74992784580698,3.9234700598168404,2.594028963528198
69.0,-46.24613360616911,-43.7316004305927,0.5,2.5145331755764126,5.029066351152825,3.6265003597895156,0.24690933197874274,0.0758265880440761,-50.80727140979826,4.182318565679154,2.8933524135264133
70.0,-46.60972930414598,-44.18299679245323,0.5,2.4267325116927525,4.853465023385505,3.7008118808700625,0.2626618766262505,0.08428837948903035,-51.84837584819225,4.449145904313862,3.216233151425159
71.0,-46.91537870663838,-44.58590461171011,0.5,2.329474094928267,4.658948189856534,3.7739573387719836,0.2788731575554987,0.09338914399105891,-52.873143741013465,4.723743630776757,3.563495498526599
72.0,-47.163806689398015,-44.939697883462436,0.5,2.2241088059355776,4.448217611871155,3.845932453999278,0.29553022097803083,0.10314946647913016,-53.881515132521315,5.005892324969284,3.9359249240895937
73.0,-47.355746534351695,-45.24383591920989,0.5,2.1119106151417997,4.223821230283599,3.916735387477453,0.3126195432806234,0.11358884496554048,-54.87346425728144,5.2953629147125705,4.334265423358975
74.0,-47.49193419122941,-45.49786129795754,0.5,1.9940728932718692,3.9881457865437384,3.9863665217462576,0.3301271064420958,0.12472563042519227,-55.8489964746759,5.591917953208768,4.759217223509592
75.0,-47.57310637523066,-45.701397743152235,0.5,1.8717086320784204,3.743417264156841,4.054828256483339,0.3480384704694017,0.13657697520357462,-56.80814540418942,5.895312846012935,5.2114348150242495
76.0,-47.60000000070899,-45.85414792655083,0.5,1.745852074158161,3.491704148316322,4.1221248177713585,0.3663388426268339,0.14915878980932815,-57.75097025324168,6.205297023684502,5.691525303006358
77.0,-47.57335202910934,-45.95589120141569,0.5,1.6174608276936473,3.2349216553872946,4.188262080494021,0.3850131432879853,0.16248570787859098,-58.67755332895562,6.5216150572326725,6.200047070307252
78.0,-47.49389943201553,-46.006481268606414,0.5,1.487418163409114,2.974836326818228,4.253247403231159,0.4040460682901615,0.1765710590397479,-59.58799772503745,6.84400771431796,6.737508742113073
79.0,-47.362379183002,-46.005843780158365,0.5,1.356535402843634,2.713070805687268,4.317089475016392,0.4234221477154595,0.19142684935821802,-60.482425174851464,7.172212954926178,7.30436843976692
80.0,-47.17952825599982,-45.95397388582387,0.5,1.2255543701759501,2.4511087403519003,4.379798173322681,0.44312580106196653,0.20706374900097588,-61.360974061797585,7.505966865895801,7.9010333100779135
81.0,-46.94608362499685,-45.85093372877459,0.5,1.0951498962222608,2.1902997924445216,4.441384432648286,0.4631413888028335,0.22349108672895868,-62.22379757820056,7.845004534260702,8.527859315165266
82.0,-46.66278226398362,-45.69684989724658,0.5,0.9659323667370404,1.9318647334740808,4.501860123088183,0.4834532603606238,0.2407168508016919,-63.071062024095475,8.189060859872367,9.185151266976527
83.0,-46.33036114693441,-45.49191083934729,0.5,0.8384503075871178,1.6769006151742356,4.561237938292259,0.5040457985497345,0.2587476958616846,-63.90294523752206,8.537871308195921,9.873163089978847
84.0,-45.94955724778184,-45.23636424854985,0.5,0.713192999231995,1.42638599846399,4.61953129223083,0.5249034605611165,0.2775889553556704,-64.71963514820948,8.891172604537259,10.59209829512237
85.0,-45.521107540370274,-44.93051442757687,0.5,0.5905931127934044,1.1811862255868089,4.676754224209085,0.5460108155813626,0.29724465904495223,-65.52132844682875,9.248703371260795,11.342110647991076
86.0,-45.04574899837457,-44.57471963845071,0.5,0.47102935992385914,0.9420587198477183,4.7329213115954385,0.567352579152859,0.31771755515723116,-66.30822936231685,9.610204709805137,12.123305014061003
87.0,-44.5242185951673,-44.16938944644758,0.5,0.3548291487197148,0.7096582974394297,4.788047589752148,0.5889136443933284,0.33900913673676303,-67.0805485401047,9.975420729500975,12.93573836415615
88.0,-43.95725330361309,-43.714982065575185,0.5,0.24227123803790265,0.4845424760758053,4.842148478681298,0.6106791102021574,0.361119671757831,-67.8385020144273,10.344099025349093,13.779420923503023
89.0,-43.34559009576302,-43.21200171299206,0.5,0.13358838277095633,0.26717676554191266,4.895239715923833,0.6326343065876361,0.38404823657783804,-68.58231026823927,10.715991107030417,14.654317448216785
90.0,-42.689965942416706,-42.6609959795222,0.5,0.028969962894507602,0.057939925789015204,4.947337295273893,0.6547648172538741,0.40779275232021467,-69.3121973746025,11.090852781498583,15.560348613581722
91.0,-41.99111781251263,-42.06255322309676,0.5,-0.07143541058412957,-0.14287082116825914,4.9984574108949,0.6770564995890569,0.43235002379338133,-70.02839021375267,11.468444491554658,16.497392499101256
92.0,-41.24978267230061,-41.41729999159035,0.5,-0.16751731928973665,-0.3350346385794733,5.0486164064476995,0.699495502198021,0.45771578056971296,-70.7311177603844,11.848531612825852,17.465286155968187
93.0,-40.46669748424253,-40.725898481118996,0.5,-0.25920099687646647,-0.5184019937529329,5.097830728864101,0.7220682801220557,0.48388471986744436,-71.42061043601852,12.230884711568878,18.46382724333065
94.0,-39.642599205578875,-39.98904403543843,0.5,-0.3464448298595572,-0.6928896597191144,5.146116886421493,0.7447616078876981,0.5108505508983864,-72.09709952162753,12.615279765699354,19.49277572048974
95.0,-38.77822478649051,-39.20746269163819,0.5,-0.4292379051476834,-0.8584758102953668,5.193491410795787,0.7675625905241019,0.5386060403648354,-72.76081662599714,13.001498351411493,20.551855582947443
96.0,-37.87431116777472,-38.3819087768681,0.5,-0.5075976090933861,-1.0151952181867723,5.239970822790469,0.790458672685616,0.5671430588099234,-73.41199320559046,13.389327797702574,21.64075663101977
97.0,-36.93159527794545,-37.51316256037439,0.5,-0.5815672824289376,-1.1631345648578753,5.285571601459386,0.8134376460125629,0.5964526275465978,-74.05086013195807,13.778561311054792,22.759136260528898
98.0,-35.95081402965632,-36.60202796465816,0.5,-0.6512139350018419,-1.3024278700036838,5.330310156359385,0.8364876548590502,0.6265249659112359,-74.67764730299763,14.168998072456878,23.90662126588259
99.0,-34.93270431533442,-35.64933033911742,0.5,-0.7166260237830033,-1.4332520475660067,5.374202802687033,0.8595972005120711,0.657349538608411,-75.29258329461918,14.56044330887006,25.082809646631706
100.0,-33.87800300190036,-34.65591429908366,0.5,-0.7779112971833023,-1.5558225943666046,5.417265739070224,0.8827551440211943,0.6889151029334012,-75.89589504960566,14.952708341159294,26.287272409362703
101.0,-32.78744692443848,-33.62264163273216,0.5,-0.8351947082936874,-1.6703894165873747,5.459515027801544,0.9059507077530689,0.7212097556785181,-76.48780760068222,15.345610610424536,27.519555357525523
102.0,-31.661772878667538,-32.55038927792619,0.5,-0.8886163992586533,-1.7772327985173066,5.500966577315124,0.9291734757796062,0.7542209795481425,-77.06854382501707,15.73897368457602,28.779180862514863
103.0,-30.501717612048825,-31.440047370657375,0.5,-0.9383297586085486,-1.8766595172170972,5.541636126723083,0.9524133932033496,0.7879356889254221,-77.63832422757694,16.13262724690691,30.06564961001266
104.0,-29.308017813354557,-30.292517366360592,0.5,-0.9844995530060355,-1.968999106012071,5.581539232240544,0.9756607645181008,0.8223402748508176,-78.19736675094157,16.52640706832448,31.378442316256503
105.0,-28.081410100504645,-29.108710235025512,0.5,-1.027300134520868,-2.054600269041736,5.620691255340962,0.9989062510974643,0.8574206490890784,-78.74588660935986,16.920154964809363,32.71702140952498
106.0,-26.82263100646448,-27.88954473068825,0.5,-1.0669137242237734,-2.133827448447547,5.659107352494997,1.0221408678986428,0.8931622871767109,-79.28409614499148,17.31371874158219,34.080832672721044
107.0,-25.53241696298056,-26.63594573556972,0.5,-1.1035287725891594,-2.2070575451783188,5.696802466356976,1.0453559794635325,0.9295502703566014,-79.8122047044292,17.70695212536742,35.46930684349207
108.0,-24.21150428191423,-25.34884267884044,0.5,-1.137338396926215,-2.27467679385243,5.733791318273404,1.0685432952940286,0.9665693263200998,-80.33041853374311,18.099714686057098,36.88186116884557
109.0,-22.86062913391679,-24.029168029714825,0.5,-1.1685388957980334,-2.3370777915960668,5.770088401997158,1.0916948646734836,1.004203868689679,-80.83894069041648,18.491871748993223,38.31790091170844
110.0,-21.48052752417128,-22.67785586433721,0.5,-1.197328340165931,-2.394656680331862,5.805707978500094,1.1148030710013979,1.042438035187099,-81.33797097067043,18.88329429900482,39.7768208073284
111.0,-20.07193526490828,-21.295840505694876,0.5,-1.223905240786599,-2.447810481573198,5.840664071784946,1.1378606257037598,1.0812557244430197,-81.8277058507885,19.273858877257187,41.25800646783644
112.0,-18.635587944384035,-19.884055235588914,0.5,-1.2484672912048784,-2.496934582409757,5.874970465604976,1.1608605617770067,1.120640631414116,-82.30833844115915,19.663447471895058,42.76083573367517
113.0,-17.172220891989664,-18.443431077513953,0.5,-1.2712101855242877,-2.5424203710485753,5.9086407010071085,1.18379622701926,1.1605762813830451,-82.78005845185486,20.05194740338868,44.28467997095223
114.0,-15.682569139140362,-16.97489564913491,0.5,-1.2923265099945491,-2.5846530199890982,5.941688074620875,1.2066612769984288,1.201046062525116,-83.24305216866041,20.439251205422753,45.828905314102755
115.0,-14.167367375572635,-15.479372082903918,0.5,-1.312004707331283,-2.624009414662566,5.974125637621464,1.2294496678028852,1.2420332570332249,-83.69750243854513,20.82525650210241,47.39287385353881
116.0,-12.62734990065664,-13.957778013238848,0.5,-1.330428112582207,-2.660856225164414,6.005966195301134,1.2521556486167138,1.283521070799637,-84.14358866365838,21.20986588218775,48.975944768231784
117.0,-11.063250569308558,-12.411024628576733,0.5,-1.3477740592681744,-2.695548118536349,6.037222307188397,1.2747737541580626,1.3254926616594782,-84.58148680299936,21.592986771009475,50.577475403413146
118.0,-9.475802732065834,-10.840015786520999,0.5,-1.3642130544551652,-2.7284261089103303,6.067906287659195,1.2972987970158565,1.3679311662064724,-85.01136938097964,21.974531300662893,52.196822293795755
119.0,-7.865739168864852,-9.245647190231363,0.5,-1.379908021366511,-2.759816042733022,6.098030206989072,1.3197258599169774,1.410819725196467,-85.43340550216419,22.354416179024184,53.83334213290863
120.0,-6.233792016037186,-7.628805624137558,0.5,-1.3950136081003726,-2.790027216200745,6.127605892799273,1.3420502879531577,1.4541415075587671,-85.8477608715311,22.732562558084187,55.48639268930935
121.0,-4.580692686016328,-5.990368247014358,0.5,-1.4096755609980303,-2.8193511219960605,6.156644931853797,1.3642676807940761,1.4978797330391755,-86.25459781964835,23.10889590204852,57.155333670585485
122.0,-2.907171779221993,-4.331201940414753,0.5,-1.4240301611927597,-2.8480603223855194,6.1851586721678435,1.3863738849106073,1.5420176935020737,-86.65407533221322,23.483345855609695,58.83952753618877
123.0,-1.2139589875638004,-2.652162710437148,0.5,-1.4382037228733475,-2.876407445746695,6.2131582253916005,1.4083649858297553,1.5865387729218041,-87.04634908344899,23.855846112755888,60.538340260255964
124.0,0.4982170110198722,-0.9540951407855126,0.5,-1.4523121518053848,-2.9046243036107695,6.240654469436247,1.430237300440638,1.6314264660960724,-87.43157147289541,24.22633428644446,62.25114204566544
125.0,2.2286286675985836,0.7621681049253293,0.5,-1.4664605626732543,-2.9329211253465086,6.267658051311849,1.4519873693687688,1.6766643961162613,-87.8098916651675,24.59475177943235,63.977307990660485
126.0,3.976549687500006,2.4958067336594065,0.5,-1.4807429538405994,-2.961485907681199,6.294179390149688,1.4736119494339575,1.722236330631228,-88.1814556322985,24.961043656522847,65.71621870943504
127.0,5.74125516643895,4.2460132282797645,0.5,-1.4952419381591862,-2.9904838763183723,6.320228680383518,1.4951080062054407,1.7681261969425264,-88.54640619830907,25.325158518459325,67.46726090812952
128.0,7.522021738219501,6.011993209710984,0.5,-1.5100285285085175,-3.020057057017035,6.345815895067056,1.5164727066661212,1.8143180959701755,-88.90488308568564,25.687048377667118,69.22982791772951
129.0,9.318127734732666,7.792965757936359,0.5,-1.5251619767963074,-3.0503239535926148,6.3709507893064545,1.5377034119963198,1.8607963151287636,-89.25702296346901,26.046668536019812,71.00332018538556
130.0,11.128853359002111,9.588163693789987,0.5,-1.5406896652121236,-3.081379330424247,6.395642903788883,1.5587976704860345,1.9075453401543414,-89.6029594966901,26.40397746478223,72.78714572569787
131.0,12.953480872060279,11.396833823472363,0.5,-1.5566470485879147,-3.1132940971758294,6.419901568389762,1.579753210583419,1.954549865922806,-89.94282339690702,26.758936686860846,74.58072053351854
132.0,14.791294794467797,13.218237147676687,0.5,-1.5730576467911106,-3.146115293582221,6.443735905842996,1.6005679340859968,2.0017948063006084,-90.27674247362523,27.111510661471918,76.38346895983001
133.0,16.64158212332076,15.051649037175034,0.5,-1.5899330861457264,-3.1798661722914527,6.46715483545985,1.6212399094800245,2.049265303068556,-90.60484168639891,27.461666671319076,78.19482405225486
134.0,18.503632565621775,16.896359376665636,0.5,-1.6072731889561405,-3.214546377912281,6.4901670768836155,1.6417673654324922,2.096946733959218,-90.92724319743391,27.809374712356416,80.01422786174312
135.0,20.376738788923472,18.751672678635575,0.5,-1.6250661102878972,-3.2501322205757943,6.512781153868403,1.662148684439266,2.1448247198480535,-91.24406642452848,28.15460738619638,81.84113171696767
136.0,22.26019669018624,20.61690816894645,0.5,-1.6432885212397936,-3.2865770424795873,6.53500539807142,1.6823823966320919,2.1928851311379245,-91.5554280942033,28.49733979520856,83.67499646794118
137.0,24.153305683825135,22.491399845793037,0.5,-1.6619058380320992,-3.3238116760641985,6.5568479528494645,1.7024671737464445,2.2411140933759195,-91.86144229489011,28.83754944034306,85.51529270034008
138.0,26.055369009955758,24.374496513641734,0.5,-1.6808724963140234,-3.3617449926280467,6.57831677705083,1.7224018232515121,2.2894979921408245,-92.16222053005657,29.17521612170012,87.36150092199819
139.0,27.965694063883113,26.26556179369065,0.5,-1.7001322701924646,-3.400264540384929,6.5994196487952905,1.7421852826429647,2.338023477238641,-92.45787177116362,29.510321841857166,89.21311172299711
140.0,29.883592747913255,28.163974112350633,0.5,-1.7196186355626204,-3.439237271125241,6.6201641692351245,1.7618166138986735,2.386677466242806,-92.74850251035758,29.842850711956,91.06962591075221
141.0,31.80838184660322,30.069126669182943,0.5,-1.7392551774202791,-3.4785103548405583,6.640557766291125,1.781294998096997,2.4354471474146737,-93.03421681281154,30.172788860543648,92.93055462145082
142.0,33.73938342660163,31.98042738567836,0.5,-1.7589560409232672,-3.5179120818465344,6.660607698358332,1.8006197301968283,2.4843199820389823,-93.31511636864275,30.50012434515327,94.79541940916783
143.0,35.67592526226912,33.89729883621012,0.5,-1.7786264260590006,-3.557252852118001,6.680321057976519,1.8197902139781943,2.5332837062079343,-93.59130054433612,30.824847066604566,96.66375231394167
144.0,37.61734128830585,35.819178162433204,0.5,-1.7981631258726472,-3.5963262517452943,6.699704775461339,1.8388059571418633,2.582326332086421,-93.86286643361657,31.14694868599758,98.5350959100522
145.0,39.562972080651484,37.745516972356,0.5,-1.8174551082954862,-3.6349102165909724,6.718765622492379,1.8576665665661047,2.631436148689972,-94.12990890771766,31.466422544368466,100.4090033357052
146.0,41.512165366962165,39.67578122524916,0.5,-1.8363841417130027,-3.6727682834260054,6.7375102156549485,1.8763717437184622,2.6806017222057372,-94.39252066500208,31.783263584971007,102.28503830528024
147.0,43.464276568008046,41.609451103513315,0.5,-1.8548254644947333,-3.7096509289894666,6.755945019932799,1.8949212802201634,2.729811895885917,-94.65079227989463,32.0974682781435,104.16277510526444
148.0,45.418669371375756,43.546020872568356,0.5,-1.8726484988074006,-3.745296997614801,6.774076352149318,1.9133150535606331,2.779055789541734,-94.90481225109336,32.40903454871834,106.04179857494337
149.0,47.37471633890064,45.48499872978213,0.5,-1.8897176091185124,-3.7794352182370248,6.791910384355217,1.931553022959327,2.8283227986650985,-95.15466704903105,32.717961705926854,107.92170407288633
150.0,49.33179954929422,47.42590664340261,0.5,-1.9058929058916056,-3.8117858117832113,6.809453147161148,1.9496352253719917,2.8776025932039744,-95.40044116256523,33.02425037575067,109.80209743021717
151.0,51.289311277475726,49.3682801824165,0.5,-1.9210310950592344,-3.842062190118469,6.826710533013493,1.967561771638373,2.92688511601629,-95.64221714487194,33.32790243566895,111.68259489161947
