source,vud,vud_sigma,vus,vus_sigma,vub,vub_sigma,first_row_sum_reported,first_row_sigma_reported,first_row_sum_from_elements,first_row_sigma_uncorrelated,delta_ckm_reported,abs_z_reported,abs_z_uncorrelated_elements,sigma_required_for_watch_pass,sigma_gap_watch_minus_reported,watch_resolution_status,hard_z_threshold,watch_z_threshold,hard_pass,watch_pass,status
PDG 2024 CKM review (Eq.12.7/12.8/12.12; first-row line),0.97367,0.00032,0.22431,0.00085,0.00382,0.0002,0.9984,0.0007,0.9983628374000001,0.0007305662479573225,-0.0016000000000000458,2.2857142857143513,2.1900820144287763,0.0008000000000000229,0.00010000000000002292,watch_locked_by_current_primary_source_precision,3.0,2.0,True,False,watch
