candidate_id,before_mix,sat_scale_mev,sat_scale_multiplier,branch_pivot_mev,branch_gain,sign_blend,holdout_p95_abs_z_qbeta,holdout_p95_abs_z_logft,holdout_max_abs_z_qbeta,train_p95_abs_z_qbeta,overfit_gap_qbeta,overfit_guard_pass,n_holdout_q_rows,n_holdout_logft_rows,split_rows_holdout,mapping_delta_abs_median_mev,mapping_delta_abs_p95_mev,is_pareto_front,norm_holdout_p95_abs_z_qbeta,norm_overfit_gap_qbeta,score_weighted,rank_weighted
cand_0082,0.8,9.007081731534507,1.0,2.0,2.0,0.0,6288.382199859851,11.20965326972168,298686.52529435157,3854.658047977778,2433.7241518820733,False,1269,52,1269,1.2238039637679194,3.8061872199476574,False,9.131992904386596e-06,0.022881288164616844,0.006870778844418123,4
cand_0083,0.8,9.007081731534507,1.0,2.0,2.0,0.05,6561.358190980346,9.664110434131972,300732.355560958,3879.3257534230625,2682.0324375572836,False,1269,53,1269,1.2203494851246859,3.8947448666841,False,0.18316879685337464,0.16595306535453408,0.17800407740372245,25
cand_0084,0.8,9.007081731534507,1.0,3.0,1.2,0.0,6288.410384673756,11.205866912582794,298684.47058837564,3853.274130996053,2435.1362536777033,False,1269,52,1269,0.6851689916135965,3.612314920702962,False,2.8043257033377847e-05,0.023694921559589858,0.007128106747800321,5
cand_0085,0.8,9.007081731534507,1.0,3.0,1.2,0.05,6561.7277940660115,9.663392855803508,300730.336705092,3910.4277606341348,2651.3000334318767,False,1269,53,1269,0.6769514517912563,3.688420370778518,False,0.1834167907411301,0.148245481962444,0.17286539810752427,22
cand_0086,0.8,9.007081731534507,1.0,3.0,1.6,0.0,6288.3937651565275,12.698915515040959,298685.4260734649,3894.381242987801,2394.0125221687263,False,1269,54,1269,0.9054251464441239,3.5707414919959026,True,1.6892000861507043e-05,0.0,1.1824400603054929e-05,1
cand_0087,0.8,9.007081731534507,1.0,3.0,1.6,0.05,6561.515924159115,11.043054140281182,300731.2479861495,3918.690488342569,2642.8254358165455,False,1269,59,1269,0.9021228792427016,3.623509036523294,False,0.18327463164141597,0.14336253680216526,0.17130100318964075,21
cand_0088,0.8,9.007081731534507,1.0,3.0,2.0,0.0,6288.368589795562,13.130272811127563,298686.0912895395,3878.0549451137067,2410.3136446818553,False,1269,73,1269,1.258923437937818,3.7974888045533564,True,0.0,0.00939247984336101,0.002817743953008303,2
cand_0089,0.8,9.007081731534507,1.0,3.0,2.0,0.05,6561.2255117460945,13.625547916167775,300731.82453919895,3939.668668504197,2621.5568432418977,False,1269,86,1269,1.2501779690533699,3.8188205629192646,False,0.1830797725989715,0.13110786986783943,0.1674882017796319,20
cand_0090,0.8,10.358143991264683,1.15,1.0,1.2,0.0,6355.386746619562,11.1401290887743,300671.87400038383,3844.9935918545084,2510.393154765053,False,1269,52,1269,0.6484021644827725,3.500930309696162,False,0.04496740937935405,0.06705690021887828,0.05159425663121132,17
cand_0091,0.8,10.358143991264683,1.15,1.0,1.2,0.05,6746.804025152497,9.6263780638409,302934.778034264,3884.116533269862,2862.687491882635,False,1269,53,1269,0.6515159854088621,3.545473759456768,False,0.30759804316664646,0.2700439925275272,0.29633182797491064,43
