T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,residual_1e-8_per_K,z,Cv_low_J_per_molK,Cv_high_J_per_molK,contrib_low_1e-8_per_K,contrib_high_1e-8_per_K
71.0,-46.91537870663838,-34.059553061928234,0.5,12.855825644710142,25.711651289420285,4.0528304963274815,0.09338914399105891,-38.199051941009806,4.139498879081568
72.0,-47.163806689398015,-34.462307023325586,0.5,12.701499666072428,25.402999332144855,4.141462674977313,0.10314946647913016,-39.03443481699185,4.5721277936662625
73.0,-47.355746534351695,-34.827987666951394,0.5,12.527758867400296,25.055517734800592,4.229354930758076,0.11358884496554048,-39.86284371463122,5.034856047679824
74.0,-47.49193419122941,-35.15565306272079,0.5,12.336281128508624,24.672562257017248,4.316493628188349,0.12472563042519227,-40.68415011573218,5.528497053011388
75.0,-47.57310637523066,-35.444429445001894,0.5,12.12867693022876,24.25735386045752,4.402866726952745,0.13657697520357462,-41.49824053698145,6.053811091979555
76.0,-47.60000000070899,-35.693511982590834,0.5,11.906488018118154,23.812976036236307,4.488463660398202,0.14915878980932815,-42.30501538474206,6.6115034021512304
77.0,-47.57335202910934,-35.90216527838312,0.5,11.671186750726212,23.342373501452425,4.573275223782008,0.16248570787859098,-43.10438790175998,7.202222623376849
78.0,-47.49389943201553,-36.06972360369916,0.5,11.424175828316372,22.848351656632744,4.657293471521317,0.1765710590397479,-43.896283198712254,7.826559595013097
79.0,-47.362379183002,-36.195590874750245,0.5,11.166788308251752,22.333576616503503,4.740511622731852,0.19142684935821802,-44.680637363883136,8.485046489132884
80.0,-47.17952825599982,-36.27924038089034,0.5,10.900287875109475,21.80057575021895,4.82292397438465,0.20706374900097588,-45.457396644642266,9.178156263751916
81.0,-46.94608362499685,-36.320214276086496,0.5,10.625869348910358,21.251738697820716,4.904525821451117,0.22349108672895868,-46.226516694789666,9.906302418703175
82.0,-46.66278226398362,-36.318122846494724,0.5,10.344659417488899,20.689318834977797,4.9853133834488155,0.2407168508016919,-46.98796188222942,10.669839035734697
83.0,-46.33036114693441,-36.27264356816366,0.5,10.057717578770749,20.115435157541498,5.065283736841993,0.2587476958616846,-47.741704651825884,11.469061083662227
84.0,-45.94955724778184,-36.18351996973952,0.5,9.766037278042319,19.532074556084638,5.144434752791945,0.2775889553556704,-48.4877249386836,12.30420496894408
85.0,-45.521107540370274,-36.0505603156196,0.5,9.47054722475067,18.94109444950134,5.222765039790447,0.29724465904495223,-49.22600962745145,13.17544931183185
86.0,-45.04574899837457,-35.87363612536137,0.5,9.172112873013196,18.344225746026392,5.3002738907483025,0.31771755515723116,-49.95655205361757,14.082915928256195
87.0,-44.5242185951673,-35.652680545281186,0.5,8.87153804988611,17.74307609977222,5.376961234145475,0.33900913673676303,-50.679351543085765,15.02667099780458
88.0,-43.95725330361309,-35.38768658813757,0.5,8.569566715475522,17.139133430951045,5.452827588883459,0.361119671757831,-51.394412986646614,16.00672639850905
89.0,-43.34559009576302,-35.07870525658417,0.5,8.266884839178847,16.533769678357693,5.527874022511475,0.38404823657783804,-52.1017464462477,17.023041189663523
90.0,-42.689965942416706,-34.725843565741705,0.5,7.964122376675003,15.928244753350006,5.602102112527764,0.40779275232021467,-52.80136679024766,18.075523224505957
91.0,-41.99111781251263,-34.32926247977802,0.5,7.661855332734604,15.323710665469209,5.675513910483954,0.43235002379338133,-53.49329335508981,19.164030875311788
92.0,-41.24978267230061,-33.88917477683967,0.5,7.360607895460941,14.721215790921882,5.748111908645727,0.45771578056971296,-54.17754963106975,20.28837485423008
93.0,-40.46669748424253,-33.40584285605341,0.5,7.060854628189123,14.121709256378246,5.819899008986162,0.48388471986744436,-54.854162970088886,21.44832011403548
94.0,-39.642599205578875,-32.87957649963257,0.5,6.763022705946304,13.526045411892609,5.890878494309195,0.5108505508983864,-55.52316431348522,22.64358781385265
95.0,-38.77822478649051,-32.310730602394045,0.5,6.467494184096468,12.934988368192936,5.961054001319894,0.5386060403648354,-56.184587938213035,23.873857335818993
96.0,-37.87431116777472,-31.699702880236217,0.5,6.1746082875385,12.349216575077,6.030429495476079,0.5671430588099234,-56.83847121981258,25.138768339576362
97.0,-36.93159527794545,-31.04693156835089,0.5,5.88466370959456,11.76932741918912,6.099009247471943,0.5964526275465978,-57.484854410761585,26.437922842410696
98.0,-35.95081402965632,-30.35289311915314,0.5,5.5979209105031815,11.195841821006363,6.166797811218435,0.6265249659112359,-58.12378043293429,27.770887313781145
99.0,-34.93270431533442,-29.61809990913494,0.5,5.314604406199479,10.629208812398957,6.233800003199105,0.657349538608411,-58.75529468302452,29.137194773889586
100.0,-33.87800300190036,-28.843097963065407,0.5,5.034905038834953,10.069810077669906,6.300020883091421,0.6889151029334012,-59.37944484989634,30.53634688683093
101.0,-32.78744692443848,-28.028464703200434,0.5,4.758982221238044,9.517964442476089,6.365465735554613,0.7212097556785181,-59.99628074292925,31.96781603972882
102.0,-31.661772878667538,-27.17480673042228,0.5,4.486966148245259,8.973932296490519,6.43014005309473,0.7542209795481425,-60.60585413051675,33.43104740009447
103.0,-30.501717612048825,-26.282757643511264,0.5,4.21895996853756,8.43791993707512,6.4940495199264285,0.7879356889254221,-61.20821858795915,34.925460944447885
104.0,-29.308017813354557,-25.352975902060344,0.5,3.955041911294215,7.91008382258843,6.557199996758647,0.8223402748508176,-61.803429354064306,36.45045345200396
105.0,-28.081410100504645,-24.386142737883738,0.5,3.695267362620905,7.39053472524181,6.6195975064384305,0.8574206490890784,-62.39154319583676,38.00540045795302
106.0,-26.82263100646448,-23.38296011914503,0.5,3.4396708873194473,6.8793417746388945,6.6812482203936385,0.8931622871767109,-62.97261828069644,39.589658161551405
107.0,-25.53241696298056,-22.34414877083299,0.5,3.1882681921475684,6.376536384295137,6.74215844582051,0.9295502703566014,-63.54671405571788,41.20256528488489
108.0,-24.21150428191423,-21.27044625465907,0.5,2.941058027255157,5.882116054510314,6.8023346135674405,0.9665693263200998,-64.11389113343157,42.843444878772495
109.0,-22.86062913391679,-20.162605110923305,0.5,2.6980240229934864,5.396048045986973,6.861783266670643,1.004203868689679,-64.67421118376923,44.51160607284593
110.0,-21.48052752417128,-19.02139106441095,0.5,2.4591364597603325,4.918272919520665,6.920511049501492,1.042438035187099,-65.22773683177469,46.20634576736375
111.0,-20.07193526490828,-17.847581295925178,0.5,2.224353968983101,4.448707937966202,6.978524697488711,1.0812557244430197,-65.77453156073248,47.92695026480731
112.0,-18.635587944384035,-16.641962780645894,0.5,1.9936251637381397,3.9872503274762794,7.035831027381986,1.120640631414116,-66.3146596203998,49.6726968397539
113.0,-17.172220891989664,-15.40533069411822,0.5,1.7668901978714444,3.533780395742889,7.09243692802637,1.1605762813830451,-66.84818594005264,51.44285524593443
114.0,-15.682569139140362,-14.138486886321063,0.5,1.5440822528192992,3.0881645056385985,7.148349351619293,1.201046062525116,-67.37517604608082,53.236689159759756
115.0,-14.167367375572635,-12.842238423946077,0.5,1.3251289516265583,2.6502579032531166,7.203575305424352,1.2420332570332249,-67.89569598388796,55.05345755994188
116.0,-12.62734990065664,-11.517396200723722,0.5,1.1099536999329178,2.2199073998658356,7.258121843917849,1.283521070799637,-68.40981224387058,56.89241604314685
117.0,-11.063250569308558,-10.164773615376925,0.5,0.8984769539316326,1.7969539078632653,7.311996061346463,1.3254926616594782,-68.91759169127201,58.752818075895085
118.0,-9.475802732065834,-8.785185316537468,0.5,0.6906174155283643,1.3812348310567286,7.36520508467506,1.3679311662064724,-69.41910149971362,60.633916183176154
119.0,-7.865739168864852,-7.379446013760914,0.5,0.48629315510393845,0.9725863102078769,7.417756066906052,1.410819725196467,-69.91440908822781,62.5349630744669
120.0,-6.233792016037186,-5.9483693535845275,0.5,0.2854226624526583,0.5708453249053166,7.469656180752434,1.4541415075587671,-70.40358206162475,64.45521270804022
121.0,-4.580692686016328,-4.492766859411735,0.5,0.08792582660459286,0.17585165320918572,7.5209126126478685,1.4978797330391755,-70.88668815403565,66.39392129462392
122.0,-2.907171779221993,-3.0134469338670695,0.5,-0.10627515464507635,-0.2125503092901527,7.571532557078456,1.5420176935020737,-71.36379517548824,68.35034824162116
123.0,-1.2139589875638004,-1.5112139221402723,0.5,-0.297254934576472,-0.594509869152944,7.6215232112213505,1.5865387729218041,-71.83497096137415,70.32375703923388
124.0,0.4982170110198722,0.013132765256406704,0.5,-0.48508424576346554,-0.9701684915269311,7.670891769876892,1.6314264660960724,-72.30028332468288,72.31341608993928
125.0,2.2286286675985836,1.558799471992705,0.5,-0.6698291956058788,-1.3396583912117577,7.719645420680611,1.6766643961162613,-72.7598000108736,74.3185994828663
126.0,3.976549687500006,3.1249990594159076,0.5,-0.8515506280840983,-1.7031012561681966,7.767791339583642,1.722236330631228,-73.21358865527684,76.33858771469275
127.0,5.74125516643895,4.710951615837795,0.5,-1.0303035506011557,-2.0606071012023115,7.815336686588956,1.7681261969425264,-73.66171674290722,78.372668358745
128.0,7.522021738219501,6.315885113443567,0.5,-1.2061366247759342,-2.4122732495518684,7.862288601733178,1.8143180959701755,-74.10425157059105,80.4201366840346
129.0,9.318127734732666,7.939036014692136,0.5,-1.3790917200405293,-2.7581834400810585,7.908654201302774,1.8607963151287636,-74.54126021130276,82.48029622599489
130.0,11.128853359002111,9.579649830092094,0.5,-1.5492035289100166,-3.098407057820033,7.95444057427492,1.9075453401543414,-74.97280948061918,84.55245931071127
131.0,12.953480872060279,11.236981629250627,0.5,-1.716499242809652,-3.432998485619304,7.999654778973186,1.954549865922806,-75.3989659051984,86.63594753444902
132.0,14.791294794467797,12.910296507090388,0.5,-1.8809982873774103,-3.7619965747548205,8.044303839928993,2.0017948063006084,-75.81979569319809,88.73009220028848
133.0,16.64158212332076,14.598870007126145,0.5,-2.042712116194615,-4.08542423238923,8.088394744939874,2.049265303068556,-76.23536470654888,90.83423471367502
134.0,18.503632565621775,16.30198850367612,0.5,-2.201644061945654,-4.403288123891308,8.131934442316114,2.096946733959218,-76.64573843500308,92.94772693867921
135.0,20.376738788923472,18.01894954486277,0.5,-2.357789244060701,-4.715578488121402,8.174929838307664,2.1448247198480535,-77.05098197188273,95.06993151674551
136.0,22.26019669018624,19.74906215823455,0.5,-2.5111345319516922,-5.0222690639033845,8.217387794703507,2.1928851311379245,-77.45115999145291,97.20022214968746
137.0,24.153305683825135,21.491647120805816,0.5,-2.661658563019321,-5.323317126038642,8.25931512659591,2.2411140933759195,-77.84633672784915,99.33798384865497
138.0,26.055369009955758,23.2460371952817,0.5,-2.809331814674057,-5.618663629348114,8.300718600302345,2.2894979921408245,-78.23657595549105,101.48261315077275
139.0,27.965694063883113,25.011577334190196,0.5,-2.954116729692918,-5.908233459385836,8.341604931438258,2.338023477238641,-78.6219409709175,103.63351830510771
140.0,29.883592747913255,26.78762485361143,0.5,-3.095967894301825,-6.19193578860365,8.381980783133793,2.386677466242806,-79.00249457597891,105.79011942959035
141.0,31.80838184660322,28.57354957813935,0.5,-3.234832268463873,-6.469664536927746,8.42185276438813,2.4354471474146737,-79.3782990623263,107.95184864046566
142.0,33.73938342660163,30.36873395867495,0.5,-3.370649467926673,-6.741298935853346,8.46122742855517,2.4843199820389823,-79.7494161971385,110.11815015581347
143.0,35.67592526226912,32.17257316459599,0.5,-3.503352097673129,-7.006704195346258,8.500111271954719,2.5332837062079343,-80.11590721003219,112.2884803746282
144.0,37.61734128830585,33.984475151801924,0.5,-3.63286613650393,-7.26573227300786,8.5385107326032,2.582326332086421,-80.47783278109847,114.46230793290039
145.0,39.562972080651484,35.803860708084294,0.5,-3.759111372567194,-7.518222745134388,8.576432189058485,2.631436148689972,-80.83525303001507,116.63911373809935
146.0,41.512165366962165,37.630163477218,0.5,-3.882001889744166,-7.764003779488332,8.613881959373407,2.6806017222057372,-81.18822750618298,118.81839098340099
147.0,43.464276568008046,39.462829963123646,0.5,-4.001446604884404,-8.002893209768809,8.650866300152954,2.729811895885917,-81.53681517984023,120.99964514296389
148.0,45.418669371375756,41.301319515395605,0.5,-4.117349855980151,-8.234699711960301,8.68739140570995,2.779055789541734,-81.88107443410387,123.18239394949947
149.0,47.37471633890064,43.14510429744358,0.5,-4.2296120414570595,-8.459224082914119,8.723463407314545,2.8283227986650985,-82.22106305789623,125.36616735533981
150.0,49.33179954929422,44.99366923844084,0.5,-4.338130310853384,-8.676260621706769,8.75908837253315,2.8776025932039744,-82.55683823971428,127.55050747815513
151.0,51.289311277475726,46.846511970227766,0.5,-4.442799307247961,-8.885598614495922,8.794272304651875,2.92688511601629,-82.88845656219533,129.7349685324231
152.0,53.24665471215816,48.703142750264895,0.5,-4.543511961893263,-9.087023923786527,8.829021142180723,2.9761605810262917,-83.21597399744385,131.91911674770876
153.0,55.203244713283254,50.56308437168484,0.5,-4.640160341598421,-9.280320683196843,8.8633407584341,3.025419471106073,-83.53944590307776,134.10253027476261
154.0,57.15850861094442,52.42587206144269,0.5,-4.732636549501737,-9.465273099003474,8.897236961183927,3.0746525357040344,-83.85892701895885,136.28479908040154
155.0,59.11188704748257,54.291053367520355,0.5,-4.820833679962216,-9.641667359924432,8.930715492381335,3.1238507882409787,-84.17447146456973,138.4655248320901
156.0,61.06283486448858,56.158188036090934,0.5,-4.904646828397645,-9.80929365679529,8.963782027943562,3.173005503293564,-84.48613273700522,140.64432077309615
157.0,63.01082203649547,58.02684787951092,0.5,-4.983974156984553,-9.967948313969107,8.99644217760235,3.222108213583907,-84.79396370954348,142.8208115890544
158.0,64.95533465319981,59.89661663595701,0.5,-5.058718017242803,-10.117436034485605,9.028701484810568,3.2711507067930636,-85.09801663076591,144.99463326672293
159.0,66.89587595210833,61.76708982149072,0.5,-5.12878613061761,-10.25757226123522,9.060565426703901,3.320125022215388,-85.39834312419603,147.16543294568675
160.0,68.83196740356846,63.63787457528771,0.5,-5.1940928282807475,-10.388185656561495,9.092039414114291,3.369023447269686,-85.69499418842625,149.33286876371395
161.0,70.76314985019738,65.50858949872904,0.5,-5.254560351468344,-10.509120702936688,9.123128791632558,3.4178385138823506,-85.98802019770793,151.49660969643696
162.0,72.68898470276429,67.37886448902113,0.5,-5.310120213743161,-10.620240427486323,9.153838837716897,3.466562994756817,-86.27747090297416,153.6563353919953
163.0,74.60905519456449,69.24834056796246,0.5,-5.360714626602031,-10.721429253204063,9.184174764844894,3.5151898995427793,-86.56339543327245,155.81173600123492
164.0,76.52296769619488,71.11666970645243,0.5,-5.406297989742453,-10.812595979484906,9.214141719706259,3.5637124709180035,-86.84584229758134,157.96251200403378
165.0,78.4303530922744,72.9835146452925,0.5,-5.446838446981905,-10.89367689396381,9.243744783433907,3.6121241805946545,-87.12485938698842,160.10837403228092
166.0,80.33086822087914,74.84854871280734,0.5,-5.482319508071806,-10.964639016143613,9.272988971870829,3.6604187252614793,-87.40049397720553,162.24904269001286
167.0,82.22419737500137,76.71145563977231,0.5,-5.512741735229057,-11.025483470458115,9.301879235870665,3.708590022472399,-87.67279273140194,164.38424837117427
168.0,84.11005386284715,78.57192937211265,0.5,-5.538124490734505,-11.07624898146901,9.330420461629629,3.7566322064914868,-87.94180170333271,166.51373107544538
169.0,85.98818161983992,80.42967388180422,0.5,-5.5585077380357095,-11.117015476071419,9.358617471047836,3.804539624103628,-88.20756634074434,168.63724022254854
170.0,87.85835685941744,82.28440297638114,0.5,-5.5739538830362925,-11.147907766072585,9.38647502211791,3.852306830399551,-88.47013148903746,170.7545344654186
171.0,89.72038974190255,84.13584010742927,0.5,-5.58454963447327,-11.16909926894654,9.413997809339138,3.89992858454341,-88.7295413951704,172.8653815025997
172.0,91.57412603112664,85.98371817841979,0.5,-5.590407852706852,-11.180815705413703,9.441190464155067,3.947399845530468,-88.98583971178367,174.96955789020345
173.0,93.41944869805428,87.82777935220751,0.5,-5.591669345846765,-11.18333869169353,9.468057555413216,3.994715767941914,-89.2390695015328,177.0668488537403
174.0,95.25627942130959,89.6677748585077,0.5,-5.588504562801885,-11.17700912560377,9.49460358984486,4.041871697703465,-89.48927324161053,179.15704810011823
175.0,97.08457992918034,91.50346480162871,0.5,-5.5811151275516275,-11.162230255103255,9.52083301256359,4.088863167853734,-89.7364928284458,181.2399576300745
176.0,98.90435312991718,93.33461796872963,0.5,-5.569735161187551,-11.139470322375102,9.546750207580992,4.135685894328082,-89.98076958256422,183.31538755129384
177.0,100.71564399005533,95.16101163884306,0.5,-5.554632351212263,-11.109264702424525,9.57235949833807,4.182335771763074,-90.22214425359684,185.3831558924399
178.0,102.51854014485055,96.98243139289283,0.5,-5.536108751957712,-11.072217503915423,9.597665148251142,4.2288088693264685,-90.46065702542542,187.44308841831824
179.0,104.31317225665215,98.79867092490896,0.5,-5.5145013317431975,-11.029002663486395,9.622671361270738,4.275101426576973,-90.69634752145014,189.49501844635907
180.0,106.09971416450212,100.60953185463677,0.5,-5.490182309865355,-10.98036461973071,9.647382282452401,4.321209849357991,-90.92925480996958,191.53878666460633
181.0,107.87838287057245,102.41482354170999,0.5,-5.463559328862448,-10.927118657724897,9.671801998538255,4.367130705728936,-91.1594174096622,193.5742409513722
182.0,109.64943835696987,104.21436290155096,0.5,-5.435075455418924,-10.870150910837848,9.695934538548126,4.412860721937546,-91.38687329515774,195.6012361967087
183.0,111.41318308730922,106.0079742231418,0.5,-5.405208864167414,-10.810417728334828,9.719783874379301,4.458396778436244,-91.61165990269022,197.61963412583205
184.0,113.16996079560849,107.79548898880236,0.5,-5.374471806806123,-10.748943613612246,9.743353921413679,4.503735905945339,-91.8338141358204,199.6293031246228
185.0,114.92015379677153,109.57674569608663,0.5,-5.343408100684895,-10.68681620136979,9.7666485391318,4.548875281565493,-92.05337237122326,201.6301180673099
186.0,116.66417760359774,111.35158968191713,0.5,-5.312587921680605,-10.62517584336121,9.789671531732392,4.593812224941841,-92.27037046452728,203.62196014644442
187.0,118.40247119292495,113.11987294904237,0.5,-5.28259824388257,-10.56519648776514,9.812426648756945,4.6385441944815975,-92.48484375620141,205.60471670524382
188.0,120.1354809717221,114.88145399490794,0.5,-5.254026976814155,-10.50805395362831,9.834917585718369,4.683068783626977,-92.69682707748018,207.57828107238814
189.0,121.86363653632174,116.63619764302288,0.5,-5.227438893298854,-10.454877786597708,9.857147984732821,4.7273837171850905,-92.90635475631895,209.54255239934182
190.0,123.58731688045648,118.38397487687368,0.5,-5.2033420035828,-10.4066840071656,9.879121435154463,4.771486847715936,-93.11346062337658,211.49743550025025
191.0,125.30680692054233,120.12466267645887,0.5,-5.182144244083463,-10.364288488166926,9.900841474211948,4.81537615197988,-93.31817801801458,213.44284069447346
192.0,127.02224607687698,121.85814385748425,0.5,-5.164102219392735,-10.32820443878547,9.922311587646329,4.8590497274454645,-93.52053979430956,215.37868365179384
193.0,128.73357300378984,123.58430691326397,0.5,-5.149266090525874,-10.298532181051748,9.94353521034967,4.902505788858412,-93.72057832707229,217.30488524033626
194.0,130.44047302300353,125.30304585936395,0.5,-5.137427163639597,-10.274854327279193,9.964515727003805,4.9457426648725304,-93.91832551786814,219.2213713772321
195.0,132.1423368325509,127.01426008100835,0.5,-5.128076751542553,-10.256153503085105,9.985256472718866,4.988758794742903,-94.1138128010355,221.12807288204385
196.0,133.83824001134406,128.71785418328324,0.5,-5.12038582806083,-10.24077165612166,10.005760733670797,5.031552725081967,-94.30707114969444,223.02492533297766
197.0,135.5269521622708,130.4137378441399,0.5,-5.113214318130893,-10.226428636261787,10.02603174773767,5.074123106678504,-94.49813108174416,224.91186892588405
198.0,137.20698192505446,132.10182567021943,0.5,-5.105156254835036,-10.210312509670072,10.046072705134167,5.116468691379886,-94.68702266584323,226.78884833606264
199.0,138.87665962715084,133.78203705549717,0.5,-5.094622571653681,-10.189245143307362,10.065886749044035,5.1585883290375065,-94.8737755273706,228.65581258286775
200.0,140.53425357267417,135.45429604275154,0.5,-5.07995752992263,-10.15991505984526,10.085476976249831,5.200480964515359,-95.05841885436108,230.51271489711263
201.0,142.1781098594132,137.11853118785183,0.5,-5.059578671561383,-10.119157343122765,10.104846437759932,5.242145634761629,-95.24098140341518,232.359512591267
202.0,143.8068003740621,138.77467542685972,0.5,-5.0321249472024006,-10.064249894404801,10.123998139432201,5.2835814659430556,-95.42149150557728,234.196166932437
203.0,145.4192604402082,140.42266594592968,0.5,-4.996594494278543,-9.993188988557087,10.142935042594274,5.3247876706417125,-95.59997707218199,236.02264301811167
204.0,147.014897362076,142.06244405400005,0.5,-4.9524533080759365,-9.904906616151873,10.161660064659818,5.365763545113904,-95.77646560066263,237.8389096546627
205.0,148.59365413668067,143.69395505825076,0.5,-4.899699078429911,-9.799398156859821,10.180176079740882,5.406508466610627,-95.9509841803227,239.64493923857347
206.0,150.1560185292327,145.3171481423118,0.5,-4.838870386920915,-9.67774077384183,10.19848591925583,5.4470218907591805,-96.12355949806592,241.44070764037772
207.0,151.7029755123632,146.93197624719616,0.5,-4.770999265167032,-9.541998530334064,10.216592372532737,5.487303349005242,-96.29421784408328,243.22619409127944
208.0,153.23590932033562,148.53839595493503,0.5,-4.6975133654005825,-9.395026730801165,10.23449818740812,5.527352446114949,-96.46298511749642,245.00138107243146
209.0,154.7564685204667,150.1363673748876,0.5,-4.620101145579102,-9.240202291158203,10.252206070820407,5.567168857736174,-96.62988683195111,246.7662542068387
210.0,156.26641225659642,151.72585403269076,0.5,-4.540558223905678,-9.081116447811356,10.269718689398688,5.6067523280183735,-96.79494812116641,248.52080215385715
211.0,157.76745740535785,153.30682276182674,0.5,-4.46063464353111,-8.92126928706222,10.287038670045812,5.646102667290286,-96.95819374443052,250.26501650625727
212.0,159.2611447135789,154.87924359776807,0.5,-4.381901115810816,-8.763802231621632,10.30416860051622,5.685219749794664,-97.11964809204707,251.99889168981514
213.0,160.74873761551171,156.44308967466694,0.5,-4.305647940844781,-8.611295881689562,10.32111102998827,5.724103511479225,-97.27933519072937,253.7224248653963
214.0,162.2311613993941,157.9983371245611,0.5,-4.232824274833006,-8.465648549666012,10.337868469630498,5.762753947843107,-97.43727870893765,255.43561583349876
215.0,163.7089839478392,159.54496497904722,0.5,-4.164018968791987,-8.328037937583973,10.354443393162578,5.801171111837842,-97.59350196216621,257.13846694121344
216.0,165.18243357833472,161.0829550733955,0.5,-4.099478504939191,-8.198957009878383,10.370838237410041,5.8393551118220985,-97.74802791817181,258.83098299156734
217.0,166.65144540931266,162.61229195306225,0.5,-4.039153456250405,-8.07830691250081,10.387055402853042,5.877306109569237,-97.90087920214593,260.51317115520817
218.0,168.11572558622947,164.13296278255928,0.5,-3.982762803670202,-7.965525607340404,10.40309725416922,5.9150243183268065,-98.05207810183146,262.18504088439073
219.0,169.5748225874366,165.64495725664926,0.5,-3.9298653307873472,-7.8597306615746945,10.418966120770223,5.9525100009271394,-98.20164657257948,263.84660382922874
220.0,171.02819630382405,167.14826751381545,0.5,-3.879928790008581,-7.759857580017162,10.434664297332201,5.989763467947997,-98.34960624234941,265.4978737561649
221.0,172.47527805825632,168.6428880519736,0.5,-3.8323900062827185,-7.664780012565437,10.450194044320092,6.026785075922471,-98.4959784166505,267.1388664686241
222.0,173.91551756778549,170.12881564638536,0.5,-3.7867019214001383,-7.573403842800277,10.465557588505401,6.063575225597169,-98.64078408342202,268.7695997298074
223.0,175.3484155119761,171.6060492697273,0.5,-3.7423662422487878,-7.4847324844975756,10.480757123477906,6.100134360237738,-98.78404391785625,270.39009318758355
224.0,176.77354248515132,173.0745900142748,0.5,-3.6989524708765336,-7.397904941753067,10.495794810151109,6.136462963980778,-98.92577828716254,272.00036830143733
225.0,178.19054650594055,174.53444101617015,0.5,-3.65610548977039,-7.31221097954078,10.510672777260975,6.172561560231339,-99.06600725526802,273.60044827143815
226.0,179.59915193420113,175.98560738171713,0.5,-3.613544552484014,-7.227089104968028,10.525393121858727,6.208430710104882,-99.20475058746231,275.19035796917944
227.0,180.99915272464804,177.42809611567637,0.5,-3.571056608971681,-7.142113217943362,10.539957909796998,6.2440710109129585,-99.34202775497967,276.77012387065605
228.0,182.3904026109114,178.86191605150964,0.5,-3.5284865594017587,-7.056973118803517,10.554369176209827,6.279483094691555,-99.47785793952309,278.3397739910327
229.0,183.77280425365674,180.28707778354035,0.5,-3.485726470116377,-6.971452940232754,10.56862892598609,6.314667626771269,-99.61226003772651,279.8993378212669
230.0,185.14629876309638,181.7035936009829,0.5,-3.4427051621134575,-6.885410324226915,10.582739134236821,6.349625304388349,-99.74525266555949,281.44884626654243
231.0,186.51085643326024,183.11147742380768,0.5,-3.3993790094525633,-6.798758018905127,10.59670174675607,6.384356855335773,-99.87685416267078,282.98833158647847
232.0,187.86646906602422,184.5107447403959,0.5,-3.3557243256283154,-6.711448651256631,10.61051868047546,6.418863036653373,-100.00708259667282,284.5178273370687
233.0,189.21314393805832,185.9014125469483,0.5,-3.311731391110015,-6.62346278222003,10.624191823912541,6.4531446333561915,-100.13595576736753,286.0373683143158
234.0,190.55089926504044,187.28349928860732,0.5,-3.2673999764331336,-6.534799952866267,10.637723037612814,6.487202457200171,-100.26349121091249,287.5469904995198
235.0,191.87976092011905,188.6570248022535,0.5,-3.2227361178655474,-6.445472235731095,10.651114154585594,6.521037345484288,-100.38970620392907,289.04673100618254
236.0,193.19976013784583,190.02201026094122,0.5,-3.1777498769046373,-6.355499753809275,10.66436698073364,6.554650159888353,-100.51461776755185,290.53662802849306
237.0,194.51093195280367,191.37847811992864,0.5,-3.132453832875031,-6.264907665750062,10.677483295276794,6.588041785345503,-100.63824267142152,292.01672079135017
238.0,195.81331416185233,192.72645206427467,0.5,-3.086862097577696,-6.173724195155392,10.690464851169223,6.621213128948683,-100.76059743761749,293.4870495018921
239.0,197.10694664501014,194.06595695795696,0.5,-3.0409896870531825,-6.081979374106365,10.7033133755109,6.654165118890222,-100.88169834453619,294.94765530249316
240.0,198.39187092339478,195.39701879448032,0.5,-2.9948521289144496,-5.989704257828899,10.716030569952872,6.6868987034337035,-101.00156143071091,296.3985802251912
241.0,199.66812986896076,196.7196646489355,0.5,-2.948465220025268,-5.896930440050536,10.72861811109674,6.719414849917345,-101.12020249857692,297.8398671475124
242.0,200.93576750878654,198.03392263148095,0.5,-2.9018448773055696,-5.803689754611139,10.741077650888,6.75171454378815,-101.23763711817887,299.27155974965984
243.0,202.19482888694844,199.33982184219937,0.5,-2.855007044749043,-5.710014089498086,10.753410817003738,6.7837987876659,-101.35388063082493,300.6937024730243
244.0,203.44535996095092,200.63739232731186,0.5,-2.8079676336390835,-5.615935267278167,10.765619213234451,6.815668600436502,-101.46894815268551,302.10634047999736
245.0,204.68740751882626,201.9266650367005,0.5,-2.7607424821257514,-5.521484964251503,10.777704419859953,6.847325016373623,-101.58285457833635,303.5095196150369
246.0,205.9210191087768,203.20767178271882,0.5,-2.713347326057942,-5.426694652115884,10.789667994019888,6.8787690842882085,-101.69561458425063,304.9032863669695
247.0,207.14624297672322,204.48044520024789,0.5,-2.6657977764753458,-5.3315955529506915,10.801511470078331,6.910001866704855,-101.8072426322355,306.28768783248336
248.0,208.36312800916946,205.74501870797405,0.5,-2.6181093011953944,-5.236218602390789,10.813236359982994,6.941024439064614,-101.91775297281764,307.6627716807917
249.0,209.57172367995594,207.0014264708525,0.5,-2.5702972091034235,-5.140594418206847,10.824844153618807,6.9718378889533135,-102.02715964857593,309.0285861194284
250.0,210.77208000010972,208.24970336372962,0.5,-2.5223766363800877,-5.044753272760175,10.836336319156002,7.002443315354898,-102.13547649742213,310.38517986115176
251.0,211.9642474703438,209.4898849360886,0.5,-2.4743625342552105,-4.948725068510421,10.847714303393122,7.0328418279289915,-102.24271715583397,311.73260209192256
252.0,213.14827703593286,210.72200737789652,0.5,-2.4262696580363383,-4.852539316072677,10.858979532094132,7.063034546312087,-102.34889506203241,313.07090243992894
