T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv_debye_J_per_molK,A_eff_obs_alpha_over_Cv_mol_per_J,A_eff_model_mol_per_J,residual_1e-8_per_K,rel_residual
381.0,315.424985499113,325.8890751324438,0.5,21.910353376150653,1.4396161489684235e-07,1.4873748019380327e-07,10.464089633330781,0.03317457435013564
382.0,315.940439619792,326.32271454425467,0.5,21.924807406957434,1.441018084015343e-07,1.488372091426911e-07,10.382274924462651,0.03286149420111225
383.0,316.45296544307956,326.75211548421674,0.5,21.93916184778955,1.4424113721325383e-07,1.4893555084336015e-07,10.29915004113719,0.032545594972437385
384.0,316.9625852955006,327.1773225109985,0.5,21.95341757617225,1.443796093231173e-07,1.490325236951305e-07,10.21473721549788,0.03222694945516928
385.0,317.4693213020746,327.5983797865908,0.5,21.967575460440607,1.4451723262486387e-07,1.4912814587869867e-07,10.129058484516177,0.031905629315527775
386.0,317.97319538821296,328.01533107704734,0.5,21.981636359847368,1.4465401491630393e-07,1.4922243535800398e-07,10.04213568883439,0.03158170510748229
387.0,318.47422928160364,328.4282197533332,0.5,21.995601124670074,1.447899639007391e-07,1.4931540988210184e-07,9.953990471729584,0.03125524628533756
388.0,318.9724445140812,328.8370887922549,0.5,22.00947059631609,1.4492508718836258e-07,1.4940708698704236e-07,9.864644278173719,0.03092632121624613
389.0,319.4678624234843,329.24198077749065,0.5,22.023245607426897,1.4505939229763218e-07,1.494974839977539e-07,9.774118354006347,0.030594997192706183
390.0,319.96050415549826,329.6429379007075,0.5,22.03692698198107,1.4519288665661973e-07,1.495866180299307e-07,9.682433745209298,0.030261340445018527
391.0,320.45039066548446,330.04000196275683,0.5,22.05051553539558,1.4532557760434042e-07,1.4967450599192352e-07,9.589611297272382,0.029925416153675093
392.0,320.93754272029514,330.43321437495285,0.5,22.064012074626103,1.4545747239205759e-07,1.497611645866326e-07,9.495671654657686,0.029587288461709802
393.0,321.42198090007463,330.8226161604332,0.5,22.07741739826625,1.4558857818456432e-07,1.4984661031340237e-07,9.400635260358555,0.029247020487006063
394.0,321.90372560004596,331.20824795558434,0.5,22.090732296645037,1.457189020614469e-07,1.4993085946991698e-07,9.304522355538387,0.02890467433452115
395.0,322.3827970322835,331.5901500115478,0.5,22.103957551923774,1.4584845101832253e-07,1.5001392815409587e-07,9.207352979264279,0.028560311108480927
396.0,322.85921522747117,331.96836219578574,0.5,22.117093938191104,1.459772319680607e-07,1.5009583226598915e-07,9.109146968314576,0.028213990924486104
397.0,323.3330000366466,332.3429239937207,0.5,22.130142221557534,1.4610525174197916e-07,1.5017658750967134e-07,9.009923957074149,0.027865772921579185
398.0,323.80417113293043,332.7138745104271,0.5,22.143103160247986,1.462325170910255e-07,1.5025620939513384e-07,8.909703377496681,0.027515715274214318
399.0,324.2727480132421,333.08125247239525,0.5,22.15597750469416,1.4635903468693214e-07,1.5033471324017447e-07,8.808504459153182,0.027163875204195314
400.0,324.73875000000004,333.4450962293378,0.5,22.16876599762465,1.4648481112335948e-07,1.5041211417228454e-07,8.70634622933777,0.02681030899249864
401.0,325.20219624280884,333.80544375606434,0.5,22.18146937415496,1.4660985291701307e-07,1.5048842713053188e-07,8.6032475132555,0.0264550719910636
402.0,325.66310572013083,334.1623326543988,0.5,22.194088361875746,1.4673416650874648e-07,1.5056366686744007e-07,8.499226934268014,0.026098218634480818
403.0,326.121497240944,334.5158001551483,0.5,22.20662368094007,1.468577582646451e-07,1.50637847950863e-07,8.394302914204347,0.025739802451607466
404.0,326.5773894463851,334.8658831201205,0.5,22.219076044149723,1.4698063447709063e-07,1.507109847658542e-07,8.288493673735411,0.025379876077110203
405.0,327.0308008113789,335.2126180441857,0.5,22.23144615704045,1.4710280136580855e-07,1.5078309151653082e-07,8.181817232806821,0.02501849126292491
406.0,327.4817496462524,335.55604105737876,0.5,22.243734717965907,1.4722426507889914e-07,1.5085418222793115e-07,8.074291411126323,0.024655698889627337
407.0,327.9302540983353,335.89618792704323,0.5,22.25594241818078,1.4734503169385025e-07,1.5092427074786604e-07,7.965933828707931,0.024291548977726264
408.0,328.37633215354583,336.2330940600138,0.5,22.268069941922793,1.4746510721853397e-07,1.509933707487632e-07,7.8567619064679795,0.02392609069886994
409.0,328.8200016379625,336.5667945048328,0.5,22.280117966493638,1.475844975921871e-07,1.510614957295042e-07,7.74679286687031,0.02355937238696229
410.0,329.26128021938166,336.8973239540028,0.5,22.29208716233899,1.4770320868637499e-07,1.511286590172537e-07,7.6360437346211345,0.023191441549195696
411.0,329.70018540886053,337.22471674626996,0.5,22.30397819312748,1.478212463059397e-07,1.5119487376928074e-07,7.524531337409431,0.022822344876992636
412.0,330.1367345622466,337.5490068689377,0.5,22.31579171582863,1.4793861618993334e-07,1.5126015297477149e-07,7.412272306691074,0.02245212825685566
413.0,330.5709448816926,337.8702279602098,0.5,22.327528380789957,1.4805532401253492e-07,1.5132450945663327e-07,7.299283078517161,0.02208083678113177
414.0,331.00283341715766,338.18841331155653,0.5,22.339188831812873,1.4817137538395394e-07,1.5138795587328935e-07,7.185579894398864,0.021708514758672744
415.0,331.4324170678942,338.503595870111,0.5,22.350773706227944,1.482867758513174e-07,1.5145050472046454e-07,7.07117880221677,0.021335205725420133
416.0,331.8597125839213,338.81580824108346,0.5,22.362283634968954,1.4840153089954404e-07,1.51512168332961e-07,6.956095657162185,0.020960952454881412
417.0,332.28473656748395,339.1250826901998,0.5,22.37371924264615,1.4851564595220356e-07,1.5157295888642399e-07,6.840346122715837,0.02058579696851837
418.0,332.70750547449876,339.4314511461604,0.5,22.385081147618667,1.4862912637236175e-07,1.5163288839909756e-07,6.723945671661608,0.020209780546044765
419.0,333.1280356159856,339.7349452031146,0.5,22.396369962065826,1.4874197746341304e-07,1.5169196873356957e-07,6.606909587129017,0.01983294373561868
420.0,333.54634315948607,340.03559612315416,0.5,22.407586292057687,1.4885420446989898e-07,1.5175021159850624e-07,6.489252963668111,0.019455326363944748
421.0,333.96244413046793,340.33343483882265,0.5,22.418730737624777,1.4896581257831309e-07,1.5180762855037544e-07,6.370990708354747,0.019076967546284383
422.0,334.3763544137167,340.62849195563655,0.5,22.429803892826786,1.4907680691789405e-07,1.5186423099515908e-07,6.252137541919868,0.01869790569635864
423.0,334.788089754713,340.9207977546228,0.5,22.440806345820647,1.4918719256140436e-07,1.51920030190054e-07,6.132707999909846,0.018318178536169127
424.0,335.1976657609973,341.210382194863,0.5,22.451738678927438,1.492969745258991e-07,1.5197503724516147e-07,6.0127164338656405,0.01793782310570393
425.0,335.60509790352125,341.49727491605177,0.5,22.462601468698768,1.4940615777348004e-07,1.5202926312516478e-07,5.892177012530536,0.01755687577256172
426.0,336.01040151798554,341.7815052410617,0.5,22.473395285982104,1.4951474721203957e-07,1.5208271865099515e-07,5.771103723076143,0.017175372241466858
427.0,336.41359180616485,342.0631021785185,0.5,22.484120695985535,1.496227476959908e-07,1.5213541450148535e-07,5.649510372353632,0.01679334756370002
428.0,336.8146838372204,342.3420944253796,0.5,22.494778258341444,1.497301640269887e-07,1.5218736121501148e-07,5.527410588159243,0.01641083614641514
429.0,337.21369254899867,342.6185103695214,0.5,22.50536852716962,1.4983700095463768e-07,1.5223856919112212e-07,5.40481782052275,0.0160278717618722
430.0,337.6106327493177,342.8923780923276,0.5,22.51589205113938,1.499432631771893e-07,1.522890486921552e-07,5.281745343009902,0.015644487556562527
431.0,338.0055191172411,343.1637253712858,0.5,22.526349373531236,1.5004895534222785e-07,1.5233880984484233e-07,5.1582062540447255,0.015260716060247356
432.0,338.3983662043388,343.43257968258246,0.5,22.536741032297464,1.5015408204734625e-07,1.523878626419003e-07,5.034213478243644,0.014876589194889255
433.0,338.78918843593556,343.69896820369917,0.5,22.54706756012199,1.5025864784081153e-07,1.5243621694361018e-07,4.909779767763571,0.014492138283485992
434.0,339.1780001123474,343.9629178160155,0.5,22.557329484479897,1.5036265722221762e-07,1.5248388247938303e-07,4.7849177036680945,0.014107394058822111
435.0,339.5648154101045,344.2244551074016,0.5,22.567527327695498,1.5046611464313198e-07,1.525308688493133e-07,4.659639697297082,0.013722386672098137
436.0,339.9496483831636,344.48360637482097,0.5,22.577661607000493,1.5056902450772752e-07,1.5257718552571866e-07,4.533957991657341,0.013337145701492335
437.0,340.3325129641071,344.740397626921,0.5,22.58773283459069,1.5067139117340914e-07,1.5262284185466726e-07,4.407884662813872,0.012951700160597782
438.0,340.7134229653298,344.9948545866292,0.5,22.597741517682604,1.5077321895142642e-07,1.5266784705749144e-07,4.281431621299372,0.01256607850678968
439.0,341.0923920802151,345.2470026937401,0.5,22.607688158568948,1.5087451210748036e-07,1.5271221023228853e-07,4.154610613524968,0.0121803086494756
440.0,341.46943388429753,345.49686710750007,0.5,22.617573254673594,1.5097527486231874e-07,1.5275594035540845e-07,4.027433223202553,0.011794417958262105
441.0,341.8445618364156,345.7444727091892,0.5,22.627397298605988,1.510755113923225e-07,1.527990462829278e-07,3.8999108727735674,0.011408433271025118
442.0,342.2177892798508,345.9898441046928,0.5,22.637160778214593,1.5117522583008387e-07,1.5284153675211086e-07,3.7720548248419594,0.011022380901880402
443.0,342.58912944345695,346.23300562707266,0.5,22.646864176639994,1.512744222649748e-07,1.5288342038285743e-07,3.643876183615713,0.010636286649069293
444.0,342.95859544277664,346.4739813391259,0.5,22.65650797236711,1.513731047437073e-07,1.529247056791369e-07,3.5153858963492577,0.010250175802740034
445.0,343.3262002811471,346.7127950359396,0.5,22.666092639276872,1.5147127727088494e-07,1.5296540103040935e-07,3.38659475479249,0.009864073152643853
446.0,343.691956850795,346.9494702474369,0.5,22.675618646697274,1.515689438095459e-07,1.5300551471303318e-07,3.257513396641908,0.009478002995735141
447.0,344.05587793391913,347.1840302409152,0.5,22.685086459453846,1.5166610828169727e-07,1.5304505489165934e-07,3.128152306996028,0.009091989143684488
448.0,344.4179762037628,347.41649802357,0.5,22.69449653791915,1.5176277456884372e-07,1.5308402962061238e-07,2.9985218198071966,0.008706054930283971
449.0,344.7782642256753,347.64689634501934,0.5,22.70384933806236,1.5185894651250364e-07,1.5312244684525774e-07,2.8686321193440802,0.008320223218788558
450.0,345.1367544581618,347.8752476998092,0.5,22.713145311497602,1.5195462791472145e-07,1.5316031440335638e-07,2.7384932416474155,0.007934516409145238
451.0,345.4934592539236,348.10157432991014,0.5,22.722384905531893,1.5204982253857135e-07,1.5319764002640536e-07,2.6081150759865284,0.007548956445133944
452.0,345.8483908608862,348.3258982272066,0.5,22.73156856321267,1.5214453410865158e-07,1.532344313409657e-07,2.4775073663204625,0.0071635648214336016
453.0,346.2015614232179,348.5482411359705,0.5,22.74069672337447,1.5223876631157386e-07,1.5327069586997674e-07,2.346679712752548,0.006778362590582956
454.0,346.55298298233845,348.7686245553281,0.5,22.74976982068542,1.5233252279644264e-07,1.533064410340571e-07,2.2156415729896284,0.006393370369870818
455.0,346.9026674779152,348.9870697417053,0.5,22.758788285692475,1.524258071753314e-07,1.5334167415279279e-07,2.0844022637900617,0.0060086083481118244
456.0,347.25062674885123,349.20359771127363,0.5,22.767752544867033,1.5251862302374617e-07,1.5337640244601185e-07,1.9529709624223968,0.005624096292372948
457.0,347.5968725342621,349.41822924237164,0.5,22.77666302064918,1.526109738810874e-07,1.534106330350461e-07,1.8213567081095223,0.005239853554579936
458.0,347.94141647444263,349.6309848779189,0.5,22.785520131491833,1.527028632511019e-07,1.5344437294397963e-07,1.6895684034762033,0.004855899078057318
459.0,348.284270111824,349.8418849278145,0.5,22.794324291904186,1.5279429460232933e-07,1.5347762910088416e-07,1.5576148159904772,0.004472251403976333
460.0,348.6254448919208,350.0509494713243,0.5,22.80307591249479,1.5288527136854103e-07,1.535104083390418e-07,1.425504579403568,0.004088928677726022
461.0,348.96495216426797,350.2581983594514,0.5,22.811775400013932,1.529757969491734e-07,1.5354271739815458e-07,1.2932461951834036,0.003705948655195135
462.0,349.30280318334866,350.4636512172912,0.5,22.820423157395528,1.5306587470975463e-07,1.5357456292554099e-07,1.1608480339425453,0.003323328708968927
463.0,349.639009109512,350.6673274463753,0.5,22.829019583798573,1.531555079823252e-07,1.5360595147732007e-07,1.0283183368632778,0.00294108583445045
464.0,349.9735810098815,350.8692462269987,0.5,22.837565074648108,1.532447000658515e-07,1.5363688951958249e-07,0.8956652171171938,0.0025592366559003344
465.0,350.3065298592541,351.0694265205301,0.5,22.846060021675534,1.53333454226635e-07,1.5366738342954884e-07,0.7628966612760129,0.0021777974323873694
466.0,350.6378665409895,351.26788707171414,0.5,22.85450481295885,1.534217736987119e-07,1.5369743949671572e-07,0.630020530724643,0.0017967840636829617
467.0,350.96760184789105,351.4646464109447,0.5,22.862899832961656,1.5350966168425308e-07,1.537270639239887e-07,0.4970445630536617,0.0014162120960358052
468.0,351.2957464830768,351.65972285653794,0.5,22.871245462572553,1.5359712135395147e-07,1.5375626282880325e-07,0.363976373461112,0.001036096727913687
469.0,351.62231106084147,351.8531345169769,0.5,22.87954207914336,1.5368415584740876e-07,1.5378504224423305e-07,0.2308234561354117,0.0006564528156333974
470.0,351.9473061075099,352.0448992931496,0.5,22.88779005652743,1.5377076827351323e-07,1.5381340812008587e-07,0.09759318563974352,0.0002772948789383021
471.0,352.2707420622818,352.23503488056235,0.5,22.895989765116944,1.5385696171081535e-07,1.5384136632398747e-07,-0.03570718171943594,-0.00010136289352444399
472.0,352.5926292780664,352.42355877154586,0.5,22.904141571880416,1.5394273920789373e-07,1.5386892264245297e-07,-0.1690705065205417,-0.0004795066387709626
473.0,352.9129780223104,352.6104882574355,0.5,22.912245840399024,1.5402810378372074e-07,1.538960827819464e-07,-0.30248976487491114,-0.0008571228141567192
474.0,353.2317984778156,352.7958404307423,0.5,22.92030293090309,1.5411305842801866e-07,1.5392285236992794e-07,-0.43595804707324515,-0.0012341981920991328
475.0,353.54910074354865,352.97963218730456,0.5,22.928313200307866,1.5419760610161303e-07,1.5394923695588953e-07,-0.5694685562441201,-0.0016107198548842904
476.0,353.8648948354429,353.16188022842255,0.5,22.936277002248943,1.542817497367798e-07,1.539752420123782e-07,-0.7030146070203762,-0.0019866751895445795
477.0,354.1791906871908,353.3426010629751,0.5,22.944194687117083,1.5436549223758923e-07,1.5400087293600816e-07,-0.8365896242156717,-0.0023620518828124585
478.0,354.4919981510292,353.52181100952396,0.5,22.952066602093005,1.5444883648024224e-07,1.5402613504846063e-07,-0.970187141505186,-0.002736837916132154
479.0,354.80332699851544,353.6995261983939,0.5,22.959893091181264,1.5453178531340503e-07,1.540510335974724e-07,-1.1038008001215278,-0.00311102156075934
480.0,355.11318692129635,353.8757625737454,0.5,22.967674495244328,1.5461434155853517e-07,1.5407557375781284e-07,-1.2374243475509403,-0.0034845913729055363
481.0,355.42158753186794,354.05053589561766,0.5,22.975411152035466,1.546965080102081e-07,1.540997606322493e-07,-1.3710516362502996,-0.0038575361889839287
482.0,355.728538364329,354.22386174196987,0.5,22.98310339623221,1.5477828743643306e-07,1.5412359925250149e-07,-1.5046766223591168,-0.004229845120882772
483.0,356.0340488751248,354.3957555106887,0.5,22.990751559468382,1.5485968257897067e-07,1.5414709458018407e-07,-1.638293364436146,-0.004601507551348719
484.0,356.33812844378497,354.56623242159185,0.5,22.998355970366564,1.5494069615364137e-07,1.5417025150773875e-07,-1.7718960221931541,-0.004972513129401711
485.0,356.6407863736519,354.73530751841,0.5,23.00591695456993,1.550213308506307e-07,1.5419307485935478e-07,-1.9054788552418642,-0.005342851765825509
486.0,356.94203189260344,354.90299567074715,0.5,23.013434834773378,1.5510158933479274e-07,1.5421556939187866e-07,-2.039036221856269,-0.005712513628738948
487.0,357.24187415376605,355.0693115760296,0.5,23.020909930754737,1.5518147424594607e-07,1.5423773979571306e-07,-2.1725625777364734,-0.006081489139208095
488.0,357.5403222362225,355.2342697614375,0.5,23.02834255940554,1.552609881991664e-07,1.5425959069570466e-07,-2.306052474785025,-0.006449768966929119
489.0,357.83738514571036,355.3978845858123,0.5,23.035733034761005,1.5534013378507748e-07,1.542811266520217e-07,-2.4395005598980743,-0.006817344025987438
490.0,358.1330718153151,355.56017024155716,0.5,23.04308166803034,1.554189135701342e-07,1.5430235216102044e-07,-2.5729015737579277,-0.007184205470654612
491.0,358.4273911061541,355.7211407565105,0.5,23.05038876762603,1.5549733009690524e-07,1.5432327165610164e-07,-2.706250349643601,-0.007550344691268589
492.0,358.72035180805506,355.88080999580916,0.5,23.057654639193274,1.555753858843493e-07,1.5434388950855606e-07,-2.8395418122459066,-0.007915753310158704
493.0,359.01196264022656,356.03919166373225,0.5,23.064879585638916,1.5565308342808834e-07,1.5436421002840005e-07,-2.972770976494311,-0.008280423177634855
494.0,359.3022322519217,356.19629930552384,0.5,23.07206390715973,1.557304252006787e-07,1.5438423746520087e-07,-3.1059329463978567,-0.00864434636804638
495.0,359.5911692230952,356.3521463092074,0.5,23.07920790127103,1.5580741365187479e-07,1.5440397600889163e-07,-3.239022913887817,-0.00900751517587542
496.0,359.87878206505326,356.5067459073736,0.5,23.086311862834247,1.5588405120889322e-07,1.5442342979057643e-07,-3.3720361576796667,-0.009369922111913013
497.0,360.16507922109696,356.6601111789575,0.5,23.09337608408468,1.559603402766704e-07,1.544426028833254e-07,-3.504968042139454,-0.009731559899475528
498.0,360.4500690671592,356.81225505099593,0.5,23.100400854658673,1.5603628323811835e-07,1.544614993029601e-07,-3.6378140161632193,-0.010092421470684808
499.0,360.73375991243375,356.96319030036926,0.5,23.10738646162056,1.5611188245437554e-07,1.5448012300882893e-07,-3.770569612064501,-0.010452499962797459
500.0,361.01616000000007,357.1129295555252,0.5,23.11433318948932,1.561871402650557e-07,1.5449847790457295e-07,-3.9032304444748034,-0.010811788714596052
501.0,361.29727750743905,357.26148529818516,0.5,23.12124132026472,1.5626205898849314e-07,1.545165678388823e-07,-4.035792209253889,-0.011170281262832909
502.0,361.5771205474447,357.40886986503807,0.5,23.128111133453604,1.563366409219827e-07,1.5453439660624287e-07,-4.168250682406589,-0.011527971338716515
503.0,361.8556971684276,357.55509544940975,0.5,23.134942906095233,1.5641088834202028e-07,1.5455196794767397e-07,-4.300601719017834,-0.011884852864472373
504.0,362.1330153551133,357.7001741029259,0.5,23.141736912787064,1.5648480350453522e-07,1.5456928555145626e-07,-4.432841252187339,-0.012240919949926207
505.0,362.40908302913425,357.84411773714606,0.5,23.14849342570941,1.5655838864512533e-07,1.5458635305385088e-07,-4.564965291988175,-0.012596166889175885
506.0,362.68390804961535,357.9869381251967,0.5,23.155212714650816,1.566316459792819e-07,1.5460317403980938e-07,-4.696969924418691,-0.01295058815726708
507.0,362.9574982137536,358.1286469033694,0.5,23.16189504703197,1.5670457770261936e-07,1.546197520436744e-07,-4.828851310384218,-0.013304178406972606
508.0,363.2298612573918,358.26925557271966,0.5,23.168540687930378,1.5677718599109524e-07,1.5463609054987205e-07,-4.960605684672152,-0.013656932465574381
509.0,363.5010048555864,358.4087755006408,0.5,23.175149900104234,1.568494730012303e-07,1.5465219299359472e-07,-5.092229354945639,-0.014008845331717052
510.0,363.77093662316906,358.5472179224198,0.5,23.181722944015924,1.569214408703267e-07,1.546680627614758e-07,-5.223718700749244,-0.014359912172314367
511.0,364.0396641153031,358.6845939427854,0.5,23.18826007785569,1.5699309171668013e-07,1.5468370319225537e-07,-5.355070172517667,-0.014710128319483188
512.0,364.30719482803346,358.82091453743084,0.5,23.194761557564544,1.570644276397924e-07,1.5469911757743766e-07,-5.486280290602631,-0.015059489267546196
513.0,364.5735361988317,358.95619055452954,0.5,23.201227636857386,1.5713545072057802e-07,1.5471430916193978e-07,-5.617345644302136,-0.01540799067005933
514.0,364.83869560713475,359.09043271622636,0.5,23.207658567245357,1.5720616302157165e-07,1.5472928114473238e-07,-5.748262890908357,-0.015755628336908092
515.0,365.1026803748787,359.2236516201206,0.5,23.21405459805837,1.5727656658712946e-07,1.5474403667947183e-07,-5.879028754758032,-0.0161023982314279
516.0,365.3654977670264,359.35585774072973,0.5,23.220415976467198,1.573466634436296e-07,1.547585788751244e-07,-6.00964002629666,-0.0164482964675791
517.0,365.6271549920904,359.48706143093676,0.5,23.22674294750522,1.5741645559967005e-07,1.547729107965821e-07,-6.140093561153668,-0.016793319307168243
518.0,365.8876592026501,359.6172729234246,0.5,23.23303575409006,1.5748594504626345e-07,1.5478703546527093e-07,-6.270386279225541,-0.017137463157107007
519.0,366.14701749586345,359.74650233209513,0.5,23.239294637045024,1.5755513375702896e-07,1.5480095585975086e-07,-6.400515163768313,-0.01748072456671212
520.0,366.4052369139736,359.8747596534712,0.5,23.245519835120085,1.5762402368838263e-07,1.548146749163083e-07,-6.530477260502418,-0.01782310022505403
521.0,366.6623244448105,360.0020547680832,0.5,23.251711585012742,1.5769261677972495e-07,1.548281955295404e-07,-6.66026967672729,-0.018164586958346694
522.0,366.91828702228696,360.12839744184475,0.5,23.25787012138875,1.5776091495362515e-07,1.5484152055293237e-07,-6.789889580442225,-0.018505181727368633
523.0,367.1731315268902,360.2537973274101,0.5,23.263995676902518,1.5782892011600365e-07,1.548546527994266e-07,-6.9193341994800805,-0.018844881624932672
524.0,367.42686478616747,360.3782639655146,0.5,23.270088482217062,1.5789663415631363e-07,1.5486759504198477e-07,-7.048600820652872,-0.019183683873401493
525.0,367.6794935752079,360.50180678630755,0.5,23.276148766024207,1.5796405894771705e-07,1.548803500141423e-07,-7.177686788900378,-0.01952158582222427
526.0,367.93102461711817,360.62443511066317,0.5,23.2821767550641,1.5803119634726148e-07,1.5489292041055564e-07,-7.306589506454967,-0.019858584945530097
527.0,368.18146458349435,360.7461581514825,0.5,23.288172674144807,1.5809804819605272e-07,1.5490530888754238e-07,-7.435306432011839,-0.02019467883974832
528.0,368.4308200948883,360.86698501497733,0.5,23.294136746161506,1.5816461631942626e-07,1.5491751806361414e-07,-7.56383507991101,-0.020529865221272654
529.0,368.6790977212695,360.98692470194084,0.5,23.300069192115483,1.5823090252711652e-07,1.5492955052000245e-07,-7.692173019328688,-0.020864141924162354
530.0,368.92630398248224,361.1059861090086,0.5,23.305970231133212,1.5829690861342178e-07,1.5494140880117758e-07,-7.820317873473611,-0.021197506897867993
531.0,369.172445348698,361.2241780298973,0.5,23.31184008048467,1.5836263635737099e-07,1.549530954153608e-07,-7.948267318800656,-0.021529958205015014
532.0,369.41752824086336,361.34150915663605,0.5,23.31767895560189,1.5842808752288516e-07,1.549646128350294e-07,-8.07601908422734,-0.021861494019205573
533.0,369.66155903114344,361.457988080782,0.5,23.32348707009718,1.5849326385893772e-07,1.5497596349741538e-07,-8.203570950361408,-0.022192112622860714
534.0,369.9045440433604,361.5736232946217,0.5,23.32926463578102,1.5855816709971352e-07,1.5498714980499724e-07,-8.330920748738674,-0.02252181240510016
535.0,370.1464895534279,361.68842319236114,0.5,23.335011862680027,1.5862279896476408e-07,1.5499817412598532e-07,-8.45806636106674,-0.02285059185964772
536.0,370.38740178978134,361.80239607129784,0.5,23.340728959054324,1.5868716115916374e-07,1.5500903879480065e-07,-8.585005718483474,-0.023178449582785803
537.0,370.62728693380285,361.9155501329862,0.5,23.346416131415165,1.5875125537366018e-07,1.550197461125475e-07,-8.711736800816654,-0.023505384271322267
538.0,370.86615112024293,362.0278934843836,0.5,23.352073584542005,1.5881508328482626e-07,1.5503029834747925e-07,-8.838257635859328,-0.023831394720608436
539.0,371.1040004376374,362.1394341389873,0.5,23.357701521499553,1.588786465552081e-07,1.550406977354586e-07,-8.964566298650052,-0.024156479822578774
540.0,371.34084092872024,362.25018001795667,0.5,23.363300143654605,1.5894194683347215e-07,1.550509464804109e-07,-9.090660910763585,-0.024480638563827026
541.0,371.5766785908319,362.3601389512216,0.5,23.36886965069258,1.590049857545504e-07,1.5506104675477205e-07,-9.216539639610309,-0.024803870023713898
542.0,371.81151937632393,362.4693186785832,0.5,23.374410240634184,1.5906776493978234e-07,1.550710006999299e-07,-9.342200697740722,-0.025126173372496136
543.0,372.04536919295964,362.5777268507952,0.5,23.379922109851474,1.5913028599705765e-07,1.5508081042665995e-07,-9.467642342164437,-0.025447547869502138
544.0,372.27823390431007,362.68537103063744,0.5,23.385405453084054,1.5919255052095504e-07,1.5509047801555508e-07,-9.592862873672626,-0.025767992861324158
545.0,372.5101193301463,362.7922586939755,0.5,23.390860463454967,1.5925456009288015e-07,1.5510000551744943e-07,-9.717860636170826,-0.026087507780045382
546.0,372.7410312468284,362.8983972308066,0.5,23.396287332486313,1.5931631628120263e-07,1.551093949538367e-07,-9.8426340160218,-0.026406092141500855
547.0,372.9709753876894,363.00379394629834,0.5,23.401686250115034,1.5937782064138904e-07,1.5511864831728268e-07,-9.967181441391038,-0.026723745543552085
548.0,373.199957443416,363.1084560618105,0.5,23.4070574047082,1.5943907471613621e-07,1.551277675718321e-07,-10.091501381605514,-0.027040467664403666
549.0,373.42798306242577,363.2123907159044,0.5,23.412400983078076,1.5950008003550367e-07,1.5513675465341024e-07,-10.21559234652133,-0.027356258260949864
550.0,373.65505785123975,363.3156049653456,0.5,23.417717170497365,1.5956083811704167e-07,1.5514561147021882e-07,-10.339452885894115,-0.02767111716713461
551.0,373.8811873748518,363.41810578609216,0.5,23.423006150714123,1.596213504659191e-07,1.551543399031265e-07,-10.463081588759596,-0.027985044292344545
552.0,374.1063771570947,363.51990007426855,0.5,23.428268105966275,1.5968161857505133e-07,1.551629418060544e-07,-10.586477082826185,-0.02829803961983977
553.0,374.33063268100125,363.62099464713185,0.5,23.433503216996296,1.5974164392522397e-07,1.5517141900635578e-07,-10.709638033869396,-0.028610103205195025
554.0,374.5539593891634,363.7213962440276,0.5,23.438711663065686,1.5980142798521603e-07,1.5517977330519128e-07,-10.832563145135824,-0.028921235174771538
555.0,374.7763626840866,363.82111152732944,0.5,23.443893621969057,1.5986097221192268e-07,1.5518800647789837e-07,-10.95525115675722,-0.029231435724221006
556.0,374.9978479285409,363.92014708337257,0.5,23.449049270048345,1.5992027805047458e-07,1.551961202743561e-07,-11.077700845168359,-0.029540705117004594
557.0,375.218420445909,364.0185094233732,0.5,23.454178782206675,1.5997934693435756e-07,1.5520411641934483e-07,-11.199911022535767,-0.02984904368294555
558.0,375.4380855205301,364.1162049843385,0.5,23.45928233192214,1.6003818028552987e-07,1.5521199661290088e-07,-11.321880536191639,-0.030156451816800357
559.0,375.6568483980413,364.21324012996547,0.5,23.464360091261465,1.6009677951453805e-07,1.5521976253066658e-07,-11.443608268075819,-0.030462929976855672
560.0,375.8747142857143,364.30962115153056,0.5,23.469412230893546,1.6015514602063118e-07,1.5522741582423525e-07,-11.56509313418375,-0.030768478683545486
561.0,376.0916883527901,364.40535426876363,0.5,23.47443892010258,1.602132811918755e-07,1.552349581214916e-07,-11.686334084026441,-0.03107309851810434
562.0,376.3077757308092,364.5004456307201,0.5,23.47944032680154,1.6027118640526443e-07,1.5524239102694734e-07,-11.80733010008913,-0.03137679012122107
563.0,376.5229815139399,364.5949013166334,0.5,23.484416617544962,1.6032886302683095e-07,1.5524971612207237e-07,-11.928080197306466,-0.03167955419174023
564.0,376.7373107593016,364.68872733676534,0.5,23.489367957542058,1.6038631241175533e-07,1.5525693496562118e-07,-12.048583422536245,-0.031981391485363435
565.0,376.9507684872863,364.7819296332394,0.5,23.494294510669306,1.6044353590447426e-07,1.5526404909395488e-07,-12.168838854046955,-0.03228230281339082
566.0,377.16335968187684,364.8745140808702,0.5,23.499196439483235,1.605005348387866e-07,1.5527106002135878e-07,-12.288845601006674,-0.0325822890414696
567.0,377.37508929096094,364.9664864879778,0.5,23.50407390523278,1.6055731053795948e-07,1.5527796924035551e-07,-12.408602802983117,-0.032881351088375435
568.0,377.58596222664295,365.05785259719727,0.5,23.508927067871788,1.6061386431483153e-07,1.55284778222014e-07,-12.528109629445694,-0.03317948992480233
