T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,z,alpha_contrib_D_1e-8_per_K,alpha_contrib_E1_1e-8_per_K,alpha_contrib_E2_1e-8_per_K,alpha_contrib_E3_1e-8_per_K
69.0,-46.24613360616911,-46.80633515564293,0.5,-1.1204030989476361,32.47282496424594,-79.01185461614345,-3.7067878861942285,3.4394823824488157
70.0,-46.60972930414598,-47.127414500904614,0.5,-1.0353703935172678,33.75799469477295,-80.61780727621523,-4.1351426848278185,3.8675407653654785
71.0,-46.91537870663838,-47.39129866943945,0.5,-0.9518399256021437,35.06540087077043,-82.19251856421768,-4.596971606184751,4.332790630192555
72.0,-47.163806689398015,-47.59835284406829,0.5,-0.8690923093405519,36.39437730250695,-83.7361693151481,-5.093393309405373,4.836832477978223
73.0,-47.355746534351695,-47.74900419447646,0.5,-0.7865153202495373,37.744237905747866,-85.24899383127176,-5.625466459485714,5.381218190533152
74.0,-47.49193419122941,-47.84373548824726,0.5,-0.7036025940356941,39.11427904320597,-86.73127340272309,-6.194186286173163,5.967445157443018
75.0,-47.57310637523066,-47.88307930824813,0.5,-0.6199458660349408,40.50378182519483,-88.18333039222975,-6.80048164181269,6.596950900599493
76.0,-47.60000000070899,-47.86761282619602,0.5,-0.5352256509740732,41.912014358438825,-89.60552284547089,-7.445212549258637,7.271108210094679
77.0,-47.57335202910934,-47.79795308414863,0.5,-0.44920211007858907,43.33823393341979,-90.99823958977328,-8.129168226780855,7.991220798985711
78.0,-47.49389943201553,-47.67475273797037,0.5,-0.3617066119096776,44.78168914199881,-92.3618957853026,-8.853065573345868,8.758519478679275
79.0,-47.362379183002,-47.49869621937696,0.5,-0.27263407274992707,46.241621918351406,-93.69692889454095,-9.617548094710429,9.574158851523013
80.0,-47.17952825599982,-47.27049627588889,0.5,-0.1819360397781343,47.7172694974713,-95.00379503759308,-10.423185248388632,10.439214512621527
81.0,-46.94608362499685,-46.99089085082852,0.5,-0.08961445166334027,49.207866286640936,-96.28296570267618,-11.270472183700953,11.354680748907679
82.0,-46.66278226398362,-46.660640268330724,0.5,0.004283991305796848,50.712645646321555,-97.5349247829878,-12.15982985174178,12.3214687200773
83.0,-46.33036114693441,-46.28052469114097,0.5,0.09967291158687754,52.23084157788665,-98.76016591297439,-13.09160545916294,13.340405103109719
84.0,-45.94955724778184,-45.85134182171204,0.5,0.1964308521395957,53.76169031650898,-99.95919007881933,-14.066073239120389,14.412231179718697
85.0,-45.521107540370274,-45.37390481975567,0.5,0.2944054412291951,55.30443182831165,-101.13250347971545,-15.083435512525087,15.537602344173212
86.0,-45.04574899837457,-44.84904041192325,0.5,0.39341717290264866,56.85831121161479,-102.28061561816541,-16.14382401283228,16.717088007459655
87.0,-44.5242185951673,-44.27758717168359,0.5,0.49326284696740874,58.42258000274843,-103.40403759916298,-17.247301447957017,17.951171872687954
88.0,-43.95725330361309,-43.66039394970436,0.5,0.5937187078174707,59.996497387468644,-104.503280619632,-18.393863273477212,19.240252555936213
89.0,-43.34559009576302,-42.998318437138664,0.5,0.6945433172487085,61.579331319506394,-105.57885463094532,-19.583439652044703,20.58464452634496
90.0,-42.689965942416706,-42.29222584615722,0.5,0.7954801925189644,63.17035954820486,-106.63126715870287,-20.815897574834576,21.98457933917537
91.0,-41.99111781251263,-41.54298769384955,0.5,0.8962602373261597,64.76887055756686,-107.66102226522221,-22.09104312189531,23.440207135701115
92.0,-41.24978267230061,-40.75148067725895,0.5,0.9966039900833258,66.3741644193364,-108.66861964138444,-23.408623839388053,24.951598384177156
93.0,-40.46669748424253,-39.91858562880457,0.5,1.0962237108759243,67.98555356299144,-109.65455381558743,-24.76833121289872,26.518745836690147
94.0,-39.642599205578875,-39.04518654269662,0.5,1.1948253257645147,69.60236346572879,-110.61931346858776,-26.169803217250738,28.141566677413103
95.0,-38.77822478649051,-38.13216966416912,0.5,1.2921102446427881,71.2239332656797,-111.56338084396798,-27.61262692451749,29.819904838636635
96.0,-37.87431116777472,-37.180422634455766,0.5,1.3877770666379057,72.84961630171011,-112.48723124485035,-29.096341153218624,31.553533461903083
97.0,-36.93159527794545,-36.19083368540426,0.5,1.4815231850823771,74.47878058324623,-113.39133260829259,-30.6204391429658,33.3421574826079
98.0,-35.95081402965632,-35.164290878504445,0.5,1.5730463023037478,76.11080919360812,-114.27614514955516,-32.184371240090584,35.18541631753318
99.0,-34.93270431533442,-34.10168138386514,0.5,1.6620458629385575,77.74510063036311,-115.14212106912086,-33.787547581029614,37.08288663592223
100.0,-33.87800300190036,-33.003890795362835,0.5,1.7482244130750555,79.38106908619626,-115.9897043159858,-35.42934076145077,39.034085195877466
101.0,-32.78744692443848,-31.871802478769744,0.5,1.8312888913374636,81.01814467377584,-116.81933040132391,-37.10908848027198,41.0384717290503
102.0,-31.661772878667538,-30.70629695018978,0.5,1.9109518569555186,82.6557735980419,-117.63142625716549,-38.82609614884658,43.09545185778038
103.0,-30.501717612048825,-29.508251282575248,0.5,1.9869326589471532,84.29341827928539,-118.42641013521968,-40.57963945666086,45.204380030019905
104.0,-29.308017813354557,-28.27853853848562,0.5,2.0589585497378784,85.9305574303049,-119.20469154142258,-42.36896688590791,47.36456245853997
105.0,-28.081410100504645,-27.018027227569956,0.5,2.1267657458693754,87.5666860908467,-119.9666712022025,-44.1933021682643,49.57526005205016
106.0,-26.822631006464476,-25.727580787540248,0.5,2.1901004378484594,89.20131562242933,-120.71274105883171,-46.05184667810276,51.835691326964884
107.0,-25.53241696298056,-24.408057087628844,0.5,2.2487197507034273,90.8339736665552,-121.44328428657609,-47.943781757221934,54.14503528961398
108.0,-24.211504281914227,-23.06030795372242,0.5,2.3023926563836166,92.46420406919381,-122.15867533566811,-49.868270966966605,56.50243427971849
109.0,-22.86062913391679,-21.685178714517903,0.5,2.350900838797781,94.09156677431274,-122.8592799914143,-51.82446226434583,58.90699676692948
110.0,-21.48052752417128,-20.283507768179582,0.5,2.3940395119833924,95.71563768910782,-123.54545545100923,-53.81149009943614,61.35780009315796
111.0,-20.07193526490828,-18.856126169072834,0.5,2.4316181916708937,97.33600852346754,-124.21755041486486,-55.82847743198225,63.85389315430674
112.0,-18.635587944384035,-17.403857234234096,0.5,2.463461420299879,98.95228660608228,-124.87590519047961,-57.874537665680876,66.39429901584411
113.0,-17.172220891989664,-15.927516169291488,0.5,2.489409445396353,100.56409467949,-125.52085180707023,-59.94877649915537,68.97801745744411
114.0,-15.682569139140362,-14.427909713596671,0.5,2.509318851087383,102.17107067622747,-126.15271413936534,-62.0502936931046,71.6040274426458
115.0,-14.167367375572635,-12.905835804353654,0.5,2.5230631424379633,103.7728674781374,-126.77180803912361,-64.17818475353637,74.27128951016893
116.0,-12.62734990065664,-11.362083259551278,0.5,2.5305332822107216,105.36915266076544,-127.37844147308778,-66.33154253138322,76.97874808415428
117.0,-11.063250569308558,-9.797431479506498,0.5,2.5316381796041183,106.95960822466638,-127.97291466621718,-68.50945873914023,79.72533370118454
118.0,-9.475802732065834,-8.212650166833697,0.5,2.526305130464274,108.54393031532456,-128.555520249166,-70.71102538547186,82.50996515247961
119.0,-7.865739168864852,-6.608499064637875,0.5,2.5144802084539553,110.1218289332905,-129.12654340908196,-72.93533612900308,85.33155154015665
120.0,-6.233792016037186,-4.985727712725195,0.5,2.4961286066239814,111.69302763602558,-129.68626204290226,-75.18148755274643,88.18899424689792
121.0,-4.580692686016328,-3.3450752216059416,0.5,2.4712349288207736,113.25726323284667,-130.23494691241268,-77.4485803608197,91.0811888187798
122.0,-2.907171779221993,-1.6872700640432259,0.5,2.4398034303575344,114.81428547426981,-130.77286180041838,-79.7357204992857,94.00702676139105
123.0,-1.2139589875638004,-0.01302988388474434,0.5,2.401858207358112,116.36385673695206,-131.30026366744895,-82.04202020309192,96.96539724970405
124.0,0.49821701101987226,1.676938678107291,0.5,2.3574433341748375,117.90575170534501,-131.81740280848715,-84.36659897121294,99.95518875246236
125.0,2.2286286675985836,3.381940141738138,0.5,2.3066229482791085,119.43975705108922,-132.32452300927196,-86.70858447219823,102.97529057211909
126.0,3.976549687500006,5.101290328502227,0.5,2.2494812820044423,120.96567111109522,-132.8218617017803,-89.0671133824081,106.02459430159541
127.0,5.74125516643895,6.834316486697457,0.5,2.1861226405170124,122.48330356518214,-133.3096501185423,-91.44133215928207,109.10199519933965
128.0,7.522021738219502,8.58035740089823,0.5,2.1166713253574545,123.99247511406804,-133.78811344548873,-93.83039775202832,112.20639348434727
129.0,9.318127734732666,10.33876348618293,0.5,2.04127150290053,125.49301715844318,-134.25747097307,-96.23347825215001,115.33669555295977
130.0,11.128853359002111,12.108896867519368,0.5,1.9600870170345124,126.98477147978605,-134.71793624542104,-98.64975348624044,118.4918151193948
131.0,12.953480872060279,13.890131444730915,0.5,1.873301145341274,128.46758992352252,-135.16971720738104,-101.07841555348104,121.67067428207046
132.0,14.791294794467797,15.681852943485243,0.5,1.7811162980348898,129.94133408507454,-135.61301634920358,-103.518669310266,124.87220451788028
133.0,16.64158212332076,17.483458952750627,0.5,1.6837536588597364,131.40587499928216,-136.04803084882127,-105.96973280436023,128.09534760664997
134.0,18.503632565621775,19.294358949182982,0.5,1.5814527671224103,132.86109283363996,-136.4749527115506,-108.43083766096964,131.33905648806328
135.0,20.376738788923472,21.113974308913225,0.5,1.4744710399795076,134.30687658573663,-136.89396890714542,-110.901229423067,134.602296053389
136.0,22.26019669018624,22.94173830720871,0.5,1.3630832340449326,135.74312378524078,-137.3052615041243,-113.38016784827616,137.8840438743684
137.0,24.15330568382514,24.77709610649471,0.5,1.2475808453391435,137.1697402007409,-137.70900780131618,-115.86692716456952,141.18329087163949
138.0,26.055369009955758,26.61950473321532,0.5,1.1282714465191213,138.5866395516994,-138.10538045658132,-118.36079628698332,144.49904192508058
139.0,27.965694063883117,28.46843304402671,0.5,1.0054779602871873,139.9937432257544,-138.49454761267907,-120.8610789974965,147.8303164284479
140.0,29.883592747913255,30.323361681802087,0.5,0.8795378677776694,141.39098000155857,-138.87667302026622,-123.36709409016284,151.17614879067258
141.0,31.808381846603222,32.18378302194337,0.5,0.7508023506802914,142.77828577732757,-139.25191615801864,-125.87817548352278,154.53558888615723
142.0,33.73938342660163,34.04920110947195,0.5,0.6196353657406565,144.15560330522464,-139.62043234987917,-128.39367230225642,157.9077024563829
143.0,35.67592526226912,35.919131587388435,0.5,0.48641265023862956,145.52288193169974,-139.98237287944303,-130.91294892997547,161.29157146510718
144.0,37.61734128830585,37.79310161676607,0.5,0.3515206569204388,146.8800773438615,-140.3378851014978,-133.43538503498397,164.68629440938633
145.0,39.562972080651484,39.67064978904949,0.5,0.21535541679602052,148.22715132194813,-140.68711255074297,-135.96037557077165,168.09098658861598
146.0,41.512165366962165,41.55132603102094,0.5,0.07832132811754915,149.56407149794083,-141.0301950477178,-138.4873307529334,171.5047803337313
147.0,43.464276568008046,43.4346915028793,0.5,-0.059170130257489614,150.89081112033864,-141.3672688019722,-141.01567601414513,174.92682519865798
148.0,45.418669371375756,45.320318489883604,0.5,-0.19670176298430478,152.20734882510794,-141.69846651251805,-143.54485193875433,178.35628811604803
149.0,47.37471633890064,47.20779028798516,0.5,-0.33385210183094743,153.51366841279133,-142.02391746560332,-146.0743141784806,181.79235351927773
150.0,49.33179954929422,49.09670108387693,0.5,-0.47019693083458053,154.80975863175675,-142.34374762985308,-148.60353335065378,185.23422343262703
151.0,51.28931127747573,50.986655829870784,0.5,-0.605310895209889,156.09561296755103,-142.6580797488232,-151.1319949203532,188.68111753149617
152.0,53.24665471215816,52.87727011400081,0.5,-0.7387691963147033,157.37122943830875,-142.96703343101774,-153.65919906774724,192.13227317445705
153.0,55.203244713283254,54.76817002574372,0.5,-0.8701493750790769,158.63661039616096,-143.27072523741765,-156.1846605418712,195.58694540887163
154.0,57.15850861094442,56.658992017729126,0.5,-0.9990331864305942,159.89176233457468,-143.5692687665749,-158.70790850201993,199.04440695174927
155.0,59.11188704748257,58.549382763808254,0.5,-1.1250085673486367,161.1366957015519,-143.86277473732255,-161.22848634787235,202.50394814745124
156.0,61.06283486448858,60.43899901382828,0.5,-1.247671701320611,162.37142471860273,-144.1513510691554,-163.7459515394076,205.96487690378856
157.0,63.01082203649547,62.327507445450834,0.5,-1.3666291820892644,163.59596720540404,-144.43510296033438,-166.259875407617,209.42651860799816
158.0,64.95533465319981,64.21458451334635,0.5,-1.4815002797069277,164.81034441005608,-144.71413296376795,-168.7698429569613,212.88821602401953
159.0,66.89587595210833,66.09991629606624,0.5,-1.5919193120841728,166.0145808448262,-144.98854106072582,-171.27545266047002,216.3493291724359
160.0,68.83196740356846,67.98319834090579,0.5,-1.6975381253253279,167.20870412729104,-145.2584247324374,-173.77631624832972,219.80923519438184
161.0,70.76314985019738,69.86413550703098,0.5,-1.7980286863327888,168.39274482675705,-145.52387902962892,-176.27205849076086,223.26732820066368
162.0,72.68898470276429,71.74244180715975,0.5,-1.8930857912090753,169.56673631586293,-145.78499664005324,-178.76231697593136,226.72301910728143
163.0,74.60905519456449,73.61784024804464,0.5,-1.9824298930396926,170.73071462724198,-146.0418679540633,-181.2467418836146,230.17573545848057
164.0,76.52296769619488,75.49006267001684,0.5,-2.0658100523560927,171.88471831513755,-146.29458112828283,-183.7249957552559,233.624921238418
165.0,78.4303530922744,77.35884958582405,0.5,-2.143007012900729,173.02878832185246,-146.54322214742407,-186.19675326106486,237.0700366724605
166.0,80.33086822087914,79.22395001899339,0.5,-2.2138364037714995,174.1629678489236,-146.78787488430464,-188.66170096471956,240.510558019094
167.0,82.22419737500137,81.08512134192337,0.5,-2.278152066155995,175.28730223289372,-147.0286211581119,-191.11953708622323,243.94597735336478
168.0,84.11005386284715,82.94212911391962,0.5,-2.3358494978550755,176.4018388255765,-147.26554079096456,-193.5699712634212,247.37580234272886
169.0,85.98818161983992,84.79474691935846,0.5,-2.3868694009629325,177.5066268786914,-147.498711662819,-196.0127243126524,250.79955601613847
170.0,87.85835685941744,86.64275620615724,0.5,-2.431201306520394,178.6017174327504,-147.72820976476726,-198.4475279889729,254.216776527147
171.0,89.72038974190255,88.48594612473026,0.5,-2.468887234344563,179.68716321008904,-147.95410925077326,-200.87412474636122,257.6270169117757
172.0,91.57412603112664,90.32411336757865,0.5,-2.500025327095985,180.7630185119168,-148.17648248789143,-203.29226749828422,261.02984484183753
173.0,93.41944869805428,92.15706200967352,0.5,-2.524773376761495,181.82933911928274,-148.39540010501287,-205.7017193789721,264.42484237437577
174.0,95.25627942130959,93.98460334976959,0.5,-2.5433521430799844,182.88618219783868,-148.61093104018022,-208.10225350572728,267.8116056978384
175.0,97.08457992918034,95.80655575277261,0.5,-2.55604835281544,183.93360620628587,-148.823142586516,-210.493652742564,271.18974487556676
176.0,98.90435312991718,97.62274449329921,0.5,-2.563217273235955,184.97167080840603,-149.03210043680212,-212.87570946545264,274.55888358714793
177.0,100.71564399005533,99.43300160052365,0.5,-2.565284779063344,186.00043678855607,-149.23786872675305,-215.24822532941846,277.9186588681391
178.0,102.51854014485055,101.23716570443054,0.5,-2.5627488808400187,187.01996597053028,-149.44051007701984,-217.61101103772504,281.26872084864516
179.0,104.31317225665215,103.03508188356092,0.5,-2.5561807461824664,188.030321139679,-149.64008563396473,-219.96388611335004,284.6087324911967
180.0,106.09971416450213,104.8266015143493,0.5,-2.546225300305629,189.03156596818636,-149.83665510924038,-222.30667867294252,287.93836932834586
181.0,107.87838287057245,106.61158212212686,0.5,-2.533601496891165,190.02376494340368,-150.0302768182128,-224.63922520343397,291.2573192003699
182.0,109.64943835696987,108.38988723386683,0.5,-2.519102246206074,191.00698329913885,-150.2210077172601,-226.96137034145545,294.56528199344353
183.0,111.41318308730922,110.16138623274422,0.5,-2.5035937091299982,191.98128694980997,-150.4089034399832,-229.27296665570023,297.8619693786177
184.0,113.16996079560849,111.92595421456718,0.5,-2.4880131620826016,192.94674242736463,-150.59401833235967,-231.57387443235424,301.14710455191647
185.0,114.92015379677153,113.68347184613664,0.5,-2.473363901269798,193.90341682087515,-150.77640548687395,-233.86396146370194,304.4204219758374
186.0,116.66417760359774,115.4338252255856,0.5,-2.4607047560242825,194.8513777187194,-150.95611677565432,-236.14310284000513,307.68166712252565
187.0,118.40247119292495,117.17690574473963,0.5,-2.451130896370653,195.79069315325845,-151.13320288264717,-238.4111807447348,310.9305962188632
188.0,120.1354809717221,118.91260995354033,0.5,-2.445742036363554,196.72143154792812,-151.30771333485805,-240.66808425322944,314.16697599369974
189.0,121.86363653632174,120.64083942656225,0.5,-2.445594219518984,197.6436616666578,-151.47969653268737,-242.9137091348385,317.39058342743033
190.0,123.58731688045648,122.36150063165498,0.5,-2.4516324976029993,198.55745256553894,-151.64919977938874,-245.14795765860313,320.6012055041079
191.0,125.30680692054233,124.07450480073422,0.5,-2.464604239616206,199.46287354665984,-151.81626930967712,-247.37073840251074,323.7986389662623
192.0,127.022246076877,125.77976780274221,0.5,-2.484956548269557,200.3599941140365,-151.98095031751163,-249.58196606636102,326.98269007257835
193.0,128.73357300378984,127.477210018793,0.5,-2.512725969993707,201.24888393155663,-152.14328698307955,-251.7815612882608,330.1531743585767
194.0,130.44047302300353,129.16675621951543,0.5,-2.5474336069762145,202.12961278287133,-152.30332249900485,-253.96945046476895,333.30991640041793
195.0,132.1423368325509,130.84833544460452,0.5,-2.588002775892766,203.00225053316026,-152.46109909580585,-256.1455655746961,336.45274958194614
196.0,133.83824001134406,132.52188088458522,0.5,-2.63271825351768,203.86686709270438,-152.61665806662384,-258.3098440065643,339.581515865069
197.0,135.5269521622708,134.1873297647901,0.5,-2.6792447949614275,204.7235323821951,-152.7700397912462,-260.462228389721,342.6960655635622
198.0,137.20698192505446,135.84462323155128,0.5,-2.7247173870063186,205.57231629972188,-152.9212837594445,-262.6026664291002,345.7962571203742
199.0,138.87665962715084,137.49370624060816,0.5,-2.765906773085351,206.4132886893725,-153.0704285936492,-264.7311107436134,348.8819568884982
200.0,140.53425357267417,139.13452744771166,0.5,-2.7994522499250345,207.24651931138203,-153.21751207098083,-266.84751870815387,351.95303891546433
201.0,142.1781098594132,140.7670391014374,0.5,-2.822141515951607,208.07207781378202,-153.36257114465698,-268.95185229919025,355.0093847315026
202.0,143.8068003740621,142.3911969381759,0.5,-2.8312068717724,208.89003370548053,-153.50564196479505,-271.04407794392034,358.05088314141074
203.0,145.4192604402082,144.00696007930216,0.5,-2.8246007218120854,209.70045633072868,-153.6467598986285,-273.1241663729568,361.0774300201588
204.0,147.014897362076,145.61429093050322,0.5,-2.8012128631455373,210.50341484491221,-153.7859595501537,-275.19209247650855,364.08892811225326
205.0,148.59365413668067,147.2131550832499,0.5,-2.7609981068615657,211.29897819162457,-153.92327477922666,-277.2478351640216,367.08528683487356
206.0,150.1560185292327,148.80352121839462,0.5,-2.704994621676212,212.08721508096482,-154.05873872012413,-279.29137722723965,370.06642208479354
207.0,151.7029755123632,150.38536101187563,0.5,-2.635229000975127,212.86819396901691,-154.1923837995869,-281.32270520664093,373.0322560490865
208.0,153.23590932033562,151.9586490425028,0.5,-2.554520555665606,213.6419830384588,-154.3242417543603,-283.3418092612095,375.9827170196138
209.0,154.7564685204667,153.52336270181522,0.5,-2.466211637303009,214.40865018026557,-154.4543436482468,-285.34868304149177,378.9177392112882
210.0,156.26641225659642,155.07948210596948,0.5,-2.373860301253888,215.16826297645088,-154.58271988868634,-287.34332356589243,381.8372625840974
211.0,157.76745740535785,156.6269900096505,0.5,-2.2809347914146483,215.92088868381464,-154.7094002428777,-289.32573110016045,384.741232668874
212.0,159.2611447135789,158.16587172197072,0.5,-2.190545983216303,216.66659421865296,-154.83441385345523,-291.2959090400127,387.62960039678575
213.0,160.74873761551171,159.69611502433304,0.5,-2.1052451823573195,217.40544614238945,-154.9577892537345,-293.25386379684596,390.50232193252407
214.0,162.2311613993941,161.21771009023533,0.5,-2.0269026183175236,218.1375106480943,-155.07955438253856,-295.1996046864823,393.35935851116193
215.0,163.7089839478392,162.73064940697918,0.5,-1.9566690817200307,218.86285354784863,-155.19973659861955,-297.1331438208969,396.200676278647
216.0,165.18243357833472,164.23492769926867,0.5,-1.8950117581321195,219.5815402609284,-155.3183626946857,-299.05449600287227,399.02624613589825
217.0,166.65144540931266,165.7305418546559,0.5,-1.8418071093134785,220.29363580276146,-155.43545891104617,-300.96367862352514,401.8360435864658
218.0,168.11572558622947,167.21749085081586,0.5,-1.7964694708272133,220.9992047746375,-155.5510509488858,-302.86071156265257,404.6300485877167
219.0,169.5748225874366,168.69577568461509,0.5,-1.758093805643033,221.69831135413142,-155.66516398317995,-304.7456170918391,407.4082454055027
220.0,171.02819630382405,170.16539930294607,0.5,-1.7255940017559495,222.39101928621164,-155.7778226752602,-306.61841978027394,410.1706224722686
221.0,172.47527805825632,171.6263665352971,0.5,-1.6978230459184205,223.0773918750051,-155.88905118504184,-308.47914640321875,412.91717224855256
222.0,173.91551756778549,173.0786840280292,0.5,-1.6736670795126365,223.75749197619137,-155.998873182922,-310.3278258530746,415.6478910878344
223.0,175.3484155119761,174.5223601803273,0.5,-1.6521106632976161,224.43138198999688,-156.10731186136,-312.164489052991,418.3627791046814
224.0,176.77354248515132,175.95740508179625,0.5,-1.6322748067101625,225.09912385476164,-156.21438994614687,-313.9891688729622,421.06184004614363
225.0,178.19054650594055,177.38383045167197,0.5,-1.6134321085371635,225.76077904105884,-156.32012970737568,-315.8019000483583,423.74508116634706
226.0,179.59915193420113,178.80164957961844,0.5,-1.595004709165372,226.41640854633874,-156.42455297011892,-317.60271910083486,426.4125131042335
227.0,180.99915272464804,180.21087726807485,0.5,-1.5765509131463804,227.06607289007178,-156.52768112482414,-319.3916642615684,429.0641497643956
228.0,182.3904026109114,181.6115297761308,0.5,-1.5577456695612117,227.70983210937575,-156.62953513743363,-321.1687753967653,431.70000820095396
229.0,183.77280425365674,183.00362476489238,0.5,-1.5383589775287105,228.34774575509627,-156.7301355592378,-322.93409393538957,434.3201085044235
230.0,185.14629876309638,184.38718124431125,0.5,-1.518235037570232,228.97987288832695,-156.82950253646996,-324.6876627990604,436.9244736915146
231.0,186.51085643326024,185.76221952145065,0.5,-1.4972738236192027,229.6062720773463,-156.92765581964807,-326.4295263340637,439.51312959781615
232.0,187.86646906602422,187.12876115015183,0.5,-1.4754158317447823,230.2270013949506,-157.0246147726739,-328.1597302454325,442.0861047733077
233.0,189.21314393805832,188.4868288820782,0.5,-1.4526301119601939,230.8421184161697,-157.12039838169397,-329.8783215330404,444.6434303806429
234.0,190.55089926504044,189.83644661910333,0.5,-1.4289052918742022,231.4516802163401,-157.21502526373027,-331.5853484296624,447.185140096156
235.0,191.87976092011905,191.17763936701414,0.5,-1.404243106209817,232.05574336952373,-157.30851367508737,-333.2808603409532,449.711270013531
236.0,193.19976013784586,192.51043319050632,0.5,-1.3786538946790408,232.65436394725683,-157.40088151954194,-334.9649077872954,452.2218585500868
237.0,194.51093195280367,193.83485516943708,0.5,-1.3521535667332194,233.24759751760936,-157.49214635632134,-336.6375423474686,454.7169463556176
238.0,195.81331416185236,195.15093335630758,0.5,-1.3247616110895324,233.83549914453914,-157.58232540787733,-338.2988166040966,457.1965762237424
239.0,197.10694664501014,196.45869673495548,0.5,-1.2964998201093247,234.41812338753374,-157.67143556745967,-339.94878409082344,459.6607930057048
240.0,198.39187092339478,197.75817518041762,0.5,-1.26739148595427,234.9955243015149,-157.7594934064969,-341.5874992411755,462.10964352657516
241.0,199.66812986896076,199.0493994199477,0.5,-1.2374608980261368,235.56775543700164,-157.8465151817888,-343.21501733906564,464.5431765038005
242.0,200.93576750878654,200.33240099515788,0.5,-1.2067330272572798,236.1348698405159,-157.93251684251612,-344.8313944708942,466.9614424680523
243.0,202.19482888694841,201.60721222525092,0.5,-1.1752333233949892,236.6969200552132,-158.01751403707175,-346.4366874792088,469.3644936863182
244.0,203.44535996095092,202.87386617133356,0.5,-1.1429875792347295,237.2539581217362,-158.10152211972093,-348.0309539178756,471.75238408719395
245.0,204.68740751882626,204.13239660176973,0.5,-1.1100218341131014,237.80603557927327,-158.18455615709217,-349.614252008727,474.1251691883156
246.0,205.92101910877676,205.3828379585571,0.5,-1.0763623004393386,238.35320346680956,-158.26663093450574,-351.18664059964175,476.48290602589503
247.0,207.14624297672322,206.62522532470095,0.5,-1.0420353040445367,238.8955123245675,-158.34776096214324,-352.7481791240205,478.8256530862972
248.0,208.36312800916946,207.85959439255944,0.5,-1.0070672332200008,239.43301219561795,-158.42796048106342,-354.29892756161865,481.1534702396236
249.0,209.5717236799559,209.08598143313938,0.5,-0.9714844936330702,239.96575262765955,-158.50724346906784,-355.8389464006973,483.466418675245
250.0,210.7720800001097,210.30442326631535,0.5,-0.9353134675887294,240.49378267495186,-158.5856236464209,-357.36829660145855,485.76456083924296
251.0,211.96424747034382,211.51495723195475,0.5,-0.8985804767781158,241.0171509003971,-158.66311448142818,-358.8870395607263,488.0479603737121
252.0,213.14827703593286,212.71762116192173,0.5,-0.8613117480222205,241.53590537776034,-158.73972919587695,-360.39523707784,490.3166820578784
253.0,214.32422004379035,213.9124533529362,0.5,-0.8235333817083064,242.05009369401682,-158.8154807703428,-361.8929513217267,492.5707917509888
254.0,215.49212820161281,215.09949254027657,0.5,-0.7852713226724729,242.5597629518279,-158.89038194936577,-363.3802447991158,494.8103563369302
255.0,216.6520535389865,216.27877787228988,0.5,-0.7465513333932656,243.06495977212546,-158.96444524650002,-364.85718032386734,497.0354436705318
256.0,217.80404837036156,217.45034888570316,0.5,-0.7073989693167599,243.5657302968097,-159.03768294923995,-366.32382098738026,499.24612252551367
257.0,218.9481652598093,218.61424548170464,0.5,-0.667839556209271,244.06212019154339,-159.11010712382623,-367.78023013004787,501.4424625440353
258.0,220.08445698748176,219.77050790278085,0.5,-0.6278981694018282,244.55417464864473,-159.1817296199357,-369.2264713137342,503.6245341878061
259.0,221.21297651769927,220.91917671028978,0.5,-0.5875996148190086,245.0419383900651,-159.25256207525715,-370.66260829523753,505.7924086907194
260.0,222.33377696859353,222.06029276274572,0.5,-0.5469684116956536,245.5254556704506,-159.3226159199572,-372.08870500071504,507.9461580129673
261.0,223.446911583237,223.1938971948039,0.5,-0.5060287768662709,246.00477028027836,-159.3919023810379,-373.5048255010387,510.08585479660206
262.0,224.55243370219443,224.3200313969249,0.5,-0.46480461053911587,246.4799255490687,-159.46043248659095,-374.9110339880566,512.2115723225037
263.0,225.65039673743382,225.43873699569357,0.5,-0.4233194834804992,246.95096434865442,-159.52821706994868,-376.3073947517305,514.3233844687182
264.0,226.74085414753603,226.55005583478876,0.5,-0.38159662549454504,247.41792909651952,-159.59526677373725,-377.6939721581265,516.421365670133
265.0,227.82385941414722,227.65402995656956,0.5,-0.3396589151553734,247.88086175918613,-159.66159205383235,-379.0708306282308,518.5055908794466
266.0,228.89946601961975,228.7507015842801,0.5,-0.2975288706793035,248.3398038556604,-159.72720318322214,-380.4380346175678,520.5761355294096
267.0,229.96772742578705,229.84011310483925,0.5,-0.2552286418955744,248.7947964609171,-159.79211025577771,-381.7956485965936,522.6330754962935
268.0,231.0286970538265,230.92230705220805,0.5,-0.2127800032368934,249.2458802094329,-159.85632318993535,-383.14373703184657,524.676487064557
269.0,232.082428265159,231.99732609132394,0.5,-0.17020434767010584,249.69309529875656,-159.91985173229162,-384.4823643678246,526.7064468926835
270.0,233.128974343342,233.06521300256856,0.5,-0.1275226815469127,250.13648149311132,-159.98270546111505,-385.81159500957466,528.723031980147
271.0,234.16838847691133,234.1260106667779,0.5,-0.08475562026689243,250.5760781270331,-160.04489378977408,-387.1314933059672,530.7263196354861
272.0,235.20072374313054,235.17976205076093,0.5,-0.04192338473919008,251.01192410903323,-160.10642597008706,-388.4421235336365,532.7163874454512
