T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,z,alpha_contrib_D_1e-8_per_K,alpha_contrib_E1_1e-8_per_K,alpha_contrib_E2_1e-8_per_K,alpha_contrib_E3_1e-8_per_K
28.0,-3.7823555521281924,-2.204791315784945,0.03,52.58547454477491,2.284793253147731,-4.489575142336728,-1.5999864666321762e-05,6.573268718400793e-06
29.0,-4.520162148372184,-2.9235900277055884,0.03,53.219070688886525,2.5384337594497706,-5.462004478536311,-3.3917901022363085e-05,1.46092819751004e-05
30.0,-5.329362933914205,-3.7340529500066566,0.03,53.17699946358494,2.810178787581292,-6.544194220756095,-6.823212146047928e-05,3.071528960659484e-05
31.0,-6.208404819558521,-4.633304500107974,0.03,52.50334398168494,3.1006487313662605,-7.733883726375246,-0.00013092727557080747,6.142217658289588e-05
32.0,-7.154824948830197,-5.617206792281873,0.03,51.253938551610794,3.4104616871514173,-9.027545147227082,-0.00024071633543133974,0.00011738412922251158
33.0,-8.165288610226703,-6.680561371046125,0.03,49.490907972685925,3.740232515428176,-10.420583450876176,-0.000425725359156113,0.00021528976103052616
34.0,-9.235647568070469,-7.817312048014409,0.03,47.27785066853533,4.090571663822609,-11.907537251519075,-0.0007267969585604133,0.000380336640618028
35.0,-10.361017643945683,-9.020740729197282,0.03,44.675897158280044,4.462083734992463,-13.482272370833902,-0.0012014157564265993,0.000649322400582551
36.0,-11.53587213840112,-10.283650487568623,0.03,41.74072169441658,4.855365791972673,-15.13816243612521,-0.0019282237052202285,0.0010743802891337183
37.0,-12.754143016313504,-11.598532145056899,0.03,38.520362375220174,5.271005403535674,-16.868252848324907,-0.0030120568815041092,0.001727356613837567
38.0,-14.009313478001564,-12.95771225987409,0.03,35.05337393758247,5.70957844248804,-18.665406095343677,-0.004589401313632267,0.0027047942951811247
39.0,-15.29447420902185,-14.35348168730212,0.03,31.366417390657652,6.1716466598394115,-20.522427664207804,-0.0068341361256269596,0.004133453191900432
40.0,-16.602307452314196,-15.778204833352836,0.03,27.47008729871194,6.657755066861518,-22.432172756850115,-0.009963409773770377,0.006176266409530525
41.0,-17.92497397171395,-17.224410398822492,0.03,23.35211909638183,7.168429164730678,-24.38763468745438,-0.014243480683305795,0.009038604584515187
42.0,-19.25393178381967,-18.684864865494323,0.03,18.96889727751166,7.70417206738721,-26.382016283994535,-0.019995347690355703,0.012974698803360387
43.0,-20.57982681768017,-20.152630253048578,0.03,14.239885487719743,8.26546156726543,-28.40878588056782,-0.027599998208158366,0.018294058461971924
44.0,-21.892734715054942,-21.621107815824423,0.03,9.054229974350626,8.852747195599056,-30.461719612676333,-0.03750311225111211,0.025367713503963416
45.0,-23.183094549565123,-23.084069387970715,0.03,3.300838719813545,9.46644732916072,-32.534931750966045,-0.0502190772288164,0.034634111063427675
46.0,-24.44350210782511,-24.53567805250161,0.03,-3.0725314892166646,10.10694639371262,-34.62289475993019,-0.0663341903622108,0.04660450407817528
47.0,-25.671034412641923,-25.97049972732655,0.03,-9.982177156154279,10.774592211359712,-36.720450670611896,-0.08650895114921063,0.061867683074840994
48.0,-26.86911408359548,-27.383507147344215,0.03,-17.146435458291133,11.469693534676946,-38.82281522898043,-0.11147937399341573,0.08109392095268579
49.0,-28.047550735151788,-28.77007758974787,0.03,-24.08422848653612,12.192517805222256,-40.925576138457245,-0.14205727948112148,0.10503802296824322
50.0,-29.219839113498725,-30.125985549838823,0.5,-1.8122928726801955,12.943289168131669,-43.02468656634949,-0.17912955059239283,0.13454139897138795
51.0,-30.398143944106238,-31.447391434081723,0.5,-2.0984949799509764,13.722186768203445,-45.116454937001706,-0.22365636631652358,0.1705331010330593
52.0,-31.58798387619161,-32.73082720086767,0.5,-2.285686649352125,14.529343346454487,-47.19753189423558,-0.27666844889730374,0.21402979581072282
53.0,-32.785282943173925,-33.973179750754205,0.5,-2.3757936151605636,15.364844149800874,-49.26489518522145,-0.3392633816776687,0.2661346663440344
54.0,-33.97744650673043,-35.17167274885022,0.5,-2.3884524842395836,16.228726160439745,-51.315833099064946,-0.4126010718833202,0.3280352616582959
55.0,-35.147901529178526,-36.323847453556766,0.5,-2.3518918487564746,17.12097764584776,-53.34792698685033,-0.49789844651275167,0.4010003339585606
56.0,-36.28160563772687,-37.42754302845888,0.5,-2.2918747814640135,18.041538025154555,-55.359033295713054,-0.5964234797845549,0.48637572188417993
57.0,-37.3687325204642,-38.48087672768195,0.5,-2.224288414435506,18.99029804307755,-57.34726546728698,-0.7094886574642061,0.5855793539916845
58.0,-38.40518380186532,-39.4822242690692,0.5,-2.1540809344077636,19.967100238653202,-59.310975979858,-0.8384439870868579,0.7000954592224582
59.0,-39.39057708632551,-40.430200643473356,0.5,-2.0792471142956908,20.971739692688715,-61.2487387528413,-0.9846696639183105,0.8314680805975385
60.0,-40.325512945819106,-41.32364155153973,0.5,-1.9962572114412434,22.00396503517817,-63.15933208078582,-1.1495685008084093,0.9812939948763365
61.0,-41.20970843881951,-42.161585610782,0.5,-1.9037543439249658,23.06347969185756,-65.04172222098218,-1.3345582262685296,1.1512151446111514
62.0,-42.04154377632751,-42.94325743468805,0.5,-1.8034273167210866,24.149943347578294,-66.89504772291093,-1.5410637495313284,1.3429106901759136
63.0,-42.81861843428044,-43.66805165123397,0.5,-1.6988664339070536,25.26297360321092,-68.71860455827971,-1.7705094844007754,1.5580887882355938
64.0,-43.538579731641384,-44.33551789975117,0.5,-1.5938763362195665,26.40214780230044,-70.51183208638865,-2.024311815726185,1.7984782000632182
65.0,-44.19969727735163,-44.9453468218512,0.5,-1.4912990889991347,27.567005003629063,-72.27429987024362,-2.303871783659737,2.065819828423097
66.0,-44.80103857773052,-45.4973570433976,0.5,-1.3926369313341551,28.757048076137924,-74.00569534349826,-2.6105680517722183,2.361858275734956
67.0,-45.34235992474759,-45.99148312969629,0.5,-1.2982464098974045,29.971745893271994,-75.70581231632245,-2.945750215859781,2.6883335092139435
68.0,-45.82389059404059,-46.427764484606584,0.5,-1.2077477811319808,31.21053560467606,-77.37454029911675,-3.3107325010906967,3.046972710924789
