T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv_debye_J_per_molK,Cv_einstein_J_per_molK,alpha_debye_1e-8_per_K,alpha_einstein_1e-8_per_K,residual_1e-8_per_K,z
225.0,178.19054650594055,180.31414909587045,0.5,17.508309840663713,14.268616810165582,-339.4252439545608,519.7393930504312,2.1236025899299147,4.247205179859829
226.0,179.59915193420113,181.76870246779023,0.5,17.5591555392296,14.335610662139413,-340.41096523758745,522.1796677053777,2.1695505335890957,4.339101067178191
227.0,180.99915272464804,183.21333283662548,0.5,17.609538624683257,14.402085879111121,-341.3877180610708,524.6010508976964,2.2141801119774356,4.428360223954871
228.0,182.3904026109114,184.64807528482535,0.5,17.659463753052467,14.468045902272873,-342.35559268919883,527.0036679740242,2.2576726739139654,4.515345347827931
229.0,183.77280425365674,186.07296631526776,0.5,17.7089355426534,14.533494191741351,-343.31467865506204,529.3876449703298,2.3001620616110148,4.6003241232220295
230.0,185.14629876309638,187.48804378281048,0.5,17.75795857382074,14.598434224534936,-344.26506475542226,531.7531085382327,2.3417450197141036,4.683490039428207
231.0,186.51085643326024,188.89334682811815,0.5,17.806537388670137,14.662869492630636,-345.206839046107,534.1001858742252,2.382490394857918,4.764980789715836
232.0,187.86646906602422,190.28891581370922,0.5,17.85467649089136,14.72680350109824,-346.1400888379997,536.4290046517089,2.4224467476849947,4.844893495369989
233.0,189.21314393805832,191.67479226214675,0.5,17.90238034557115,14.790239766309181,-347.0649006936052,538.7396929557519,2.4616483240884226,4.923296648176845
234.0,190.55089926504044,193.0510187963257,0.5,17.94965337904378,14.853181814217681,-347.98136042415285,541.0323792204786,2.5001195312852644,5.000239062570529
235.0,191.87976092011905,194.41763908178606,0.5,17.996499978768455,14.915633178711781,-348.88955308721955,543.3071921690056,2.537878161667027,5.075756323334054
236.0,193.19976013784583,195.77469777099458,0.5,18.042924493232245,14.977597400032051,-349.7895629848481,545.5642607558426,2.5749376331487177,5.149875266297435
237.0,194.51093195280367,197.12224044953888,0.5,18.088931231877165,15.039078023255604,-350.6814736621333,547.8037141116722,2.611308496735194,5.222616993470388
238.0,195.81331416185233,198.46031358418207,0.5,18.134524465050074,15.100078596843355,-351.56536790625097,550.025681490433,2.6469994223297237,5.2939988446594475
239.0,197.10694664501014,199.7889644727111,0.5,18.179708423974915,15.160602671248432,-352.44132774591964,552.2302922186307,2.682017827700945,5.36403565540189
240.0,198.39187092339478,201.1082411955402,0.5,18.2244873007453,15.22065379758355,-353.3094344512567,554.4176756467969,2.716370272145414,5.432740544290828
241.0,199.66812986896076,202.41819256900533,0.5,18.268865248337136,15.28023552634553,-354.1697685340233,556.5879611030286,2.7500627000445537,5.500125400089107
242.0,200.93576750878654,203.71886810030168,0.5,18.312846380640128,15.33935140619493,-355.0224097482352,558.7412778485369,2.783100591515144,5.566201183030288
243.0,202.19482888694844,205.01031794402337,0.5,18.356434772506642,15.398004982788926,-355.86743709110965,560.877755035133,2.8154890570749487,5.630978114149897
244.0,203.44535996095092,206.2925928602415,0.5,18.39963445981794,15.456199797665663,-356.70492880434983,562.9975216645913,2.84723289929058,5.69446579858116
245.0,204.68740751882626,207.5657441740853,0.5,18.442449439566246,15.513939387178294,-357.53496237573586,565.1007065498211,2.8783366552590377,5.756673310518075
246.0,205.9210191087768,208.82982373677967,0.5,18.484883669951785,15.571227281476977,-358.3576145410056,567.1874382777853,2.9088046280028994,5.817609256005799
247.0,207.14624297672322,210.08488388808541,0.5,18.526941070494487,15.628067003537184,-359.1729612860207,569.2578451741061,2.9386409113622083,5.877281822724417
248.0,208.36312800916946,211.3309774201129,0.5,18.56862552215895,15.684462068232765,-359.981077849189,571.3120552693019,2.967849410943457,5.935698821886914
249.0,209.57172367995594,212.56815754245096,0.5,18.609940867492416,15.740415981452067,-360.7820387241392,573.3501962665902,2.996433862495038,5.992867724990076
250.0,210.77208000010972,213.7964778485861,0.5,18.6508909107747,15.795932239255803,-361.57591766262806,575.3723955112141,3.024397848476396,6.048795696952792
251.0,211.9642474703438,215.0159922835572,0.5,18.691479418179643,15.851014327075008,-362.36278767766953,577.3787799612268,3.05174481321339,6.10348962642678
252.0,213.14827703593286,216.226755112816,0.5,18.731710117947276,15.90566571894778,-363.1427210468733,579.3694761596893,3.078478076883152,6.156956153766304
253.0,214.32422004379038,217.42882089225736,0.5,18.771586700565862,15.959889876793389,-363.91578931597326,581.3446102082306,3.104600848466995,6.20920169693399
254.0,215.49212820161281,218.6222444393695,0.5,18.81111281896393,16.013690249722465,-364.68206330255083,583.3043077419203,3.1301162377566842,6.2602324755133685
255.0,216.6520535389865,219.80708080548587,0.5,18.85029208871069,16.067070273381887,-365.4416130999202,585.2486939054061,3.1550272664993573,6.3100545329987145
256.0,217.80404837036156,220.983385249089,0.5,18.88912808822524,16.120033369333218,-366.19450808118387,587.1778933302728,3.179336878727428,6.358673757454856
257.0,218.9481652598093,222.15121321014314,0.5,18.9276243589933,16.172582944463407,-366.9408169034347,589.0920301135778,3.2030479503338736,6.406095900667747
258.0,220.08445698748176,223.31062028541592,0.5,18.96578440579152,16.224722390426667,-367.68060751210453,590.9912277975204,3.226163297934144,6.452326595868288
259.0,221.2129765176993,224.46166220476087,0.5,19.00361169691845,16.27645508311627,-368.4139471454413,592.8756093502021,3.2486856870615903,6.497371374123181
260.0,222.33377696859355,225.6043948083294,0.5,19.041109664431954,16.327784382165312,-369.14090233911224,594.7452971474416,3.2706178397358703,6.541235679471741
261.0,223.446911583237,226.73887402468193,0.5,19.078281704392424,16.378713630475218,-369.8615389309189,596.6004129556009,3.2919624414449165,6.583924882889833
262.0,224.55243370219443,227.8651558497643,0.5,19.11513117711192,16.429246153771174,-370.57592206562686,598.4410779153911,3.312722147569848,6.625444295139696
263.0,225.65039673743382,228.98329632673514,0.5,19.151661407407683,16.479385260183257,-371.28411619988066,600.2674125266158,3.3328995893013285,6.665799178602657
264.0,226.74085414753603,230.09335152659506,0.5,19.187875684861087,16.529134239852446,-371.9861851072238,602.0795366338189,3.3524973790590096,6.704994758118019
265.0,227.82385941414725,231.19537752961543,0.5,19.223777264080287,16.578496364560586,-372.68219188319074,603.8775694128062,3.3715181154681875,6.743036230936375
266.0,228.89946601961975,232.28943040751707,0.5,19.259369364967455,16.627474887383336,-373.3721989504877,605.6616293580048,3.3899643878973165,6.779928775794633
267.0,229.96772742578705,233.3755662063945,0.5,19.294655172989035,16.676073042365246,-374.05626806423174,607.4318342706263,3.4078387806074533,6.8156775612149065
268.0,231.02869705382648,234.4538409303476,0.5,19.32963783944974,16.724294044216197,-374.7344603172628,609.1883012476104,3.425143876521132,6.850287753042264
269.0,232.08242826515897,235.52431052579996,0.5,19.364320481769447,16.77214108802827,-375.4068361455117,610.9311466713117,3.4418822606409867,6.883764521281973
270.0,233.128974343342,236.58703086648924,0.5,19.398706183762545,16.819617349012354,-376.0734553334158,612.660486199905,3.458056523147226,6.916113046294452
271.0,234.16838847691133,237.64205773909333,0.5,19.43279799592012,16.866725982253712,-376.7343770193893,614.3764347584826,3.4736692621819985,6.947338524363997
272.0,235.20072374313054,238.68944682948097,0.5,19.46659893569398,16.9134701224857,-377.38965970132983,616.0791065308108,3.488723086350427,6.977446172700854
273.0,236.22603309260796,239.72925370956642,0.5,19.50011198778265,16.959852883881066,-378.0393612421627,617.7686149517291,3.5032206169584277,7.006441233916855
274.0,237.24436933474325,240.76153382473768,0.5,19.533340104419068,17.005877359859966,-378.68353887541844,619.4450727001562,3.5171644899944288,7.0343289799888575
275.0,238.25578512396697,241.78634248185386,0.5,19.566286205659576,17.051546622914234,-379.3222492108352,621.1085916926891,3.5305573578869196,7.061114715773839
276.0,239.2603329467382,242.80373483777444,0.5,19.5989531796744,17.09686372444708,-379.95554823999026,622.7592830777647,3.5434018910362277,7.086803782072455
277.0,240.25806510926708,243.81376588842235,0.5,19.631343883038618,17.141831694627697,-380.58349134194094,624.3972572303633,3.555700779155285,7.11140155831057
278.0,241.2490337259306,244.81649045834462,0.5,19.663461141024353,17.186453542260182,-381.20613328888896,626.0226237472336,3.567456732414055,7.13491346482811
279.0,242.23329070835004,245.8119631907645,0.5,19.695307747893462,17.23073225466619,-381.82352825185484,627.6354914426194,3.578672482414427,7.157344964828854
280.0,243.21088775510202,246.80023853810366,0.5,19.726886467190436,17.274670797580658,-382.4357298063564,629.23596834446,3.5893507830016267,7.178701566003253
281.0,244.18187634203488,247.78137075296166,0.5,19.758200032035713,17.318272115060235,-383.04279093809447,630.8241616910561,3.599494410926771,7.198988821853542
282.0,245.14630771316288,248.7554138795323,0.5,19.789251145419033,17.361539129403788,-383.64476404864087,632.4001779281732,3.6091061663694397,7.218212332738879
283.0,246.10423287211353,249.72242174544556,0.5,19.820042480492663,17.40447474108448,-384.2417009611222,633.9641227065678,3.6181888733320164,7.236377746664033
284.0,247.05570257410363,250.68244795401444,0.5,19.85057668086459,17.447081828692983,-384.83365292590463,635.516100879919,3.626745379910779,7.253490759821558
285.0,248.0007673184192,251.6355458768856,0.5,19.88085636089095,17.48936324889133,-385.42067062626205,637.0562165031477,3.634778558466406,7.269557116932812
286.0,248.9394773413784,252.58176864706314,0.5,19.910884105968282,17.531321836376957,-386.00280418404316,638.5845728311064,3.642291305684754,7.284582611369508
287.0,249.87188260975526,253.5211691523004,0.5,19.94066247282521,17.572960403856516,-386.580103165325,640.1012723176253,3.6492865425451355,7.298573085090271
288.0,250.79803281464336,254.4538000288526,0.5,19.970193989812977,17.614281742028997,-387.15261658604595,641.6064166148985,3.6557672142092716,7.311534428418543
289.0,251.71797736574055,255.37971365556507,0.5,19.99948115719555,17.65528861957783,-387.72039291762997,643.100106573195,3.661736289824528,7.323472579649056
290.0,252.63176538603471,256.2989621482935,0.5,20.028526447438473,17.695983783171442,-388.28348009258605,644.5824422408796,3.6671967622587913,7.334393524517583
291.0,253.53944570687383,257.21159735464107,0.5,20.05733230549697,17.736369957472096,-388.8419255100938,646.0535228647349,3.6721516477672074,7.344303295534415
292.0,254.4410668634019,258.11767084900686,0.5,20.085901149102394,17.776449845152428,-389.3957760415568,647.5134468905636,3.676603985604957,7.353207971209914
293.0,255.3366770903448,259.01723392792275,0.5,20.114235369047922,17.81622612691947,-389.94507803614096,648.9623119640637,3.6805568375779485,7.361113675155897
294.0,256.22632431813025,259.91033760567876,0.5,20.14233732947274,17.85570146154579,-390.48987732628376,650.4002149319625,3.6840132875484897,7.368026575096979
295.0,257.110056169326,260.79703261022456,0.5,20.170209368144604,17.89487848590741,-391.03021923317294,651.8272518433974,3.6869764408985652,7.3739528817971305
296.0,257.9879199553827,261.6773693793317,0.5,20.197853796741324,17.933759815028175,-391.5661485722021,653.2435179515338,3.6894494239489837,7.378898847897967
297.0,258.8599626736669,262.5513980570114,0.5,20.225272901130378,17.97234804213032,-392.097709658393,654.6491077154044,3.691435383344473,7.382870766688946
298.0,259.7262310047707,263.4191684901809,0.5,20.252468941646956,18.010645738690865,-392.62494631178475,656.0441148019656,3.6929374854101917,7.3858749708203835
299.0,260.5867713100858,264.28073022556015,0.5,20.279444153370516,18.048655454503646,-393.14790186279583,657.4286320883559,3.6939589154743553,7.387917830948711
300.0,261.4416296296297,265.1361325068031,0.5,20.306200746399334,18.086379717746652,-393.6666191575461,658.8027516643492,3.694502877173414,7.389005754346828
301.0,262.29085168011136,265.98542427183986,0.5,20.332740906123515,18.12382103505439,-394.18114056315034,660.1665648349903,3.69457259172852,7.38914518345704
302.0,263.1344828532268,266.8286541504355,0.5,20.359066793495966,18.16098189159508,-394.6915079729709,661.5201621234064,3.694171297208691,7.388342594417382
303.0,263.97256821417204,267.6658704619516,0.5,20.385180545301598,18.19786475115244,-395.1977628118365,662.8636332737881,3.6933022477795356,7.386604495559071
304.0,264.80515250036456,268.4971212132983,0.5,20.411084274424525,18.234472056211747,-395.6999460412229,664.1970672545212,3.691968712933766,7.383937425867532
305.0,265.63228012036257,269.3224540970764,0.5,20.436780070113514,18.27080622805003,-396.19809816439846,665.5205522614748,3.6901739767137913,7.380347953427583
306.0,266.45399515297316,270.1419164899024,0.5,20.462269998245013,18.306869666830142,-396.6922592315235,666.8341757214259,3.6879213369292705,7.375842673858541
307.0,267.27034134653985,270.95555545090286,0.5,20.487556101584605,18.34266475169853,-397.18246884471915,668.138024295622,3.6852141043629767,7.370428208725953
308.0,268.0813621184011,271.76341772037614,0.5,20.512640400046134,18.378193840886443,-397.66876616309077,669.4321838834669,3.6820556019750095,7.364111203950019
309.0,268.88710055451145,272.56554971861834,0.5,20.537524890948724,18.41345927181447,-398.15118990771055,670.7167396263288,3.6784491641069237,7.356898328213847
310.0,269.68759940921757,273.3619975448973,0.5,20.562211549271836,18.448463361200137,-398.6297783665625,671.9917759114597,3.6743981356797155,7.348796271359431
