pmodel_case_id,pmodel_phase_rad,pikovski_case_id,pikovski_phase_rad,delta_phi_diff_rad,delta_phi_diff_over_phi_ref,required_abs_phase_precision_1sigma_for_3sigma_rad,required_fractional_phase_precision_1sigma_for_3sigma,current_abs_phase_precision_rad,current_fractional_phase_precision,current_over_required_precision,detectable_under_current_precision
pmodel_reference_mapping,-0.03218425417664365,pikovski_arm_separation_proxy,0.0002720287242866323,-0.03245628290093028,-1.4024515045521903e-09,0.01081876096697676,4.6748383485073e-10,0.023142534908038574,1e-09,2.1391113990482795,False
pmodel_reference_mapping,-0.03218425417664365,pikovski_apex_height_envelope,0.07570261822794637,-0.10788687240459002,-4.661843347468192e-09,0.03596229080153001,1.5539477824893974e-09,0.023142534908038574,1e-09,0.6435222671369416,True
pmodel_beta_light_local,4.1602569473973726e-14,pikovski_arm_separation_proxy,0.0002720287242866323,-0.00027202872424502973,-1.1754491257158714e-11,9.067624141500991e-05,3.9181637523862384e-12,0.023142534908038574,1e-09,255.22159439890194,False
pmodel_beta_light_local,4.1602569473973726e-14,pikovski_apex_height_envelope,0.07570261822794637,-0.07570261822790476,-3.27114633417316e-09,0.025234206075968255,1.0903821113910533e-09,0.023142534908038574,1e-09,0.9171096898538179,True
