input_id,path,exists,expected_sha256,current_sha256,hash_changed
beta_qvalue_full_csv,output/public/quantum/nuclear_beta_decay_qvalue_prediction_full.csv,True,03fd430899c219d36be461d99eb266b6f99b9d7aabe19441d947d9f7fbf28242,03fd430899c219d36be461d99eb266b6f99b9d7aabe19441d947d9f7fbf28242,False
beta_qvalue_metrics_json,output/public/quantum/nuclear_beta_decay_qvalue_prediction_metrics.json,True,a610f50f4d7eee319d71c1f7fa0342323d419c74c390aca651a04b1b6c70c171,a610f50f4d7eee319d71c1f7fa0342323d419c74c390aca651a04b1b6c70c171,False
route_ab_audit_json,output/public/quantum/weak_interaction_beta_decay_route_ab_audit.json,True,99ffb0d4484cc2043b4b05b3b3ecd2192ff57f602b412d1f79c97bbb9726f372,99ffb0d4484cc2043b4b05b3b3ecd2192ff57f602b412d1f79c97bbb9726f372,False
ckm_audit_json,output/public/quantum/weak_interaction_ckm_first_row_audit.json,True,ab36fe790687e17372fee1a54ee93564d9d70490e6ea85e67fd513903785a882,ab36fe790687e17372fee1a54ee93564d9d70490e6ea85e67fd513903785a882,False
pmns_audit_json,output/public/quantum/weak_interaction_pmns_first_row_audit.json,True,9994c08e6a215f784720e6252269f65a4da1987d62ab8c4805cc012cefddd06a,9994c08e6a215f784720e6252269f65a4da1987d62ab8c4805cc012cefddd06a,False
