Z,N,A,symbol,A_group,B_obs_MeV,sigma_B_obs_MeV,Delta_B_P_minus_SEMF_MeV,Delta_B_P_minus_Yukawa_MeV,abs_Delta_B_P_minus_SEMF_MeV,abs_Delta_B_P_minus_Yukawa_MeV,required_sigma_3sigma_SEMF_MeV,required_sigma_3sigma_Yukawa_MeV,required_relative_precision_SEMF,required_relative_precision_Yukawa,resolvable_now_SEMF_sigma_le_req,resolvable_now_Yukawa_sigma_le_req,precision_ratio_obs_over_req_SEMF,precision_ratio_obs_over_req_Yukawa
19,12,31,K,light_A_le_40,201.097000,0.31,72.959047,178.047023,72.959047,178.047023,24.319682,59.349008,0.12093508,0.29512627,1,1,0.012746877,0.0052233392
10,22,32,Ne,light_A_le_40,213.472000,0.512,79.660392,186.427426,79.660392,186.427426,26.553464,62.142475,0.12438851,0.29110364,1,1,0.019281853,0.0082391311
11,21,32,Na,light_A_le_40,231.036208,0.0372608,55.504421,186.427208,55.504421,186.427208,18.501474,62.142403,0.080080407,0.26897257,1,1,0.0020139369,0.00059960347
12,20,32,Mg,light_A_le_40,249.722915,0.0032608,29.816138,186.427231,29.816138,186.427231,9.9387127,62.14241,0.039798961,0.24884545,1,1,0.00032809078,5.2473021e-05
13,19,32,Al,light_A_le_40,259.211037,0.0071712,18.406323,186.427367,18.406323,186.427367,6.135441,62.142456,0.023669675,0.23973692,1,1,0.0011688157,0.00011539937
14,18,32,Si,light_A_le_40,271.407008,0.0002976,5.463870,186.427415,5.463870,186.427415,1.82129,62.142472,0.0067105489,0.22896414,1,1,0.00016340067,4.7889952e-06
15,17,32,P,light_A_le_40,270.851850,4.16e-05,6.799676,186.427367,6.799676,186.427367,2.2665587,62.142456,0.0083682599,0.22943338,1,1,1.8353816e-05,6.6942961e-07
16,16,32,S,light_A_le_40,271.780163,6.4e-06,-23.289114,175.110780,23.289114,175.110780,7.763038,58.37026,0.028563667,0.21477013,1,1,8.2441951e-07,1.0964488e-07
17,15,32,Cl,light_A_le_40,258.316986,0.0005632,20.684667,186.427399,20.684667,186.427399,6.894889,62.142466,0.026691582,0.24056671,1,1,8.1683694e-05,9.0630455e-06
18,14,32,Ar,light_A_le_40,246.400285,0.0017696,-6.378243,170.992244,6.378243,170.992244,2.126081,56.997415,0.0086285655,0.23132041,1,1,0.00083232953,3.1047022e-05
19,13,32,K,light_A_le_40,221.440000,0.384,60.061158,186.427322,60.061158,186.427322,20.020386,62.142441,0.09040998,0.2806288,1,1,0.019180449,0.0061793518
10,23,33,Ne,light_A_le_40,212.388000,0.594,92.854150,194.847633,92.854150,194.847633,30.951383,64.949211,0.14573038,0.30580452,1,1,0.019191388,0.0091456076
11,22,33,Na,light_A_le_40,233.967565,0.4499121,62.814778,194.847676,62.814778,194.847676,20.938259,64.949225,0.089492145,0.27759927,1,1,0.02148756,0.0069271357
12,21,33,Mg,light_A_le_40,252.002461,0.0026631,38.964104,194.847633,38.964104,194.847633,12.988035,64.949211,0.051539317,0.25773245,1,1,0.00020504257,4.1002808e-05
13,20,33,Al,light_A_le_40,264.680368,0.0069861,21.302168,194.847540,21.302168,194.847540,7.1007227,64.94918,0.026827538,0.24538722,1,1,0.00098385761,0.00010756256
14,19,33,Si,light_A_le_40,275.914967,0.0006996,9.829145,194.847575,9.829145,194.847575,3.2763817,64.949192,0.011874607,0.23539568,1,1,0.00021352824,1.0771497e-05
15,18,33,P,light_A_le_40,280.955641,0.001089,4.545085,194.847788,4.545085,194.847788,1.5150283,64.949263,0.0053924112,0.23117266,1,1,0.00071879844,1.6766934e-05
16,17,33,S,light_A_le_40,280.421803,6.6e-06,5.449474,194.847663,5.449474,194.847663,1.8164913,64.949221,0.0064777108,0.23161259,1,1,3.6333782e-06,1.0161785e-07
17,16,33,Cl,light_A_le_40,274.056938,0.0003894,12.542861,194.847751,12.542861,194.847751,4.1809537,64.94925,0.015255785,0.23699181,1,1,9.3136646e-05,5.9954503e-06
18,15,33,Ar,light_A_le_40,261.655545,0.0003993,-10.732052,180.364530,10.732052,180.364530,3.5773507,60.12151,0.013671985,0.2297735,1,1,0.00011161892,6.6415498e-06
19,14,33,K,light_A_le_40,243.936000,0.198,45.295631,194.847567,45.295631,194.847567,15.098544,64.949189,0.061895512,0.26625504,1,1,0.013113848,0.0030485369
20,13,33,Ca,light_A_le_40,219.681000,0.396,70.955451,194.847730,70.955451,194.847730,23.651817,64.949243,0.10766437,0.29565253,1,1,0.0167429,0.0060970687
10,24,34,Ne,light_A_le_40,213.758000,0.51,102.653122,203.305153,102.653122,203.305153,34.217707,67.768384,0.16007685,0.31703321,1,1,0.014904564,0.0075256332
11,23,34,Na,light_A_le_40,234.138882,0.5994166,74.630127,203.305094,74.630127,203.305094,24.876709,67.768365,0.10624766,0.28943661,1,1,0.024095494,0.0088450799
12,22,34,Mg,light_A_le_40,256.713325,0.0068918,44.953201,203.305108,44.953201,203.305108,14.9844,67.768369,0.05837017,0.26398462,1,1,0.00045993165,0.00010169641
13,21,34,Al,light_A_le_40,267.251920,0.0021046,28.961201,203.305221,28.961201,203.305221,9.6537337,67.768407,0.036122224,0.253575,1,1,0.00021800891,3.1055769e-05
14,20,34,Si,light_A_le_40,283.463641,0.0008024,11.315187,203.305322,11.315187,203.305322,3.771729,67.768441,0.013305865,0.23907278,1,1,0.00021274063,1.184032e-05
15,19,34,P,light_A_le_40,287.238310,0.0008092,7.353707,203.305129,7.353707,203.305129,2.4512357,67.768376,0.0085338048,0.23593084,1,1,0.00033011922,1.1940673e-05
16,18,34,S,light_A_le_40,291.838952,4.42e-05,-24.794536,192.821458,24.794536,192.821458,8.2648453,64.273819,0.028319884,0.22023729,1,1,5.3479525e-06,6.876828e-07
17,17,34,Cl,light_A_le_40,285.565000,4.76e-05,9.807843,203.305021,9.807843,203.305021,3.269281,67.76834,0.011448465,0.23731319,1,1,1.4559776e-05,7.0239288e-07
18,16,34,Ar,light_A_le_40,278.720862,7.82e-05,-20.042576,188.595895,20.042576,188.595895,6.6808587,62.865298,0.023969712,0.22554931,1,1,1.1705082e-05,1.2439295e-06
19,15,34,K,light_A_le_40,260.780000,0.204,36.323917,203.305202,36.323917,203.305202,12.107972,67.768401,0.046429835,0.25986809,1,1,0.016848403,0.0030102525
20,14,34,Ca,light_A_le_40,243.882000,0.306,54.770100,203.305028,54.770100,203.305028,18.2567,67.768343,0.074858743,0.27787349,1,1,0.01676097,0.0045153827
11,24,35,Na,light_A_le_40,236.075000,0.665,83.168509,211.797358,83.168509,211.797358,27.722836,70.599119,0.11743233,0.29905377,1,1,0.023987445,0.009419381
12,23,35,Mg,light_A_le_40,257.468183,0.269668,55.447322,211.797101,55.447322,211.797101,18.482441,70.599034,0.071785338,0.27420489,1,1,0.014590497,0.0038197123
13,22,35,Al,light_A_le_40,272.549351,0.0073605,33.578499,211.797345,33.578499,211.797345,11.192833,70.599115,0.041067179,0.25903241,1,1,0.00065760831,0.00010425768
14,21,35,Si,light_A_le_40,285.934754,0.0358575,17.561276,211.797325,17.561276,211.797325,5.8537587,70.599108,0.020472358,0.24690636,1,1,0.0061255515,0.00050790302
15,20,35,P,light_A_le_40,295.618736,0.0018655,7.395910,211.797299,7.395910,211.797299,2.4653033,70.5991,0.0083394692,0.23881808,1,1,0.00075670202,2.642385e-05
16,19,35,S,light_A_le_40,298.824788,4.2e-05,3.082321,211.797187,3.082321,211.797187,1.0274403,70.599062,0.0034382701,0.23625571,1,1,4.0878286e-05,5.9490875e-07
17,18,35,Cl,light_A_le_40,298.209765,3.5e-05,-28.738300,198.052257,28.738300,198.052257,9.5794333,66.017419,0.032123138,0.22137913,1,1,3.6536608e-06,5.3016311e-07
18,17,35,Ar,light_A_le_40,291.461173,0.000679,-21.127437,198.150808,21.127437,198.150808,7.042479,66.050269,0.024162666,0.22661773,1,1,9.6414913e-05,1.0280049e-05
19,16,35,K,light_A_le_40,278.804432,0.000511,25.252993,211.797106,25.252993,211.797106,8.4176643,70.599035,0.030192003,0.25322064,1,1,6.0705676e-05,7.2380592e-06
20,15,35,Ca,light_A_le_40,261.660000,0.21,44.347171,211.797306,44.347171,211.797306,14.78239,70.599102,0.056494651,0.26981236,1,1,0.014206092,0.0029745421
21,14,35,Sc,light_A_le_40,238.980000,0.385,69.292941,211.797235,69.292941,211.797235,23.097647,70.599078,0.096650962,0.29541835,1,1,0.016668365,0.005453329
11,25,36,Na,light_A_le_40,236.052000,0.684,95.997040,220.321777,95.997040,220.321777,31.999013,73.440592,0.13555917,0.3111204,1,1,0.021375659,0.0093136504
12,24,36,Mg,light_A_le_40,260.799127,0.6902388,62.774168,220.321671,62.774168,220.321671,20.924723,73.440557,0.080233101,0.28159817,1,1,0.03298676,0.0093986052
13,23,36,Al,light_A_le_40,274.446554,0.1495044,42.702032,220.321644,42.702032,220.321644,14.234011,73.440548,0.051864417,0.26759508,1,1,0.010503322,0.0020357201
14,22,36,Si,light_A_le_40,292.050716,0.0717984,20.874187,220.321917,20.874187,220.321917,6.9580623,73.440639,0.023824843,0.25146536,1,1,0.010318735,0.00097763855
15,21,36,P,light_A_le_40,299.083291,0.0131148,12.196669,220.321860,12.196669,220.321860,4.0655563,73.44062,0.013593392,0.2455524,1,1,0.0032258316,0.00017857692
16,20,36,S,light_A_le_40,308.714040,0.0001872,-19.959056,211.426914,19.959056,211.426914,6.6530187,70.475638,0.021550749,0.22828776,1,1,2.8137603e-05,2.656237e-06
17,19,36,Cl,light_A_le_40,306.789559,3.6e-05,4.480363,220.321835,4.480363,220.321835,1.4934543,73.440612,0.004868009,0.23938433,1,1,2.410519e-05,4.90192e-07
18,18,36,Ar,light_A_le_40,306.716746,2.88e-05,-28.039120,206.210968,28.039120,206.210968,9.3463733,68.736989,0.030472328,0.22410576,1,1,3.0814091e-06,4.1898838e-07
19,17,36,K,light_A_le_40,293.120039,0.000324,19.553332,220.321789,19.553332,220.321789,6.5177773,73.440596,0.022235864,0.25054785,1,1,4.9710198e-05,4.4117289e-06
20,16,36,Ca,light_A_le_40,281.371676,0.0399996,31.909043,220.321672,31.909043,220.321672,10.636348,73.440557,0.037801771,0.26100906,1,1,0.0037606518,0.00054465273
21,15,36,Sc,light_A_le_40,257.976000,0.288,57.415724,220.321869,57.415724,220.321869,19.138575,73.440623,0.074187423,0.28468006,1,1,0.015048143,0.0039215354
11,26,37,Na,light_A_le_40,236.911000,0.703,105.565778,228.876309,105.565778,228.876309,35.188593,76.292103,0.14853085,0.32202854,1,1,0.019978065,0.0092145841
12,25,37,Mg,light_A_le_40,261.039126,0.6989485,74.389670,228.876306,74.389670,228.876306,24.796557,76.292102,0.094991724,0.29226309,1,1,0.028187321,0.0091614791
13,24,37,Al,light_A_le_40,278.658692,0.1802455,48.764653,228.876328,48.764653,228.876328,16.254884,76.292109,0.058332594,0.27378335,1,1,0.011088698,0.0023625707
14,23,37,Si,light_A_le_40,294.257422,0.1138083,28.690819,228.876466,28.690819,228.876466,9.5636063,76.292155,0.032500816,0.25927011,1,1,0.011900145,0.0014917431
15,22,37,P,light_A_le_40,305.899576,0.0379472,14.168004,228.876555,14.168004,228.876555,4.722668,76.292185,0.015438622,0.24940272,1,1,0.0080351191,0.00049739302
16,21,37,S,light_A_le_40,313.017643,0.0001998,5.195897,228.876287,5.195897,228.876287,1.7319657,76.292096,0.0055331247,0.24373098,1,1,0.00011536025,2.6188821e-06
17,20,37,Cl,light_A_le_40,317.100419,5.18e-05,-27.799839,216.258196,27.799839,216.258196,9.266613,72.086065,0.02922296,0.22732882,1,1,5.5899604e-06,7.1858548e-07
18,19,37,Ar,light_A_le_40,315.504202,0.0002072,-26.550040,215.855844,26.550040,215.855844,8.8500133,71.951948,0.028050382,0.22805385,1,1,2.3412394e-05,2.8796997e-06
19,18,37,K,light_A_le_40,308.574376,9.25e-05,11.587057,228.876563,11.587057,228.876563,3.8623523,76.292188,0.012516763,0.24724084,1,1,2.3949136e-05,1.2124439e-06
20,17,37,Ca,light_A_le_40,296.127898,0.0006327,24.819414,228.876493,24.819414,228.876493,8.273138,76.292164,0.027937719,0.25763248,1,1,7.6476423e-05,8.293119e-06
21,16,37,Sc,light_A_le_40,278.425000,0.296,43.602987,228.876571,43.602987,228.876571,14.534329,76.29219,0.052201954,0.27401343,1,1,0.020365577,0.0038798204
22,15,37,Ti,light_A_le_40,256.262000,0.407,67.937308,228.876331,67.937308,228.876331,22.645769,76.29211,0.088369596,0.29771137,1,1,0.017972452,0.0053347587
11,27,38,Na,light_A_le_40,236.208000,0.722,119.240314,237.459092,119.240314,237.459092,39.746771,79.153031,0.16827022,0.33509886,1,1,0.018164997,0.0091215711
12,26,38,Mg,light_A_le_40,263.264000,0.494,82.844698,237.459177,82.844698,237.459177,27.614899,79.153059,0.10489432,0.3006604,1,1,0.017888894,0.0062410728
13,25,38,Al,light_A_le_40,280.060000,0.152,59.116206,237.459406,59.116206,237.459406,19.705402,79.153135,0.070361358,0.28262921,1,1,0.0077136209,0.0019203282
14,24,38,Si,light_A_le_40,299.927529,0.1047926,33.545121,237.459144,33.545121,237.459144,11.181707,79.153048,0.037281363,0.26390725,1,1,0.0093717891,0.0013239237
15,23,38,P,light_A_le_40,309.596446,0.07258,20.641426,237.459291,20.641426,237.459291,6.8804753,79.153097,0.022224013,0.25566539,1,1,0.01054869,0.00091695717
16,22,38,S,light_A_le_40,321.053750,0.0071706,5.895482,237.459291,5.895482,237.459291,1.9651607,79.153097,0.0061209709,0.24654157,1,1,0.003648862,9.0591528e-05
17,21,38,Cl,light_A_le_40,323.208305,9.88e-05,3.816670,237.459443,3.816670,237.459443,1.2722233,79.153148,0.0039362334,0.24489825,1,1,7.7659321e-05,1.2482132e-06
18,20,38,Ar,light_A_le_40,327.342667,0.0001938,-28.968757,224.906484,28.968757,224.906484,9.6562523,74.968828,0.029498911,0.22902248,1,1,2.0069898e-05,2.5850744e-06
19,19,38,K,light_A_le_40,320.646253,0.0001938,-23.337144,223.455908,23.337144,223.455908,7.779048,74.485303,0.02426053,0.23229744,1,1,2.4913074e-05,2.6018556e-06
