r_rg,N_metric_bar,N_phi_bar,N_total_bar,P0_linear,deltaP0,P0_full,delta_u,d_deltaP0_dr
21.55759849906191,6.115635222168695e-08,5.910144117011211e-12,6.116226236580396e-08,1.0472198091145717,2.9785084909438577e-06,1.0472227876230626,2.844201598649343e-06,6.014725142132079e-07
21.724390243902437,5.927877074208564e-08,5.560673735203418e-12,5.9284331415820835e-08,1.0468496477598326,2.8797955116988677e-06,1.0468525275553442,2.750912279275708e-06,5.823057827972463e-07
21.89118198874296,5.7472692893485997e-08,5.234279184369604e-12,5.7477927172670366e-08,1.0464852548808108,2.784223545466474e-06,1.0464880391043563,2.6605437857193937e-06,5.638041115120474e-07
22.057973733583488,5.573487583025401e-08,4.929279851393893e-12,5.5739805110105405e-08,1.0461264967006585,2.6916839334426828e-06,1.046129188384592,2.5729971271787333e-06,5.459405210669283e-07
22.248592870544087,5.382844976119609e-08,4.604928661485944e-12,5.3833054689857573e-08,1.0457232208213048,2.5895039050349812e-06,1.0457258103252098,2.4762773240122327e-06,5.262733882160875e-07
22.415384615384614,5.222676443675904e-08,4.340723298454857e-12,5.2231105160057486e-08,1.0453761054006565,2.5031164580066454e-06,1.0453786085171146,2.3944620968149866e-06,5.096920799714463e-07
22.582176360225137,5.0684210434206506e-08,4.093449255380186e-12,5.0688303883461886e-08,1.0450342302396147,2.4194475222271034e-06,1.045036649687137,2.3151822701947267e-06,4.936720159357933e-07
22.77279549718574,4.8990367704147884e-08,3.83005135147765e-12,4.899419775549936e-08,1.044649781515791,2.3270371404026968e-06,1.0446521085529312,2.2275738622290486e-06,4.7602224988485e-07
22.939587242026263,4.756593699854668e-08,3.615146171021125e-12,4.7569552144717695e-08,1.0443187434360048,2.248889252673326e-06,1.0443209923252574,2.153448691123716e-06,4.611315827453935e-07
23.10637898686679,4.619290130903764e-08,3.413711641738207e-12,4.619631502067938e-08,1.0439925871445441,2.173183458458279e-06,1.0439947603280026,2.0816059648556817e-06,4.467359074162134e-07
23.29699812382739,4.468382140903479e-08,3.1988035687607084e-12,4.468702021260354e-08,1.0436256774492423,2.0895491672626867e-06,1.0436277669984095,2.002199754720657e-06,4.308653125909739e-07
23.463789868667916,4.3413619423888204e-08,3.0231875349356484e-12,4.341664261142313e-08,1.0433096252075105,2.01880782973593e-06,1.0433116440153403,1.9350016791028213e-06,4.174669965017626e-07
23.63058161350844,4.2188231571314986e-08,2.85834374428498e-12,4.2191089915059264e-08,1.0429981282432172,1.9502644889154877e-06,1.0430000785077063,1.8698620954729628e-06,4.0450636224166596e-07
23.797373358348967,4.100577389823472e-08,2.703543009683045e-12,4.10084774412444e-08,1.0426910887915006,1.8838475365087506e-06,1.042692972639037,1.8067151957845695e-06,3.919668231127555e-07
23.987992495309566,3.970466624570707e-08,2.5380615876256126e-12,3.9707204307294684e-08,1.0423455230133,1.8104579197673373e-06,1.0423473334712199,1.736906148228079e-06,3.781312356030836e-07
24.154784240150093,3.860827783420533e-08,2.402571309041489e-12,3.861068040551438e-08,1.0420477189513042,1.748368807373621e-06,1.0420494673201115,1.6778188836885644e-06,3.664415243161918e-07
24.321575984990616,3.754947277584697e-08,2.2751638379873935e-12,3.755174793968495e-08,1.0417540827722969,1.6881980990325205e-06,1.041755770970396,1.6205328677090791e-06,3.5512534761605594e-07
24.51219512195122,3.638346401279133e-08,2.138771666072156e-12,3.638560278445739e-08,1.041423490762435,1.621702310753647e-06,1.0414251124647456,1.557196531852545e-06,3.426322872195797e-07
24.678986866791742,3.540011748404017e-08,2.0269413232513178e-12,3.540214442536341e-08,1.0411384962874075,1.5654394622244435e-06,1.0411400617268698,1.5035831361365215e-06,3.320708246977488e-07
