q_B,exponent_mismatch_abs_2_minus_4q,closure_flag
0.5030000000000001,0.012000000000000455,mismatch
0.504,0.016000000000000014,mismatch
0.5050000000000001,0.020000000000000462,mismatch
0.506,0.02400000000000002,mismatch
0.5070000000000001,0.02800000000000047,mismatch
0.508,0.03200000000000003,mismatch
0.5090000000000001,0.036000000000000476,mismatch
0.51,0.040000000000000036,mismatch
0.5110000000000001,0.04400000000000048,mismatch
0.512,0.04800000000000004,mismatch
0.5130000000000001,0.05200000000000049,mismatch
0.514,0.05600000000000005,mismatch
0.5150000000000001,0.0600000000000005,mismatch
0.516,0.06400000000000006,mismatch
0.5170000000000001,0.0680000000000005,mismatch
0.518,0.07200000000000006,mismatch
0.5190000000000001,0.07600000000000051,mismatch
0.52,0.08000000000000007,mismatch
0.5210000000000001,0.08400000000000052,mismatch
0.522,0.08800000000000008,mismatch
0.5230000000000001,0.09200000000000053,mismatch
0.524,0.09600000000000009,mismatch
0.5250000000000001,0.10000000000000053,mismatch
0.526,0.10400000000000009,mismatch
0.5270000000000001,0.10800000000000054,mismatch
0.528,0.1120000000000001,mismatch
0.5290000000000001,0.11600000000000055,mismatch
0.53,0.1200000000000001,mismatch
0.5310000000000001,0.12400000000000055,mismatch
0.532,0.1280000000000001,mismatch
0.5330000000000001,0.13200000000000056,mismatch
0.534,0.13600000000000012,mismatch
0.5350000000000001,0.14000000000000057,mismatch
0.536,0.14400000000000013,mismatch
0.5370000000000001,0.14800000000000058,mismatch
0.538,0.15200000000000014,mismatch
0.5390000000000001,0.15600000000000058,mismatch
0.54,0.16000000000000014,mismatch
0.5410000000000001,0.1640000000000006,mismatch
0.542,0.16800000000000015,mismatch
0.5430000000000001,0.1720000000000006,mismatch
0.544,0.17600000000000016,mismatch
0.5450000000000002,0.1800000000000006,mismatch
0.546,0.18400000000000016,mismatch
0.5470000000000002,0.1880000000000006,mismatch
0.548,0.19200000000000017,mismatch
0.5490000000000002,0.19600000000000062,mismatch
0.55,0.20000000000000018,mismatch
0.5510000000000002,0.20400000000000063,mismatch
0.552,0.20800000000000018,mismatch
0.5530000000000002,0.21200000000000063,mismatch
0.554,0.2160000000000002,mismatch
0.5550000000000002,0.22000000000000064,mismatch
0.556,0.2240000000000002,mismatch
0.5570000000000002,0.22800000000000065,mismatch
0.558,0.2320000000000002,mismatch
0.5590000000000002,0.23600000000000065,mismatch
0.56,0.2400000000000002,mismatch
0.5610000000000002,0.24400000000000066,mismatch
0.562,0.24800000000000022,mismatch
0.5630000000000002,0.25200000000000067,mismatch
0.5640000000000001,0.2560000000000002,mismatch
0.5650000000000002,0.2600000000000007,mismatch
0.5660000000000001,0.26400000000000023,mismatch
0.5670000000000002,0.2680000000000007,mismatch
0.5680000000000001,0.27200000000000024,mismatch
0.5690000000000002,0.2760000000000007,mismatch
0.5700000000000001,0.28000000000000025,mismatch
0.5710000000000002,0.2840000000000007,mismatch
0.5720000000000001,0.28800000000000026,mismatch
0.5730000000000002,0.2920000000000007,mismatch
0.5740000000000001,0.29600000000000026,mismatch
0.5750000000000002,0.3000000000000007,mismatch
0.5760000000000001,0.30400000000000027,mismatch
0.5770000000000002,0.3080000000000007,mismatch
0.5780000000000001,0.3120000000000003,mismatch
0.5790000000000002,0.3160000000000007,mismatch
0.5800000000000001,0.3200000000000003,mismatch
0.5810000000000002,0.32400000000000073,mismatch
0.5820000000000001,0.3280000000000003,mismatch
0.5830000000000002,0.33200000000000074,mismatch
0.5840000000000001,0.3360000000000003,mismatch
0.5850000000000001,0.3400000000000003,mismatch
0.5860000000000001,0.3440000000000003,mismatch
0.5870000000000001,0.3480000000000003,mismatch
0.5880000000000001,0.3520000000000003,mismatch
0.5890000000000001,0.3560000000000003,mismatch
0.5900000000000001,0.3600000000000003,mismatch
0.5910000000000001,0.3640000000000003,mismatch
0.5920000000000001,0.3680000000000003,mismatch
0.5930000000000001,0.37200000000000033,mismatch
0.5940000000000001,0.37600000000000033,mismatch
0.5950000000000001,0.38000000000000034,mismatch
0.5960000000000001,0.38400000000000034,mismatch
0.5970000000000001,0.38800000000000034,mismatch
0.5980000000000001,0.39200000000000035,mismatch
0.5990000000000001,0.39600000000000035,mismatch
0.6000000000000001,0.40000000000000036,mismatch
0.6010000000000001,0.40400000000000036,mismatch
0.6020000000000001,0.40800000000000036,mismatch
0.6030000000000001,0.41200000000000037,mismatch
0.6040000000000001,0.41600000000000037,mismatch
0.6050000000000001,0.4200000000000004,mismatch
0.6060000000000001,0.4240000000000004,mismatch
0.6070000000000001,0.4280000000000004,mismatch
0.6080000000000001,0.4320000000000004,mismatch
0.6090000000000001,0.4360000000000004,mismatch
0.6100000000000001,0.4400000000000004,mismatch
0.6110000000000001,0.4440000000000004,mismatch
0.6120000000000001,0.4480000000000004,mismatch
0.6130000000000001,0.4520000000000004,mismatch
0.6140000000000001,0.4560000000000004,mismatch
0.6150000000000001,0.4600000000000004,mismatch
0.6160000000000001,0.4640000000000004,mismatch
0.6170000000000001,0.4680000000000004,mismatch
0.6180000000000001,0.4720000000000004,mismatch
0.6190000000000001,0.4760000000000004,mismatch
0.6200000000000001,0.4800000000000004,mismatch
0.6210000000000001,0.48400000000000043,mismatch
0.6220000000000001,0.48800000000000043,mismatch
0.6230000000000001,0.49200000000000044,mismatch
0.6240000000000001,0.49600000000000044,mismatch
0.6250000000000001,0.5000000000000004,mismatch
0.6260000000000001,0.5040000000000004,mismatch
0.6270000000000001,0.5080000000000005,mismatch
0.6280000000000001,0.5120000000000005,mismatch
0.6290000000000001,0.5160000000000005,mismatch
0.6300000000000001,0.5200000000000005,mismatch
0.6310000000000001,0.5240000000000005,mismatch
0.6320000000000001,0.5280000000000005,mismatch
0.6330000000000001,0.5320000000000005,mismatch
0.6340000000000001,0.5360000000000005,mismatch
0.6350000000000001,0.5400000000000005,mismatch
0.6360000000000001,0.5440000000000005,mismatch
0.6370000000000001,0.5480000000000005,mismatch
0.6380000000000001,0.5520000000000005,mismatch
0.6390000000000001,0.5560000000000005,mismatch
0.6400000000000001,0.5600000000000005,mismatch
0.6410000000000001,0.5640000000000005,mismatch
0.6420000000000001,0.5680000000000005,mismatch
0.6430000000000001,0.5720000000000005,mismatch
0.6440000000000001,0.5760000000000005,mismatch
0.6450000000000001,0.5800000000000005,mismatch
0.6460000000000001,0.5840000000000005,mismatch
0.6470000000000001,0.5880000000000005,mismatch
0.6480000000000001,0.5920000000000005,mismatch
0.6490000000000001,0.5960000000000005,mismatch
0.6500000000000001,0.6000000000000005,mismatch
0.6510000000000001,0.6040000000000005,mismatch
0.6520000000000001,0.6080000000000005,mismatch
0.6530000000000001,0.6120000000000005,mismatch
0.6540000000000001,0.6160000000000005,mismatch
0.6550000000000001,0.6200000000000006,mismatch
0.6560000000000001,0.6240000000000006,mismatch
0.6570000000000001,0.6280000000000006,mismatch
0.6580000000000001,0.6320000000000006,mismatch
0.6590000000000001,0.6360000000000006,mismatch
0.6600000000000001,0.6400000000000006,mismatch
0.6610000000000001,0.6440000000000006,mismatch
0.6620000000000001,0.6480000000000006,mismatch
0.6630000000000001,0.6520000000000006,mismatch
0.6640000000000001,0.6560000000000006,mismatch
0.6650000000000001,0.6600000000000006,mismatch
0.6660000000000001,0.6640000000000006,mismatch
0.6670000000000001,0.6680000000000006,mismatch
0.6680000000000001,0.6720000000000006,mismatch
0.6690000000000002,0.6760000000000006,mismatch
0.6700000000000002,0.6800000000000006,mismatch
0.671,0.6840000000000002,mismatch
0.6720000000000002,0.6880000000000006,mismatch
0.673,0.6920000000000002,mismatch
0.6740000000000002,0.6960000000000006,mismatch
0.675,0.7000000000000002,mismatch
0.6760000000000002,0.7040000000000006,mismatch
0.677,0.7080000000000002,mismatch
0.6780000000000002,0.7120000000000006,mismatch
0.679,0.7160000000000002,mismatch
0.6800000000000002,0.7200000000000006,mismatch
0.681,0.7240000000000002,mismatch
0.6820000000000002,0.7280000000000006,mismatch
0.683,0.7320000000000002,mismatch
0.6840000000000002,0.7360000000000007,mismatch
0.685,0.7400000000000002,mismatch
0.6860000000000002,0.7440000000000007,mismatch
0.687,0.7480000000000002,mismatch
0.6880000000000002,0.7520000000000007,mismatch
0.6890000000000001,0.7560000000000002,mismatch
0.6900000000000002,0.7600000000000007,mismatch
0.6910000000000001,0.7640000000000002,mismatch
0.6920000000000002,0.7680000000000007,mismatch
0.6930000000000001,0.7720000000000002,mismatch
0.6940000000000002,0.7760000000000007,mismatch
0.6950000000000001,0.7800000000000002,mismatch
0.6960000000000002,0.7840000000000007,mismatch
0.6970000000000001,0.7880000000000003,mismatch
0.6980000000000002,0.7920000000000007,mismatch
0.6990000000000001,0.7960000000000003,mismatch
0.7000000000000002,0.8000000000000007,mismatch
0.7010000000000001,0.8040000000000003,mismatch
0.7020000000000002,0.8080000000000007,mismatch
0.7030000000000001,0.8120000000000003,mismatch
0.7040000000000002,0.8160000000000007,mismatch
0.7050000000000001,0.8200000000000003,mismatch
0.7060000000000002,0.8240000000000007,mismatch
0.7070000000000001,0.8280000000000003,mismatch
0.7080000000000002,0.8320000000000007,mismatch
0.7090000000000001,0.8360000000000003,mismatch
0.7100000000000002,0.8400000000000007,mismatch
0.7110000000000001,0.8440000000000003,mismatch
0.7120000000000002,0.8480000000000008,mismatch
0.7130000000000001,0.8520000000000003,mismatch
0.7140000000000002,0.8560000000000008,mismatch
0.7150000000000001,0.8600000000000003,mismatch
0.7160000000000002,0.8640000000000008,mismatch
0.7170000000000001,0.8680000000000003,mismatch
0.7180000000000002,0.8720000000000008,mismatch
0.7190000000000001,0.8760000000000003,mismatch
0.7200000000000002,0.8800000000000008,mismatch
0.7210000000000001,0.8840000000000003,mismatch
0.7220000000000002,0.8880000000000008,mismatch
0.7230000000000001,0.8920000000000003,mismatch
0.7240000000000002,0.8960000000000008,mismatch
0.7250000000000001,0.9000000000000004,mismatch
0.7260000000000002,0.9040000000000008,mismatch
0.7270000000000001,0.9080000000000004,mismatch
0.7280000000000002,0.9120000000000008,mismatch
0.7290000000000001,0.9160000000000004,mismatch
0.7300000000000002,0.9200000000000008,mismatch
0.7310000000000001,0.9240000000000004,mismatch
0.7320000000000002,0.9280000000000008,mismatch
0.7330000000000001,0.9320000000000004,mismatch
0.7340000000000002,0.9360000000000008,mismatch
0.7350000000000001,0.9400000000000004,mismatch
0.7360000000000002,0.9440000000000008,mismatch
0.7370000000000001,0.9480000000000004,mismatch
0.7380000000000002,0.9520000000000008,mismatch
0.7390000000000001,0.9560000000000004,mismatch
0.7400000000000002,0.9600000000000009,mismatch
0.7410000000000001,0.9640000000000004,mismatch
0.7420000000000002,0.9680000000000009,mismatch
0.7430000000000001,0.9720000000000004,mismatch
0.7440000000000002,0.9760000000000009,mismatch
0.7450000000000001,0.9800000000000004,mismatch
0.7460000000000002,0.9840000000000009,mismatch
0.7470000000000001,0.9880000000000004,mismatch
0.7480000000000002,0.9920000000000009,mismatch
0.7490000000000001,0.9960000000000004,mismatch
0.7500000000000002,1.0000000000000009,mismatch
0.7510000000000001,1.0040000000000004,mismatch
0.7520000000000002,1.008000000000001,mismatch
0.7530000000000001,1.0120000000000005,mismatch
0.7540000000000002,1.016000000000001,mismatch
0.7550000000000001,1.0200000000000005,mismatch
0.7560000000000002,1.024000000000001,mismatch
0.7570000000000001,1.0280000000000005,mismatch
0.7580000000000002,1.032000000000001,mismatch
0.7590000000000001,1.0360000000000005,mismatch
0.7600000000000002,1.040000000000001,mismatch
0.7610000000000001,1.0440000000000005,mismatch
0.7620000000000002,1.048000000000001,mismatch
0.7630000000000001,1.0520000000000005,mismatch
0.7640000000000002,1.056000000000001,mismatch
0.7650000000000001,1.0600000000000005,mismatch
0.7660000000000002,1.064000000000001,mismatch
0.7670000000000001,1.0680000000000005,mismatch
0.7680000000000002,1.072000000000001,mismatch
0.7690000000000001,1.0760000000000005,mismatch
0.7700000000000002,1.080000000000001,mismatch
0.7710000000000001,1.0840000000000005,mismatch
0.7720000000000002,1.088000000000001,mismatch
0.7730000000000001,1.0920000000000005,mismatch
0.7740000000000002,1.096000000000001,mismatch
0.7750000000000001,1.1000000000000005,mismatch
0.7760000000000002,1.104000000000001,mismatch
0.7770000000000001,1.1080000000000005,mismatch
0.7780000000000002,1.112000000000001,mismatch
0.7790000000000001,1.1160000000000005,mismatch
0.7800000000000002,1.120000000000001,mismatch
0.7810000000000001,1.1240000000000006,mismatch
0.7820000000000003,1.128000000000001,mismatch
0.7830000000000001,1.1320000000000006,mismatch
0.7840000000000003,1.136000000000001,mismatch
0.7850000000000001,1.1400000000000006,mismatch
0.7860000000000003,1.144000000000001,mismatch
0.7870000000000001,1.1480000000000006,mismatch
0.7880000000000003,1.152000000000001,mismatch
0.7890000000000001,1.1560000000000006,mismatch
0.7900000000000003,1.160000000000001,mismatch
0.7910000000000001,1.1640000000000006,mismatch
0.7920000000000003,1.168000000000001,mismatch
0.7930000000000001,1.1720000000000006,mismatch
0.7940000000000003,1.176000000000001,mismatch
0.7950000000000002,1.1800000000000006,mismatch
0.7960000000000003,1.184000000000001,mismatch
0.7970000000000002,1.1880000000000006,mismatch
0.798,1.1920000000000002,mismatch
0.7990000000000002,1.1960000000000006,mismatch
0.8,1.2000000000000002,mismatch
