subset_id,label,description,n_points,n_station,n_target,n_nights,fit_ok,reason,kappa_est,kappa_sigma_cluster,kappa_sigma_indep,kappa_sigma_sandwich,kappa_sigma_jackknife,abs_z_cluster,status_cluster,group_n_total,group_n_valid,group_chi2_dof_cluster,group_status_cluster,subset_status,subset_internal_status,abs_z_vs_reference,stability_status_vs_reference
apol_post_acs,APOL post-ACS,Station APOL and year >= ACS cut.,723,1,6,120,True,,1.1501727691562875,0.3164039482039363,0.16013734278458563,0.2780671273302078,0.3164039482039363,0.4746235627233531,pass,6,3,0.08651338048620758,pass,pass,pass,1.129901144159035,pass
apol_post_acs_apollo_reflectors,APOL post+Apollo,APOL post-ACS and Apollo reflectors only.,546,1,3,111,True,,1.7031338342838676,0.15454732819807618,0.10477431321871435,0.15217465894368615,0.15454732819807618,4.549634357849871,reject,3,3,0.08651338048620803,pass,reject,pass,0.9189460214608121,pass
apol_post_acs_apollo_reflectors_no_fullmoon30,No full-Moon 30,Exclude full-Moon ±30 deg window.,479,1,3,97,True,,1.6301020110944227,0.16517341858791393,0.1159414213540984,0.16247963513211647,0.16517341858791393,3.8147906393246287,reject,3,3,0.09351075538570411,pass,reject,pass,0.5106062333330164,pass
apol_post_acs_apollo_reflectors_no_fullmoon30_multiref_night,No fullM + multi-ref,Keep nights with >=2 Apollo reflectors.,433,1,3,80,True,,1.6390600878824828,0.16830001186594526,0.1224489317873558,0.1655512062657307,0.16830001186594526,3.7971482045497926,reject,3,3,0.06596251138107372,pass,reject,pass,0.5485191297202977,pass
reference_all,Reference all,All inlier points after core quality gates.,13079,5,6,1265,True,,1.5287267089537062,0.11016131859420442,0.025866102236093938,0.09413255319266338,0.11016131859420442,4.79956772214528,reject,17,13,0.6393272428317558,pass,reject,pass,0.0,pass
