station,n_points,fit_ok,reason,kappa_est,kappa_sigma,abs_z,status
APOL,1431,True,,1.3160353946213248,0.11075217338393421,2.853536729484796,watch
GRSM,10878,True,,1.6791791990482774,0.018157887152295087,37.404087455320024,reject
MATM,345,True,,1.5548451019495053,0.09790756350773465,5.66703002373941,reject
MDOL,31,False,n<180,,,,reject
WETL,394,True,,1.4154727757990733,0.06858078390217509,6.058151455248913,reject
