station,target,metric,value_auto,value_tx,delta_rms_ns,abs_delta_rms_ns
WETL,luna17,rms_sr_ns,3.5503051495702573,3.5503051495702573,0.0,0.0
WETL,luna17,rms_sr_tropo_earth_shapiro_ns,3.510010802960894,3.510010802960894,0.0,0.0
WETL,luna17,rms_sr_tropo_moon_tide_ns,3.5669210241488147,3.5669210241488147,0.0,0.0
WETL,luna17,rms_sr_tropo_no_shapiro_ns,4.445218975540551,4.445218975540551,0.0,0.0
WETL,luna17,rms_sr_tropo_ns,3.510450101874352,3.510450101874352,0.0,0.0
WETL,luna17,rms_sr_tropo_station_tide_ns,3.3938412949737025,3.3938412949737025,0.0,0.0
WETL,luna17,rms_sr_tropo_tide_no_ocean_ns,3.444887867577733,3.444887867577733,0.0,0.0
WETL,luna17,rms_sr_tropo_tide_ns,3.43943828947216,3.43943828947216,0.0,0.0
WETL,luna21,n,145.0,145.0,0.0,0.0
WETL,luna21,n_inlier,145.0,145.0,0.0,0.0
WETL,luna21,n_outlier,0.0,0.0,0.0,0.0
WETL,luna21,rms_gc_ns,2831677.2676704605,2831677.2676704605,0.0,0.0
WETL,luna21,rms_sm_ns,334173.83840324084,334173.83840324084,0.0,0.0
WETL,luna21,rms_sr_iau_no_shapiro_ns,443.8842314818623,443.8842314818623,0.0,0.0
WETL,luna21,rms_sr_iau_ns,443.7289204386865,443.7289204386865,0.0,0.0
WETL,luna21,rms_sr_no_shapiro_ns,2.843039515124997,2.843039515124997,0.0,0.0
WETL,luna21,rms_sr_ns,2.1197771496797038,2.1197771496797038,0.0,0.0
WETL,luna21,rms_sr_tropo_earth_shapiro_ns,1.8337814300461024,1.8337814300461024,0.0,0.0
WETL,luna21,rms_sr_tropo_moon_tide_ns,1.6153738254909022,1.6153738254909022,0.0,0.0
WETL,luna21,rms_sr_tropo_no_shapiro_ns,2.8393031539123905,2.8393031539123905,0.0,0.0
WETL,luna21,rms_sr_tropo_ns,1.834465507533644,1.834465507533644,0.0,0.0
WETL,luna21,rms_sr_tropo_station_tide_ns,1.835673187444352,1.835673187444352,0.0,0.0
WETL,luna21,rms_sr_tropo_tide_no_ocean_ns,1.6122170766040027,1.6122170766040027,0.0,0.0
WETL,luna21,rms_sr_tropo_tide_ns,1.603343776106588,1.603343776106588,0.0,0.0
